# _root_ Egymillió forint körüli összeget zsákmányolt az a férfi , aki péntek délben kirabolta a főváros XI. kerületében , a Bartók_Béla_úton lévő egyik postahivatalt .
#goldHeads=2,3,4,5,0,8,8,5,5,13,12,13,6,15,17,17,21,21,20,21,23,23,13,5,
#predictedHeads=2,3,4,5,0,8,8,5,5,13,12,13,6,15,17,17,13,21,20,21,23,23,13,5,
(6,12),(12,9),-0.0374218 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.435046 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.0216767 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.0749225 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.168106 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.1398 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.200231 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.22939 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),0.0881329 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.562821 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.847406 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.735892 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.747564 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-1.01302 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.320984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.195597 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.0361484 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.0967566 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.624792 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.0520276 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.174279 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.0824382 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.146008 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.104673 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.143183 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.00633191 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.125629 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.189633 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),0.089767 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),0.167421 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-0.683227 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.410828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,10),0.435153 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.0861583 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.00569463 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.171802 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.139802 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.203928 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.229741 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),0.0844368 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.410479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,11),0.0193464 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.111577 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),0.00369757 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.105705 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.0106654 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.1398 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.198133 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.22939 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),0.0902315 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),-0.773397 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),0.00369758 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),0.110369 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.00457133 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.126067 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.0665577 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.0850725 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),0.0850944 # DEPENDENCYPART_GRANDPAR
(6,21),(21,1),-0.544548 # DEPENDENCYPART_GRANDPAR
(6,21),(21,2),-0.762224 # DEPENDENCYPART_GRANDPAR
(6,21),(21,4),-0.663365 # DEPENDENCYPART_GRANDPAR
(6,21),(21,5),-0.911896 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-0.414089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,8),-0.139976 # DEPENDENCYPART_GRANDPAR
(6,21),(21,9),-0.150396 # DEPENDENCYPART_GRANDPAR
(6,21),(21,10),0.432603 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),-0.108134 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),-0.0141245 # DEPENDENCYPART_GRANDPAR
(6,21),(21,13),-0.129879 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),-0.00378406 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.0183348 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.2541 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.179532 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.0925541 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.290178 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),0.0730647 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.797041 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.234115 # DEPENDENCYPART_GRANDPAR
(6,23),(23,14),0.00369752 # DEPENDENCYPART_GRANDPAR
(6,23),(23,15),0.110369 # DEPENDENCYPART_GRANDPAR
(6,23),(23,16),-0.00457138 # DEPENDENCYPART_GRANDPAR
(6,23),(23,17),-0.126067 # DEPENDENCYPART_GRANDPAR
(6,23),(23,18),-0.0665579 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),-0.0850725 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-0.162145 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),-0.123563 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),0.0412253 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.578751 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.487223 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.654665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.0037343 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.141484 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.166822 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.170184 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.382931 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.615921 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.277569 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.0870603 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-0.831751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.419828 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.0715114 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-0.0863191 # DEPENDENCYPART_GRANDPAR
(8,1),(1,24),-0.709349 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.534261 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.225154 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.104978 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.952737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.469402 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.12901 # DEPENDENCYPART_GRANDPAR
(8,2),(2,24),-0.750726 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.573382 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.415535 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.691769 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0921501 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.952561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.469253 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.128714 # DEPENDENCYPART_GRANDPAR
(8,4),(4,24),-0.750578 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.634587 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.402552 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.768379 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.302056 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.331697 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.532225 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.891767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.477252 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.264572 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.131118 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.392115 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.144103 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.40534 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.707193 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.313723 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.436641 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-0.332467 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-0.30575 # DEPENDENCYPART_GRANDPAR
(8,5),(5,24),-0.720968 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.457425 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.787375 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.366868 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.188743 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.502413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.13303 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),0.0302928 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),0.257828 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.00316827 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),0.421153 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.0168586 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.318246 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),0.0304984 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.0476941 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),0.00365729 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.156745 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),0.0831964 # DEPENDENCYPART_GRANDPAR
(8,6),(6,24),-0.486423 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.0804758 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.270596 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.00737146 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.00889259 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.304516 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.0369436 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),0.0937361 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.515883 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.809047 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.937297 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.355571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0702243 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.145479 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.00740539 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.03211 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.915969 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.805819 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.515883 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.809047 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.937297 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.35557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.0702243 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.145717 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.406587 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.0137474 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.283684 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),0.0765795 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.0161116 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),0.042516 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),0.114568 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.962127 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.853623 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.08479 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.74425 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.531241 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.754272 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.874757 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.525743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.201351 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.20861 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.227713 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0141606 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.116071 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.0351084 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.263337 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),0.00787104 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.100446 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),0.00917109 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.0216428 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.119525 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),0.141651 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.363559 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.809047 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.404257 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.141481 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.111808 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.126778 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.0574567 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.0765795 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.0140131 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),0.042516 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),0.116667 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.355447 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.622458 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.331001 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.424833 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.280015 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.664225 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.553296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.668052 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.299207 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.575539 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.425592 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.622458 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.331001 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.424833 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.280015 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.664225 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.553058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.383705 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.476619 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.435749 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.401355 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.549629 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.392553 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.411173 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.331001 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.55295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,13),-0.481766 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.258604 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.439445 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.401357 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.553326 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.392904 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.41487 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.331001 # DEPENDENCYPART_GRANDPAR
(10,17),(17,11),-0.386036 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.611168 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.249212 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.442436 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.364254 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.401355 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.547531 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.392553 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.409075 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.924158 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.249212 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.437773 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.35816 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.391168 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.32915 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.299046 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.414212 # DEPENDENCYPART_GRANDPAR
(10,23),(23,14),-0.249212 # DEPENDENCYPART_GRANDPAR
(10,23),(23,15),-0.437773 # DEPENDENCYPART_GRANDPAR
(10,23),(23,16),-0.35816 # DEPENDENCYPART_GRANDPAR
(10,23),(23,17),-0.391168 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),-0.32915 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.299046 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.506923 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.295 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.21718 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.837446 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.725435 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-1.29092 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.6991 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.885757 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-1.11115 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.616674 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.714675 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.533762 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.834786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.480109 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.766326 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.517923 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.787408 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.489522 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.480359 # DEPENDENCYPART_GRANDPAR
(11,5),(5,21),-0.556432 # DEPENDENCYPART_GRANDPAR
(11,5),(5,23),-0.508696 # DEPENDENCYPART_GRANDPAR
(11,5),(5,24),-0.843668 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.772272 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-1.30121 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.755876 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.492519 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.612458 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.639698 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.624789 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.442803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.0881257 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.196575 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.126406 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.395426 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.140263 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.088376 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.217091 # DEPENDENCYPART_GRANDPAR
(11,6),(6,22),-0.261436 # DEPENDENCYPART_GRANDPAR
(11,6),(6,23),-0.116713 # DEPENDENCYPART_GRANDPAR
(11,6),(6,24),-0.60591 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.784505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,1),-0.769063 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.733982 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.722156 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.41301 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.89576 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.950176 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.592551 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.590809 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.896355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.541678 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.751607 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.848978 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.481722 # DEPENDENCYPART_GRANDPAR
(11,8),(8,24),-0.873476 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.468022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.113345 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.151625 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.420645 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.113595 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-0.141932 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.22648 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.22765 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-1.19166 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.814604 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.36199 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.51724 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.04765 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.987167 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.02368 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.296805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,15),-0.106705 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.371769 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.111397 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.0676953 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.192491 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.0962429 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.441336 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.797117 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.577184 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.0195057 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.405918 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.198793 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),-0.219594 # DEPENDENCYPART_GRANDPAR
(12,1),(1,13),-0.678819 # DEPENDENCYPART_GRANDPAR
(12,1),(1,24),-0.851079 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.338178 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.524265 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.0369642 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.350834 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.210233 # DEPENDENCYPART_GRANDPAR
(12,2),(2,13),-0.721508 # DEPENDENCYPART_GRANDPAR
(12,2),(2,24),-0.892455 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.377299 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.47573 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.875131 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.0241368 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.334576 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.188138 # DEPENDENCYPART_GRANDPAR
(12,4),(4,13),-0.721212 # DEPENDENCYPART_GRANDPAR
(12,4),(4,24),-0.892307 # DEPENDENCYPART_GRANDPAR
