# _root_ Az előrehaladás akadálymentesnek látszik , amikor — már 1992-ben — jön egy váratlan kitérő : egy tárgyaláson a külföldi partner felfedezi , és pazar állásajánlattal téríti el .
#goldHeads=2,4,4,0,4,11,11,11,11,11,4,14,14,11,4,17,21,20,20,21,23,23,4,25,26,23,26,4,
#predictedHeads=2,4,4,23,4,11,11,11,11,11,4,14,14,11,11,17,21,20,20,21,23,23,0,25,26,23,26,23,
(23,4),(23,14),-0.0250793 # DEPENDENCYPART_SIBL
(23,4),(23,15),0.113495 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.0250793 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.015667 # DEPENDENCYPART_SIBL
(23,4),(23,19),-0.0145737 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.0250807 # DEPENDENCYPART_SIBL
(23,4),(23,21),0.00969604 # DEPENDENCYPART_SIBL
(23,4),(23,22),0.444229 # DEPENDENCYPART_SIBL
(23,4),(23,24),0.0498235 # DEPENDENCYPART_SIBL
(23,4),(23,25),-0.0101471 # DEPENDENCYPART_SIBL
(23,4),(23,26),0.221445 # DEPENDENCYPART_SIBL
(23,4),(23,28),0.200659 # DEPENDENCYPART_SIBL
(23,5),(23,7),-0.250561 # DEPENDENCYPART_SIBL
(23,5),(23,8),-0.039256 # DEPENDENCYPART_SIBL
(23,5),(23,9),0.0488709 # DEPENDENCYPART_SIBL
(23,5),(23,10),-0.250561 # DEPENDENCYPART_SIBL
(23,5),(23,11),0.0995967 # DEPENDENCYPART_SIBL
(23,5),(23,13),0.0243994 # DEPENDENCYPART_SIBL
(23,5),(23,14),0.0324195 # DEPENDENCYPART_SIBL
(23,5),(23,15),-0.0869186 # DEPENDENCYPART_SIBL
(23,5),(23,17),0.0324195 # DEPENDENCYPART_SIBL
(23,5),(23,18),0.00113436 # DEPENDENCYPART_SIBL
(23,5),(23,19),0.0309039 # DEPENDENCYPART_SIBL
(23,5),(23,20),0.0324181 # DEPENDENCYPART_SIBL
(23,5),(23,21),0.111924 # DEPENDENCYPART_SIBL
(23,5),(23,22),0.0345787 # DEPENDENCYPART_SIBL
(23,5),(23,24),0.0701818 # DEPENDENCYPART_SIBL
(23,5),(23,25),0.0218518 # DEPENDENCYPART_SIBL
(23,5),(23,26),0.195911 # DEPENDENCYPART_SIBL
(23,5),(23,28),0.198796 # DEPENDENCYPART_SIBL
(23,7),(23,8),-0.0100832 # DEPENDENCYPART_SIBL
(23,7),(23,9),0.0423321 # DEPENDENCYPART_SIBL
(23,7),(23,10),0.264098 # DEPENDENCYPART_SIBL
(23,7),(23,11),0.121934 # DEPENDENCYPART_SIBL
(23,7),(23,13),0.00287255 # DEPENDENCYPART_SIBL
(23,7),(23,14),-0.00355435 # DEPENDENCYPART_SIBL
(23,7),(23,15),0.0576572 # DEPENDENCYPART_SIBL
(23,7),(23,17),-0.00355435 # DEPENDENCYPART_SIBL
(23,7),(23,18),-0.00451969 # DEPENDENCYPART_SIBL
(23,7),(23,19),0.0116162 # DEPENDENCYPART_SIBL
(23,7),(23,20),-0.00355579 # DEPENDENCYPART_SIBL
(23,7),(23,21),0.13155 # DEPENDENCYPART_SIBL
(23,7),(23,22),0.0768649 # DEPENDENCYPART_SIBL
(23,7),(23,24),0.0227895 # DEPENDENCYPART_SIBL
(23,7),(23,25),0.031838 # DEPENDENCYPART_SIBL
(23,7),(23,26),0.149284 # DEPENDENCYPART_SIBL
(23,7),(23,28),0.022169 # DEPENDENCYPART_SIBL
(23,8),(23,9),0.0115494 # DEPENDENCYPART_SIBL
(23,8),(23,10),-0.192714 # DEPENDENCYPART_SIBL
(23,8),(23,11),-0.0184345 # DEPENDENCYPART_SIBL
(23,8),(23,13),-0.0222562 # DEPENDENCYPART_SIBL
(23,8),(23,14),-0.0199544 # DEPENDENCYPART_SIBL
(23,8),(23,15),-0.0680559 # DEPENDENCYPART_SIBL
(23,8),(23,17),-0.0199544 # DEPENDENCYPART_SIBL
(23,8),(23,18),-0.0817944 # DEPENDENCYPART_SIBL
(23,8),(23,19),-0.023798 # DEPENDENCYPART_SIBL
(23,8),(23,20),-0.0199583 # DEPENDENCYPART_SIBL
(23,8),(23,21),-0.0125626 # DEPENDENCYPART_SIBL
(23,8),(23,22),0.155211 # DEPENDENCYPART_SIBL
(23,8),(23,24),0.0156154 # DEPENDENCYPART_SIBL
(23,8),(23,25),0.0253608 # DEPENDENCYPART_SIBL
(23,8),(23,26),-0.0266034 # DEPENDENCYPART_SIBL
(23,8),(23,28),-0.0261639 # DEPENDENCYPART_SIBL
(23,9),(23,10),0.00609804 # DEPENDENCYPART_SIBL
(23,9),(23,11),0.0289445 # DEPENDENCYPART_SIBL
(23,9),(23,13),0.0158226 # DEPENDENCYPART_SIBL
(23,9),(23,14),-0.00168536 # DEPENDENCYPART_SIBL
(23,9),(23,15),0.130458 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.00168536 # DEPENDENCYPART_SIBL
(23,9),(23,18),-0.00458226 # DEPENDENCYPART_SIBL
(23,9),(23,19),0.0274866 # DEPENDENCYPART_SIBL
(23,9),(23,20),-0.00168679 # DEPENDENCYPART_SIBL
(23,9),(23,21),0.0347819 # DEPENDENCYPART_SIBL
(23,9),(23,22),0.336443 # DEPENDENCYPART_SIBL
(23,9),(23,24),0.0377196 # DEPENDENCYPART_SIBL
(23,9),(23,25),0.0655185 # DEPENDENCYPART_SIBL
(23,9),(23,26),0.0510935 # DEPENDENCYPART_SIBL
(23,9),(23,28),0.0177556 # DEPENDENCYPART_SIBL
(23,10),(23,11),0.121934 # DEPENDENCYPART_SIBL
(23,10),(23,13),0.00287255 # DEPENDENCYPART_SIBL
(23,10),(23,14),-0.00355435 # DEPENDENCYPART_SIBL
(23,10),(23,15),0.0576572 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.00355435 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.00451969 # DEPENDENCYPART_SIBL
(23,10),(23,19),0.0116162 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.00355579 # DEPENDENCYPART_SIBL
(23,10),(23,21),0.13155 # DEPENDENCYPART_SIBL
(23,10),(23,22),0.0768649 # DEPENDENCYPART_SIBL
(23,10),(23,24),0.0227895 # DEPENDENCYPART_SIBL
(23,10),(23,25),0.031838 # DEPENDENCYPART_SIBL
(23,10),(23,26),0.149284 # DEPENDENCYPART_SIBL
(23,10),(23,28),0.022169 # DEPENDENCYPART_SIBL
(23,11),(23,13),-0.03034 # DEPENDENCYPART_SIBL
(23,11),(23,14),-0.0366906 # DEPENDENCYPART_SIBL
(23,11),(23,15),0.0705736 # DEPENDENCYPART_SIBL
(23,11),(23,17),-0.0366906 # DEPENDENCYPART_SIBL
(23,11),(23,18),-0.0288844 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.0293349 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.0366921 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.00597478 # DEPENDENCYPART_SIBL
(23,11),(23,22),0.392858 # DEPENDENCYPART_SIBL
(23,11),(23,24),0.0327737 # DEPENDENCYPART_SIBL
(23,11),(23,25),-0.0249977 # DEPENDENCYPART_SIBL
(23,11),(23,26),0.194928 # DEPENDENCYPART_SIBL
(23,11),(23,28),0.145055 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.0152646 # DEPENDENCYPART_SIBL
(23,13),(23,15),0.0349031 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.0152646 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.162092 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.0134467 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.015266 # DEPENDENCYPART_SIBL
(23,13),(23,21),0.063687 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.298819 # DEPENDENCYPART_SIBL
(23,13),(23,24),0.0826565 # DEPENDENCYPART_SIBL
(23,13),(23,25),0.00636004 # DEPENDENCYPART_SIBL
(23,13),(23,26),-0.00054507 # DEPENDENCYPART_SIBL
(23,13),(23,28),0.0232417 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.0890328 # DEPENDENCYPART_SIBL
(23,14),(23,17),0.00646343 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.0157665 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.00605548 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.0057475 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.0513971 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.375892 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.0259515 # DEPENDENCYPART_SIBL
(23,14),(23,25),0.233831 # DEPENDENCYPART_SIBL
(23,14),(23,26),-0.000171722 # DEPENDENCYPART_SIBL
(23,14),(23,28),-0.00815188 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.0100827 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.0279272 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.00350283 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.0100812 # DEPENDENCYPART_SIBL
(23,15),(23,21),0.17926 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.0977507 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.0219082 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.0626685 # DEPENDENCYPART_SIBL
(23,15),(23,26),0.150897 # DEPENDENCYPART_SIBL
(23,15),(23,28),0.100182 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.0157665 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.00605548 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.00515138 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.0513971 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.375892 # DEPENDENCYPART_SIBL
(23,17),(23,24),0.0256498 # DEPENDENCYPART_SIBL
(23,17),(23,25),0.233831 # DEPENDENCYPART_SIBL
(23,17),(23,26),-0.00030123 # DEPENDENCYPART_SIBL
(23,17),(23,28),-0.00690579 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0160824 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0116852 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0665569 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.144914 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.00859441 # DEPENDENCYPART_SIBL
(23,18),(23,25),0.0114531 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.0130756 # DEPENDENCYPART_SIBL
(23,18),(23,28),-0.0952526 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0149529 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.065143 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.295682 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0850017 # DEPENDENCYPART_SIBL
(23,19),(23,25),0.00850079 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.00455552 # DEPENDENCYPART_SIBL
(23,19),(23,28),0.0291037 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0513971 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.375892 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0259509 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.233829 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.00017231 # DEPENDENCYPART_SIBL
(23,20),(23,28),-0.00815247 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.437808 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0452559 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0124633 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.213428 # DEPENDENCYPART_SIBL
(23,21),(23,28),0.183631 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0701818 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0218518 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.195911 # DEPENDENCYPART_SIBL
(23,22),(23,28),0.198796 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0124781 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.045864 # DEPENDENCYPART_SIBL
(23,24),(23,28),0.0562241 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0601764 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0584892 # DEPENDENCYPART_SIBL
(23,26),(23,28),0.173438 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.0679518 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.0398805 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.102495 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.282618 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.436415 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.162839 # DEPENDENCYPART_SIBL
(25,8),(25,12),-0.283957 # DEPENDENCYPART_SIBL
(25,8),(25,13),-0.0189704 # DEPENDENCYPART_SIBL
(25,8),(25,16),-0.283957 # DEPENDENCYPART_SIBL
(25,8),(25,17),0.0304591 # DEPENDENCYPART_SIBL
(25,8),(25,18),-0.43609 # DEPENDENCYPART_SIBL
(25,8),(25,19),-0.0108081 # DEPENDENCYPART_SIBL
(25,8),(25,20),0.0304578 # DEPENDENCYPART_SIBL
(25,8),(25,21),0.0482059 # DEPENDENCYPART_SIBL
(25,8),(25,22),0.0414454 # DEPENDENCYPART_SIBL
(25,8),(25,23),0.156002 # DEPENDENCYPART_SIBL
(25,8),(25,24),-0.0265272 # DEPENDENCYPART_SIBL
(25,12),(25,13),0.259058 # DEPENDENCYPART_SIBL
(25,12),(25,16),-0.447445 # DEPENDENCYPART_SIBL
(25,12),(25,17),0.00653525 # DEPENDENCYPART_SIBL
(25,12),(25,18),-0.613107 # DEPENDENCYPART_SIBL
(25,12),(25,19),0.270524 # DEPENDENCYPART_SIBL
(25,12),(25,20),0.00653525 # DEPENDENCYPART_SIBL
(25,12),(25,21),0.157884 # DEPENDENCYPART_SIBL
(25,12),(25,22),0.348869 # DEPENDENCYPART_SIBL
(25,12),(25,23),0.201837 # DEPENDENCYPART_SIBL
(25,12),(25,24),0.245593 # DEPENDENCYPART_SIBL
(25,13),(25,16),-0.476615 # DEPENDENCYPART_SIBL
(25,13),(25,17),0.0045867 # DEPENDENCYPART_SIBL
(25,13),(25,18),-0.654885 # DEPENDENCYPART_SIBL
(25,13),(25,19),0.0394553 # DEPENDENCYPART_SIBL
(25,13),(25,20),0.0045867 # DEPENDENCYPART_SIBL
(25,13),(25,21),0.120087 # DEPENDENCYPART_SIBL
(25,13),(25,22),0.45615 # DEPENDENCYPART_SIBL
(25,13),(25,23),0.594794 # DEPENDENCYPART_SIBL
(25,13),(25,24),0.0179468 # DEPENDENCYPART_SIBL
(25,16),(25,17),0.00653525 # DEPENDENCYPART_SIBL
(25,16),(25,18),-0.613107 # DEPENDENCYPART_SIBL
(25,16),(25,19),0.270524 # DEPENDENCYPART_SIBL
(25,16),(25,20),0.00653525 # DEPENDENCYPART_SIBL
(25,16),(25,21),0.157884 # DEPENDENCYPART_SIBL
(25,16),(25,22),0.348869 # DEPENDENCYPART_SIBL
(25,16),(25,23),0.201837 # DEPENDENCYPART_SIBL
(25,16),(25,24),0.245593 # DEPENDENCYPART_SIBL
(25,17),(25,18),-0.317123 # DEPENDENCYPART_SIBL
(25,17),(25,19),0.074688 # DEPENDENCYPART_SIBL
(25,17),(25,20),-0.0187021 # DEPENDENCYPART_SIBL
(25,17),(25,21),0.153196 # DEPENDENCYPART_SIBL
(25,17),(25,22),0.641687 # DEPENDENCYPART_SIBL
(25,17),(25,23),0.794005 # DEPENDENCYPART_SIBL
(25,17),(25,24),0.0462258 # DEPENDENCYPART_SIBL
(25,18),(25,19),0.166484 # DEPENDENCYPART_SIBL
(25,18),(25,20),0.0129962 # DEPENDENCYPART_SIBL
(25,18),(25,21),0.206988 # DEPENDENCYPART_SIBL
(25,18),(25,22),0.190771 # DEPENDENCYPART_SIBL
(25,18),(25,23),0.138025 # DEPENDENCYPART_SIBL
(25,18),(25,24),0.155843 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.0101244 # DEPENDENCYPART_SIBL
(25,19),(25,21),0.107443 # DEPENDENCYPART_SIBL
(25,19),(25,22),0.429021 # DEPENDENCYPART_SIBL
(25,19),(25,23),0.567632 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.00274625 # DEPENDENCYPART_SIBL
(25,20),(25,21),0.153193 # DEPENDENCYPART_SIBL
(25,20),(25,22),0.641684 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.794002 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.0462198 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.313879 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.287851 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.064401 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.231586 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.0253304 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.00289837 # DEPENDENCYPART_SIBL
(26,2),(26,3),-0.000608091 # DEPENDENCYPART_SIBL
(26,2),(26,4),-0.0056952 # DEPENDENCYPART_SIBL
(26,2),(26,5),0.0956371 # DEPENDENCYPART_SIBL
(26,2),(26,6),-0.117232 # DEPENDENCYPART_SIBL
(26,2),(26,7),0.0359373 # DEPENDENCYPART_SIBL
(26,2),(26,8),0.0700844 # DEPENDENCYPART_SIBL
(26,2),(26,9),-0.00710975 # DEPENDENCYPART_SIBL
(26,2),(26,10),0.0359373 # DEPENDENCYPART_SIBL
(26,2),(26,11),-0.00969492 # DEPENDENCYPART_SIBL
(26,2),(26,13),0.000395366 # DEPENDENCYPART_SIBL
(26,2),(26,14),-0.0309984 # DEPENDENCYPART_SIBL
(26,2),(26,15),-0.0158158 # DEPENDENCYPART_SIBL
(26,2),(26,16),-0.0476213 # DEPENDENCYPART_SIBL
(26,2),(26,17),-0.0288903 # DEPENDENCYPART_SIBL
(26,2),(26,18),-0.0619144 # DEPENDENCYPART_SIBL
(26,2),(26,19),0.00338034 # DEPENDENCYPART_SIBL
(26,2),(26,20),-0.0309984 # DEPENDENCYPART_SIBL
(26,2),(26,21),-0.00898402 # DEPENDENCYPART_SIBL
(26,2),(26,22),0.0956371 # DEPENDENCYPART_SIBL
(26,2),(26,23),0.129349 # DEPENDENCYPART_SIBL
(26,2),(26,24),-0.000608091 # DEPENDENCYPART_SIBL
(26,2),(26,25),-0.0309984 # DEPENDENCYPART_SIBL
(26,2),(26,27),-0.000704768 # DEPENDENCYPART_SIBL
(26,2),(26,28),0.00695274 # DEPENDENCYPART_SIBL
(26,3),(26,4),-0.00359108 # DEPENDENCYPART_SIBL
(26,3),(26,5),0.048812 # DEPENDENCYPART_SIBL
(26,3),(26,6),-0.106352 # DEPENDENCYPART_SIBL
(26,3),(26,7),0.103799 # DEPENDENCYPART_SIBL
(26,3),(26,8),0.0454266 # DEPENDENCYPART_SIBL
(26,3),(26,9),-0.0338131 # DEPENDENCYPART_SIBL
(26,3),(26,10),0.103799 # DEPENDENCYPART_SIBL
(26,3),(26,11),-0.00310668 # DEPENDENCYPART_SIBL
(26,3),(26,13),-0.021881 # DEPENDENCYPART_SIBL
(26,3),(26,14),-0.0150119 # DEPENDENCYPART_SIBL
(26,3),(26,15),-0.0413857 # DEPENDENCYPART_SIBL
(26,3),(26,16),-0.169922 # DEPENDENCYPART_SIBL
(26,3),(26,17),-0.0143329 # DEPENDENCYPART_SIBL
(26,3),(26,18),-0.20149 # DEPENDENCYPART_SIBL
(26,3),(26,19),-0.0212721 # DEPENDENCYPART_SIBL
(26,3),(26,20),-0.0150119 # DEPENDENCYPART_SIBL
(26,3),(26,21),-0.00300478 # DEPENDENCYPART_SIBL
(26,3),(26,22),0.048812 # DEPENDENCYPART_SIBL
(26,3),(26,23),0.154784 # DEPENDENCYPART_SIBL
(26,3),(26,24),-0.0218746 # DEPENDENCYPART_SIBL
(26,3),(26,25),-0.0150119 # DEPENDENCYPART_SIBL
(26,3),(26,27),0.00772985 # DEPENDENCYPART_SIBL
(26,3),(26,28),0.0051115 # DEPENDENCYPART_SIBL
(26,4),(26,5),0.0903448 # DEPENDENCYPART_SIBL
(26,4),(26,6),-0.102247 # DEPENDENCYPART_SIBL
(26,4),(26,7),0.308159 # DEPENDENCYPART_SIBL
(26,4),(26,8),0.0585758 # DEPENDENCYPART_SIBL
(26,4),(26,9),-0.0156619 # DEPENDENCYPART_SIBL
(26,4),(26,10),0.308159 # DEPENDENCYPART_SIBL
(26,4),(26,11),-0.0269046 # DEPENDENCYPART_SIBL
(26,4),(26,13),0.00545523 # DEPENDENCYPART_SIBL
(26,4),(26,14),-0.0226489 # DEPENDENCYPART_SIBL
(26,4),(26,15),0.0210462 # DEPENDENCYPART_SIBL
(26,4),(26,16),-0.0710516 # DEPENDENCYPART_SIBL
(26,4),(26,17),-0.0219698 # DEPENDENCYPART_SIBL
(26,4),(26,18),-0.0595565 # DEPENDENCYPART_SIBL
(26,4),(26,19),0.00523865 # DEPENDENCYPART_SIBL
(26,4),(26,20),-0.0226489 # DEPENDENCYPART_SIBL
(26,4),(26,21),-0.0263512 # DEPENDENCYPART_SIBL
(26,4),(26,22),0.0903448 # DEPENDENCYPART_SIBL
(26,4),(26,23),0.00874048 # DEPENDENCYPART_SIBL
(26,4),(26,24),0.00546161 # DEPENDENCYPART_SIBL
(26,4),(26,25),-0.0226489 # DEPENDENCYPART_SIBL
(26,4),(26,27),0.0128422 # DEPENDENCYPART_SIBL
(26,4),(26,28),0.0322954 # DEPENDENCYPART_SIBL
(26,5),(26,6),-0.20212 # DEPENDENCYPART_SIBL
(26,5),(26,7),0.00468932 # DEPENDENCYPART_SIBL
(26,5),(26,8),0.00695387 # DEPENDENCYPART_SIBL
(26,5),(26,9),-0.0274015 # DEPENDENCYPART_SIBL
(26,5),(26,10),0.00468932 # DEPENDENCYPART_SIBL
(26,5),(26,11),0.0130216 # DEPENDENCYPART_SIBL
(26,5),(26,13),-0.00900333 # DEPENDENCYPART_SIBL
(26,5),(26,14),-0.00692861 # DEPENDENCYPART_SIBL
(26,5),(26,15),-0.10656 # DEPENDENCYPART_SIBL
(26,5),(26,16),-0.179384 # DEPENDENCYPART_SIBL
(26,5),(26,17),-0.00624955 # DEPENDENCYPART_SIBL
(26,5),(26,18),-0.10614 # DEPENDENCYPART_SIBL
(26,5),(26,19),-0.00372907 # DEPENDENCYPART_SIBL
(26,5),(26,20),-0.00692861 # DEPENDENCYPART_SIBL
(26,5),(26,21),0.0158325 # DEPENDENCYPART_SIBL
(26,5),(26,22),0.00513268 # DEPENDENCYPART_SIBL
(26,5),(26,23),0.0442236 # DEPENDENCYPART_SIBL
(26,5),(26,24),-0.00899597 # DEPENDENCYPART_SIBL
(26,5),(26,25),-0.00692861 # DEPENDENCYPART_SIBL
(26,5),(26,27),0.0114752 # DEPENDENCYPART_SIBL
(26,5),(26,28),0.0213227 # DEPENDENCYPART_SIBL
(26,6),(26,7),0.0340371 # DEPENDENCYPART_SIBL
(26,6),(26,8),0.0938213 # DEPENDENCYPART_SIBL
(26,6),(26,9),0.109115 # DEPENDENCYPART_SIBL
(26,6),(26,10),0.0340371 # DEPENDENCYPART_SIBL
(26,6),(26,11),0.0268217 # DEPENDENCYPART_SIBL
(26,6),(26,13),0.0505042 # DEPENDENCYPART_SIBL
(26,6),(26,14),0.173464 # DEPENDENCYPART_SIBL
(26,6),(26,15),-0.0118771 # DEPENDENCYPART_SIBL
(26,6),(26,16),-0.0140132 # DEPENDENCYPART_SIBL
(26,6),(26,17),0.174143 # DEPENDENCYPART_SIBL
(26,6),(26,18),-0.0413052 # DEPENDENCYPART_SIBL
(26,6),(26,19),0.0475941 # DEPENDENCYPART_SIBL
(26,6),(26,20),0.173463 # DEPENDENCYPART_SIBL
(26,6),(26,21),0.0269378 # DEPENDENCYPART_SIBL
(26,6),(26,22),0.0763725 # DEPENDENCYPART_SIBL
(26,6),(26,23),0.0344186 # DEPENDENCYPART_SIBL
(26,6),(26,24),0.0505106 # DEPENDENCYPART_SIBL
(26,6),(26,25),0.173464 # DEPENDENCYPART_SIBL
(26,6),(26,27),0.0509798 # DEPENDENCYPART_SIBL
(26,6),(26,28),-0.105674 # DEPENDENCYPART_SIBL
(26,7),(26,8),0.0041314 # DEPENDENCYPART_SIBL
(26,7),(26,9),-0.0162052 # DEPENDENCYPART_SIBL
(26,7),(26,10),0.756249 # DEPENDENCYPART_SIBL
(26,7),(26,11),0.0675654 # DEPENDENCYPART_SIBL
(26,7),(26,13),-0.0178973 # DEPENDENCYPART_SIBL
(26,7),(26,14),-0.0751249 # DEPENDENCYPART_SIBL
(26,7),(26,15),0.0866715 # DEPENDENCYPART_SIBL
(26,7),(26,16),-0.144988 # DEPENDENCYPART_SIBL
(26,7),(26,17),-0.0744458 # DEPENDENCYPART_SIBL
(26,7),(26,18),-0.101571 # DEPENDENCYPART_SIBL
(26,7),(26,19),-0.010378 # DEPENDENCYPART_SIBL
(26,7),(26,20),-0.0751249 # DEPENDENCYPART_SIBL
(26,7),(26,21),0.0690203 # DEPENDENCYPART_SIBL
(26,7),(26,22),-0.0208054 # DEPENDENCYPART_SIBL
(26,7),(26,23),-0.0394032 # DEPENDENCYPART_SIBL
(26,7),(26,24),-0.0178904 # DEPENDENCYPART_SIBL
(26,7),(26,25),-0.0751249 # DEPENDENCYPART_SIBL
(26,7),(26,27),0.0115082 # DEPENDENCYPART_SIBL
(26,7),(26,28),0.109061 # DEPENDENCYPART_SIBL
(26,8),(26,9),0.024638 # DEPENDENCYPART_SIBL
(26,8),(26,10),0.00615723 # DEPENDENCYPART_SIBL
(26,8),(26,11),-0.0181494 # DEPENDENCYPART_SIBL
(26,8),(26,13),0.0193729 # DEPENDENCYPART_SIBL
(26,8),(26,14),0.0462061 # DEPENDENCYPART_SIBL
(26,8),(26,15),-0.0449537 # DEPENDENCYPART_SIBL
(26,8),(26,16),-0.0668579 # DEPENDENCYPART_SIBL
(26,8),(26,17),0.0468851 # DEPENDENCYPART_SIBL
(26,8),(26,18),-0.0969614 # DEPENDENCYPART_SIBL
(26,8),(26,19),0.0164629 # DEPENDENCYPART_SIBL
(26,8),(26,20),0.0462048 # DEPENDENCYPART_SIBL
(26,8),(26,21),-0.0180332 # DEPENDENCYPART_SIBL
(26,8),(26,22),0.0481706 # DEPENDENCYPART_SIBL
(26,8),(26,23),-0.0270227 # DEPENDENCYPART_SIBL
(26,8),(26,24),0.0193793 # DEPENDENCYPART_SIBL
(26,8),(26,25),0.0462061 # DEPENDENCYPART_SIBL
(26,8),(26,27),0.0411787 # DEPENDENCYPART_SIBL
(26,8),(26,28),0.035967 # DEPENDENCYPART_SIBL
(26,9),(26,10),0.0379361 # DEPENDENCYPART_SIBL
(26,9),(26,11),-0.0289883 # DEPENDENCYPART_SIBL
(26,9),(26,13),-0.0231039 # DEPENDENCYPART_SIBL
(26,9),(26,14),0.0100536 # DEPENDENCYPART_SIBL
(26,9),(26,15),-0.0670462 # DEPENDENCYPART_SIBL
(26,9),(26,16),-0.0870477 # DEPENDENCYPART_SIBL
(26,9),(26,17),0.0107327 # DEPENDENCYPART_SIBL
(26,9),(26,18),-0.0729627 # DEPENDENCYPART_SIBL
(26,9),(26,19),-0.0126589 # DEPENDENCYPART_SIBL
(26,9),(26,20),0.0100536 # DEPENDENCYPART_SIBL
(26,9),(26,21),-0.0288897 # DEPENDENCYPART_SIBL
(26,9),(26,22),0.0505264 # DEPENDENCYPART_SIBL
(26,9),(26,23),0.112517 # DEPENDENCYPART_SIBL
(26,9),(26,24),-0.0230975 # DEPENDENCYPART_SIBL
