# _root_ S bár aranyat ér minden találatuk , Hímer és Kökény hadrendbe állásával kézzelfoghatóvá vált , hogy a kubaiak játéka az egyéni improvizációra épül .
#goldHeads=14,14,4,14,6,4,14,12,12,12,12,14,14,0,14,14,18,19,23,22,22,23,14,14,
#predictedHeads=4,4,4,0,6,4,4,14,14,11,12,14,14,4,14,14,18,19,23,22,22,23,14,4,
(19,13),(19,16),0.303846 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.662675 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.00307406 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0211282 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.000215621 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.00411379 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.336473 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.119387 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.33665 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0331545 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.00949919 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.0263099 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.00838943 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.105326 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.408123 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0569251 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0496569 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0037895 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.00844461 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.403357 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0944221 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0108461 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0196285 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0114091 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0129962 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00436919 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0042716 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.00331961 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0245771 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0446771 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.00337853 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.00635706 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0427426 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0516229 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0679436 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0679436 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.224873 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0715747 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0493741 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0493741 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.440921 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.303846 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.662675 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.00307406 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.00307406 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.560599 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.00192377 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.105326 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.408123 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0569251 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0569251 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.273529 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0150492 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.403357 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0944221 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0944221 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.287471 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.12369 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0129962 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.0129962 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.567434 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.147276 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.018106 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.269111 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.038122 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.269111 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.038122 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.195349 # DEPENDENCYPART_SIBL
(23,1),(23,2),0.00986039 # DEPENDENCYPART_SIBL
(23,1),(23,3),-0.0555833 # DEPENDENCYPART_SIBL
(23,1),(23,4),0.198689 # DEPENDENCYPART_SIBL
(23,1),(23,6),-0.0757615 # DEPENDENCYPART_SIBL
(23,1),(23,7),0.147339 # DEPENDENCYPART_SIBL
(23,1),(23,8),-0.0757615 # DEPENDENCYPART_SIBL
(23,1),(23,9),-0.0827729 # DEPENDENCYPART_SIBL
(23,1),(23,10),-0.0757615 # DEPENDENCYPART_SIBL
(23,1),(23,11),-0.0693679 # DEPENDENCYPART_SIBL
(23,1),(23,12),-0.0757615 # DEPENDENCYPART_SIBL
(23,1),(23,13),0.00581472 # DEPENDENCYPART_SIBL
(23,1),(23,14),0.200769 # DEPENDENCYPART_SIBL
(23,1),(23,15),0.147339 # DEPENDENCYPART_SIBL
(23,1),(23,16),0.00318477 # DEPENDENCYPART_SIBL
(23,1),(23,17),-0.104967 # DEPENDENCYPART_SIBL
(23,1),(23,18),-0.0757615 # DEPENDENCYPART_SIBL
(23,1),(23,19),-0.0757615 # DEPENDENCYPART_SIBL
(23,1),(23,20),0.00365485 # DEPENDENCYPART_SIBL
(23,1),(23,21),0.00304586 # DEPENDENCYPART_SIBL
(23,1),(23,22),-0.0757615 # DEPENDENCYPART_SIBL
(23,1),(23,24),0.17587 # DEPENDENCYPART_SIBL
(23,2),(23,3),0.0352621 # DEPENDENCYPART_SIBL
(23,2),(23,4),0.194791 # DEPENDENCYPART_SIBL
(23,2),(23,6),0.0150839 # DEPENDENCYPART_SIBL
(23,2),(23,7),0.308055 # DEPENDENCYPART_SIBL
(23,2),(23,8),0.0150839 # DEPENDENCYPART_SIBL
(23,2),(23,9),-0.0320265 # DEPENDENCYPART_SIBL
(23,2),(23,10),0.0150839 # DEPENDENCYPART_SIBL
(23,2),(23,11),0.0214795 # DEPENDENCYPART_SIBL
(23,2),(23,12),0.0150839 # DEPENDENCYPART_SIBL
(23,2),(23,13),0.0504894 # DEPENDENCYPART_SIBL
(23,2),(23,14),0.196874 # DEPENDENCYPART_SIBL
(23,2),(23,15),0.308055 # DEPENDENCYPART_SIBL
(23,2),(23,16),0.0421686 # DEPENDENCYPART_SIBL
(23,2),(23,17),-0.0439643 # DEPENDENCYPART_SIBL
(23,2),(23,18),0.0150839 # DEPENDENCYPART_SIBL
(23,2),(23,19),0.0150839 # DEPENDENCYPART_SIBL
(23,2),(23,20),0.0639104 # DEPENDENCYPART_SIBL
(23,2),(23,21),0.0477206 # DEPENDENCYPART_SIBL
(23,2),(23,22),0.0150839 # DEPENDENCYPART_SIBL
(23,2),(23,24),0.0367948 # DEPENDENCYPART_SIBL
(23,3),(23,4),-0.00774253 # DEPENDENCYPART_SIBL
(23,3),(23,6),-0.0355438 # DEPENDENCYPART_SIBL
(23,3),(23,7),0.0970923 # DEPENDENCYPART_SIBL
(23,3),(23,8),-0.0355438 # DEPENDENCYPART_SIBL
(23,3),(23,9),0.122992 # DEPENDENCYPART_SIBL
(23,3),(23,10),-0.0355438 # DEPENDENCYPART_SIBL
(23,3),(23,11),-0.0318535 # DEPENDENCYPART_SIBL
(23,3),(23,12),-0.0355438 # DEPENDENCYPART_SIBL
(23,3),(23,13),-0.00184772 # DEPENDENCYPART_SIBL
(23,3),(23,14),-7.04978e-06 # DEPENDENCYPART_SIBL
(23,3),(23,15),0.0970923 # DEPENDENCYPART_SIBL
(23,3),(23,16),0.0438391 # DEPENDENCYPART_SIBL
(23,3),(23,17),-0.0604907 # DEPENDENCYPART_SIBL
(23,3),(23,18),-0.0355438 # DEPENDENCYPART_SIBL
(23,3),(23,19),-0.0355438 # DEPENDENCYPART_SIBL
(23,3),(23,20),-0.0225022 # DEPENDENCYPART_SIBL
(23,3),(23,21),-0.00243254 # DEPENDENCYPART_SIBL
(23,3),(23,22),-0.0355438 # DEPENDENCYPART_SIBL
(23,3),(23,24),0.0300139 # DEPENDENCYPART_SIBL
(23,4),(23,6),-0.0120164 # DEPENDENCYPART_SIBL
(23,4),(23,7),0.107165 # DEPENDENCYPART_SIBL
(23,4),(23,8),-0.0120164 # DEPENDENCYPART_SIBL
(23,4),(23,9),-0.000809317 # DEPENDENCYPART_SIBL
(23,4),(23,10),-0.0120164 # DEPENDENCYPART_SIBL
(23,4),(23,11),-0.0081433 # DEPENDENCYPART_SIBL
(23,4),(23,12),-0.0120164 # DEPENDENCYPART_SIBL
(23,4),(23,13),0.00750701 # DEPENDENCYPART_SIBL
(23,4),(23,14),-0.0165473 # DEPENDENCYPART_SIBL
(23,4),(23,15),0.107165 # DEPENDENCYPART_SIBL
(23,4),(23,16),-0.041174 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.0524958 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.0120164 # DEPENDENCYPART_SIBL
(23,4),(23,19),-0.0120164 # DEPENDENCYPART_SIBL
(23,4),(23,20),0.0257099 # DEPENDENCYPART_SIBL
(23,4),(23,21),0.00750373 # DEPENDENCYPART_SIBL
(23,4),(23,22),-0.0120164 # DEPENDENCYPART_SIBL
(23,4),(23,24),0.0463377 # DEPENDENCYPART_SIBL
(23,6),(23,7),0.0975213 # DEPENDENCYPART_SIBL
(23,6),(23,8),-0.0353396 # DEPENDENCYPART_SIBL
(23,6),(23,9),0.123313 # DEPENDENCYPART_SIBL
(23,6),(23,10),-0.0353396 # DEPENDENCYPART_SIBL
(23,6),(23,11),-0.0316493 # DEPENDENCYPART_SIBL
(23,6),(23,12),-0.0353396 # DEPENDENCYPART_SIBL
(23,6),(23,13),-0.00164352 # DEPENDENCYPART_SIBL
(23,6),(23,14),0.000261265 # DEPENDENCYPART_SIBL
(23,6),(23,15),0.0975213 # DEPENDENCYPART_SIBL
(23,6),(23,16),0.0441596 # DEPENDENCYPART_SIBL
(23,6),(23,17),-0.0602865 # DEPENDENCYPART_SIBL
(23,6),(23,18),-0.0353396 # DEPENDENCYPART_SIBL
(23,6),(23,19),-0.0353396 # DEPENDENCYPART_SIBL
(23,6),(23,20),-0.022298 # DEPENDENCYPART_SIBL
(23,6),(23,21),-0.00222834 # DEPENDENCYPART_SIBL
(23,6),(23,22),-0.0353396 # DEPENDENCYPART_SIBL
(23,6),(23,24),0.0336976 # DEPENDENCYPART_SIBL
(23,7),(23,8),-0.0110437 # DEPENDENCYPART_SIBL
(23,7),(23,9),0.0335586 # DEPENDENCYPART_SIBL
(23,7),(23,10),-0.0110437 # DEPENDENCYPART_SIBL
(23,7),(23,11),-0.00734337 # DEPENDENCYPART_SIBL
(23,7),(23,12),-0.0110437 # DEPENDENCYPART_SIBL
(23,7),(23,13),-0.011292 # DEPENDENCYPART_SIBL
(23,7),(23,14),0.027383 # DEPENDENCYPART_SIBL
(23,7),(23,15),0.0047026 # DEPENDENCYPART_SIBL
(23,7),(23,16),0.0217979 # DEPENDENCYPART_SIBL
(23,7),(23,17),-0.107093 # DEPENDENCYPART_SIBL
(23,7),(23,18),-0.0110437 # DEPENDENCYPART_SIBL
(23,7),(23,19),-0.0110437 # DEPENDENCYPART_SIBL
(23,7),(23,20),0.0831259 # DEPENDENCYPART_SIBL
(23,7),(23,21),-0.0129609 # DEPENDENCYPART_SIBL
(23,7),(23,22),-0.0110437 # DEPENDENCYPART_SIBL
(23,7),(23,24),0.0373257 # DEPENDENCYPART_SIBL
(23,8),(23,9),0.123313 # DEPENDENCYPART_SIBL
(23,8),(23,10),-0.0353396 # DEPENDENCYPART_SIBL
(23,8),(23,11),-0.0316493 # DEPENDENCYPART_SIBL
(23,8),(23,12),-0.0353396 # DEPENDENCYPART_SIBL
(23,8),(23,13),-0.00164352 # DEPENDENCYPART_SIBL
(23,8),(23,14),0.000261265 # DEPENDENCYPART_SIBL
(23,8),(23,15),0.0975213 # DEPENDENCYPART_SIBL
(23,8),(23,16),0.0441596 # DEPENDENCYPART_SIBL
(23,8),(23,17),-0.0602865 # DEPENDENCYPART_SIBL
(23,8),(23,18),-0.0353396 # DEPENDENCYPART_SIBL
(23,8),(23,19),-0.0353396 # DEPENDENCYPART_SIBL
(23,8),(23,20),-0.022298 # DEPENDENCYPART_SIBL
(23,8),(23,21),-0.00222834 # DEPENDENCYPART_SIBL
(23,8),(23,22),-0.0353396 # DEPENDENCYPART_SIBL
(23,8),(23,24),0.0336976 # DEPENDENCYPART_SIBL
(23,9),(23,10),0.0087536 # DEPENDENCYPART_SIBL
(23,9),(23,11),0.0149689 # DEPENDENCYPART_SIBL
(23,9),(23,12),0.0087536 # DEPENDENCYPART_SIBL
(23,9),(23,13),0.00132347 # DEPENDENCYPART_SIBL
(23,9),(23,14),0.0606161 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.0243884 # DEPENDENCYPART_SIBL
(23,9),(23,16),-0.0431354 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.125075 # DEPENDENCYPART_SIBL
(23,9),(23,18),0.0087536 # DEPENDENCYPART_SIBL
(23,9),(23,19),0.0087536 # DEPENDENCYPART_SIBL
(23,9),(23,20),-0.0176808 # DEPENDENCYPART_SIBL
(23,9),(23,21),-0.00421109 # DEPENDENCYPART_SIBL
(23,9),(23,22),0.0087536 # DEPENDENCYPART_SIBL
(23,9),(23,24),-0.00848149 # DEPENDENCYPART_SIBL
(23,10),(23,11),-0.0316493 # DEPENDENCYPART_SIBL
(23,10),(23,12),-0.0353396 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.00164352 # DEPENDENCYPART_SIBL
(23,10),(23,14),0.000261265 # DEPENDENCYPART_SIBL
(23,10),(23,15),0.0975213 # DEPENDENCYPART_SIBL
(23,10),(23,16),0.0441596 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.0602865 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.0353396 # DEPENDENCYPART_SIBL
(23,10),(23,19),-0.0353396 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.022298 # DEPENDENCYPART_SIBL
(23,10),(23,21),-0.00222834 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.0353396 # DEPENDENCYPART_SIBL
(23,10),(23,24),0.0336976 # DEPENDENCYPART_SIBL
(23,11),(23,12),-0.0355202 # DEPENDENCYPART_SIBL
(23,11),(23,13),-0.00164352 # DEPENDENCYPART_SIBL
(23,11),(23,14),0.000113217 # DEPENDENCYPART_SIBL
(23,11),(23,15),0.0972187 # DEPENDENCYPART_SIBL
(23,11),(23,16),0.0439743 # DEPENDENCYPART_SIBL
(23,11),(23,17),-0.0602865 # DEPENDENCYPART_SIBL
(23,11),(23,18),-0.0355202 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.0355202 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.022298 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.00222834 # DEPENDENCYPART_SIBL
(23,11),(23,22),-0.0355202 # DEPENDENCYPART_SIBL
(23,11),(23,24),0.0276009 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.00164352 # DEPENDENCYPART_SIBL
(23,12),(23,14),0.000261265 # DEPENDENCYPART_SIBL
(23,12),(23,15),0.0975213 # DEPENDENCYPART_SIBL
(23,12),(23,16),0.0441596 # DEPENDENCYPART_SIBL
(23,12),(23,17),-0.0602865 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.0353396 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.0353396 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.022298 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.00222834 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.0353396 # DEPENDENCYPART_SIBL
(23,12),(23,24),0.0336976 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.00419246 # DEPENDENCYPART_SIBL
(23,13),(23,15),0.0465647 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.0726493 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.203736 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.0251272 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.0251272 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.134166 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.0237072 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.0251272 # DEPENDENCYPART_SIBL
(23,13),(23,24),0.0114864 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.114146 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.0446774 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.0512022 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.0151418 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.0151418 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.0270606 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.0202298 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.0151418 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.0491277 # DEPENDENCYPART_SIBL
(23,15),(23,16),0.0217979 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.107093 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.0110437 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.0110437 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.0831259 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.0129609 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.0110437 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.0373257 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.112955 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.141894 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.141894 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.0380308 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.07502 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.141894 # DEPENDENCYPART_SIBL
(23,16),(23,24),0.0119539 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.0112726 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.0112726 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.106587 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.018597 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0112726 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0529888 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.0353396 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.022298 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.00222834 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0353396 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.0336976 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.022298 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.00222834 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0353396 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0336976 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0258102 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0382381 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0259439 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.025337 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0180293 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0336976 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.668231 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.263585 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),1.10591 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.0338379 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.1854 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.229589 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.767477 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.341063 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),0.588809 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),0.126497 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),0.383791 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),2.38751 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),1.3044 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.173859 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.886628 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.548246 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.296525 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.487885 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),0.16451 # DEPENDENCYPART_GRANDPAR
(0,2),(2,24),2.17085 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),1.15377 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.441599 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.525297 # DEPENDENCYPART_GRANDPAR
(0,3),(3,24),2.07567 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),1.11632 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.381417 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.0922025 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0674481 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.00412025 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.208271 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.135841 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.0427588 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.0385309 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.0824963 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.0294455 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.0187069 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.33095 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.363933 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.479094 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.0711104 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.164455 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.258869 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.146771 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),-0.0692111 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),2.26975 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),1.19767 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.518066 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.894942 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.148971 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.16466 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.50438 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.0329392 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.187454 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.303714 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.255431 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.170874 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.708927 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.296568 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.519163 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.297096 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.0615299 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),0.320133 # DEPENDENCYPART_GRANDPAR
(0,9),(9,24),2.17705 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),1.16219 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.427289 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.147042 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.486101 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.329985 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.146144 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.0907682 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.0144225 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.0408699 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.111733 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.226086 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.179709 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.0921582 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.327088 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.457215 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.704024 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.11224 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),0.123326 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.207735 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.267495 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.187901 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),-0.0856376 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),2.25669 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),1.32065 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.664352 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.455366 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.915102 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.157943 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.289664 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.289279 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.192353 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.0767985 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.124377 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.158698 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.538043 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.715248 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.21117 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),0.0243956 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.102314 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.286831 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),0.104164 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),2.2445 # DEPENDENCYPART_GRANDPAR
(0,23),(23,1),1.1085 # DEPENDENCYPART_GRANDPAR
(0,23),(23,2),0.373593 # DEPENDENCYPART_GRANDPAR
(0,23),(23,3),0.100501 # DEPENDENCYPART_GRANDPAR
