# _root_ A megyei munkaügyi központokat és a társminisztériumokat is arra ösztönzi a gazdasági tárca , hogy segítsenek megoldani a bányászok elhelyezkedését , illetve átképzését megfelelő munkákra .
#goldHeads=4,4,4,10,10,7,10,10,10,0,13,13,10,10,10,9,16,19,20,17,17,17,17,25,17,10,
#predictedHeads=4,4,4,10,10,7,10,10,10,0,13,13,10,10,10,9,16,19,20,17,16,16,24,25,16,10,
(17,11),(17,23),-0.020664 # DEPENDENCYPART_SIBL
(17,11),(17,24),0.000587496 # DEPENDENCYPART_SIBL
(17,11),(17,25),-0.020664 # DEPENDENCYPART_SIBL
(17,11),(17,26),-0.0638111 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.027707 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0348833 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0794556 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.004974 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.00664596 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0175874 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0175881 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.00479051 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.00717982 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.0175881 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0317204 # DEPENDENCYPART_SIBL
(17,12),(17,25),0.0175881 # DEPENDENCYPART_SIBL
(17,12),(17,26),0.00470178 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0688491 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0242546 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0240673 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.020707 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.00400618 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.00400688 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0383806 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.00730208 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.00400688 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.0101798 # DEPENDENCYPART_SIBL
(17,13),(17,25),0.00400688 # DEPENDENCYPART_SIBL
(17,13),(17,26),0.00481114 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0233642 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.00975382 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0124144 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0149252 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0149243 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0173829 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0236715 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0149243 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.0200258 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0149243 # DEPENDENCYPART_SIBL
(17,14),(17,26),0.0200887 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0795625 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0427721 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0161358 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0161358 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0557672 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0130984 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0161358 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0352336 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.0161358 # DEPENDENCYPART_SIBL
(17,15),(17,26),0.0158961 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0322617 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.00501003 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.00501003 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.00856202 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.00153441 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.00501003 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.0162912 # DEPENDENCYPART_SIBL
(17,16),(17,25),-0.00501003 # DEPENDENCYPART_SIBL
(17,16),(17,26),0.015189 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0106925 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0106925 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.00747917 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.0320692 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.0106925 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0109197 # DEPENDENCYPART_SIBL
(17,18),(17,25),0.0106925 # DEPENDENCYPART_SIBL
(17,18),(17,26),-0.0286223 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.015081 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0428512 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0212001 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.015081 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.028815 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.015081 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.000162822 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0428512 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.0167785 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0194482 # DEPENDENCYPART_SIBL
(17,20),(17,24),0.0244466 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.0194482 # DEPENDENCYPART_SIBL
(17,20),(17,26),-0.00016281 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.203428 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.0727705 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.0557656 # DEPENDENCYPART_SIBL
(17,21),(17,25),0.0727705 # DEPENDENCYPART_SIBL
(17,21),(17,26),0.0459384 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.13393 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.0998689 # DEPENDENCYPART_SIBL
(17,22),(17,25),0.13393 # DEPENDENCYPART_SIBL
(17,22),(17,26),0.0673517 # DEPENDENCYPART_SIBL
(17,23),(17,24),0.0244466 # DEPENDENCYPART_SIBL
(17,23),(17,25),-0.0194482 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.00016281 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.0285613 # DEPENDENCYPART_SIBL
(17,24),(17,26),-0.0160866 # DEPENDENCYPART_SIBL
(17,25),(17,26),-0.00016281 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.662013 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.0121436 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.0973065 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.206982 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.662013 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.0120855 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.00907785 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.00331961 # DEPENDENCYPART_SIBL
(20,11),(20,25),-0.00331961 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.402086 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.144704 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.324664 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0243391 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.00609153 # DEPENDENCYPART_SIBL
(20,13),(20,23),0.00688698 # DEPENDENCYPART_SIBL
(20,13),(20,25),0.00688698 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.116108 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.403357 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0946646 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0401258 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.0114091 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.0114091 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.353521 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0507087 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0137765 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.00604534 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.00604534 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0120855 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.00907785 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.00331961 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.00331961 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.00283849 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.00248029 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.00248029 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.342981 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.342981 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.00471394 # DEPENDENCYPART_SIBL
(22,2),(22,3),0.0108841 # DEPENDENCYPART_SIBL
(22,2),(22,4),-0.0289825 # DEPENDENCYPART_SIBL
(22,2),(22,5),0.149656 # DEPENDENCYPART_SIBL
(22,2),(22,8),0.105203 # DEPENDENCYPART_SIBL
(22,2),(22,9),0.00900256 # DEPENDENCYPART_SIBL
(22,2),(22,10),0.0866281 # DEPENDENCYPART_SIBL
(22,2),(22,12),0.0150192 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.0328338 # DEPENDENCYPART_SIBL
(22,2),(22,14),0.306798 # DEPENDENCYPART_SIBL
(22,2),(22,15),0.224909 # DEPENDENCYPART_SIBL
(22,2),(22,16),0.0866281 # DEPENDENCYPART_SIBL
(22,2),(22,17),0.0865376 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.188267 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.0289839 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.0289825 # DEPENDENCYPART_SIBL
(22,2),(22,21),0.306798 # DEPENDENCYPART_SIBL
(22,2),(22,23),0.0285962 # DEPENDENCYPART_SIBL
(22,2),(22,24),0.0572542 # DEPENDENCYPART_SIBL
(22,2),(22,25),0.0285962 # DEPENDENCYPART_SIBL
(22,2),(22,26),-0.012325 # DEPENDENCYPART_SIBL
(22,3),(22,4),-0.0287473 # DEPENDENCYPART_SIBL
(22,3),(22,5),0.144584 # DEPENDENCYPART_SIBL
(22,3),(22,8),0.10272 # DEPENDENCYPART_SIBL
(22,3),(22,9),0.00912069 # DEPENDENCYPART_SIBL
(22,3),(22,10),0.0867432 # DEPENDENCYPART_SIBL
(22,3),(22,12),0.0058215 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.0325986 # DEPENDENCYPART_SIBL
(22,3),(22,14),0.307072 # DEPENDENCYPART_SIBL
(22,3),(22,15),0.222422 # DEPENDENCYPART_SIBL
(22,3),(22,16),0.0867432 # DEPENDENCYPART_SIBL
(22,3),(22,17),0.0866527 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.191524 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.0287487 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.0287473 # DEPENDENCYPART_SIBL
(22,3),(22,21),0.307072 # DEPENDENCYPART_SIBL
(22,3),(22,23),0.0287744 # DEPENDENCYPART_SIBL
(22,3),(22,24),0.0574195 # DEPENDENCYPART_SIBL
(22,3),(22,25),0.0287744 # DEPENDENCYPART_SIBL
(22,3),(22,26),-0.0119598 # DEPENDENCYPART_SIBL
(22,4),(22,5),0.146509 # DEPENDENCYPART_SIBL
(22,4),(22,8),0.106407 # DEPENDENCYPART_SIBL
(22,4),(22,9),0.0325256 # DEPENDENCYPART_SIBL
(22,4),(22,10),0.0979523 # DEPENDENCYPART_SIBL
(22,4),(22,12),0.0295987 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.0261649 # DEPENDENCYPART_SIBL
(22,4),(22,14),0.424614 # DEPENDENCYPART_SIBL
(22,4),(22,15),0.240044 # DEPENDENCYPART_SIBL
(22,4),(22,16),0.0979523 # DEPENDENCYPART_SIBL
(22,4),(22,17),0.0975737 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0248122 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.0152652 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0145701 # DEPENDENCYPART_SIBL
(22,4),(22,21),0.424614 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.17875 # DEPENDENCYPART_SIBL
(22,4),(22,24),0.0157558 # DEPENDENCYPART_SIBL
(22,4),(22,25),0.17875 # DEPENDENCYPART_SIBL
(22,4),(22,26),-0.0313245 # DEPENDENCYPART_SIBL
(22,5),(22,8),0.0284818 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.0268145 # DEPENDENCYPART_SIBL
(22,5),(22,10),0.125107 # DEPENDENCYPART_SIBL
(22,5),(22,12),0.0359877 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.00174701 # DEPENDENCYPART_SIBL
(22,5),(22,14),0.140997 # DEPENDENCYPART_SIBL
(22,5),(22,15),0.116984 # DEPENDENCYPART_SIBL
(22,5),(22,16),0.125107 # DEPENDENCYPART_SIBL
(22,5),(22,17),0.124919 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.0541711 # DEPENDENCYPART_SIBL
(22,5),(22,19),0.00151659 # DEPENDENCYPART_SIBL
(22,5),(22,20),0.00152538 # DEPENDENCYPART_SIBL
(22,5),(22,21),0.140997 # DEPENDENCYPART_SIBL
(22,5),(22,23),0.0447281 # DEPENDENCYPART_SIBL
(22,5),(22,24),0.0161283 # DEPENDENCYPART_SIBL
(22,5),(22,25),0.0447281 # DEPENDENCYPART_SIBL
(22,5),(22,26),0.0362113 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.0454975 # DEPENDENCYPART_SIBL
(22,8),(22,10),0.0975008 # DEPENDENCYPART_SIBL
(22,8),(22,12),0.0386028 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.0576808 # DEPENDENCYPART_SIBL
(22,8),(22,14),0.153624 # DEPENDENCYPART_SIBL
(22,8),(22,15),0.149999 # DEPENDENCYPART_SIBL
(22,8),(22,16),0.0975008 # DEPENDENCYPART_SIBL
(22,8),(22,17),0.0973124 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.0550988 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.0531064 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0530976 # DEPENDENCYPART_SIBL
(22,8),(22,21),0.153624 # DEPENDENCYPART_SIBL
(22,8),(22,23),0.0122714 # DEPENDENCYPART_SIBL
(22,8),(22,24),0.00070894 # DEPENDENCYPART_SIBL
(22,8),(22,25),0.0122714 # DEPENDENCYPART_SIBL
(22,8),(22,26),0.0166128 # DEPENDENCYPART_SIBL
(22,9),(22,10),0.0642748 # DEPENDENCYPART_SIBL
(22,9),(22,12),0.0526085 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.0163176 # DEPENDENCYPART_SIBL
(22,9),(22,14),0.315876 # DEPENDENCYPART_SIBL
(22,9),(22,15),0.183651 # DEPENDENCYPART_SIBL
(22,9),(22,16),0.0642748 # DEPENDENCYPART_SIBL
(22,9),(22,17),0.0641917 # DEPENDENCYPART_SIBL
(22,9),(22,18),0.19204 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.0139987 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.0139971 # DEPENDENCYPART_SIBL
(22,9),(22,21),0.315876 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.0996266 # DEPENDENCYPART_SIBL
(22,9),(22,24),0.0235046 # DEPENDENCYPART_SIBL
(22,9),(22,25),0.0996266 # DEPENDENCYPART_SIBL
(22,9),(22,26),-0.0257174 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.00539107 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.0414829 # DEPENDENCYPART_SIBL
(22,10),(22,14),0.433619 # DEPENDENCYPART_SIBL
(22,10),(22,15),0.121868 # DEPENDENCYPART_SIBL
(22,10),(22,16),0.0175247 # DEPENDENCYPART_SIBL
(22,10),(22,17),0.0174091 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0370606 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.0391955 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0391679 # DEPENDENCYPART_SIBL
(22,10),(22,21),0.433619 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.0108378 # DEPENDENCYPART_SIBL
(22,10),(22,24),0.015894 # DEPENDENCYPART_SIBL
(22,10),(22,25),0.0108378 # DEPENDENCYPART_SIBL
(22,10),(22,26),0.101138 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.0342545 # DEPENDENCYPART_SIBL
(22,12),(22,14),0.302137 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.228 # DEPENDENCYPART_SIBL
(22,12),(22,16),0.0864287 # DEPENDENCYPART_SIBL
(22,12),(22,17),0.0863382 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.188476 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0304046 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.0304033 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.302137 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.0305825 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.0553918 # DEPENDENCYPART_SIBL
(22,12),(22,25),0.0305825 # DEPENDENCYPART_SIBL
(22,12),(22,26),-0.014315 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.411679 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.229071 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.0902526 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.089874 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.031403 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0208545 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0201594 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.411679 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.179312 # DEPENDENCYPART_SIBL
(22,13),(22,24),0.0132997 # DEPENDENCYPART_SIBL
(22,13),(22,25),0.179312 # DEPENDENCYPART_SIBL
(22,13),(22,26),-0.0386683 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.248161 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.144593 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.144283 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.039066 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.00296912 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.00295898 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.0988543 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.132361 # DEPENDENCYPART_SIBL
(22,14),(22,24),0.0165966 # DEPENDENCYPART_SIBL
(22,14),(22,25),0.132361 # DEPENDENCYPART_SIBL
(22,14),(22,26),0.0798752 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.0922614 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.092073 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.0763691 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.123354 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.123339 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.198889 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0359767 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.00639932 # DEPENDENCYPART_SIBL
(22,15),(22,25),0.0359767 # DEPENDENCYPART_SIBL
(22,15),(22,26),0.0877696 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.0174091 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0370606 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0391955 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0391679 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.433619 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0108378 # DEPENDENCYPART_SIBL
(22,16),(22,24),0.015894 # DEPENDENCYPART_SIBL
(22,16),(22,25),0.0108378 # DEPENDENCYPART_SIBL
(22,16),(22,26),0.101138 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0371259 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0392708 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0392433 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.43292 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0107515 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0158253 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.0107515 # DEPENDENCYPART_SIBL
(22,17),(22,26),0.100776 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0357553 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0350736 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.140982 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0300995 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0101455 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.0300995 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.119324 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0148666 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.424469 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.177851 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0157537 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.177851 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.0313356 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.424614 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.17875 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0157558 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.17875 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.0313245 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.132361 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0165966 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.132361 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.0798752 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0297619 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0182988 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0346745 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.00698852 # DEPENDENCYPART_SIBL
(22,24),(22,26),0.0248009 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0346745 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0120855 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.0129962 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.190771 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.206013 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.00355969 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.00331961 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0181933 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.641682 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.585183 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0421319 # DEPENDENCYPART_SIBL
(23,19),(23,25),0.00248029 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.641687 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.585193 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0421331 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.00337853 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.510614 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.00452967 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.00844461 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0177883 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0167762 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.0532873 # DEPENDENCYPART_SIBL
(24,5),(24,7),0.10302 # DEPENDENCYPART_SIBL
(24,5),(24,8),0.0828994 # DEPENDENCYPART_SIBL
(24,5),(24,15),0.0357086 # DEPENDENCYPART_SIBL
(24,5),(24,18),-0.116435 # DEPENDENCYPART_SIBL
(24,5),(24,19),0.102664 # DEPENDENCYPART_SIBL
(24,5),(24,20),0.10302 # DEPENDENCYPART_SIBL
(24,5),(24,21),-0.0179633 # DEPENDENCYPART_SIBL
(24,5),(24,22),0.00217779 # DEPENDENCYPART_SIBL
(24,5),(24,23),0.10302 # DEPENDENCYPART_SIBL
(24,7),(24,8),0.371539 # DEPENDENCYPART_SIBL
(24,7),(24,15),0.273848 # DEPENDENCYPART_SIBL
(24,7),(24,18),-0.0367102 # DEPENDENCYPART_SIBL
(24,7),(24,19),0.0754428 # DEPENDENCYPART_SIBL
(24,7),(24,20),0.0764815 # DEPENDENCYPART_SIBL
(24,7),(24,21),0.280167 # DEPENDENCYPART_SIBL
(24,7),(24,22),0.333377 # DEPENDENCYPART_SIBL
(24,7),(24,23),0.0764815 # DEPENDENCYPART_SIBL
(24,8),(24,15),0.0518684 # DEPENDENCYPART_SIBL
(24,8),(24,18),-0.116642 # DEPENDENCYPART_SIBL
(24,8),(24,19),0.00171447 # DEPENDENCYPART_SIBL
(24,8),(24,20),0.00207089 # DEPENDENCYPART_SIBL
(24,8),(24,21),0.0134973 # DEPENDENCYPART_SIBL
(24,8),(24,22),0.00968769 # DEPENDENCYPART_SIBL
(24,8),(24,23),0.00207089 # DEPENDENCYPART_SIBL
(24,15),(24,18),-0.0990955 # DEPENDENCYPART_SIBL
(24,15),(24,19),-0.0356537 # DEPENDENCYPART_SIBL
(24,15),(24,20),-0.0352868 # DEPENDENCYPART_SIBL
(24,15),(24,21),0.158754 # DEPENDENCYPART_SIBL
(24,15),(24,22),0.0452248 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.0352868 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.0657832 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.0674888 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.0382401 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.11223 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.0674888 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.076403 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.280167 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.333374 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.076403 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.280167 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.333377 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0764815 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.282504 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.0475527 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0704455 # DEPENDENCYPART_SIBL
(25,7),(25,11),-0.317123 # DEPENDENCYPART_SIBL
(25,7),(25,12),0.0286095 # DEPENDENCYPART_SIBL
(25,7),(25,13),-0.047185 # DEPENDENCYPART_SIBL
(25,7),(25,14),0.641687 # DEPENDENCYPART_SIBL
(25,7),(25,16),0.153199 # DEPENDENCYPART_SIBL
(25,7),(25,17),0.152926 # DEPENDENCYPART_SIBL
(25,7),(25,18),-0.317123 # DEPENDENCYPART_SIBL
(25,7),(25,19),-0.019257 # DEPENDENCYPART_SIBL
(25,7),(25,20),-0.018106 # DEPENDENCYPART_SIBL
