# _root_ Nyilván a riválisok is kíváncsiak az összetételére , mert a kidolgozók mindössze annyit hajlandók elárulni róla , hogy " ez egy polimerszerű folyadék " .
#goldHeads=9,3,9,9,9,7,9,9,0,11,15,15,15,15,9,15,15,15,15,13,23,23,13,9,9,
#predictedHeads=9,3,7,5,9,7,9,9,0,11,15,15,15,15,9,15,15,15,23,23,23,23,13,23,9,
(5,11),(11,10),-0.0109257 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.13421 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.40176 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.460079 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.034201 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.104305 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.0704319 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.0512938 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.0298336 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.0496405 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.213541 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.0238106 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.15615 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.306664 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.392272 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.431467 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.4844 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.479704 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.208975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.396972 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.069881 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.0289438 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.0105436 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.0543641 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.0742484 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.0448774 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.272774 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.106386 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.0107562 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.00503983 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.0103827 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.0781111 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.0326981 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.0443859 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.177628 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.0761437 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.345088 # DEPENDENCYPART_GRANDPAR
(5,23),(23,10),-0.0104622 # DEPENDENCYPART_GRANDPAR
(5,23),(23,13),-0.257079 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),0.136438 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),0.022316 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),-0.111737 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),-0.0715933 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-0.0768644 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.316065 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),0.0076788 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),0.0143578 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.260824 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0710016 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.29539 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.225338 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.36702 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.455205 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.352226 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.561307 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.5378 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.340484 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.508911 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.656072 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-0.801032 # DEPENDENCYPART_GRANDPAR
(6,5),(5,24),-0.68445 # DEPENDENCYPART_GRANDPAR
(6,5),(5,25),-0.540612 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.38825 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.0556847 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.329261 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.19125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.518137 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.556862 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.442298 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.228908 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-0.639663 # DEPENDENCYPART_GRANDPAR
(7,1),(1,23),-0.759994 # DEPENDENCYPART_GRANDPAR
(7,1),(1,24),-0.758418 # DEPENDENCYPART_GRANDPAR
(7,1),(1,25),-0.868911 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.519657 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.432775 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.665543 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.199163 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.458292 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.371135 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.25441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,12),-0.540628 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.460478 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.283346 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.501055 # DEPENDENCYPART_GRANDPAR
(7,4),(4,25),-0.879713 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.412667 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.410134 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.270439 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0976289 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.25747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.537746 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.579898 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.508515 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.531899 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.245965 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.340658 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.660014 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-0.826211 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-0.778769 # DEPENDENCYPART_GRANDPAR
(7,5),(5,25),-0.896007 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.48419 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.113658 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.0813067 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.0861115 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.0626866 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.301611 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.676645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,11),-0.355029 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.229077 # DEPENDENCYPART_GRANDPAR
(9,1),(1,19),-0.437525 # DEPENDENCYPART_GRANDPAR
(9,1),(1,23),-0.653512 # DEPENDENCYPART_GRANDPAR
(9,1),(1,24),-0.636979 # DEPENDENCYPART_GRANDPAR
(9,1),(1,25),-0.816842 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.0265758 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.0982731 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.0318106 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.144 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.105059 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.195021 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.00943979 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.338632 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.421804 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.31115 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.446558 # DEPENDENCYPART_GRANDPAR
(9,4),(4,25),-0.846808 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.00391209 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.0635063 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.128228 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0736074 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.03802 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.307445 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.675663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.393209 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.0847694 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.223527 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.282596 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.435152 # DEPENDENCYPART_GRANDPAR
(9,5),(5,23),-0.691691 # DEPENDENCYPART_GRANDPAR
(9,5),(5,24),-0.634606 # DEPENDENCYPART_GRANDPAR
(9,5),(5,25),-0.818576 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.00538781 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.0265758 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.0982731 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.11038 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.121797 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.0614706 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0139198 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.320852 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.465426 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.603397 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.454177 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.748711 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),-0.0274213 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.173998 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.701974 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.511665 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.375037 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.651002 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.75136 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.181885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),0.231169 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.363863 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.364957 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.0947415 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.203736 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.120382 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),0.00648982 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.00577889 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.192964 # DEPENDENCYPART_GRANDPAR
(9,12),(12,25),-0.439779 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.459505 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.740109 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.689137 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.748573 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.210251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.0580977 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.263971 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.185977 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0414262 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.123699 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.0317903 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.0856663 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.72244 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.81374 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-1.10229 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.83997 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.646475 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.666618 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-1.05131 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-1.06529 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.256571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.0633695 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.166146 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.0669007 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.0326042 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.329751 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.034947 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.0790234 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),0.105925 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.0684026 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.318687 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.4441 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.102942 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.267857 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.467945 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.508438 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.799329 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.563847 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.437089 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.748358 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.797854 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.210132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,11),0.242625 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.183456 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.101205 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.39133 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.410429 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.0907466 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.191554 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.0398153 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.415182 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.0704139 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.239269 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.355341 # DEPENDENCYPART_GRANDPAR
(9,23),(23,10),-0.0269581 # DEPENDENCYPART_GRANDPAR
(9,23),(23,13),3.05596e-05 # DEPENDENCYPART_GRANDPAR
(9,23),(23,14),0.326405 # DEPENDENCYPART_GRANDPAR
(9,23),(23,17),0.145091 # DEPENDENCYPART_GRANDPAR
(9,23),(23,18),0.0280491 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),-0.0166648 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),-0.363845 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),-0.470954 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.449803 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.224546 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.717628 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.420315 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.927387 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.538395 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.463695 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.420131 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-0.894491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,15),-0.255181 # DEPENDENCYPART_GRANDPAR
(11,1),(1,19),-0.404167 # DEPENDENCYPART_GRANDPAR
(11,1),(1,23),-0.613567 # DEPENDENCYPART_GRANDPAR
(11,1),(1,24),-0.532197 # DEPENDENCYPART_GRANDPAR
(11,1),(1,25),-0.757642 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-1.08232 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.835907 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.411971 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.73601 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.54974 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-1.00999 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.474708 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.452257 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-1.08432 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.820219 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.38221 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.90509 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.809856 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.791843 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.529794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),-0.0192214 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.0159462 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.148419 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.0522746 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.0482227 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.108469 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.305317 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-0.236499 # DEPENDENCYPART_GRANDPAR
(11,12),(12,25),-0.473061 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.167185 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.230052 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.207285 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.246334 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.205848 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.394081 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.14763 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-0.970949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),-0.406848 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.549105 # DEPENDENCYPART_GRANDPAR
(12,4),(4,18),-0.614616 # DEPENDENCYPART_GRANDPAR
(12,4),(4,25),-0.910913 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.0907661 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.103914 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.244986 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.193368 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.0576692 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.0900909 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.0297443 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),-0.086303 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.489778 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.499722 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.693464 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-0.734879 # DEPENDENCYPART_GRANDPAR
(12,5),(5,23),-0.773588 # DEPENDENCYPART_GRANDPAR
(12,5),(5,24),-0.854732 # DEPENDENCYPART_GRANDPAR
(12,5),(5,25),-0.910154 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.167185 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.230052 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.227043 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.289062 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.388356 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.241313 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.0445747 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.157286 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.183384 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.205012 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.396228 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.273701 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.127075 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.228451 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.154551 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.970718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-0.498703 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.547531 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.701667 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.613986 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.740713 # DEPENDENCYPART_GRANDPAR
(12,9),(9,23),-0.78818 # DEPENDENCYPART_GRANDPAR
(12,9),(9,24),-0.860566 # DEPENDENCYPART_GRANDPAR
(12,9),(9,25),-0.910409 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.167185 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.230052 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.241313 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.170734 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.31994 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.965203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,1),-0.428653 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.556207 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.499898 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.458171 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.423981 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.628739 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.528531 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.492038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0194089 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.406364 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.312074 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.463654 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.43682 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.57108 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.599428 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.568234 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.724542 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.596205 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.543118 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.523863 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.505947 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.660967 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.571752 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.587175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.0316413 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.131607 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.349339 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.377018 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.195791 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.382871 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.228475 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.393898 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.380278 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.502724 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.547071 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.427709 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.495193 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.542315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,14),-0.126877 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.104463 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.403026 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.419457 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.432255 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.423103 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.53931 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.622497 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.443698 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.582261 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.515183 # DEPENDENCYPART_GRANDPAR
