# _root_ A század első negyedében Alsógöd , Felsőgöd és Sződliget kialakuló református gyülekezetei előbb a váci anyaegyház leány- , majd fiókegyházaiként növekedtek .
#goldHeads=2,4,4,21,12,12,12,12,12,12,12,21,21,16,16,20,20,20,20,21,0,21,
#predictedHeads=2,4,4,8,7,7,12,12,10,12,12,21,21,16,16,20,21,21,21,21,0,21,
(11,8),(8,19),-0.478532 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.822548 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-0.85127 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.179931 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.259443 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.234742 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.10875 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.0864315 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0209056 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.215967 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.907045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.549975 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.822023 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.522524 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.775873 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-0.860899 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.335232 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.408323 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.193065 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.260012 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.118848 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.313899 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.865023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,16),-0.7598 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.468286 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.76123 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-0.849715 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.668503 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.731976 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.490141 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.583665 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.47632 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.637553 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.619352 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.489133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.101365 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.208548 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.369421 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.214664 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.161837 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.234808 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.450573 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.570148 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.443749 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.363372 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.720268 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),0.162741 # DEPENDENCYPART_GRANDPAR
(12,2),(2,13),-0.475577 # DEPENDENCYPART_GRANDPAR
(12,2),(2,19),-0.519495 # DEPENDENCYPART_GRANDPAR
(12,2),(2,21),-0.671597 # DEPENDENCYPART_GRANDPAR
(12,2),(2,22),-0.856703 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.142044 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),0.306346 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.00122749 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.375035 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.707092 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),0.035438 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.214885 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.348763 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.21272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,18),-0.375541 # DEPENDENCYPART_GRANDPAR
(12,5),(5,21),-0.671596 # DEPENDENCYPART_GRANDPAR
(12,5),(5,22),-0.856702 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),0.306346 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.00122749 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.375035 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),0.0422002 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.0084317 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.348763 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.21272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,16),-0.74531 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-0.671596 # DEPENDENCYPART_GRANDPAR
(12,7),(7,22),-0.856702 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.826747 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.0141592 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.159322 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.0659036 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.341727 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.354762 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.535811 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.15114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.4641 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.518044 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.683734 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.348992 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.504336 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.71224 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-0.830664 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),0.306346 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.375035 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),0.0422002 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),0.0084317 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.0939445 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.161442 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.437137 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.616901 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.21272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,16),-0.74531 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.375541 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.671596 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-0.856702 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),0.118695 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.178386 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.0745929 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.23013 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.269147 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.364007 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.603626 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.682775 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.507562 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.656992 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.84356 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),0.117546 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),0.177237 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.0738532 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.228981 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.2684 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.362859 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.385684 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.469539 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.383528 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.306086 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.322159 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.254342 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.171464 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.120465 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.0409208 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),0.141623 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.717597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,15),-0.217162 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.302502 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.0418956 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.19853 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.382947 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.366636 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.529007 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.278287 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.512223 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.383046 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.206504 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.249169 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.131493 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),0.0510509 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.614789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.123072 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.421941 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0114832 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0482838 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.00151266 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.159156 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.348764 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.267113 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.194832 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.026207 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.364232 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.333607 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-0.312488 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.186499 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.17861 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.0665762 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),0.115967 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.710961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),-0.114394 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.42445 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.0990312 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.243552 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.118887 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.0490241 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.395246 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.415028 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.471104 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.19845 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.149313 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.0531753 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-0.906257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,19),-0.483226 # DEPENDENCYPART_GRANDPAR
(13,2),(2,21),-0.39216 # DEPENDENCYPART_GRANDPAR
(13,2),(2,22),-0.788941 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.209727 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.273016 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.251385 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.212751 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.0301536 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.0462961 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.0610707 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.0227145 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-0.538203 # DEPENDENCYPART_GRANDPAR
(13,5),(5,21),-0.392159 # DEPENDENCYPART_GRANDPAR
(13,5),(5,22),-0.788941 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.209727 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.273016 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.251385 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.189112 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.0912525 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.0610707 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.0227145 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.438168 # DEPENDENCYPART_GRANDPAR
(13,7),(7,21),-0.392159 # DEPENDENCYPART_GRANDPAR
(13,7),(7,22),-0.788941 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.20389 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.101148 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.139512 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0945249 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.055355 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.110784 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.281689 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.0284301 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.911703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,15),-0.413566 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.399573 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.528639 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.485169 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),-0.441856 # DEPENDENCYPART_GRANDPAR
(13,8),(8,22),-0.780811 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.209727 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.251385 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.189112 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.0912525 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.18249 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.11193 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.0386546 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.209304 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.0227145 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.438168 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.538203 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.392159 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-0.788941 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.301588 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.209655 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.0917575 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.203032 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.0816688 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.217807 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.185626 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.382222 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.475728 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.381293 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.780257 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.301796 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.209862 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.091759 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.20324 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.081674 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.218014 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0884691 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.902469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,1),-0.209727 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.273016 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.251385 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.189112 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.0912525 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.18249 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.11193 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.197264 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0882408 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.256794 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.906257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,16),-0.438168 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.471903 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.538203 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.483226 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.448848 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.430915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.023263 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.573773 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.679147 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.573805 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.426246 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.588579 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.457257 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.628541 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.504794 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.541961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.013856 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.0279346 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.132131 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.230011 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.20775 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.200242 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.0538197 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.538093 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-0.388901 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.53147 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.427849 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.546244 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.425083 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.596366 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.462459 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.555209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.0197309 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.111863 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.0121837 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.138208 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.165173 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.175051 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.107471 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.423789 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-0.426246 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-0.457257 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.628541 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.504794 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.541961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),-0.013856 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.0279346 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.0893405 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.0979797 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.108605 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.0907887 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.503115 # DEPENDENCYPART_GRANDPAR
(13,21),(21,2),-0.666603 # DEPENDENCYPART_GRANDPAR
(13,21),(21,5),-0.566908 # DEPENDENCYPART_GRANDPAR
(13,21),(21,6),-0.446392 # DEPENDENCYPART_GRANDPAR
(13,21),(21,7),-0.560285 # DEPENDENCYPART_GRANDPAR
(13,21),(21,8),-0.457608 # DEPENDENCYPART_GRANDPAR
(13,21),(21,9),-0.575059 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-0.42947 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),-0.600754 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.491274 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.520903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,14),-0.0352769 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),-0.0404818 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),0.0091532 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.120817 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.271011 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.114174 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.144236 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.416482 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.575282 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.417026 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.725372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,1),-0.588234 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.51916 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.632878 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.609747 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.478541 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.544019 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.41048 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.590231 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.610286 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.519101 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.481806 # DEPENDENCYPART_GRANDPAR
(15,12),(12,16),-0.625273 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.552772 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.543747 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.477456 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.659563 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.742185 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.559986 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.676456 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.547702 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.722668 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.755114 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.663881 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.818369 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.876326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.537627 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.535776 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.476232 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.54066 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.791292 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.800784 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.886251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,3),-0.60806 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.873899 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.636514 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.446924 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),-0.373936 # DEPENDENCYPART_GRANDPAR
(16,2),(2,19),-0.400954 # DEPENDENCYPART_GRANDPAR
(16,2),(2,21),-0.654628 # DEPENDENCYPART_GRANDPAR
(16,2),(2,22),-0.746041 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.930925 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.453322 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.539346 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.567465 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.267202 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.266264 # DEPENDENCYPART_GRANDPAR
