# _root_ De hogy az átütemezést valóban megkapja -e gazda , arról a bankok egyedileg döntenek , azaz a termelőknek a pénzintézetekkel kell megállapodniuk .
#goldHeads=16,14,4,6,6,10,6,6,14,14,12,14,14,16,16,0,18,21,20,22,16,21,16,
#predictedHeads=6,6,4,6,6,0,6,6,6,14,12,14,14,6,14,21,18,22,20,22,10,21,6,
(2,22),(22,4),0.142445 # DEPENDENCYPART_GRANDPAR
(2,22),(22,5),-0.0421503 # DEPENDENCYPART_GRANDPAR
(2,22),(22,6),0.0740931 # DEPENDENCYPART_GRANDPAR
(2,22),(22,8),-0.0936932 # DEPENDENCYPART_GRANDPAR
(2,22),(22,9),0.0986394 # DEPENDENCYPART_GRANDPAR
(2,22),(22,10),-0.274556 # DEPENDENCYPART_GRANDPAR
(2,22),(22,11),-0.59777 # DEPENDENCYPART_GRANDPAR
(2,22),(22,12),-0.36739 # DEPENDENCYPART_GRANDPAR
(2,22),(22,13),-0.094652 # DEPENDENCYPART_GRANDPAR
(2,22),(22,14),-0.0933571 # DEPENDENCYPART_GRANDPAR
(2,22),(22,15),-0.0325399 # DEPENDENCYPART_GRANDPAR
(2,22),(22,16),-0.0197774 # DEPENDENCYPART_GRANDPAR
(2,22),(22,17),-0.566414 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),-0.341675 # DEPENDENCYPART_GRANDPAR
(2,22),(22,19),-0.602452 # DEPENDENCYPART_GRANDPAR
(2,22),(22,20),-0.486929 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-0.209916 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.813827 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.248978 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.899582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.587217 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.528286 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.281647 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.263636 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.326773 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.441309 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.55256 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-0.166494 # DEPENDENCYPART_GRANDPAR
(4,1),(1,22),-0.149607 # DEPENDENCYPART_GRANDPAR
(4,1),(1,23),-0.897354 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.153066 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.910041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.586337 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.529742 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.262756 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.328229 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.443548 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.166006 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-0.148727 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-0.897315 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.131433 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.212263 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),-0.561083 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.616654 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.517598 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.5736 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.614054 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.656543 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.788213 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-0.481624 # DEPENDENCYPART_GRANDPAR
(5,1),(1,22),-0.617583 # DEPENDENCYPART_GRANDPAR
(5,1),(1,23),-0.934433 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.188815 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.182875 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.560367 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.617697 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.572884 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.615096 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.658673 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.481179 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-0.616866 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-0.934154 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.20638 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.217672 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.316787 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.686534 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.632919 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.545684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.114162 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.317865 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.301897 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.192316 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.190453 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.315264 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.440504 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.412179 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.0824767 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.234436 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.656957 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.686534 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.126536 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.145991 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.275467 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.19586 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.569264 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.551521 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.668059 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.6194 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.488406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),-0.125225 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.213786 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.208014 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.332012 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.134984 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.289534 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.231004 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.141995 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.286819 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.277427 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.355795 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.36613 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.318186 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.337817 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.0749774 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.194138 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.565976 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.426653 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.21097 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.48629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,9),-0.581822 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.292691 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.585345 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.524467 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.721007 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.698295 # DEPENDENCYPART_GRANDPAR
(6,1),(1,21),-0.728292 # DEPENDENCYPART_GRANDPAR
(6,1),(1,22),-0.70527 # DEPENDENCYPART_GRANDPAR
(6,1),(1,23),-1.48171 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.62251 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.282262 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.51393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,9),-0.612675 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.612986 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.55532 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.753022 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-0.756345 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-0.732911 # DEPENDENCYPART_GRANDPAR
(6,2),(2,23),-1.51088 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.325539 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.28213 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.309743 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.353574 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.253409 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.000805442 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),0.00701429 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.278407 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.350315 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.214661 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.127052 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.233061 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.290637 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.539874 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.35298 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.913271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),-0.140433 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.00147096 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.0530894 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.0150054 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.0830779 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.148535 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.317074 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.147738 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.134931 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-1.06683 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.392817 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.27346 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.0347803 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.00918924 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.997829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,8),0.0794062 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.213854 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.111183 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.0941331 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.16394 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.00754602 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.148165 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.0425248 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.211064 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),0.0244127 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),0.0440148 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.95134 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.0583452 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.290637 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.288061 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.221137 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.151563 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.0554601 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.265181 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.97357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,8),0.16076 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.190786 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.0929914 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.170171 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.123412 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.168223 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.308376 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.476915 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.273803 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.248389 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-1.13517 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.612083 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.510234 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),0.0274484 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.0954738 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.00866661 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.966908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),-0.13615 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.18948 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.227868 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.105736 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.236013 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.0864494 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.0591763 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.170879 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.264996 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.317308 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.195734 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.200681 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.364285 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.222388 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.163715 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-1.08677 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.805268 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.679393 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.471212 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.356178 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-1.07517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,8),0.0439471 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.372294 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.0612771 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.253705 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.240384 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.214258 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.175701 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.314939 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.501538 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.407053 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.575592 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.577037 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.561205 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-1.23649 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),0.220915 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.152636 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),0.00384733 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.222418 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.374562 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.18756 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.315154 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.374562 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.152734 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.257934 # DEPENDENCYPART_GRANDPAR
(6,21),(21,1),-0.648448 # DEPENDENCYPART_GRANDPAR
(6,21),(21,2),-0.54676 # DEPENDENCYPART_GRANDPAR
(6,21),(21,5),-0.0557687 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-0.949736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,8),0.178776 # DEPENDENCYPART_GRANDPAR
(6,21),(21,9),-0.20328 # DEPENDENCYPART_GRANDPAR
(6,21),(21,10),0.0723926 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),-0.0971541 # DEPENDENCYPART_GRANDPAR
(6,21),(21,13),-0.0544909 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),-0.0488394 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.145925 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.24668 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.456923 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.25541 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.340296 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.423941 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.131751 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-1.09792 # DEPENDENCYPART_GRANDPAR
(6,22),(22,1),-0.615646 # DEPENDENCYPART_GRANDPAR
(6,22),(22,2),-0.513797 # DEPENDENCYPART_GRANDPAR
(6,22),(22,3),0.0255038 # DEPENDENCYPART_GRANDPAR
(6,22),(22,4),-0.0996908 # DEPENDENCYPART_GRANDPAR
(6,22),(22,5),-0.0106095 # DEPENDENCYPART_GRANDPAR
(6,22),(22,6),-0.970189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,22),(22,8),0.192158 # DEPENDENCYPART_GRANDPAR
(6,22),(22,9),-0.235156 # DEPENDENCYPART_GRANDPAR
(6,22),(22,10),0.105737 # DEPENDENCYPART_GRANDPAR
(6,22),(22,11),-0.236013 # DEPENDENCYPART_GRANDPAR
(6,22),(22,12),-0.0837721 # DEPENDENCYPART_GRANDPAR
(6,22),(22,13),-0.0591757 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),-0.069292 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.177802 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),-0.261646 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.457938 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),-0.242028 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.341311 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.410559 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.193258 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-1.08237 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.145905 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.172238 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.0186744 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.111314 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0978546 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0914994 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),-0.331207 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.504957 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.461424 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.385673 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.513535 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.52486 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.539751 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.258611 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.1931 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.254164 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.114075 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.232471 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.396314 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.385966 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.0595575 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.190886 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.696426 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.0104774 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.112538 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.42573 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.0733659 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.121215 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.00515039 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.734688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,12),-0.141321 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.25134 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.120958 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.081587 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.607408 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.058601 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.115294 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0124605 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.801881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.473576 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.229754 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.426619 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.20853 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.256866 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.298193 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.238003 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.415192 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.199014 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.467741 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.224675 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.20581 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-0.734199 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.985112 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.265511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,10),0.154202 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0572329 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.133101 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.412406 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.192299 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.352714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.106781 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.160934 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0322772 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.24192 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.209979 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),0.352611 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),0.0838877 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),0.208058 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),0.227298 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.316259 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.438107 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.483145 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.925298 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.378813 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.385463 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.22217 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.358164 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.432176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.185976 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.174057 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.0832451 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.169865 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.267956 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.0522981 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.0590365 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.258618 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),0.238969 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.179062 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.0297615 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),0.0791198 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),0.118478 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.388512 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),0.15421 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.0576164 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.330426 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),0.0107947 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.245736 # DEPENDENCYPART_GRANDPAR
