# _root_ Az egység vitathatatlan , ugyanakkor megfigyelők szerint feltűnő , hogy nem került sor ennél határozottabb hangú közös fellépésre .
#goldHeads=2,3,0,3,10,7,10,10,10,3,12,10,12,15,16,18,18,12,3,
#predictedHeads=2,10,10,10,10,7,8,10,10,0,12,10,12,15,16,18,18,12,10,
(10,18),(18,8),-0.52882 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.919243 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.372532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),0.20165 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.116615 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.341727 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.0900895 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.254263 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.336591 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.597594 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.314966 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.198967 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.371127 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.161187 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.165844 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.208503 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.39893 # DEPENDENCYPART_GRANDPAR
(11,7),(7,12),-0.437481 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.461818 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.731788 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.25729 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.397868 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.328999 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.223758 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.224821 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.362277 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.239347 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.532679 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.858005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.508411 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.521892 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.358859 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.360135 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.505884 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.737393 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.656116 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.749055 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.573662 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.52392 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.590156 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.777343 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.612142 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.437783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.0494966 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0259676 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0223029 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.142551 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.469417 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.656116 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.689544 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.749055 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.573662 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.657076 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.685922 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.590156 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.777343 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.612142 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.437492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,13),0.0295742 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.0396395 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.0584849 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.0554265 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.0496113 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.46911 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.0373475 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.0126879 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.137135 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.187434 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.0651676 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.50831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,1),0.0426754 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.58039 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.256476 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.208306 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.183314 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.0893205 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.170878 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.443434 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.0645449 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.40679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,15),-0.636967 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.473782 # DEPENDENCYPART_GRANDPAR
(12,3),(3,18),-0.482509 # DEPENDENCYPART_GRANDPAR
(12,3),(3,19),-0.97379 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.47188 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.216592 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.264886 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.217353 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.17308 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.100249 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.199551 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.34008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.0531896 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.381668 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-0.326469 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-0.887866 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.00478579 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.397113 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.102232 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.187499 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.180577 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.0577672 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.0595707 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.5076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,18),-0.651704 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-1.06729 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.010754 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.285787 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.0733723 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.0348027 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.0602425 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.0923434 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.147417 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.38548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,18),-0.458243 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.963582 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),0.0426754 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.577747 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.209475 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.285275 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.247353 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.233029 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.298521 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.170878 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.443434 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.0657522 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.40679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.209224 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.636967 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.473782 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.482509 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.97379 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.802157 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.509446 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.542805 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.476241 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.457437 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.474188 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.356329 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.457207 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.230003 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.60341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.367839 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.772686 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.609501 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.641126 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-1.08447 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.291296 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.475897 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.0599078 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.333187 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.618274 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.684504 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.653928 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.528041 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.53776 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.56833 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.855105 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.464094 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.00654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,15),-0.19239 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0222399 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.0156389 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.627624 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.0523765 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.445951 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.08866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0393679 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.243937 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0797403 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0155708 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.027147 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.5959 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.440007 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.52113 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.460094 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.761938 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.376715 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.110682 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.237845 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.142474 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.0804689 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.86466 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.440007 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.52113 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.460094 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.464097 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.761938 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.376715 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.110682 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.237845 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.332664 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0697364 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.440007 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.460094 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.376715 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.11029 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.238136 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.332955 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.170526 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.618274 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-1.03385 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.684504 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.653928 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.690325 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.553547 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.53776 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.56833 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.855105 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.464094 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.253107 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.112314 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.186464 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.0259973 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.0359582 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.626596 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.706686 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.907483 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.424762 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.186676 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.564857 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.385145 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.498776 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.211511 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.127603 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.238058 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),-0.0453773 # DEPENDENCYPART_GRANDPAR
(13,3),(3,15),-0.423294 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.529079 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-0.443081 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),-0.672556 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.587154 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.829426 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.213422 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.587445 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.376931 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.506722 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.187062 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.0229776 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.814891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.214942 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-0.376874 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.645467 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.898737 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.410747 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.664009 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.0993213 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.288244 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.457043 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.344206 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.211511 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.127603 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.239265 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.0453773 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.881096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,15),-0.423294 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.529079 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.443081 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.672556 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.605628 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.816679 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.299658 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.494011 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.651922 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.471427 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.679321 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.324492 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.259296 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0593899 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.886716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),-0.418607 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.524392 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.448703 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.657071 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.461869 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.184997 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.817997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,18),-0.37998 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-1.03819 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.525809 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.806662 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.272664 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.450534 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.572092 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.422896 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.668547 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.297499 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.155876 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.317105 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.884472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.237088 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.402819 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.508605 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.560906 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.446402 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.656541 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.766368 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-1.01318 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.785475 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.495974 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.632899 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.43277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.150728 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.0694297 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.125227 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.964755 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.766368 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-1.01318 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.785475 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.546307 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.495974 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.632899 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.43277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.150728 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.0774561 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.0959378 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-1.42168 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-1.02729 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-1.18855 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.545306 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-1.07572 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.798355 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-1.05024 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.570141 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.508052 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.637613 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.343387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.142446 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.0918262 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.0155067 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.0608297 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.289934 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.510325 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.223046 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.276248 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.367396 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.312651 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.303604 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.34649 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.465647 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.455165 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.198889 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.542416 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.11694 # DEPENDENCYPART_GRANDPAR
(14,8),(8,15),-0.573418 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.649182 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-1.09299 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.872686 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.325551 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.364017 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.510183 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.408952 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.406108 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.388506 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.334147 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.577301 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.243927 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.613674 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.140698 # DEPENDENCYPART_GRANDPAR
(14,10),(10,15),-0.588735 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.664498 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-1.12226 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.875006 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.538859 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.138167 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.243738 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.390615 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.270151 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.218712 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.264085 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.213491 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.457733 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.382349 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.135572 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0563095 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.15746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
