# _root_ Elsősorban nekik köszönhető , hogy a különböző korosztályos megyei válogatottak eljuthatnak külföldre , és rendszeresek a Pest_megyében tartott nemzetközi tornák is .
#goldHeads=5,5,5,5,0,10,8,10,10,11,14,11,14,5,21,20,18,20,20,21,14,5,
#predictedHeads=5,5,5,5,0,10,8,10,10,11,14,11,14,5,21,20,18,20,20,21,14,5,
(5,20),(20,8),0.0488445 # DEPENDENCYPART_GRANDPAR
(5,20),(20,9),-0.0634109 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),0.203032 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),0.101463 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),0.00559562 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),0.0301278 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.140418 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.00463734 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.692502 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.466854 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.177391 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.440979 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),0.287355 # DEPENDENCYPART_GRANDPAR
(5,21),(21,1),-0.764268 # DEPENDENCYPART_GRANDPAR
(5,21),(21,3),-0.492783 # DEPENDENCYPART_GRANDPAR
(5,21),(21,5),-0.179089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,21),(21,11),0.280627 # DEPENDENCYPART_GRANDPAR
(5,21),(21,12),0.105304 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),0.262498 # DEPENDENCYPART_GRANDPAR
(5,21),(21,14),0.0141709 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),0.2377 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),-0.45812 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.367959 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),0.0606358 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.190139 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.157918 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.608503 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.724703 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.700952 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.626991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,1),-0.750301 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.724703 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.433463 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.759913 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.700952 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.62699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.0650034 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.211963 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.340585 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.535675 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.57536 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.392601 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.797785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.270522 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.392256 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.443112 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.812793 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.795382 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-0.703968 # DEPENDENCYPART_GRANDPAR
(7,2),(2,22),-0.867459 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.536477 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.449507 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.677002 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.507309 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.812536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.285274 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.407025 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.494294 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.851159 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.846564 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.566942 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.520849 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.652448 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.713198 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.75515 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.442524 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-0.8618 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.80771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.280448 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.207538 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.394641 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.252719 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.147458 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.504897 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.816845 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-0.58547 # DEPENDENCYPART_GRANDPAR
(8,1),(1,20),-0.794253 # DEPENDENCYPART_GRANDPAR
(8,1),(1,21),-0.503597 # DEPENDENCYPART_GRANDPAR
(8,1),(1,22),-0.927551 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.328647 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.392559 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.245834 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.134518 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.83273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.348922 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.503825 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.816486 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.861694 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.793181 # DEPENDENCYPART_GRANDPAR
(8,2),(2,22),-0.927227 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.278851 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.208987 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.225893 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.130913 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.833782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-0.529346 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.799826 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.887218 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.626121 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.576213 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.69277 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-0.818702 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-0.49346 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-0.920804 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.328648 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.267975 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.492459 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.368699 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.112763 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.847482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.363692 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.555008 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.854852 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.912876 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.638405 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.587746 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.680603 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.706466 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.844363 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-0.507 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-0.921567 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0532439 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.842656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,2),-0.213718 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.198671 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0904896 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.614801 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.550884 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.769013 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.55462 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.485517 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.477918 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.510624 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.419469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,2),-0.294507 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.583812 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.409836 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.271752 # DEPENDENCYPART_GRANDPAR
(9,1),(1,10),-0.446182 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.900023 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.570365 # DEPENDENCYPART_GRANDPAR
(9,1),(1,20),-0.795491 # DEPENDENCYPART_GRANDPAR
(9,1),(1,21),-0.509819 # DEPENDENCYPART_GRANDPAR
(9,1),(1,22),-0.903991 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.434515 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.58173 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.402951 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.256973 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.323318 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-0.855202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.44511 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.899664 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.838308 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),-0.79442 # DEPENDENCYPART_GRANDPAR
(9,2),(2,22),-0.903667 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.383404 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.295956 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.38301 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.255207 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.285822 # DEPENDENCYPART_GRANDPAR
(9,3),(3,10),-0.470631 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.883004 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.863832 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.554955 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.561108 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.690477 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-0.819941 # DEPENDENCYPART_GRANDPAR
(9,3),(3,21),-0.499682 # DEPENDENCYPART_GRANDPAR
(9,3),(3,22),-0.897244 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.433201 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.354944 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.681628 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.527131 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.235217 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.306653 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.869971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.496292 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.938031 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.88949 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.567239 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.572641 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.664941 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.704173 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.845602 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-0.513222 # DEPENDENCYPART_GRANDPAR
(9,5),(5,22),-0.898008 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.175698 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.242031 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.300687 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.322963 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.187813 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.38388 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.296431 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.653949 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.428064 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.319072 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.186897 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.32816 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.856248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,22),-0.897244 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.132992 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.0801096 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.0943248 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.100555 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-0.883804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.616698 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.295605 # DEPENDENCYPART_GRANDPAR
(10,1),(1,20),-0.62708 # DEPENDENCYPART_GRANDPAR
(10,1),(1,21),-0.288624 # DEPENDENCYPART_GRANDPAR
(10,1),(1,22),-0.770262 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.143894 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.0675162 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.118281 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.123499 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.292359 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-0.949658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.633712 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.594733 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.341152 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.319176 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.569929 # DEPENDENCYPART_GRANDPAR
(10,3),(3,20),-0.692933 # DEPENDENCYPART_GRANDPAR
(10,3),(3,21),-0.310961 # DEPENDENCYPART_GRANDPAR
(10,3),(3,22),-0.797354 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.33847 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.272115 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.247818 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.235181 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.165663 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.235776 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.23734 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.955081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.679192 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.60015 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.337638 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.315167 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.458652 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.56522 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.698356 # DEPENDENCYPART_GRANDPAR
(10,5),(5,21),-0.309328 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-0.781861 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.133366 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.214033 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.0946484 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.119117 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.15225 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.144331 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.067953 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.0999497 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.0406665 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.0906469 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.129337 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.181543 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.295846 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-0.797346 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.136011 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.0596325 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.0710669 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.0308644 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.0797562 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.118442 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.210426 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.288053 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.69133 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.346016 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.259955 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.258166 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.414064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),0.00848764 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.390072 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.280086 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.0187162 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.0533287 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.372979 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.17776 # DEPENDENCYPART_GRANDPAR
(10,20),(20,4),-0.480839 # DEPENDENCYPART_GRANDPAR
(10,20),(20,6),-0.69133 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-0.346016 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-0.259955 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),-0.258166 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.414063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),-0.225105 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),-0.0601621 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),0.0360694 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),0.0553225 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),0.0533394 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.372979 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.264636 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.0481925 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.162311 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.0181407 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.00687619 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.305274 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),0.0609895 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.105178 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.370746 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.22151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,14),-0.348978 # DEPENDENCYPART_GRANDPAR
(11,1),(1,20),-0.231715 # DEPENDENCYPART_GRANDPAR
(11,1),(1,21),-0.40412 # DEPENDENCYPART_GRANDPAR
(11,1),(1,22),-0.936643 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0874367 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.291986 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.0806179 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.176844 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.0813113 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.0418324 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.382217 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.22137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.00350365 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-0.231095 # DEPENDENCYPART_GRANDPAR
(11,2),(2,22),-0.936541 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.117861 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.0394415 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.0668207 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.136855 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.0948396 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.356595 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.28873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.159829 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.545482 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.431226 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.537289 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-0.387417 # DEPENDENCYPART_GRANDPAR
(11,3),(3,21),-0.485092 # DEPENDENCYPART_GRANDPAR
(11,3),(3,22),-1.02262 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.336557 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.267692 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.583377 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.225832 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.41565 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.32513 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.202121 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.135302 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.48392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.316788 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.669551 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.555639 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.547948 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.672089 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.544379 # DEPENDENCYPART_GRANDPAR
(11,5),(5,21),-0.611751 # DEPENDENCYPART_GRANDPAR
(11,5),(5,22),-1.1324 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.0528402 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.148385 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.037989 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.186217 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.315501 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.113971 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.0355518 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.283683 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.0295459 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.18323 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.315512 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.155564 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0311163 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-1.02257 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.115369 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.0369495 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.274801 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.0288526 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.183342 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.31539 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.146682 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0561073 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.0507446 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.19068 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.116581 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.158182 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.162088 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.059158 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.0369646 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.159744 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.3281 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.638282 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.555691 # DEPENDENCYPART_GRANDPAR
