# _root_ Ő korábban — egyebek között — az Ybl_Bank csődjét okozó Hepta-csoport egyik cégének , a Carbontransz_Rt.-nek volt az elnök-vezérigazgatója ( HVG , 1992. augusztus 1. )
#goldHeads=17,17,17,5,17,17,8,9,10,11,13,13,17,13,16,13,0,19,17,21,17,21,25,25,21,21,
#predictedHeads=2,5,17,5,17,17,8,9,10,11,13,13,17,17,16,17,0,19,17,21,17,21,25,25,21,17,
(5,4),(4,8),-0.324609 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.32251 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.31119 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.136161 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.3001 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.340811 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.355618 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.100316 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.447046 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-0.428768 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-0.458707 # DEPENDENCYPART_GRANDPAR
(5,4),(4,26),-0.579884 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.344496 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.424227 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.434727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,7),-0.139043 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.00286241 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.251804 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.549867 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.344496 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.424227 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.228437 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.434727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.0766075 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.139043 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0815075 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.00845811 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.0195478 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.0672874 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),0.116115 # DEPENDENCYPART_GRANDPAR
(5,9),(9,25),-0.0414359 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.344496 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.424227 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.228437 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.434727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.0766075 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.139043 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.0815075 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.0794085 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.225208 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.0195478 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.0672874 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.0359704 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),0.116115 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.116253 # DEPENDENCYPART_GRANDPAR
(5,11),(11,25),-0.0414359 # DEPENDENCYPART_GRANDPAR
(5,11),(11,26),-0.22532 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.344496 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.424227 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.228437 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.434727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),-0.0766075 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.139043 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.0815075 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.0794085 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.225208 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.068088 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.126345 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.0672874 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.0359704 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),0.116115 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.0987597 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.167737 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.116253 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.185184 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),-0.0406256 # DEPENDENCYPART_GRANDPAR
(5,13),(13,25),-0.0414359 # DEPENDENCYPART_GRANDPAR
(5,13),(13,26),-0.22532 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.139043 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.0569983 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.165191 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.0987597 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.116253 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-0.0414359 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.532433 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.33891 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.489172 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.210018 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.372914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),-0.0203684 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),-0.108116 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.0970914 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.0949924 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),0.265696 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.0836719 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),0.156184 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.0725822 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.157722 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.158646 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.1281 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.137614 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.134347 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.223903 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.142377 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.281368 # DEPENDENCYPART_GRANDPAR
(5,17),(17,24),-0.078797 # DEPENDENCYPART_GRANDPAR
(5,17),(17,25),-0.0724651 # DEPENDENCYPART_GRANDPAR
(5,17),(17,26),-0.248494 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-0.344496 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),0.126345 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.165191 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.11319 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.252616 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.167737 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.116253 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.185184 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.0406256 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),-0.0414359 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.398608 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.317478 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.332735 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.645014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.0471517 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.140059 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.45416 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.398608 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.317478 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.380126 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.332735 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.367874 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.645014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.107923 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.153446 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.210771 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.159125 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.215406 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.413758 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.664691 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.323773 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.239673 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.320382 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.01868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.452452 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.482041 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.664769 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.461378 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.621811 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.617748 # DEPENDENCYPART_GRANDPAR
(8,2),(2,22),-0.472807 # DEPENDENCYPART_GRANDPAR
(8,2),(2,25),-0.798819 # DEPENDENCYPART_GRANDPAR
(8,2),(2,26),-0.859387 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.399945 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.400413 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.593492 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.402432 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.03093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.464704 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.494293 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.677021 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.445355 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.580479 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.584415 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.927355 # DEPENDENCYPART_GRANDPAR
(8,5),(5,26),-0.849654 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.442354 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.00808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.441853 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.02402 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.761501 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.768935 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.05362 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.648084 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.765544 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.621973 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.549244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),-0.13355 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.316278 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.130756 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.255908 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.450329 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.161052 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.191445 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.233219 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.303474 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.580095 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.33169 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.3903 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.202873 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-0.324304 # DEPENDENCYPART_GRANDPAR
(8,12),(12,25),-0.463811 # DEPENDENCYPART_GRANDPAR
(8,12),(12,26),-0.544453 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.330636 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.346222 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.310053 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.903768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,11),-0.123827 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.454894 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),-0.302939 # DEPENDENCYPART_GRANDPAR
(9,1),(1,19),-0.416974 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.68223 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.252336 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.296601 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.231752 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.00874634 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.21015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,11),-0.430213 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.76128 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.569441 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-0.742248 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),-0.652443 # DEPENDENCYPART_GRANDPAR
(9,2),(2,22),-0.544231 # DEPENDENCYPART_GRANDPAR
(9,2),(2,25),-0.659347 # DEPENDENCYPART_GRANDPAR
(9,2),(2,26),-0.939913 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.34625 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.310068 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.0536902 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.903085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.123143 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.297284 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.45421 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.27469 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.418243 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.299072 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-0.385824 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-0.429243 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-0.24948 # DEPENDENCYPART_GRANDPAR
(9,4),(4,26),-0.720246 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.334634 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.328975 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.77136 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.313802 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.0142202 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.22241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.442465 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.773531 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.553417 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.737564 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.704852 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.735612 # DEPENDENCYPART_GRANDPAR
(9,5),(5,26),-0.93018 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.353724 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.047346 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.19956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,2),-0.324071 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.324198 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.324537 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.140884 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.33865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,12),-0.606089 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.696191 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.697498 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.23149 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.705012 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.676914 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.41877 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.505409 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.740723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.15344 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.412789 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.238818 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.376821 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.376346 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.385398 # DEPENDENCYPART_GRANDPAR
(9,11),(11,25),-0.310856 # DEPENDENCYPART_GRANDPAR
(9,11),(11,26),-0.578983 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.696191 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.697498 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.23149 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.705012 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.676914 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.41877 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.505409 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.740723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.15344 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.0392187 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.170381 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.238818 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.376821 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.376346 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.372174 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.369073 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.385398 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.213608 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.166106 # DEPENDENCYPART_GRANDPAR
(9,13),(13,25),-0.310856 # DEPENDENCYPART_GRANDPAR
(9,13),(13,26),-0.578983 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-1.00072 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.67057 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.74306 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-1.18966 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.647393 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.722477 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.359599 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.457228 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.909152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.189036 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.129211 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.165076 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.460278 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.341252 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.498843 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.42431 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.503774 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.368258 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.386015 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.375026 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.319317 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-0.164094 # DEPENDENCYPART_GRANDPAR
(9,17),(17,25),-0.302382 # DEPENDENCYPART_GRANDPAR
(9,17),(17,26),-0.622645 # DEPENDENCYPART_GRANDPAR
(9,25),(25,3),-0.697498 # DEPENDENCYPART_GRANDPAR
(9,25),(25,8),-0.505409 # DEPENDENCYPART_GRANDPAR
(9,25),(25,11),0.0358248 # DEPENDENCYPART_GRANDPAR
(9,25),(25,12),-0.171512 # DEPENDENCYPART_GRANDPAR
(9,25),(25,13),-0.295242 # DEPENDENCYPART_GRANDPAR
(9,25),(25,14),-0.212943 # DEPENDENCYPART_GRANDPAR
(9,25),(25,15),-0.457481 # DEPENDENCYPART_GRANDPAR
(9,25),(25,16),-0.259274 # DEPENDENCYPART_GRANDPAR
(9,25),(25,18),-0.404247 # DEPENDENCYPART_GRANDPAR
(9,25),(25,19),-0.257322 # DEPENDENCYPART_GRANDPAR
(9,25),(25,20),-0.295684 # DEPENDENCYPART_GRANDPAR
(9,25),(25,21),-0.279067 # DEPENDENCYPART_GRANDPAR
(9,25),(25,22),-0.187733 # DEPENDENCYPART_GRANDPAR
(9,25),(25,23),-0.326224 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),-0.0660575 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),-0.57786 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.360809 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.194403 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.251137 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.171971 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.115847 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.325481 # DEPENDENCYPART_GRANDPAR
(10,2),(2,11),-0.452631 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.509492 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.480984 # DEPENDENCYPART_GRANDPAR
(10,2),(2,17),-0.431941 # DEPENDENCYPART_GRANDPAR
(10,2),(2,20),-0.491507 # DEPENDENCYPART_GRANDPAR
(10,2),(2,22),-0.47554 # DEPENDENCYPART_GRANDPAR
(10,2),(2,25),-0.814812 # DEPENDENCYPART_GRANDPAR
(10,2),(2,26),-0.678056 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.129267 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.155856 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.379663 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.206988 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.0662807 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.275915 # DEPENDENCYPART_GRANDPAR
(10,5),(5,11),-0.462623 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.519484 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.464104 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.717227 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.39756 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.682433 # DEPENDENCYPART_GRANDPAR
(10,5),(5,26),-0.667447 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.19669 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0095766 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.219211 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.124434 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.181688 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.259826 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0326305 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.243659 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.268138 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.237077 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.124434 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.181688 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.410309 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.259826 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.159255 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0326305 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.0159838 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.539897 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.596758 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.488853 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.428684 # DEPENDENCYPART_GRANDPAR
(10,9),(9,25),-0.902079 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.526002 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.557832 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.881319 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.630924 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.5354 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.512099 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.566268 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.775902 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.404663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.00765413 # DEPENDENCYPART_GRANDPAR
