# _root_ Az ÖIAG-hoz csapták még — idegen testként — az állami nyomdát , a Staatsdruckereit_és_a_Dorotheum aukciósházat , amelyek privatizációja is a szervezetre vár .
#goldHeads=2,3,0,3,3,7,3,3,11,11,3,3,15,15,3,3,18,22,22,21,22,3,3,
#predictedHeads=2,3,0,3,3,7,3,3,11,11,3,3,14,15,3,3,22,22,22,21,22,3,3,
(6,3),(3,18),-0.776342 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.449033 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-1.03071 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-0.468959 # DEPENDENCYPART_GRANDPAR
(6,3),(3,23),-0.932388 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.229673 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.41942 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0408387 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.809215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.36141 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.550172 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.478156 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.484115 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.469389 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.40512 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-0.433735 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-0.935115 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.820487 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.637234 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.729413 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.426698 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.404822 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.404623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.0838823 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.256485 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.102207 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0593857 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0841317 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.212374 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.0132949 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.0881632 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.230679 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.0421094 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),0.0269579 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.540136 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.820487 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.637234 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.729413 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.426698 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.404822 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.404623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.0838823 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),-0.256485 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.102207 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.0593857 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.032863 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.123232 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.343902 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.264491 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.0881632 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.0900204 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.230679 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.0421094 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.485043 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),0.0269579 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.540136 # DEPENDENCYPART_GRANDPAR
(6,22),(22,1),-0.785372 # DEPENDENCYPART_GRANDPAR
(6,22),(22,2),-0.598566 # DEPENDENCYPART_GRANDPAR
(6,22),(22,3),-0.767074 # DEPENDENCYPART_GRANDPAR
(6,22),(22,4),-0.393112 # DEPENDENCYPART_GRANDPAR
(6,22),(22,5),-0.467043 # DEPENDENCYPART_GRANDPAR
(6,22),(22,6),-0.428464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,22),(22,7),-0.0140036 # DEPENDENCYPART_GRANDPAR
(6,22),(22,8),-0.250682 # DEPENDENCYPART_GRANDPAR
(6,22),(22,9),-0.141483 # DEPENDENCYPART_GRANDPAR
(6,22),(22,10),-0.0761569 # DEPENDENCYPART_GRANDPAR
(6,22),(22,11),-0.130749 # DEPENDENCYPART_GRANDPAR
(6,22),(22,12),-0.252159 # DEPENDENCYPART_GRANDPAR
(6,22),(22,13),-0.387331 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),-0.362377 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.136708 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),-0.25619 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.200084 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),-0.380682 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.0103123 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.548952 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.635046 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.549296 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.57315 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0264295 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.359043 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.950669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,11),-0.598459 # DEPENDENCYPART_GRANDPAR
(7,2),(2,22),-0.440054 # DEPENDENCYPART_GRANDPAR
(7,2),(2,23),-0.955228 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.755096 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.486408 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.178416 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.356316 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.11924 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.889114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.590981 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.264211 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.529763 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.536903 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.602848 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.503443 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.539005 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.591078 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.212805 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.613541 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.488217 # DEPENDENCYPART_GRANDPAR
(7,3),(3,21),-0.644619 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-0.455296 # DEPENDENCYPART_GRANDPAR
(7,3),(3,23),-0.92543 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.579702 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.154 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.284553 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.0659787 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.823489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.510084 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.471278 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.47338 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.540276 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.431744 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-0.408925 # DEPENDENCYPART_GRANDPAR
(7,4),(4,23),-0.915438 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.625177 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.393656 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.0412353 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0685431 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.278599 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.52757 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.535923 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.571205 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.538025 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.559435 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-0.425449 # DEPENDENCYPART_GRANDPAR
(7,6),(6,23),-0.942086 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.435026 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.570114 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.440051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.150919 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.167576 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.0545439 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.1328 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.984938 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.449629 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.576136 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.727247 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.479547 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.352738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.181337 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.14281 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0449906 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.22101 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.0880076 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.12357 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.20924 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.198106 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.160828 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.0353118 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.559457 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.14281 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.00052726 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.0802642 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.198106 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.0353118 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-1.1328 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.984938 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.449629 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.576136 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.727247 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.479547 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.352738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),-0.181337 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.14281 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.0449906 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.00052726 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.194004 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.0802642 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.0329334 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.20924 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),0.187716 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.198106 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.160828 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.229184 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.0353118 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.559457 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-0.727247 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.352738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,9),0.14281 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.00052726 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.194004 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.0802642 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),0.0329334 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.00262919 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.182234 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),0.167962 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.160828 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.229184 # DEPENDENCYPART_GRANDPAR
(7,19),(19,3),-0.472406 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-0.561689 # DEPENDENCYPART_GRANDPAR
(7,19),(19,5),-0.696669 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),-0.416337 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-0.482236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,8),-0.166162 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),-0.10164 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.130025 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.201123 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.0965644 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.132127 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.189353 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),0.143132 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.206663 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.370891 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.280844 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.214081 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.578206 # DEPENDENCYPART_GRANDPAR
(7,22),(22,1),-1.07299 # DEPENDENCYPART_GRANDPAR
(7,22),(22,2),-0.923413 # DEPENDENCYPART_GRANDPAR
(7,22),(22,3),-0.465209 # DEPENDENCYPART_GRANDPAR
(7,22),(22,4),-0.523459 # DEPENDENCYPART_GRANDPAR
(7,22),(22,5),-0.768688 # DEPENDENCYPART_GRANDPAR
(7,22),(22,6),-0.405579 # DEPENDENCYPART_GRANDPAR
(7,22),(22,7),-0.509713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,22),(22,8),-0.176416 # DEPENDENCYPART_GRANDPAR
(7,22),(22,9),0.125414 # DEPENDENCYPART_GRANDPAR
(7,22),(22,10),-0.00695564 # DEPENDENCYPART_GRANDPAR
(7,22),(22,11),-0.157502 # DEPENDENCYPART_GRANDPAR
(7,22),(22,12),-0.318126 # DEPENDENCYPART_GRANDPAR
(7,22),(22,13),-0.105907 # DEPENDENCYPART_GRANDPAR
(7,22),(22,14),-0.124042 # DEPENDENCYPART_GRANDPAR
(7,22),(22,15),-0.159604 # DEPENDENCYPART_GRANDPAR
(7,22),(22,16),-0.306356 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),0.19997 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-0.23414 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.000523615 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.315831 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.265218 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.57669 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.0376896 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.219096 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.0168007 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0634003 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.00320734 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.07491 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.4379 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.43807 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.54186 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.484464 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.669821 # DEPENDENCYPART_GRANDPAR
(9,6),(6,23),-0.622746 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.356926 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.411012 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.431821 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.355213 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.596141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,15),-0.189528 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.795861 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.58025 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.419154 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.482169 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.467332 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.711114 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.554582 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.475651 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-0.884635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.470626 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.633124 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.828929 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.623863 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.573125 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.493199 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.756755 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-0.519549 # DEPENDENCYPART_GRANDPAR
(10,3),(3,21),-1.09981 # DEPENDENCYPART_GRANDPAR
(10,3),(3,22),-0.554029 # DEPENDENCYPART_GRANDPAR
(10,3),(3,23),-0.939353 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.711115 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.764578 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.420328 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.469415 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.703742 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.492741 # DEPENDENCYPART_GRANDPAR
(10,4),(4,11),-0.422373 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.575611 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.536671 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.475637 # DEPENDENCYPART_GRANDPAR
(10,4),(4,22),-0.518804 # DEPENDENCYPART_GRANDPAR
(10,4),(4,23),-0.94208 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.711497 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.545362 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.625481 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.316366 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.413721 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.432167 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.558211 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.928396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.509324 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.604621 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.867627 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.662561 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.544622 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.795452 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.476589 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-0.516706 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-0.946823 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.504368 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.518678 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.888194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.581592 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-1.17646 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-1.11701 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-1.07459 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.725511 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.784294 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.890918 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-1.14475 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.856707 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.826679 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.489213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.0229022 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.254629 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.276066 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.335401 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.165785 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.0551308 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.223808 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.12225 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.566864 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.0676079 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.556614 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.883239 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.259221 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.344736 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.222073 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-0.949194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,22),-0.211049 # DEPENDENCYPART_GRANDPAR
(11,2),(2,23),-0.825672 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-1.06518 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.294387 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.340588 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.342009 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.204565 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.379752 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.308008 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.549302 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.141537 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.887639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.554387 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.328412 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.439447 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.583188 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-0.255079 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.392252 # DEPENDENCYPART_GRANDPAR
(11,3),(3,19),-0.463924 # DEPENDENCYPART_GRANDPAR
(11,3),(3,21),-0.444334 # DEPENDENCYPART_GRANDPAR
(11,3),(3,22),-0.226291 # DEPENDENCYPART_GRANDPAR
(11,3),(3,23),-0.795874 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.387682 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.386792 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.270247 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.257826 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.337322 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.236246 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.822014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,15),-0.373822 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.532387 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.407451 # DEPENDENCYPART_GRANDPAR
(11,4),(4,22),-0.179921 # DEPENDENCYPART_GRANDPAR
(11,4),(4,23),-0.785882 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.935266 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.201635 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.274027 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.230716 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.264292 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.280231 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.886659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.522744 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.438467 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.551545 # DEPENDENCYPART_GRANDPAR
(11,6),(6,22),-0.196445 # DEPENDENCYPART_GRANDPAR
(11,6),(6,23),-0.81253 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.883239 # DEPENDENCYPART_GRANDPAR
