# _root_ A társaság a HungarHotelst nem tudja ugyan megvenni , mégis tovább működött , fb-elnöki tisztéről Récsey 1998 áprilisában mondott le .
#goldHeads=2,6,4,8,6,10,6,6,10,0,12,10,10,15,19,19,18,19,10,19,10,
#predictedHeads=2,6,4,6,6,10,6,6,10,0,12,10,12,15,19,18,18,19,10,19,10,
(8,6),(6,21),-0.960467 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.413939 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.634073 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.354653 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.646916 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.949966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.540134 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.532086 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.536626 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.603246 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.506366 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-1.22493 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.685515 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.90456 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.584931 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.791232 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.669904 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.567467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.311057 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.194597 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.413404 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.451788 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.675407 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.399408 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.43412 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.476864 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.265985 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.388155 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.977194 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.362616 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.574229 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.439234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),-0.0999001 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.454332 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.1666 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.201347 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.26064 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.0332115 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.00519099 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.837922 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.312867 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.484429 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.531385 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.364592 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.518017 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.48261 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.462373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.208188 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.0706561 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0244165 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.252368 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.468433 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.167863 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.203116 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.23479 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.0345003 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),0.00789757 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.158827 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.844365 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.804797 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.492549 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.0409376 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0424991 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.212135 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.317246 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.287545 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.149111 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.573391 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.754315 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.803758 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.973356 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.579568 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.741902 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.677457 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.394638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),-0.0381033 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.0351528 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.0252147 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.0184306 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.101215 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.342068 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.153546 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.255087 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),0.0145879 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.803758 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.0248948 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.101535 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.343031 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.123066 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.255084 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),0.014596 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.078792 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.00283497 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.174932 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.209355 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.803758 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.677457 # DEPENDENCYPART_GRANDPAR
(8,18),(18,9),-0.0384304 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.0354807 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.0248872 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.101542 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.343038 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.123086 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.157509 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.25311 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-0.311105 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),-0.483443 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.529624 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.363418 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.516783 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),-0.481613 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.461175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),-0.210011 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),-0.0661525 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.0283067 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),-0.0489473 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.273123 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.483327 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.229985 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.26379 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.325067 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.0951829 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.158409 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.833805 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-0.574398 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),-0.502528 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.439564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),-0.161783 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),-0.0989492 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),-0.0267226 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.487759 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.234716 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.100537 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),0.00405741 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.846554 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.251802 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.40697 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.00643014 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.0543046 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-0.382068 # DEPENDENCYPART_GRANDPAR
(10,2),(2,21),-0.794245 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.269014 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.12863 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.328902 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.20249 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.0653601 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.182023 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.105384 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.242105 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.377769 # DEPENDENCYPART_GRANDPAR
(10,5),(5,21),-0.782034 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.20326 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),0.174147 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.263148 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.0306855 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.268012 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.0752933 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.0525364 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.350165 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.04202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.351187 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.669064 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.561053 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.727932 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-1.05743 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-1.16066 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.765005 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.961796 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.698801 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.570036 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-1.0332 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.130068 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.00729472 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.200415 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0289304 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.0414436 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.231307 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.743183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,12),-0.424632 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.280769 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.454152 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.809363 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.163658 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.275102 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.020197 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.243266 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.107301 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.185395 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.346326 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.04152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.350152 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.667285 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.560581 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.727458 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-1.05586 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-1.15909 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.764535 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.960229 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.697022 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.569001 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-1.03273 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.275271 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.516191 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.556269 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.2017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,14),-0.0289415 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.00822437 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.0949882 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.143705 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),0.10436 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),0.210482 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.40938 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.876292 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.983624 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.01068 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.631524 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.836792 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.675917 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.87677 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.01326 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.27131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.253026 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.233597 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.0183804 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.00682501 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.0967388 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.11918 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.103579 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),0.2453 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),0.229964 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.370138 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.649965 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.299844 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.389129 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.248914 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.204985 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.168575 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.159376 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.030773 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.71422 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.574927 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.774108 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.709573 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.305162 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.521645 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.34144 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.56174 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.716658 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.27404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.292614 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.220358 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.201728 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.03376 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.161509 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.185199 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.0378375 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.774108 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),0.292614 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.201729 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.0340807 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0511836 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.185172 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.0378684 # DEPENDENCYPART_GRANDPAR
(10,17),(17,11),0.371433 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.238213 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.0399189 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.143 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-0.774108 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.34144 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.716658 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.27404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),0.292614 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.201729 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.0340807 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.0511923 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.154273 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.107896 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),-0.875845 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-0.98357 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-1.01023 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.63137 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.83651 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-0.675852 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.876487 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-1.01319 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.276854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),0.23211 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),0.149206 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.105938 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.0723595 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.195812 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.298137 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.176214 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.100312 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),0.221084 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.373583 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.256203 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.230067 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.0357101 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.0157234 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.32747 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-0.370361 # DEPENDENCYPART_GRANDPAR
(11,5),(5,21),-0.750884 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.0786315 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.157223 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.0408584 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.134355 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.0602017 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.0362894 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.0588163 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.415849 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.101738 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.799103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.476914 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.530785 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.392925 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.535337 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.624177 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.491567 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.677863 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.425855 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.567879 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.766242 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.156648 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.0392007 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.133779 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0614534 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.145052 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.017536 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.401225 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0961016 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.798542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.475605 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.530783 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.392922 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.534707 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.623547 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.491567 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.677233 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.424546 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.567318 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.766242 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.186315 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.160402 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.136909 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.254663 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.0449159 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.161248 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.433923 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.804578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.456442 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.473328 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.388396 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.504857 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.593698 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.506367 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.647384 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.405165 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.749223 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.527622 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.409879 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.324165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.00634784 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.095722 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.266321 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.153229 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.320011 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.492391 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.609103 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.454618 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.583568 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.413018 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.521844 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.348302 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.430942 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.668732 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.494279 # DEPENDENCYPART_GRANDPAR
