# _root_ A reaktor felhasználási lehetőségei ez évtől kiteljesednek , ugyanis hamarosan üzembe helyezik az úgynevezett hidegneutron forrást , amely tulajdonképpen egy reaktorba helyezett hidrogéncella .
#goldHeads=2,4,4,7,6,7,9,9,0,12,12,9,16,16,16,12,12,12,12,23,22,23,12,9,
#predictedHeads=2,4,4,7,6,7,9,9,0,12,12,9,15,15,16,12,12,19,12,21,22,23,19,9,
(6,5),(5,19),-0.201596 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.312325 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-0.323135 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-0.136098 # DEPENDENCYPART_GRANDPAR
(6,5),(5,24),-0.627425 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.622296 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.995035 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.494699 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.885414 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.294564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.35384 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0713283 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.20143 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.166335 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.313188 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.32909 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.0678633 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.209756 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.253416 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.252201 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.324951 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.355205 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.148724 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-0.509253 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.63207 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.98621 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.504454 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.868052 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.358879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),-0.363172 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.205284 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.143218 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.0661254 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.165218 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.155984 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.340675 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.00865806 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.153177 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.206777 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),0.104702 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.214255 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.265745 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.366391 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.0895185 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.51827 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.0409396 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.00243901 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.664952 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.699526 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.197746 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.186775 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.59924 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.0443379 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.0235169 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.0362323 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.664786 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.28148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.674437 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.699526 # DEPENDENCYPART_GRANDPAR
(7,4),(4,24),-1.48835 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.00853046 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.00822691 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0206397 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.44277 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.605131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.158421 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.216683 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.045061 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.055061 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.0231741 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.458535 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.238302 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.038829 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),0.0779372 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.177665 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),0.0825726 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.327088 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-0.464738 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-0.0994052 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-1.11204 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.0430578 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0249619 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0341214 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.0025094 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.348161 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.674437 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.680468 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.699526 # DEPENDENCYPART_GRANDPAR
(7,6),(6,24),-1.48835 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.570878 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.488051 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.539718 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.215349 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.127867 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.957024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.448286 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.331962 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.279519 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.639782 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.723204 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.464432 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.269977 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.25552 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.208671 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.551546 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.738522 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.323863 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-1.21213 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.282623 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.817662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.283725 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.226948 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0609605 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.256828 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.52549 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.245877 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.0508116 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.0476436 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.00997494 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.105304 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-1.09185 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.607592 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.226316 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.777508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.1717 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.164777 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.125051 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.179608 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.0112247 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),0.0154802 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),0.018069 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.271105 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.0434221 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-1.0594 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.194429 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.184909 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.163231 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),0.10532 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),0.504354 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.832749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.317196 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.151217 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.156028 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0940018 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.25313 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.523907 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.233542 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.0434397 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.0666122 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.0846773 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),0.0143858 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.320656 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.538775 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-0.0929728 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-1.07755 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.389169 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.109753 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.135082 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.254525 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.226316 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.777507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),-0.171699 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.164771 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.125044 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.00580198 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.227312 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.413203 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.0115496 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.0430972 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.639102 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.607942 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.227369 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),0.0596428 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.777841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),-0.172031 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.165096 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.125378 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.00613959 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.227634 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.413541 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.188891 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),0.000805307 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.158639 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),0.0121727 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.276946 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.0492627 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-1.06533 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.254276 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.471936 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.0265927 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-0.817828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,11),-0.118035 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.235871 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.300788 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.103988 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.0477821 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.199178 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.33089 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.541636 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.103207 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-1.08572 # DEPENDENCYPART_GRANDPAR
(7,21),(21,13),-0.227309 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.128809 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),0.0105527 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.2302 # DEPENDENCYPART_GRANDPAR
(7,23),(23,9),-0.164771 # DEPENDENCYPART_GRANDPAR
(7,23),(23,10),-0.125044 # DEPENDENCYPART_GRANDPAR
(7,23),(23,13),-0.227309 # DEPENDENCYPART_GRANDPAR
(7,23),(23,14),-0.413203 # DEPENDENCYPART_GRANDPAR
(7,23),(23,15),-0.188554 # DEPENDENCYPART_GRANDPAR
(7,23),(23,16),0.00842141 # DEPENDENCYPART_GRANDPAR
(7,23),(23,17),0.0646594 # DEPENDENCYPART_GRANDPAR
(7,23),(23,18),-0.128809 # DEPENDENCYPART_GRANDPAR
(7,23),(23,19),0.0105527 # DEPENDENCYPART_GRANDPAR
(7,23),(23,20),-0.2302 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-0.277335 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.417527 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.140468 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.161676 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.109347 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.153207 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.0642759 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.131569 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.142157 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.140071 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.136497 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.202781 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.109347 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.0525171 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.196719 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.153207 # DEPENDENCYPART_GRANDPAR
(9,4),(4,24),-0.861082 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.155936 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.22493 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.167086 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0341206 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0195396 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.193881 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.692875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.158499 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.470897 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.0907844 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.526936 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.764012 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.597417 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.220805 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.517724 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.301052 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-0.917503 # DEPENDENCYPART_GRANDPAR
(9,5),(5,22),-0.651024 # DEPENDENCYPART_GRANDPAR
(9,5),(5,23),-0.455057 # DEPENDENCYPART_GRANDPAR
(9,5),(5,24),-0.91169 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.138374 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.136493 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.202783 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.146795 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.155637 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.196728 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.701123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,12),-0.153207 # DEPENDENCYPART_GRANDPAR
(9,6),(6,24),-0.861082 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.116731 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.13877 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.157757 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.150166 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.134532 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.098072 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.28193 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.03508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.390734 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.850574 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.468103 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.944959 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.804099 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-1.14369 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.973912 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.545466 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.745185 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.534738 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-1.29718 # DEPENDENCYPART_GRANDPAR
(9,7),(7,23),-0.834734 # DEPENDENCYPART_GRANDPAR
(9,7),(7,24),-1.09979 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.452466 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.510816 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.64957 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.173519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.220259 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.433351 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.116872 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.0728588 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.0934741 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.293051 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.187181 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),0.236101 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.473846 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.550307 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.315579 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.51635 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.667261 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.248194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.273556 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.14083 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.0211907 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),0.216334 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),0.116144 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.298705 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),0.163741 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.53067 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.862256 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.842577 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.851721 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.547948 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.903815 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.831245 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.962848 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.201016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.240401 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.0411881 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.321219 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.121228 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.141801 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.0214486 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.218755 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.0957649 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),0.153441 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.295292 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.24327 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),0.167154 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.476547 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.394599 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.184776 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.253963 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.315579 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.51635 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.667261 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.248189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.273563 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.16282 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.371349 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.111396 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.0212344 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),0.163784 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.560823 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.550307 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.31593 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.602401 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.51635 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.667261 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.248191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.273556 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.162811 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.371347 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.111412 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.130301 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.211046 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.117694 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),0.115245 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.299577 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),0.162869 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.531588 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.510823 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),0.151388 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.491799 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.141729 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.0271808 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.230631 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.0298352 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.224907 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.240544 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),0.237539 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.46804 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),-0.371346 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.120745 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),0.125337 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.573682 # DEPENDENCYPART_GRANDPAR
(9,22),(22,2),-0.501286 # DEPENDENCYPART_GRANDPAR
(9,22),(22,10),0.393087 # DEPENDENCYPART_GRANDPAR
