# _root_ Egyébként a helyi legenda szerint Bregovity éppen itt , Gucsán szedte össze azokat a bandákat is , amelyekkel aztán a stúdióban feljátszatta az említett filmek slágereit .
#goldHeads=11,4,4,5,11,11,11,11,11,11,0,11,15,15,11,11,11,22,22,21,22,13,25,25,26,22,11,
#predictedHeads=11,4,4,5,11,11,11,11,11,11,0,11,15,15,11,11,11,22,22,21,22,13,25,25,26,22,11,
(22,6),(22,8),-0.0520923 # DEPENDENCYPART_SIBL
(22,6),(22,9),0.0956371 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.0310409 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.00898548 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.096935 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.0619144 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.0309984 # DEPENDENCYPART_SIBL
(22,6),(22,16),0.0881556 # DEPENDENCYPART_SIBL
(22,6),(22,17),0.0956371 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.0880699 # DEPENDENCYPART_SIBL
(22,6),(22,19),0.0053423 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.0619144 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.0309984 # DEPENDENCYPART_SIBL
(22,6),(22,23),-0.0272295 # DEPENDENCYPART_SIBL
(22,6),(22,24),-0.0102527 # DEPENDENCYPART_SIBL
(22,6),(22,25),-0.0106718 # DEPENDENCYPART_SIBL
(22,6),(22,26),-0.0106718 # DEPENDENCYPART_SIBL
(22,6),(22,27),0.00695274 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.0646225 # DEPENDENCYPART_SIBL
(22,7),(22,9),0.0164765 # DEPENDENCYPART_SIBL
(22,7),(22,10),0.0307534 # DEPENDENCYPART_SIBL
(22,7),(22,11),-0.0152161 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.0671202 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.0984156 # DEPENDENCYPART_SIBL
(22,7),(22,15),0.0308809 # DEPENDENCYPART_SIBL
(22,7),(22,16),0.16387 # DEPENDENCYPART_SIBL
(22,7),(22,17),0.0164765 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.0593637 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0281731 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.0984156 # DEPENDENCYPART_SIBL
(22,7),(22,21),0.0308809 # DEPENDENCYPART_SIBL
(22,7),(22,23),-0.0407502 # DEPENDENCYPART_SIBL
(22,7),(22,24),-0.0235947 # DEPENDENCYPART_SIBL
(22,7),(22,25),-0.0118124 # DEPENDENCYPART_SIBL
(22,7),(22,26),-0.0118124 # DEPENDENCYPART_SIBL
(22,7),(22,27),-0.0198858 # DEPENDENCYPART_SIBL
(22,8),(22,9),0.0497301 # DEPENDENCYPART_SIBL
(22,8),(22,10),0.0353021 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.0147244 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.0576582 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.0927545 # DEPENDENCYPART_SIBL
(22,8),(22,15),0.0354297 # DEPENDENCYPART_SIBL
(22,8),(22,16),0.180239 # DEPENDENCYPART_SIBL
(22,8),(22,17),0.0497301 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.0499017 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.011166 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0927545 # DEPENDENCYPART_SIBL
(22,8),(22,21),0.0354297 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.0175011 # DEPENDENCYPART_SIBL
(22,8),(22,24),-8.12062e-05 # DEPENDENCYPART_SIBL
(22,8),(22,25),0.0402827 # DEPENDENCYPART_SIBL
(22,8),(22,26),0.0402827 # DEPENDENCYPART_SIBL
(22,8),(22,27),0.0215585 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.00697114 # DEPENDENCYPART_SIBL
(22,9),(22,11),0.0158307 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.0569526 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.10614 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.00692861 # DEPENDENCYPART_SIBL
(22,9),(22,16),0.0292562 # DEPENDENCYPART_SIBL
(22,9),(22,17),0.00513268 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.0571785 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.0518839 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.10614 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.00692861 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.00943395 # DEPENDENCYPART_SIBL
(22,9),(22,24),-0.0219507 # DEPENDENCYPART_SIBL
(22,9),(22,25),-0.0180136 # DEPENDENCYPART_SIBL
(22,9),(22,26),-0.0180136 # DEPENDENCYPART_SIBL
(22,9),(22,27),0.0213227 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.00911234 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.0970618 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.0620412 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.0311252 # DEPENDENCYPART_SIBL
(22,10),(22,16),0.0878596 # DEPENDENCYPART_SIBL
(22,10),(22,17),0.0955098 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0881968 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.00504631 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0620412 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.0311252 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.0272295 # DEPENDENCYPART_SIBL
(22,10),(22,24),-0.0102527 # DEPENDENCYPART_SIBL
(22,10),(22,25),-0.0106718 # DEPENDENCYPART_SIBL
(22,10),(22,26),-0.0106718 # DEPENDENCYPART_SIBL
(22,10),(22,27),0.00695268 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0880803 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.0660895 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.0263982 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.0138227 # DEPENDENCYPART_SIBL
(22,11),(22,17),0.078384 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.0792539 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.0200888 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0660895 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0263982 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.0116256 # DEPENDENCYPART_SIBL
(22,11),(22,24),-0.0177663 # DEPENDENCYPART_SIBL
(22,11),(22,25),-0.00873375 # DEPENDENCYPART_SIBL
(22,11),(22,26),-0.00873375 # DEPENDENCYPART_SIBL
(22,11),(22,27),0.0173636 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.0861137 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.0142941 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.15021 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.0774512 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.165716 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.0102627 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.0861137 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0142941 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0147899 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.0477225 # DEPENDENCYPART_SIBL
(22,13),(22,25),-0.0283283 # DEPENDENCYPART_SIBL
(22,13),(22,26),-0.0283283 # DEPENDENCYPART_SIBL
(22,13),(22,27),-0.0269703 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.0174639 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.0806165 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.0102192 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.10532 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0532339 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.125584 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.0174639 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.0450632 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.000981847 # DEPENDENCYPART_SIBL
(22,14),(22,25),-0.0245112 # DEPENDENCYPART_SIBL
(22,14),(22,26),-0.0245112 # DEPENDENCYPART_SIBL
(22,14),(22,27),-0.0634118 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.0881556 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0956371 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.0880699 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0053423 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.0619144 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0309984 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0272295 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.0102527 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.0106718 # DEPENDENCYPART_SIBL
(22,15),(22,26),-0.0106718 # DEPENDENCYPART_SIBL
(22,15),(22,27),0.00695274 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0348034 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.119504 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0672696 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.111263 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.0609307 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0135674 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.039956 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.0435696 # DEPENDENCYPART_SIBL
(22,16),(22,26),-0.0435696 # DEPENDENCYPART_SIBL
(22,16),(22,27),0.029386 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0571785 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0518839 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.10614 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.00692861 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.00943395 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.0219507 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.0180136 # DEPENDENCYPART_SIBL
(22,17),(22,26),-0.0180136 # DEPENDENCYPART_SIBL
(22,17),(22,27),0.0213227 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.00138723 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0619087 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.000618836 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0119342 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0447365 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.0239933 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.0239933 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.0216109 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0614519 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0503511 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.00363583 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0263664 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.0409614 # DEPENDENCYPART_SIBL
(22,19),(22,26),0.0409614 # DEPENDENCYPART_SIBL
(22,19),(22,27),0.0441136 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0174639 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0450632 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.000981847 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0245112 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.0245112 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.0634118 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0272295 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0102527 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0106718 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0106718 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.00695274 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.00225788 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.0520221 # DEPENDENCYPART_SIBL
(22,23),(22,26),0.0520221 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.00660792 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0267606 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0267606 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.0123018 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0191053 # DEPENDENCYPART_SIBL
(22,25),(22,27),-1.62179e-05 # DEPENDENCYPART_SIBL
(22,26),(22,27),-1.62179e-05 # DEPENDENCYPART_SIBL
(24,8),(24,18),0.100403 # DEPENDENCYPART_SIBL
(24,8),(24,19),0.109421 # DEPENDENCYPART_SIBL
(24,8),(24,20),-0.0895028 # DEPENDENCYPART_SIBL
(24,8),(24,21),0.1705 # DEPENDENCYPART_SIBL
(24,8),(24,23),-0.0715976 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.0933783 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.0879532 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.0590022 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.0854361 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.087893 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.159361 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.0694516 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.062815 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.224889 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0447906 # DEPENDENCYPART_SIBL
(25,13),(25,19),0.106254 # DEPENDENCYPART_SIBL
(25,13),(25,20),0.121312 # DEPENDENCYPART_SIBL
(25,13),(25,21),-0.0284566 # DEPENDENCYPART_SIBL
(25,13),(25,23),0.100993 # DEPENDENCYPART_SIBL
(25,13),(25,24),0.0863901 # DEPENDENCYPART_SIBL
(25,13),(25,26),0.0060347 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.432272 # DEPENDENCYPART_SIBL
(25,19),(25,21),0.00992967 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.365581 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.0308973 # DEPENDENCYPART_SIBL
(25,19),(25,26),0.00970219 # DEPENDENCYPART_SIBL
(25,20),(25,21),0.0129962 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.567434 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.172222 # DEPENDENCYPART_SIBL
(25,20),(25,26),-0.00331961 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.269363 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.0550528 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.00337853 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.221115 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.00571553 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.00974202 # DEPENDENCYPART_SIBL
(26,15),(26,16),0.354824 # DEPENDENCYPART_SIBL
(26,15),(26,19),0.180354 # DEPENDENCYPART_SIBL
(26,15),(26,20),-0.317123 # DEPENDENCYPART_SIBL
(26,15),(26,21),-0.018106 # DEPENDENCYPART_SIBL
(26,15),(26,23),-0.269111 # DEPENDENCYPART_SIBL
(26,15),(26,24),0.0553043 # DEPENDENCYPART_SIBL
(26,15),(26,25),-0.0181058 # DEPENDENCYPART_SIBL
(26,16),(26,19),0.0161922 # DEPENDENCYPART_SIBL
(26,16),(26,20),-0.403875 # DEPENDENCYPART_SIBL
(26,16),(26,21),-0.0543027 # DEPENDENCYPART_SIBL
(26,16),(26,23),-0.315329 # DEPENDENCYPART_SIBL
(26,16),(26,24),-0.0646303 # DEPENDENCYPART_SIBL
(26,16),(26,25),-0.0536976 # DEPENDENCYPART_SIBL
(26,19),(26,20),-0.432272 # DEPENDENCYPART_SIBL
(26,19),(26,21),0.00992967 # DEPENDENCYPART_SIBL
(26,19),(26,23),-0.365581 # DEPENDENCYPART_SIBL
(26,19),(26,24),-0.0308973 # DEPENDENCYPART_SIBL
(26,19),(26,25),0.00989365 # DEPENDENCYPART_SIBL
(26,20),(26,21),0.0129962 # DEPENDENCYPART_SIBL
(26,20),(26,23),-0.567434 # DEPENDENCYPART_SIBL
(26,20),(26,24),0.172222 # DEPENDENCYPART_SIBL
(26,20),(26,25),0.0129962 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.269111 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.0553043 # DEPENDENCYPART_SIBL
(26,21),(26,25),-0.0181058 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.221115 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.000855746 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.0132889 # DEPENDENCYPART_SIBL
(0,1),(1,3),0.0142866 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.211257 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.303699 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.183791 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.275656 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.328497 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.115005 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.878696 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.322057 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),0.152135 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),0.44515 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),0.157718 # DEPENDENCYPART_GRANDPAR
(0,1),(1,27),2.23837 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.504977 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.336295 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.207539 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0859608 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.0839797 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.159366 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.0151942 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),0.108339 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.813573 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.0691753 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.1726 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.394177 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.161781 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.383403 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.155594 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.909372 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.178422 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.500057 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),0.188394 # DEPENDENCYPART_GRANDPAR
(0,7),(7,26),0.039377 # DEPENDENCYPART_GRANDPAR
(0,7),(7,27),2.27354 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.10111 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.207698 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.196879 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.450144 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.332571 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.108647 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.882614 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.31149 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.328415 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.449225 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),0.161636 # DEPENDENCYPART_GRANDPAR
(0,8),(8,27),2.25705 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.626292 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.333653 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.127597 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.096616 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.208266 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.086785 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.230391 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.157713 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.18502 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.216038 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.488411 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),0.374436 # DEPENDENCYPART_GRANDPAR
(0,10),(10,27),2.40806 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.554592 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.324532 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.0554155 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.0547203 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.213214 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.0403491 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.111274 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.125174 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.140593 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.0278101 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.169642 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.346871 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.683134 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.278054 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.303342 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.390256 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.081066 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.147254 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.198881 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),0.148875 # DEPENDENCYPART_GRANDPAR
(0,11),(11,24),-0.505027 # DEPENDENCYPART_GRANDPAR
(0,11),(11,25),-0.119827 # DEPENDENCYPART_GRANDPAR
(0,11),(11,26),0.0427915 # DEPENDENCYPART_GRANDPAR
(0,11),(11,27),2.57522 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.172356 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.397055 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.251873 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),1.01605 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.305844 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.161979 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.455432 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.226671 # DEPENDENCYPART_GRANDPAR
(0,12),(12,26),0.0150014 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.174327 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.163507 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.350573 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.294936 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.0953901 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.905364 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.401959 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.023292 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.258648 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.0957736 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.307054 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.322787 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),-0.0505471 # DEPENDENCYPART_GRANDPAR
(0,13),(13,24),-0.628197 # DEPENDENCYPART_GRANDPAR
(0,13),(13,25),-0.243732 # DEPENDENCYPART_GRANDPAR
(0,13),(13,26),-0.0811142 # DEPENDENCYPART_GRANDPAR
(0,13),(13,27),2.16602 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.776038 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.355656 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.266556 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.353384 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.359264 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.547267 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.198438 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),1.00812 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.265854 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.783915 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.239292 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.407166 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.111466 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.227737 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),0.393513 # DEPENDENCYPART_GRANDPAR
(0,16),(16,25),-0.148683 # DEPENDENCYPART_GRANDPAR
(0,16),(16,26),0.0139356 # DEPENDENCYPART_GRANDPAR
(0,16),(16,27),2.57957 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),0.455048 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),1.02264 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.344199 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.392328 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),0.387632 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),0.132452 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.231982 # DEPENDENCYPART_GRANDPAR
(0,19),(19,25),-0.152927 # DEPENDENCYPART_GRANDPAR
(0,19),(19,26),0.00969068 # DEPENDENCYPART_GRANDPAR
(0,19),(19,27),2.24732 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),0.556945 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),-0.0522746 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),0.0564421 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),0.216387 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),0.0420708 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),0.113626 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),0.127526 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),0.134993 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-0.0260883 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),0.654676 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.58004 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-1.00443 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.463776 # DEPENDENCYPART_GRANDPAR
