# _root_ E társaság tulajdonosai 150_millió forintot keresnek a Márkus_Kft.-n , mondván , ekkora összegben helyeztek el náluk importletétet .
#goldHeads=2,3,6,5,6,0,8,6,6,6,6,13,14,10,14,14,14,6,
#predictedHeads=2,3,6,5,6,0,8,6,6,6,6,13,14,10,14,14,14,6,
(13,1),(1,14),-0.136881 # DEPENDENCYPART_GRANDPAR
(13,1),(1,15),-0.109871 # DEPENDENCYPART_GRANDPAR
(13,1),(1,17),0.0298568 # DEPENDENCYPART_GRANDPAR
(13,1),(1,18),-0.328592 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.354288 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.872585 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.461149 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.622794 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.179693 # DEPENDENCYPART_GRANDPAR
(13,2),(2,14),-0.630981 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.355154 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.966152 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.461957 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.619031 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.179682 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.338457 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.304355 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.285197 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.403448 # DEPENDENCYPART_GRANDPAR
(13,3),(3,14),-0.630981 # DEPENDENCYPART_GRANDPAR
(13,3),(3,17),-0.42414 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-0.602333 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.564079 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-1.07548 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-1.09962 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.175068 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.410588 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.316015 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.415108 # DEPENDENCYPART_GRANDPAR
(13,4),(4,14),-0.586919 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.560852 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.355105 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.965923 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.993756 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.451258 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.34241 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.307502 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.286173 # DEPENDENCYPART_GRANDPAR
(13,5),(5,14),-0.630995 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.508656 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.94363 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.970895 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.522586 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.717469 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.873864 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.499073 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.435275 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.247077 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.534368 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.336212 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.859989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.646356 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.412777 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.294692 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.362585 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.572535 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.695331 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.304335 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.28519 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.403428 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.360342 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.922328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.630981 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.42414 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-1.00073 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-1.02489 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.774052 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.494522 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.377565 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.4181 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.324424 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.794198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.600705 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.29601 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.5625 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.981942 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-1.0067 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.75552 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.253953 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.47608 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.380935 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.350446 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.480028 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.487689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.159855 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.124654 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.0279305 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),0.0104996 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.345369 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-1.27996 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.939325 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.637929 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.787233 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.324404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,15),-0.0737509 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.0215484 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.206563 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.410522 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.583822 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.300349 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.31053 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.158752 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.315264 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.192188 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),-0.0634752 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.290042 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),0.00340692 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),0.254368 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-0.963987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),-0.13255 # DEPENDENCYPART_GRANDPAR
(14,1),(1,17),0.062097 # DEPENDENCYPART_GRANDPAR
(14,1),(1,18),-0.623005 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.162621 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.381849 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.205597 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.113263 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.0775067 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.52275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,1),0.128538 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.193649 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.207889 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.108909 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.0777932 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.11124 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.0824998 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),0.0136393 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.180354 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-1.52274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,17),-0.435939 # DEPENDENCYPART_GRANDPAR
(14,3),(3,18),-0.941924 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),0.0287794 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.257811 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.429736 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.0961946 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.16542 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.190463 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.288317 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.40375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,18),-0.834798 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),0.110861 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.209373 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.387554 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.244766 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.116161 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.0875257 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),0.0117857 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.52274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,1),0.00531483 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.251069 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.425263 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.189827 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.145204 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.697173 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.208624 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.237214 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.0334148 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.335068 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.0180471 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.360623 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.29758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.177724 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.0545251 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),0.0082664 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),-0.656 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.537832 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.0821064 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.0140262 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.17996 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.127974 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.455585 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.52274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,17),-0.435939 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.216173 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.387639 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.115064 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.121053 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.167501 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.300026 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.0402234 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.333528 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.35707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,17),-0.112617 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.763847 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.192151 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.364617 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.0916519 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.0260384 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.0977785 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.159194 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.0453685 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.257048 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.258512 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.959136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.127416 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.0495477 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),0.0648294 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.618805 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),0.131455 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.188683 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.366864 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.204934 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.0946587 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.0737285 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.53672 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.100546 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.130123 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.0210616 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.227977 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.177741 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.435939 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.415262 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),0.176112 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.105342 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.554643 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.413009 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.502386 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),0.178688 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.118586 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.544005 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-1.14593 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.716823 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.324509 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.375885 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.146204 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),-0.140925 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0647966 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.512802 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.476024 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.456048 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.40673 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.362673 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.431835 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.378865 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.307057 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.403469 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.24148 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.422537 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.214391 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.378854 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.345874 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.11217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.603121 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-0.658263 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-0.752006 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.459086 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.503444 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.454758 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.387153 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.482996 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.382201 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.370188 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.364667 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.357242 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.357837 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.376311 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.242377 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.667202 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.737555 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.754341 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.628131 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.589205 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.825945 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.719365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.233225 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.452135 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.322279 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.266878 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.230764 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.212527 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.200297 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.188933 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.121706 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.257113 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.0747779 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.296486 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.0915852 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.135485 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),-0.202318 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),-0.0603201 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.896346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.351046 # DEPENDENCYPART_GRANDPAR
(16,6),(6,18),-0.599445 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.314872 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.326464 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.290983 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.246644 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.263655 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.210672 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.182769 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.177162 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.213624 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.19025 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.252997 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.121106 # DEPENDENCYPART_GRANDPAR
(16,13),(13,17),-0.364566 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.551457 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.569547 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.461132 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.467179 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.583133 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.462647 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.525191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.303884 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.905768 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.0937679 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.291712 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.104282 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.283838 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.134042 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),0.0367071 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-0.887787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,2),-0.820251 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.979851 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.598473 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.273787 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.166998 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.118954 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.247919 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.238448 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.0598012 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.759656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.499428 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.801461 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.961662 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.579941 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.252543 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.255346 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.170368 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.356968 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.180883 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.28021 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.0202902 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.131268 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.154866 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.453147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.282297 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.0432289 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.784126 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.947398 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.192627 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.56644 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.196982 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.905768 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.241601 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.120774 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.270085 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.131289 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.26286 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.887787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,6),-0.296905 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.294003 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.759419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.499023 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.296364 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.171366 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.290881 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.759034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.499023 # DEPENDENCYPART_GRANDPAR
