# _root_ A kormány ülésén elhangzottakkal kapcsolatban az egyik alapvető probléma , hogy azok közérdekű adatnak tekinthetőek -e , vagy sem .
#goldHeads=2,3,4,5,18,9,9,9,18,18,18,16,14,16,16,18,18,0,18,18,
#predictedHeads=2,3,4,5,11,9,9,9,11,11,0,14,14,15,18,12,18,11,18,11,
(15,2),(2,1),-0.429593 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.427463 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.615433 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.49889 # DEPENDENCYPART_GRANDPAR
(15,3),(3,20),-0.743902 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.488715 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.595415 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.522796 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.393478 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.48711 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.474775 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.499872 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.424982 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.362723 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),-0.328434 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-0.915519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,17),-0.600171 # DEPENDENCYPART_GRANDPAR
(15,5),(5,18),-0.602387 # DEPENDENCYPART_GRANDPAR
(15,5),(5,20),-0.743902 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.46277 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.784179 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.708266 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.52763 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.814776 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.48207 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.360701 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.379023 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.444181 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.606928 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.534309 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.400219 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.635757 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.38773 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.183608 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.450316 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.424965 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.35917 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.330258 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.915489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,17),-0.600171 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.602387 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.743902 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.770686 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.702153 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.554007 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.804616 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.396609 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.60347 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.616888 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.569014 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.376649 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.327891 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.887172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,17),-0.592363 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.60419 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.733481 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.713725 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.525053 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.412613 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.420085 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.402502 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.768342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.369302 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.479146 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.486008 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.536881 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.704621 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.711724 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.818233 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.48256 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.577697 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.626139 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.469947 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.43646 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.461974 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.873467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,18),-0.591848 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.60431 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.43915 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.606871 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.534251 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.400412 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.6357 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.385212 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.183608 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.450509 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.44885 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.38546 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.342712 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.331604 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.342326 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.915489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.600171 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.602387 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-1.13559 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-1.07104 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.837605 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-1.17224 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.683496 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.886781 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.985646 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.764024 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.737236 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.801888 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.77728 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.814205 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.492796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,17),-0.182905 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.323804 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.41944 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-1.09968 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-1.03538 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-1.13668 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.949968 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.768338 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.769858 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.778536 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.509154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,17),-0.314939 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.28364 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.452995 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.0289207 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.0854526 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),0.0631169 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.0366881 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.104699 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),0.0340312 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),0.0102132 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.0731795 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.190335 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.00823285 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.0659989 # DEPENDENCYPART_GRANDPAR
(16,11),(11,17),-0.351901 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.253943 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.460673 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),0.157442 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.0207017 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.0761672 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),0.102784 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.026577 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),0.169279 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.0258427 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),0.073318 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),0.019634 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.0173865 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.0154716 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.0174393 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.223078 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.149697 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),-0.358952 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.248245 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.059995 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.109657 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.0642708 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),0.0686414 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.0136711 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.00371711 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.026246 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.0108724 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.220876 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.095633 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.340391 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.24072 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.243039 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.459481 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.0315534 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.0437858 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),0.106894 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),0.227457 # DEPENDENCYPART_GRANDPAR
(18,3),(3,20),-0.509292 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),0.00011833 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),0.110956 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.0279878 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),0.242464 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.176375 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.0966285 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),0.123047 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.0210549 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.100114 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.00986523 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.162924 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),0.224884 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.0614745 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),-0.125767 # DEPENDENCYPART_GRANDPAR
(18,5),(5,14),0.0412773 # DEPENDENCYPART_GRANDPAR
(18,5),(5,15),-0.0133055 # DEPENDENCYPART_GRANDPAR
(18,5),(5,17),-0.190677 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-0.789029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,20),-0.509292 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),0.0131834 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.243313 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.0740568 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),-0.0397432 # DEPENDENCYPART_GRANDPAR
(18,7),(7,17),-0.20326 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-0.769367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,20),-0.557455 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),9.75328e-05 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),0.110593 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.0283507 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.070381 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),0.143938 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),0.0699012 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),0.0300643 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.176376 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.0595287 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),0.116421 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.0276813 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.102998 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),0.148928 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),0.037757 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),0.0882586 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.223909 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.0604338 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.12119 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.0409973 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.00872885 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),-0.189637 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-0.789029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,20),-0.509292 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),0.114687 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.030451 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.0742017 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),0.145164 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),0.0241929 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.194759 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),0.19606 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.10152 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.0622694 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),0.0817591 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),0.0526999 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.111426 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.832312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,20),-0.53265 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),0.128344 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),0.180294 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.274949 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.205578 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.0355327 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.0927432 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.0327569 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.208461 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.764706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.190302 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.557529 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.0318321 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),0.140457 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),0.0693993 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.191554 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),0.195142 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.0892485 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.182129 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.123747 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.00136789 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.778662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.162793 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.0542646 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),0.116597 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.0275051 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.103012 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),0.149104 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),0.0404505 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),0.088377 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.223923 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),0.199281 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.0829187 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.217738 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.143784 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.189269 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.00727199 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.189641 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.789029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,2),0.110956 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.0279878 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),0.144301 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.191553 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),0.198986 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.0892473 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.182128 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),0.124278 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.154397 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.0159313 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.196349 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.778662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.162793 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.498562 # DEPENDENCYPART_GRANDPAR
(18,19),(19,2),-0.482625 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-0.622706 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-0.447091 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.396712 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.525077 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.592136 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.578219 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.478292 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.65428 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.299528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.10957 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.250758 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.283379 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.276711 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),-0.101011 # DEPENDENCYPART_GRANDPAR
(19,3),(3,20),-0.485791 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.336537 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.261406 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.267002 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.235672 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.254663 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.225601 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.105205 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.134446 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.145298 # DEPENDENCYPART_GRANDPAR
(19,5),(5,14),-0.0873453 # DEPENDENCYPART_GRANDPAR
(19,5),(5,15),-0.101468 # DEPENDENCYPART_GRANDPAR
(19,5),(5,17),-0.244603 # DEPENDENCYPART_GRANDPAR
(19,5),(5,18),-0.0288559 # DEPENDENCYPART_GRANDPAR
(19,5),(5,20),-0.485792 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.300355 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.268587 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.274183 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.239015 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.23271 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.189417 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.00422226 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.218427 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.131273 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.137011 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.0860154 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.0931811 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),-0.24143 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),-0.0256511 # DEPENDENCYPART_GRANDPAR
(19,9),(9,20),-0.485791 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.327545 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.290088 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.147941 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.250486 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.252429 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.232818 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.182239 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.160125 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.0567049 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),-0.0377324 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.911868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,1),-0.295323 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.268529 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.274126 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.239208 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.232653 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.186899 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.00422226 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.218621 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.199194 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.199212 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.19013 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.12532 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.147174 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.0917014 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.241415 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.0256318 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.323904 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.323702 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.286245 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.250486 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.248586 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.232818 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.182239 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.159595 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.176566 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.231052 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.274277 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.0377324 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.911868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.476843 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.260635 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.267311 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.28835 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.226475 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.0987623 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.267382 # DEPENDENCYPART_GRANDPAR
