# _root_ — Mivel a legnagyobb vetélytársunk , Turi_Tamás anyagiak hiánya miatt nem indult , elég volt biztonsági autózással teljesíteni a távot .
#goldHeads=15,15,5,5,12,12,12,9,10,12,12,15,15,15,0,17,18,15,20,18,15,
#predictedHeads=12,12,5,5,12,12,8,9,10,12,12,0,12,15,12,17,18,15,20,18,12,
(8,9),(9,14),-0.351077 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.172555 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.433138 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.560368 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.475379 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.723897 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.541236 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.561473 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.366735 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.467676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.11356 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.307005 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.217116 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.377013 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.270232 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.399088 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.403 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.216589 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.405521 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.63583 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.178443 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.0282794 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.284322 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.0516699 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.102375 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.160405 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.17609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,12),-0.981992 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.595239 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.75791 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.989698 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.837262 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-0.913227 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.738641 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),-0.899573 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-0.947616 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.0422991 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.114802 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.107908 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.120675 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.199504 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0675634 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0355479 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0524416 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.211906 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.269936 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.24693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.479409 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.962631 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.968361 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.719276 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-0.97854 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.120675 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.199504 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.0675634 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.0355479 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.297654 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0808609 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.269936 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.24693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.479409 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.822829 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.719276 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.120675 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.199504 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0675634 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.0355479 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.297654 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0808609 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.0890429 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.24693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.479409 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.325306 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.267276 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.734422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.078487 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.17986 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.541165 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.269364 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.551076 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.384582 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.372682 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.302418 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.359028 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.531898 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.533916 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.591293 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.706815 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.461201 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.320119 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.262088 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.800406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),-0.0762594 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.146817 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.548966 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.34224 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.205065 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.534474 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.283839 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.537053 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.620517 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.474731 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.598276 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.331984 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.386272 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.607614 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.584268 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.169805 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.132984 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.0663357 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.157273 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.209613 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.02741 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.235773 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.121935 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.0255194 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.0537686 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.81235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,12),-0.461998 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.413611 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.351034 # DEPENDENCYPART_GRANDPAR
(10,5),(5,21),-0.617661 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.0663357 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.157273 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.209613 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.02741 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.0620306 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.198605 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.0255194 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0537686 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.81235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,14),-0.411298 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.351034 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.0663357 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.157273 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.209613 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.02741 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.0620306 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.198605 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0356817 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0537686 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.81235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,1),-0.0654249 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.156327 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.208666 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.0264648 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.058829 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.197732 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0324802 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.114975 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.491753 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.411298 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.351034 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.61124 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.617661 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.53312 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.578764 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.696067 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.525018 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.53878 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.618006 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.512431 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.364976 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.336618 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.467236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.0234789 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.180379 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0135771 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0434954 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.0580072 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.114946 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.0275075 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.191733 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.140019 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.226256 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.492479 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.345024 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.316666 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.42348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.0441284 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0658924 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.0998884 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0517045 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0249594 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.141228 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.0144232 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.166691 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.267639 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.536437 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.580768 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.69607 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.526202 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.550987 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.623492 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.524638 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.377183 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.348825 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.457224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.0339866 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.119535 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.191841 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0129816 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.0295223 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.118349 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.0115134 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.202547 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.143422 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.224043 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.42348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.0381272 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.0657769 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.0988021 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.0147266 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0164907 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.16651 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.520347 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.731244 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.567539 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.549465 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.50142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),-0.0374156 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.125865 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.137189 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.0537861 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.0778956 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.1079 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.0974568 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-0.532828 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.578757 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-0.5339 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.617423 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.507551 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.360096 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.331738 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.46834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),-0.0130461 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.127609 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.206913 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.0272842 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.0646317 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.0775747 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.191296 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.192298 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.143243 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.231136 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.107654 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.158248 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.356011 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.231615 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.365323 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.164627 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.00332337 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.266725 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.121898 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.0624969 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.0556015 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.00324847 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.18708 # DEPENDENCYPART_GRANDPAR
(11,5),(5,12),-0.449951 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.452009 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.439483 # DEPENDENCYPART_GRANDPAR
(11,5),(5,21),-0.7949 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.365323 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.164627 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.00332337 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.266725 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0948931 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0860429 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.122303 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.00324847 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.18708 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.365593 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.164858 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.00355559 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.266958 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.0940435 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0863536 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.121454 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.128349 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.551042 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.426624 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.439483 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.768092 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.7949 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.282707 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.263293 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.00313342 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.0177937 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.0305435 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.037439 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0854532 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.424477 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.527423 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.378517 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.426419 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.469801 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.658764 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.414011 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.694558 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.782497 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.694966 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.504357 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.329433 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.612788 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.473763 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.399328 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.501173 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.508069 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.561165 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.545469 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.459458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.222099 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.0587043 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0785313 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.14002 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.257562 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.0569013 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.0210956 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.292966 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.409574 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.698293 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.506371 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.329445 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.613981 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.485989 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.404822 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.513399 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.520295 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.57339 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.54718 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.438124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.0573651 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.258348 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.011523 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.106418 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.262516 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.0736402 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.0318929 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.297919 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.407501 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.430288 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.349872 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.64167 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.514691 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.558603 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.423213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),-0.0338555 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.0765662 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.0170393 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.0381446 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.0741659 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.375705 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.694675 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.504351 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.468883 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.398744 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.496293 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.503188 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.556284 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.548538 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.45217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.0895714 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.293065 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.033013 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.0789624 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.120372 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.294898 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.0232798 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.298879 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.416068 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.0739231 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.155113 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.0396537 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.520317 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.195645 # DEPENDENCYPART_GRANDPAR
