# _root_ Ígéretei a lakásépítés , az egészségügy , az energetika és az infrastruktúra átalakítására és belendítésére eddig nem váltak be .
#goldHeads=18,3,13,13,6,13,13,9,13,13,12,13,15,15,18,18,18,0,18,18,
#predictedHeads=18,3,18,18,6,18,18,9,13,13,12,13,18,18,18,18,18,0,18,18,
(15,18),(18,7),-0.565086 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.296514 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.873424 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.512491 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.251781 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.648657 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.901031 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.42241 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.710382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.0388116 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0531626 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.21987 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.324261 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.191547 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.116062 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.124457 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.164044 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.172798 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.0227862 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.171082 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.08003 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.0521565 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.118763 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.0700369 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.113287 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.122836 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.164044 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.170023 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.160156 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0803372 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.0236709 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.960502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,1),-0.0758482 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),0.0152036 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.0942475 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.023537 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.112128 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.0276021 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.161452 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.17964 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0654469 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0221469 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.031014 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.965947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.507356 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.708589 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.678117 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.171082 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.08003 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.118763 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.0700369 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.113287 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.122836 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.164044 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.170023 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.160156 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.11738 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.189754 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.960501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.658891 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.686246 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.540338 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.518804 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.449287 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.401074 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.540074 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.488027 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.418954 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.464589 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.492092 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.50366 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.521325 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.529837 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.486637 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.52937 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.489005 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.569294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.11503 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.241798 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.317566 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),0.103925 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),0.123658 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),0.0623768 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),0.103414 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),0.0490485 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),0.0501513 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),-0.0486136 # DEPENDENCYPART_GRANDPAR
(17,1),(1,12),0.017179 # DEPENDENCYPART_GRANDPAR
(17,1),(1,13),0.0430002 # DEPENDENCYPART_GRANDPAR
(17,1),(1,14),0.0992006 # DEPENDENCYPART_GRANDPAR
(17,1),(1,15),-0.0141205 # DEPENDENCYPART_GRANDPAR
(17,1),(1,18),-0.441816 # DEPENDENCYPART_GRANDPAR
(17,1),(1,20),-0.539677 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.10032 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),0.0419777 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),0.0623768 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),0.103414 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),0.0490485 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),0.0992006 # DEPENDENCYPART_GRANDPAR
(17,3),(3,18),-0.441816 # DEPENDENCYPART_GRANDPAR
(17,3),(3,20),-0.539677 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.10032 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),0.044466 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.0611423 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.145565 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.0323496 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),0.0490485 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),0.0501513 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),0.0430002 # DEPENDENCYPART_GRANDPAR
(17,6),(6,18),-0.441816 # DEPENDENCYPART_GRANDPAR
(17,6),(6,20),-0.539677 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.10032 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),0.0419777 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.0611423 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.0373588 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.0840305 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.0387536 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.0401336 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.0415283 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.13627 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.166598 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.0794584 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.0150089 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.10032 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.0611423 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.145565 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.0840305 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.158893 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.0387536 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.134649 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.166598 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.0766836 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.175153 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.0991465 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.0141242 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.110373 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),0.0368167 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),0.0759942 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.141396 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),0.0530986 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.154724 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),0.00248776 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.141111 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.0603676 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.0385416 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.00466375 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.0267675 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.150352 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.817187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.492015 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.532077 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.10032 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.0611423 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.0840305 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.158893 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.0387536 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.134649 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.166598 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.0766836 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.175153 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.1418 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0187834 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.110319 # DEPENDENCYPART_GRANDPAR
(17,15),(15,18),-0.441816 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.539677 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.170949 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.136716 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.00705029 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.193749 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.441516 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.531862 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-0.478662 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.284152 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.439484 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.458285 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.379569 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.462379 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.471614 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.380964 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.512991 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.505388 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.418894 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.55392 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.520142 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.357574 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.577262 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.488072 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.43597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.157578 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.1622 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),0.0353446 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.0649877 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.0507983 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),0.0126776 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.0336157 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),0.0460584 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),0.0398919 # DEPENDENCYPART_GRANDPAR
(18,1),(1,12),0.123852 # DEPENDENCYPART_GRANDPAR
(18,1),(1,13),0.0960592 # DEPENDENCYPART_GRANDPAR
(18,1),(1,14),0.0124652 # DEPENDENCYPART_GRANDPAR
(18,1),(1,15),0.135432 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-1.39336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,1),(1,20),-0.719041 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.17754 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),0.134644 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.0507983 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),0.0126776 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.0336157 # DEPENDENCYPART_GRANDPAR
(18,3),(3,14),0.0124652 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-1.39336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,20),-0.719041 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.0120247 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.17755 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),0.137113 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.0589978 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.0931086 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),0.3601 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.0360858 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),0.0435883 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),0.093589 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-1.39339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,20),-0.719071 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),0.00515793 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),0.041769 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),0.106455 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),0.0821169 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.17754 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),0.134644 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.0589872 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),0.35511 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),0.00886406 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),0.26796 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.385643 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.26709 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.348675 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),0.114495 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.198315 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.331492 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),0.0273442 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.156044 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),0.237805 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.00301663 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.0273377 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.21319 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),0.0120347 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.104225 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.47115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,20),-0.710495 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),0.15267 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),0.121489 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),0.343767 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),0.256616 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),0.0429582 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),0.058714 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),0.352663 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.135431 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.17754 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.0589872 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.093098 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),0.00886406 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.0759154 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),0.26796 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),0.052059 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),0.0647629 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),0.364007 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.133318 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.012518 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.135748 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.196617 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.385643 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.26709 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.348675 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.198315 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.331492 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.156044 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.182678 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),0.123391 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.078807 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.105521 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.0120347 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.0831795 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.104225 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.47115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,20),-0.710495 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.17754 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.0589872 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),0.00886406 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.0759154 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),0.26796 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),0.052059 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),0.0647629 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),0.364007 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),0.133318 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.102582 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.0373363 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.196564 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.39336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),-0.719041 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),0.0587799 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),0.0324198 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.02761 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.0713581 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.22559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,20),-0.539721 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.392896 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.274344 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.225846 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.205568 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.163298 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.0865028 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.112863 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.0190744 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.0739246 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.036465 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.22955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),-0.54218 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-0.369141 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-0.277352 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-0.351958 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.236032 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.272192 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.162214 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.186031 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.299619 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.146659 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),0.0251567 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.932971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.324172 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.255576 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),0.0377526 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.231403 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.238087 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.0821911 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.0751327 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.130133 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),-0.117937 # DEPENDENCYPART_GRANDPAR
(19,6),(6,18),-0.160554 # DEPENDENCYPART_GRANDPAR
(19,6),(6,20),-0.55682 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.255576 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),0.0352643 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.231403 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.0872003 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.220133 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.0346821 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.175841 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.151669 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.294281 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.1133 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.140406 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.249735 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.0607816 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.186698 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.0393675 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.112615 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.11614 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.0708417 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.0576666 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-0.26223 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),-0.142202 # DEPENDENCYPART_GRANDPAR
(19,10),(10,20),-0.54869 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.089975 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.0374569 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.268053 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.252191 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.0699739 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.0603525 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.255576 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.231403 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.238087 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.220133 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.193541 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.0346821 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.266432 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.252191 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.0671992 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.252759 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.0135084 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.0594679 # DEPENDENCYPART_GRANDPAR
