# _root_ Az oroszok azonban feltűnően békésen viselkednek , s egyelőre semmi jele annak , hogy a katonák erőszakos akcióra készülnének .
#goldHeads=2,6,6,5,6,8,8,0,14,11,14,14,14,8,16,19,18,19,14,8,
#predictedHeads=2,6,6,6,6,8,8,0,14,11,14,14,14,8,16,19,18,19,14,8,
(8,19),(19,13),0.116758 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.000618109 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.612937 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.185861 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.165476 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.0130758 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.44236 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.0790454 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.0648024 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.0921574 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.134047 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.014218 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.221652 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.0954255 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.0987323 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.103799 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.117126 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.157574 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.165401 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.11572 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-0.502671 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.017784 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.0182339 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.0627962 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0608337 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.101703 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.290618 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0331393 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.541348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),0.0344046 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.129024 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.104313 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.175278 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.244788 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.195787 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.213199 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.116543 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.135219 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.520336 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.0802928 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0483601 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.126937 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.168827 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0816709 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.368104 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.554479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.0283564 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.100518 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.104881 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.119218 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.158398 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.167186 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.208597 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.0880388 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.121227 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.502734 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.426034 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.497899 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.455229 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.497119 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.3719 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.579181 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.423475 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.142615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.433229 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.201249 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.181487 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),0.26264 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),0.271667 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.224206 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.468007 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.343317 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.429169 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.471059 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.417462 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.572115 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.429661 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.181751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,11),0.318905 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.251577 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.190656 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.182497 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.0883219 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.259279 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.174868 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.142151 # DEPENDENCYPART_GRANDPAR
(9,16),(16,10),0.433198 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.425132 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.283323 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.255828 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.0836768 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),0.265099 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.426034 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.497899 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.455229 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.497119 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.3719 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.579166 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.423475 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.142615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.43323 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.425166 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.283355 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.346737 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.25586 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.083168 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.356418 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.233127 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-0.48504 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.412327 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.428088 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.469978 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.428133 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.626774 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.486303 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.120102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),0.415666 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),0.350204 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.296662 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),0.160878 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.209939 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.0565114 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.285883 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.196101 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.363759 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.115059 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.265365 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.452641 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.267834 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.345628 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.60718 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.627454 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.691917 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.667917 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.658354 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.63101 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-1.03143 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.34133 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.357661 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.406999 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.044282 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.00419469 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.206806 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.25199 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.333068 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.437109 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.257492 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.234636 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.501075 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-0.794589 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.00419469 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.206806 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.25199 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.318901 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.234636 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-0.501075 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.794589 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.135206 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.331132 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.365842 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.458633 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.506951 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.343972 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.102112 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.143943 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.228362 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.06292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),0.0845518 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.461532 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.544525 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.405718 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.576024 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.437283 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.530896 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.777932 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.382881 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.385493 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.467063 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.5164 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.5923 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.417006 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.146335 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.249391 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.05499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),0.0686604 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.423884 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.475022 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.397698 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.58559 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.429356 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.541116 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.776978 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.3664 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.547349 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.270205 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.165166 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.995853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.410281 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.458696 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.338554 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.370218 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.484282 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.767494 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.25448 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.673608 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.527892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.459866 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.10147 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.405775 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.0200893 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.515908 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.835338 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.837795 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.887133 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.860151 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.616477 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.478857 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.539489 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.673608 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.526397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.461357 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.0526882 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.0999783 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.403973 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.128394 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.0829119 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-0.773783 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.716058 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.763824 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.813161 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.875369 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.624287 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.503373 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.491086 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.627922 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.685152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),0.499684 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.181217 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.133415 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.429596 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.0256216 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.0524756 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.0586133 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.428813 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.436808 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.538935 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.392536 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.303939 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.259843 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.537692 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.489228 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.302201 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.2795 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-0.988967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),-0.652588 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),-0.707695 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.606092 # DEPENDENCYPART_GRANDPAR
(12,3),(3,19),-0.410078 # DEPENDENCYPART_GRANDPAR
(12,3),(3,20),-0.821029 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.400623 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.319074 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.3137 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.188852 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.482264 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.415244 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.166521 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-0.361208 # DEPENDENCYPART_GRANDPAR
(12,4),(4,20),-0.819739 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.400623 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.319074 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.3137 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.224286 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.166521 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-0.361208 # DEPENDENCYPART_GRANDPAR
(12,5),(5,20),-0.819739 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.408212 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.216351 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.23621 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.165095 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.12029 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.365896 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.115265 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.0680792 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.0699335 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.100287 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.02604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.736945 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.822734 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.668313 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.572378 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.693005 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.456089 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),-0.864338 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.416793 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.398376 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.327393 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.283355 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.582455 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.548424 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.253262 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.283601 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.317364 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.990384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.654982 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.708849 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.60833 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.542109 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.633119 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.415917 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.821422 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.34182 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.495971 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.385881 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.241333 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.25384 # DEPENDENCYPART_GRANDPAR
(12,9),(9,13),-0.647984 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.699578 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.555737 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.580529 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.370616 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.819111 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.23518 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.430743 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.280323 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.20181 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.157773 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.42579 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.322359 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.195727 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.145537 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.136522 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.656861 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.644015 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.668806 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.36871 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.82466 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.768508 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.67198 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.601978 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.557687 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.889303 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.699421 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.57137 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.541026 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.671212 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.694423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.471148 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.276308 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.258197 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.303462 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.130137 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.479268 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.54764 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.695272 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.572996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,14),-0.279376 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.0334872 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.152248 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.55716 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.525075 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.64194 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.601029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.371994 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.381696 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.0317619 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.217785 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.825432 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.792567 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.623042 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.578752 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.839747 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.700277 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.561248 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.525467 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.54764 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.695272 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.572996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.230581 # DEPENDENCYPART_GRANDPAR
