# _root_ Szakmai ártalom talán , hogy jobb híján statisztikát készítek róluk magamban , hátha kiderül az élet e mindennapi jelenetéből valami .
#goldHeads=2,5,5,5,0,7,9,9,5,9,9,9,14,9,16,19,19,19,14,14,5,
#predictedHeads=2,5,5,5,0,8,9,9,5,9,9,9,14,9,16,19,19,19,14,14,5,
(9,10),(10,21),-0.743752 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.507436 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.536343 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.156445 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.172541 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),0.0633023 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.76485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,12),-0.0515999 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.0360829 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),0.0988863 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.743767 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.233391 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.389742 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.254452 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.451846 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.536878 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.0471559 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),0.0049985 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),0.180996 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.776544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.0550875 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0782953 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.0737422 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0111198 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.148754 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0245194 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.119685 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.34737 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.112721 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.119904 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.724171 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),0.186012 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.0356693 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.134415 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.249208 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),0.154155 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.303749 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),0.236364 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.806117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,12),-0.0496925 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.0402153 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.0520298 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.185121 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.294869 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),0.149834 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.0867865 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.679797 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.663851 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.471841 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.271848 # DEPENDENCYPART_GRANDPAR
(9,18),(18,10),0.099845 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.0546006 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.150075 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.10955 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.275241 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.589608 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.403291 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.364918 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.0603892 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),0.0373868 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.125245 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.0207628 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.186821 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.236995 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.40557 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.315134 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.267644 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.378809 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.301762 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.281336 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.300269 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.685114 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.565936 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.693912 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.744206 # DEPENDENCYPART_GRANDPAR
(10,5),(5,21),-0.954365 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.363541 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.314378 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.2607 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.304511 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.300008 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.250447 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.339359 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.692165 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.648266 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.961672 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.366468 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.254288 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.212394 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.277573 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.134945 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.253872 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.257224 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.278877 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.0361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.507268 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.739112 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.558678 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.703866 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.782569 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.866068 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.717398 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.74248 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.854354 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.970263 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.617612 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.547252 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.577657 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.606095 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.642201 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.648171 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.33811 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.469984 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.458268 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.664744 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.710573 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.693686 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.564684 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.66101 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.639368 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.597721 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.598151 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.718275 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.704174 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.634334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.137666 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.417489 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.1567 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.420685 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.425805 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.373253 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.395915 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.413213 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.370412 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.585054 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.187441 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.437144 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.402219 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.475516 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.650952 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-0.535059 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.608743 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.55697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,13),-0.0795436 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.377215 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.37942 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.297213 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-0.738319 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.625412 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-0.617001 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.257322 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.186843 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.430984 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.34574 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.372581 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.34553 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.277014 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.0660628 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.170025 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.229502 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.213286 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.0489902 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.319038 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.21934 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.168631 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.369808 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.320266 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.166085 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.103207 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.352836 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.791839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.452611 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-0.394651 # DEPENDENCYPART_GRANDPAR
(13,5),(5,21),-0.688455 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.283037 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.241926 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.0902911 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.298666 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.191462 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.162132 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.113295 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.0213773 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.282915 # DEPENDENCYPART_GRANDPAR
(13,6),(6,14),-0.396417 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.463291 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-0.687079 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.26964 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.150853 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.117949 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.214665 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.2608 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.127351 # DEPENDENCYPART_GRANDPAR
(13,7),(7,14),-0.382025 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.445823 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.498034 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.277014 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.21859 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.161691 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.295513 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.240625 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.268954 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.303803 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.239316 # DEPENDENCYPART_GRANDPAR
(13,8),(8,14),-0.406965 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),-0.695762 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.279937 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.158494 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.11338 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.268572 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.0755581 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.272375 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.221664 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.163629 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.0871075 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.152869 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.406011 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.78458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.462564 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.417332 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.505719 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.456032 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.392925 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.557928 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.704353 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.413344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,15),-0.0719073 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.0526678 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.179101 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.651788 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-0.643915 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.581442 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.674159 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.412745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,15),-0.0657465 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.0146088 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.111215 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.00402547 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.0996759 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.169757 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.283045 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),0.068209 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-1.07247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,1),-0.420582 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.114059 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.0784935 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.191803 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),0.00177852 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.124408 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.525969 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.347759 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.18206 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.252533 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.323378 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.016806 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.265416 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),0.0920716 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),0.063262 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),-0.306795 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),0.199684 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-1.00742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,16),0.169655 # DEPENDENCYPART_GRANDPAR
(14,3),(3,19),0.152881 # DEPENDENCYPART_GRANDPAR
(14,3),(3,21),-0.637917 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.80997 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.655888 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.419311 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.464886 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.567446 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.496123 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.136187 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),-0.607779 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.0423719 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.26778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,18),-0.338828 # DEPENDENCYPART_GRANDPAR
(14,5),(5,21),-0.833104 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.513895 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.438279 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.186922 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.211836 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.3339 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.0330469 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.268918 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.0669283 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.295965 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.07275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,16),0.014359 # DEPENDENCYPART_GRANDPAR
(14,6),(6,21),-0.723259 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.421404 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.23279 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.0860237 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.0465713 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.207885 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.168505 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.0472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,16),0.0447069 # DEPENDENCYPART_GRANDPAR
(14,7),(7,19),0.0279328 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.420582 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.281637 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.132854 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.127694 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.318447 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.20353 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.0556454 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.203229 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.17272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,21),-0.816401 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.530441 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.338733 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.143987 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.224283 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.232607 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.319598 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.0154792 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.214815 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.0637559 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.0642742 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.306633 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.201455 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.951579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.073257 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),0.281751 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.0797887 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),0.00424764 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),0.26498 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.53477 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.182434 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.269806 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.202918 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.0645427 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.304467 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.197378 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.00502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),0.170758 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.101799 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),0.153984 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.637116 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.326865 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.269821 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.300605 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.0204724 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.202947 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.0645275 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.30722 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),0.170758 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),0.153984 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.637116 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.510986 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.139153 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.1664 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.204352 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.44278 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.303575 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.281311 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),0.173446 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.278142 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),0.208281 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.75101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),0.273243 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.191632 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.474511 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.191943 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.338281 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.729282 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.410839 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.292525 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.18684 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.0514788 # DEPENDENCYPART_GRANDPAR
(14,18),(18,15),0.151933 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.353437 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0427683 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.980432 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.776971 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.385597 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.699105 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.139153 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),0.175571 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.478906 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.0441994 # DEPENDENCYPART_GRANDPAR
