# _root_ Ám csak egy banktól lehet igényelni a termények — búza , kukorica , rozs és árpa — termelési költségeire felvett éven belüli hitel törlesztésének halasztását .
#goldHeads=5,6,4,6,0,5,8,19,19,16,16,16,16,16,16,19,19,19,20,23,22,23,24,5,6,5,
#predictedHeads=5,6,4,6,0,5,8,19,19,12,12,19,19,19,19,19,19,19,20,21,22,23,24,25,6,5,
(21,10),(21,24),0.00337544 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.0543966 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.044826 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.0561861 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.230815 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.0561861 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.0816603 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.0269796 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.0550641 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.0245864 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.00853938 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.00844693 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.641372 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.018337 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.793749 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.018337 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.48088 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.0483848 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0180829 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.0459897 # DEPENDENCYPART_SIBL
(21,12),(21,23),0.00329729 # DEPENDENCYPART_SIBL
(21,12),(21,24),0.00335792 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.0561861 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.230815 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.0561861 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.0816603 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.0269796 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.0550641 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.0245864 # DEPENDENCYPART_SIBL
(21,13),(21,23),-0.00853938 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.00844693 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.793749 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.018337 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.48088 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.0483848 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.0180829 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0459897 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.0033149 # DEPENDENCYPART_SIBL
(21,14),(21,24),0.00337552 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.102788 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.266621 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.00508534 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.102766 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.00269031 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.00799733 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.00799055 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.48088 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0483848 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0180829 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0459897 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0033149 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.00337552 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0233325 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.020998 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0257266 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.033116 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0330698 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.00308671 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.00533438 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.00412041 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.00411695 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0459897 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0033149 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.00337552 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.00412041 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.00411695 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.00470105 # DEPENDENCYPART_SIBL
(22,1),(22,4),0.049369 # DEPENDENCYPART_SIBL
(22,1),(22,12),0.049369 # DEPENDENCYPART_SIBL
(22,1),(22,14),0.049369 # DEPENDENCYPART_SIBL
(22,1),(22,15),0.0605725 # DEPENDENCYPART_SIBL
(22,1),(22,16),0.049369 # DEPENDENCYPART_SIBL
(22,1),(22,17),0.1677 # DEPENDENCYPART_SIBL
(22,1),(22,18),0.0271633 # DEPENDENCYPART_SIBL
(22,1),(22,19),0.0475712 # DEPENDENCYPART_SIBL
(22,1),(22,20),0.0271633 # DEPENDENCYPART_SIBL
(22,1),(22,21),0.0449492 # DEPENDENCYPART_SIBL
(22,4),(22,12),0.0666147 # DEPENDENCYPART_SIBL
(22,4),(22,14),0.066968 # DEPENDENCYPART_SIBL
(22,4),(22,15),0.431849 # DEPENDENCYPART_SIBL
(22,4),(22,16),0.066968 # DEPENDENCYPART_SIBL
(22,4),(22,17),0.28563 # DEPENDENCYPART_SIBL
(22,4),(22,18),0.0223898 # DEPENDENCYPART_SIBL
(22,4),(22,19),0.0654464 # DEPENDENCYPART_SIBL
(22,4),(22,20),0.0223898 # DEPENDENCYPART_SIBL
(22,4),(22,21),0.059821 # DEPENDENCYPART_SIBL
(22,12),(22,14),0.066968 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.431849 # DEPENDENCYPART_SIBL
(22,12),(22,16),0.066968 # DEPENDENCYPART_SIBL
(22,12),(22,17),0.28563 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.0223898 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.0654464 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.0223898 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.059821 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.431849 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.066968 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.28563 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.0223898 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.0654464 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.0223898 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.059821 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.0996058 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.100713 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0287061 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0978079 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0287061 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.095186 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.28563 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0223898 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0654464 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.0223898 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.059821 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.00344233 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0182503 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.00344279 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0203639 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.00769019 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0335571 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.00785118 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0204612 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0578925 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.00785118 # DEPENDENCYPART_SIBL
(23,4),(23,7),-0.317123 # DEPENDENCYPART_SIBL
(23,4),(23,8),-0.018106 # DEPENDENCYPART_SIBL
(23,4),(23,9),0.481184 # DEPENDENCYPART_SIBL
(23,4),(23,11),0.641687 # DEPENDENCYPART_SIBL
(23,4),(23,13),0.641687 # DEPENDENCYPART_SIBL
(23,4),(23,14),-0.018106 # DEPENDENCYPART_SIBL
(23,4),(23,15),0.794005 # DEPENDENCYPART_SIBL
(23,4),(23,16),-0.018106 # DEPENDENCYPART_SIBL
(23,4),(23,17),0.481184 # DEPENDENCYPART_SIBL
(23,4),(23,18),0.0486207 # DEPENDENCYPART_SIBL
(23,4),(23,19),-0.0178519 # DEPENDENCYPART_SIBL
(23,4),(23,20),0.0462256 # DEPENDENCYPART_SIBL
(23,4),(23,21),-0.023663 # DEPENDENCYPART_SIBL
(23,4),(23,22),0.0403462 # DEPENDENCYPART_SIBL
(23,4),(23,24),0.00337853 # DEPENDENCYPART_SIBL
(23,7),(23,8),0.0129962 # DEPENDENCYPART_SIBL
(23,7),(23,9),0.464905 # DEPENDENCYPART_SIBL
(23,7),(23,11),0.190771 # DEPENDENCYPART_SIBL
(23,7),(23,13),0.190771 # DEPENDENCYPART_SIBL
(23,7),(23,14),0.0129962 # DEPENDENCYPART_SIBL
(23,7),(23,15),0.138025 # DEPENDENCYPART_SIBL
(23,7),(23,16),0.0129962 # DEPENDENCYPART_SIBL
(23,7),(23,17),0.464905 # DEPENDENCYPART_SIBL
(23,7),(23,18),0.158237 # DEPENDENCYPART_SIBL
(23,7),(23,19),0.0129962 # DEPENDENCYPART_SIBL
(23,7),(23,20),0.155842 # DEPENDENCYPART_SIBL
(23,7),(23,21),0.0128979 # DEPENDENCYPART_SIBL
(23,7),(23,22),0.136597 # DEPENDENCYPART_SIBL
(23,7),(23,24),-0.00331961 # DEPENDENCYPART_SIBL
(23,8),(23,9),0.481184 # DEPENDENCYPART_SIBL
(23,8),(23,11),0.641687 # DEPENDENCYPART_SIBL
(23,8),(23,13),0.641687 # DEPENDENCYPART_SIBL
(23,8),(23,14),-0.018106 # DEPENDENCYPART_SIBL
(23,8),(23,15),0.794005 # DEPENDENCYPART_SIBL
(23,8),(23,16),-0.018106 # DEPENDENCYPART_SIBL
(23,8),(23,17),0.481184 # DEPENDENCYPART_SIBL
(23,8),(23,18),0.0486207 # DEPENDENCYPART_SIBL
(23,8),(23,19),-0.0178519 # DEPENDENCYPART_SIBL
(23,8),(23,20),0.0462256 # DEPENDENCYPART_SIBL
(23,8),(23,21),-0.023663 # DEPENDENCYPART_SIBL
(23,8),(23,22),0.0403462 # DEPENDENCYPART_SIBL
(23,8),(23,24),0.00337853 # DEPENDENCYPART_SIBL
(23,9),(23,11),0.00488246 # DEPENDENCYPART_SIBL
(23,9),(23,13),0.00488246 # DEPENDENCYPART_SIBL
(23,9),(23,14),-0.0200475 # DEPENDENCYPART_SIBL
(23,9),(23,15),0.152665 # DEPENDENCYPART_SIBL
(23,9),(23,16),-0.0200475 # DEPENDENCYPART_SIBL
(23,9),(23,17),0.872954 # DEPENDENCYPART_SIBL
(23,9),(23,18),-0.0229381 # DEPENDENCYPART_SIBL
(23,9),(23,19),-0.0206085 # DEPENDENCYPART_SIBL
(23,9),(23,20),-0.0253322 # DEPENDENCYPART_SIBL
(23,9),(23,21),-0.0227284 # DEPENDENCYPART_SIBL
(23,9),(23,22),-0.0318261 # DEPENDENCYPART_SIBL
(23,9),(23,24),-0.0330674 # DEPENDENCYPART_SIBL
(23,11),(23,13),0.0456326 # DEPENDENCYPART_SIBL
(23,11),(23,14),0.0569251 # DEPENDENCYPART_SIBL
(23,11),(23,15),0.231586 # DEPENDENCYPART_SIBL
(23,11),(23,16),0.0569251 # DEPENDENCYPART_SIBL
(23,11),(23,17),0.0824612 # DEPENDENCYPART_SIBL
(23,11),(23,18),0.0277235 # DEPENDENCYPART_SIBL
(23,11),(23,19),0.0558032 # DEPENDENCYPART_SIBL
(23,11),(23,20),0.0253303 # DEPENDENCYPART_SIBL
(23,11),(23,21),0.0533619 # DEPENDENCYPART_SIBL
(23,11),(23,22),0.0180547 # DEPENDENCYPART_SIBL
(23,11),(23,24),-0.00844461 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.0569251 # DEPENDENCYPART_SIBL
(23,13),(23,15),0.231586 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.0569251 # DEPENDENCYPART_SIBL
(23,13),(23,17),0.0824612 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.0277235 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.0558032 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.0253303 # DEPENDENCYPART_SIBL
(23,13),(23,21),0.0533619 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.0180547 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.00844461 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.794005 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.018106 # DEPENDENCYPART_SIBL
(23,14),(23,17),0.481184 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.0486207 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.0178519 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.0462256 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.023663 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.0403462 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.00337853 # DEPENDENCYPART_SIBL
(23,15),(23,16),0.102991 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.266886 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.00529327 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.102969 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.00289823 # DEPENDENCYPART_SIBL
(23,15),(23,21),0.100075 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.00281383 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.00798823 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.481184 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.0486207 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.0178519 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.0462256 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.023663 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.0403462 # DEPENDENCYPART_SIBL
(23,16),(23,24),0.00337853 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.0229381 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.0206085 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.0253322 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.0227284 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.0318261 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0330674 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.00307419 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.0053523 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.00321513 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.00189766 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.00411379 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0462256 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.023663 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0403462 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.00337853 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.00319341 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.00187594 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.00411379 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0397851 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.000303311 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.00411481 # DEPENDENCYPART_SIBL
(24,4),(24,8),-0.018106 # DEPENDENCYPART_SIBL
(24,4),(24,9),0.481184 # DEPENDENCYPART_SIBL
(24,4),(24,10),-0.0182427 # DEPENDENCYPART_SIBL
(24,4),(24,11),0.641687 # DEPENDENCYPART_SIBL
(24,4),(24,12),-0.0205933 # DEPENDENCYPART_SIBL
(24,4),(24,13),0.641687 # DEPENDENCYPART_SIBL
(24,4),(24,14),-0.018106 # DEPENDENCYPART_SIBL
(24,4),(24,15),0.794005 # DEPENDENCYPART_SIBL
(24,4),(24,16),-0.018106 # DEPENDENCYPART_SIBL
(24,4),(24,17),0.481184 # DEPENDENCYPART_SIBL
(24,4),(24,18),0.0486207 # DEPENDENCYPART_SIBL
(24,4),(24,19),-0.0178519 # DEPENDENCYPART_SIBL
(24,4),(24,20),0.0462256 # DEPENDENCYPART_SIBL
(24,4),(24,21),-0.023663 # DEPENDENCYPART_SIBL
(24,4),(24,22),0.0403462 # DEPENDENCYPART_SIBL
(24,4),(24,23),-0.0181931 # DEPENDENCYPART_SIBL
(24,4),(24,25),0.00337853 # DEPENDENCYPART_SIBL
(24,8),(24,9),0.481184 # DEPENDENCYPART_SIBL
(24,8),(24,10),-0.0182427 # DEPENDENCYPART_SIBL
(24,8),(24,11),0.641687 # DEPENDENCYPART_SIBL
(24,8),(24,12),-0.0205933 # DEPENDENCYPART_SIBL
(24,8),(24,13),0.641687 # DEPENDENCYPART_SIBL
(24,8),(24,14),-0.018106 # DEPENDENCYPART_SIBL
(24,8),(24,15),0.794005 # DEPENDENCYPART_SIBL
(24,8),(24,16),-0.018106 # DEPENDENCYPART_SIBL
(24,8),(24,17),0.481184 # DEPENDENCYPART_SIBL
(24,8),(24,18),0.0486207 # DEPENDENCYPART_SIBL
(24,8),(24,19),-0.0178519 # DEPENDENCYPART_SIBL
(24,8),(24,20),0.0462256 # DEPENDENCYPART_SIBL
(24,8),(24,21),-0.023663 # DEPENDENCYPART_SIBL
(24,8),(24,22),0.0403462 # DEPENDENCYPART_SIBL
(24,8),(24,23),-0.0181931 # DEPENDENCYPART_SIBL
(24,8),(24,25),0.00337853 # DEPENDENCYPART_SIBL
(24,9),(24,10),-0.0201841 # DEPENDENCYPART_SIBL
(24,9),(24,11),0.00488246 # DEPENDENCYPART_SIBL
(24,9),(24,12),-0.0218326 # DEPENDENCYPART_SIBL
(24,9),(24,13),0.00488246 # DEPENDENCYPART_SIBL
(24,9),(24,14),-0.0200475 # DEPENDENCYPART_SIBL
(24,9),(24,15),0.152665 # DEPENDENCYPART_SIBL
(24,9),(24,16),-0.0200475 # DEPENDENCYPART_SIBL
(24,9),(24,17),0.872954 # DEPENDENCYPART_SIBL
(24,9),(24,18),-0.0229381 # DEPENDENCYPART_SIBL
(24,9),(24,19),-0.0206085 # DEPENDENCYPART_SIBL
(24,9),(24,20),-0.0253322 # DEPENDENCYPART_SIBL
(24,9),(24,21),-0.0227284 # DEPENDENCYPART_SIBL
(24,9),(24,22),-0.0318261 # DEPENDENCYPART_SIBL
(24,9),(24,23),-0.0185093 # DEPENDENCYPART_SIBL
(24,9),(24,25),-0.0330674 # DEPENDENCYPART_SIBL
(24,10),(24,11),0.641687 # DEPENDENCYPART_SIBL
(24,10),(24,12),-0.0205933 # DEPENDENCYPART_SIBL
(24,10),(24,13),0.641687 # DEPENDENCYPART_SIBL
(24,10),(24,14),-0.018106 # DEPENDENCYPART_SIBL
(24,10),(24,15),0.794005 # DEPENDENCYPART_SIBL
(24,10),(24,16),-0.018106 # DEPENDENCYPART_SIBL
(24,10),(24,17),0.481184 # DEPENDENCYPART_SIBL
(24,10),(24,18),0.0486207 # DEPENDENCYPART_SIBL
(24,10),(24,19),-0.0178519 # DEPENDENCYPART_SIBL
(24,10),(24,20),0.0462256 # DEPENDENCYPART_SIBL
(24,10),(24,21),-0.023663 # DEPENDENCYPART_SIBL
(24,10),(24,22),0.0403462 # DEPENDENCYPART_SIBL
(24,10),(24,23),-0.0181931 # DEPENDENCYPART_SIBL
(24,10),(24,25),0.00337845 # DEPENDENCYPART_SIBL
(24,11),(24,12),0.0551357 # DEPENDENCYPART_SIBL
(24,11),(24,13),0.0456326 # DEPENDENCYPART_SIBL
(24,11),(24,14),0.0569251 # DEPENDENCYPART_SIBL
(24,11),(24,15),0.231586 # DEPENDENCYPART_SIBL
(24,11),(24,16),0.0569251 # DEPENDENCYPART_SIBL
(24,11),(24,17),0.0824612 # DEPENDENCYPART_SIBL
(24,11),(24,18),0.0277235 # DEPENDENCYPART_SIBL
(24,11),(24,19),0.0558032 # DEPENDENCYPART_SIBL
(24,11),(24,20),0.0253303 # DEPENDENCYPART_SIBL
(24,11),(24,21),0.0533619 # DEPENDENCYPART_SIBL
(24,11),(24,22),0.0180547 # DEPENDENCYPART_SIBL
(24,11),(24,23),0.0600015 # DEPENDENCYPART_SIBL
(24,11),(24,25),-0.00844461 # DEPENDENCYPART_SIBL
(24,12),(24,13),0.641687 # DEPENDENCYPART_SIBL
(24,12),(24,14),-0.018106 # DEPENDENCYPART_SIBL
(24,12),(24,15),0.794005 # DEPENDENCYPART_SIBL
(24,12),(24,16),-0.018106 # DEPENDENCYPART_SIBL
(24,12),(24,17),0.481184 # DEPENDENCYPART_SIBL
(24,12),(24,18),0.0486207 # DEPENDENCYPART_SIBL
(24,12),(24,19),-0.0178519 # DEPENDENCYPART_SIBL
(24,12),(24,20),0.0462256 # DEPENDENCYPART_SIBL
(24,12),(24,21),-0.023663 # DEPENDENCYPART_SIBL
(24,12),(24,22),0.0403462 # DEPENDENCYPART_SIBL
(24,12),(24,23),-0.0181931 # DEPENDENCYPART_SIBL
(24,12),(24,25),0.00336093 # DEPENDENCYPART_SIBL
(24,13),(24,14),0.0569251 # DEPENDENCYPART_SIBL
(24,13),(24,15),0.231586 # DEPENDENCYPART_SIBL
(24,13),(24,16),0.0569251 # DEPENDENCYPART_SIBL
(24,13),(24,17),0.0824612 # DEPENDENCYPART_SIBL
(24,13),(24,18),0.0277235 # DEPENDENCYPART_SIBL
(24,13),(24,19),0.0558032 # DEPENDENCYPART_SIBL
(24,13),(24,20),0.0253303 # DEPENDENCYPART_SIBL
(24,13),(24,21),0.0533619 # DEPENDENCYPART_SIBL
(24,13),(24,22),0.0180547 # DEPENDENCYPART_SIBL
(24,13),(24,23),0.0600015 # DEPENDENCYPART_SIBL
(24,13),(24,25),-0.00844461 # DEPENDENCYPART_SIBL
(24,14),(24,15),0.794005 # DEPENDENCYPART_SIBL
(24,14),(24,16),-0.018106 # DEPENDENCYPART_SIBL
(24,14),(24,17),0.481184 # DEPENDENCYPART_SIBL
(24,14),(24,18),0.0486207 # DEPENDENCYPART_SIBL
(24,14),(24,19),-0.0178519 # DEPENDENCYPART_SIBL
(24,14),(24,20),0.0462256 # DEPENDENCYPART_SIBL
(24,14),(24,21),-0.023663 # DEPENDENCYPART_SIBL
(24,14),(24,22),0.0403462 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.0181931 # DEPENDENCYPART_SIBL
(24,14),(24,25),0.00337853 # DEPENDENCYPART_SIBL
(24,15),(24,16),0.102991 # DEPENDENCYPART_SIBL
(24,15),(24,17),0.266886 # DEPENDENCYPART_SIBL
(24,15),(24,18),0.00529327 # DEPENDENCYPART_SIBL
(24,15),(24,19),0.102969 # DEPENDENCYPART_SIBL
(24,15),(24,20),0.00289823 # DEPENDENCYPART_SIBL
(24,15),(24,21),0.100075 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.00281383 # DEPENDENCYPART_SIBL
(24,15),(24,23),0.103256 # DEPENDENCYPART_SIBL
(24,15),(24,25),-0.00798823 # DEPENDENCYPART_SIBL
(24,16),(24,17),0.481184 # DEPENDENCYPART_SIBL
(24,16),(24,18),0.0486207 # DEPENDENCYPART_SIBL
(24,16),(24,19),-0.0178519 # DEPENDENCYPART_SIBL
(24,16),(24,20),0.0462256 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.023663 # DEPENDENCYPART_SIBL
(24,16),(24,22),0.0403462 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.0181931 # DEPENDENCYPART_SIBL
(24,16),(24,25),0.00337853 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.0229381 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.0206085 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.0253322 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.0227284 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0318261 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.0185093 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.0330674 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.00307419 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.0053523 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.00321513 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.00189766 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.00307413 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.00411379 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.0462256 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.023663 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.0403462 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.0181931 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.00337853 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.00319341 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.00187594 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.00305242 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.00411379 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0397851 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0209618 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.000303311 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.00157616 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.00411481 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.00364423 # DEPENDENCYPART_SIBL
(25,8),(25,9),0.481184 # DEPENDENCYPART_SIBL
(25,8),(25,10),-0.0182427 # DEPENDENCYPART_SIBL
(25,8),(25,11),0.641687 # DEPENDENCYPART_SIBL
(25,8),(25,12),-0.0205933 # DEPENDENCYPART_SIBL
(25,8),(25,13),0.641687 # DEPENDENCYPART_SIBL
(25,8),(25,14),-0.018106 # DEPENDENCYPART_SIBL
(25,8),(25,15),0.794005 # DEPENDENCYPART_SIBL
(25,8),(25,16),-0.018106 # DEPENDENCYPART_SIBL
(25,8),(25,17),0.481184 # DEPENDENCYPART_SIBL
(25,8),(25,18),0.0486207 # DEPENDENCYPART_SIBL
(25,8),(25,19),-0.0178519 # DEPENDENCYPART_SIBL
(25,8),(25,20),0.0462256 # DEPENDENCYPART_SIBL
(25,8),(25,21),-0.023663 # DEPENDENCYPART_SIBL
(25,8),(25,22),0.0403462 # DEPENDENCYPART_SIBL
(25,8),(25,23),-0.0181931 # DEPENDENCYPART_SIBL
(25,8),(25,24),-0.018106 # DEPENDENCYPART_SIBL
(25,8),(25,26),0.041682 # DEPENDENCYPART_SIBL
(25,9),(25,10),-0.0201841 # DEPENDENCYPART_SIBL
(25,9),(25,11),0.00488246 # DEPENDENCYPART_SIBL
(25,9),(25,12),-0.0218326 # DEPENDENCYPART_SIBL
(25,9),(25,13),0.00488246 # DEPENDENCYPART_SIBL
(25,9),(25,14),-0.0200475 # DEPENDENCYPART_SIBL
(25,9),(25,15),0.152665 # DEPENDENCYPART_SIBL
