# _root_ A Gazdasági_Minisztérium utasítja az ITD_Hungary vezérigazgatóját , hogy dolgozzanak ki olyan térségi programokat , amelyek lehetővé teszik a bányászok foglalkoztatását .
#goldHeads=2,3,0,5,6,3,3,3,3,9,13,13,9,9,17,17,11,19,20,17,3,
#predictedHeads=2,3,0,5,6,3,3,3,3,9,13,13,9,9,17,17,11,19,20,17,3,
(9,2),(2,3),-0.635994 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.32077 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.259735 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.397013 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.65495 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-0.913281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,11),-0.117342 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.284521 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-0.787488 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-1.15903 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.28469 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.532236 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.619173 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.40867 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.347636 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.54251 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.731078 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-0.687649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),0.104466 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),0.21409 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),0.0206904 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),0.160347 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.318067 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),0.0833668 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.18858 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.561858 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.258962 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-0.0900471 # DEPENDENCYPART_GRANDPAR
(9,3),(3,21),-0.872948 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.271577 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.498959 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.913281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,1),-0.271577 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.478597 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.635123 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.498959 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.314211 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.397013 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.913281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,13),-0.284521 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.787488 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.534407 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-1.15903 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.865238 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-1.20946 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.697093 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.636059 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.788382 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.00824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.274078 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.326824 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.273217 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.579484 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.535754 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.882451 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.523095 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-1.17572 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.983214 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.561236 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.729635 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.990651 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.458666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,13),0.263443 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.173439 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.157377 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),0.0140287 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.774031 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.566252 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.417748 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.356713 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.478688 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.748671 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.494785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,12),0.174499 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.290422 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.184956 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.273185 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.0333405 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.271757 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.130397 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),0.0410078 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.721775 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.927253 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.03968 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.757198 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.696164 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.795878 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.06257 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.136955 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.297759 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.192461 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.064538 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.397307 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.880219 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.09581 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.13997 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.10031 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.925757 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.864723 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.899751 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.15537 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.40952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),0.438224 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.251651 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.101566 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.317568 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.0371105 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.285031 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.0920051 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),0.0772249 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.729752 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.00518692 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.0857827 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),0.0856218 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-1.06257 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.296805 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.111813 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.190549 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.158621 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.126823 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.264161 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.0902568 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.559798 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.651838 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.914502 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.782412 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.481782 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.420748 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.658775 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.981039 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.463357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.103532 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.245946 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.126972 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.244923 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.195544 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.152735 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.0901865 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.0502631 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.14026 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),0.0311448 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.751113 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),0.438439 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.247477 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.0343132 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.00230954 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),-0.925757 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),0.438439 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),0.319067 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.0564689 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),0.247477 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),0.0343133 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.285331 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.0117071 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.104288 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.72984 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.110143 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.208487 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.156533 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.160573 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.104656 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.187409 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.182062 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.156731 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-0.877176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.295637 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.437959 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.5011 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.541504 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.345793 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.556241 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.527451 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-0.722086 # DEPENDENCYPART_GRANDPAR
(10,3),(3,20),-0.740676 # DEPENDENCYPART_GRANDPAR
(10,3),(3,21),-0.830511 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.159599 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.26711 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.200259 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.148498 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.211384 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.00594339 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.116088 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.514555 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.471558 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.753877 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.821617 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.266443 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.289914 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.208871 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.152954 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.222604 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.17858 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.874075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.439382 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.484671 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.487203 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.557493 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.517119 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.723985 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.814309 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.110143 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.208487 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.165596 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.146173 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.150916 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0949987 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.123514 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.114944 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.877176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.295637 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.437959 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.5011 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.541504 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.345793 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.556241 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.527451 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.722086 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.740676 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.830511 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.5243 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.657504 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.536392 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.524285 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.599932 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.544015 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.455038 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.527098 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.526395 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.104127 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.027546 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.186995 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0249238 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.220433 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.137126 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.346344 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.36533 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.53796 # DEPENDENCYPART_GRANDPAR
(10,19),(19,11),0.104127 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),0.0167962 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.147194 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.18542 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-0.599932 # DEPENDENCYPART_GRANDPAR
(10,20),(20,11),0.104127 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),0.0186663 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.0451595 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),0.0167962 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.147194 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.0612515 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.194817 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.202606 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.53796 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.34509 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.320088 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.385438 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.26153 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.122391 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.421418 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.366397 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.342879 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.128009 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.803854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.283446 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.657983 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.469941 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.0968528 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.214349 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-0.481492 # DEPENDENCYPART_GRANDPAR
(11,3),(3,19),-0.462063 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-0.282554 # DEPENDENCYPART_GRANDPAR
(11,3),(3,21),-0.850819 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.366484 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.425811 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.412861 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.366484 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.375189 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.208292 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.425811 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.341077 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.368884 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.412861 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.633809 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.393634 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.258126 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.810767 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.516732 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.378507 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.480774 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.341634 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.56658 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.531028 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.345693 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),-0.25796 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.609773 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.388492 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.188692 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.443119 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.234081 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.808096 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.34509 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.320088 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.143801 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.410128 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.28413 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.144991 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.430269 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.384727 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.128009 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.803854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.283446 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.657983 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.469941 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.0968528 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.214349 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.481492 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.462063 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.282554 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.850819 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.832764 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.616627 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.796806 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.657667 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.749518 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.788269 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.650484 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.388815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),-0.0160809 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.197727 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.00464505 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.757967 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.886253 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.624284 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.804144 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.850295 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.711156 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.763487 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.792594 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.821193 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.35657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.184144 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0141777 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.338441 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.187941 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.0238454 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.072106 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),0.251092 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.483686 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.122773 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.0037128 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),0.175796 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.788269 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.388818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.106466 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.234262 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.122675 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.330486 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.0573283 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),0.239337 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.770888 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.910792 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.712137 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.819763 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.874834 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.735694 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.84401 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.914624 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.909047 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.699889 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.29434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.275969 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.0373338 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.0435837 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.500904 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.349406 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.192064 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.126375 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),0.305884 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.412984 # DEPENDENCYPART_GRANDPAR
