# _root_ A Kreml 234 szobáját egy 180_millió dolláros megrendelés keretében rekordidő , nyolc hónap alatt varázsolta újjá , s ezért magától Jelcintől vehetett át kitüntetést .
#goldHeads=2,4,4,15,8,7,8,9,15,14,14,13,14,15,18,15,18,0,22,22,22,18,22,22,18,
#predictedHeads=2,4,4,15,8,7,8,9,15,15,15,13,14,15,18,15,18,0,22,21,22,18,22,22,18,
(9,4),(4,22),-0.811265 # DEPENDENCYPART_GRANDPAR
(9,4),(4,25),-1.00574 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.33454 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-1.03192 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.244972 # DEPENDENCYPART_GRANDPAR
(9,6),(6,25),-0.96426 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),0.0750816 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.00311775 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.00546742 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.753161 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.255532 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.180696 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.0660374 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.181304 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.14394 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.924444 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.290125 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0312883 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.292408 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.519289 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.659103 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.604857 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.40179 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.300252 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.429628 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.173884 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.52911 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.835595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.303306 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.166889 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0860959 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.15525 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.158019 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.406284 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),-0.609474 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.918806 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.320861 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.119231 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.329736 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-0.916187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.474124 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.254276 # DEPENDENCYPART_GRANDPAR
(10,2),(2,22),-0.370564 # DEPENDENCYPART_GRANDPAR
(10,2),(2,25),-0.791794 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-1.15789 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.371969 # DEPENDENCYPART_GRANDPAR
(10,3),(3,25),-0.750312 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.918151 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.266589 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.305607 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.145925 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.236328 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.183367 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.329742 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.916187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.474124 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.254276 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.344528 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.302373 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.502605 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.358809 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.380169 # DEPENDENCYPART_GRANDPAR
(10,4),(4,22),-0.370564 # DEPENDENCYPART_GRANDPAR
(10,4),(4,25),-0.791794 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.296135 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.347222 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.203699 # DEPENDENCYPART_GRANDPAR
(10,6),(6,25),-0.750312 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.908509 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.0879773 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.155702 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.0684578 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.267327 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0192327 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.918151 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.266589 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.305607 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.240166 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.233439 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.130673 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.339602 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.918153 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.266678 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.305609 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.240255 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.233441 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.130675 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.339642 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.062337 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.916187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,8),-0.293519 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.147126 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.387448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.0847803 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.0629235 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.0930088 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.101306 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.18591 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.503852 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.50278 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.744037 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.766027 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.822907 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.591092 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.804562 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.414565 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.268176 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.297143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.0605467 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.218551 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.599163 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.532547 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.709034 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.296571 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.150181 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.409311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.111193 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.140499 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.161957 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.0230511 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.0393669 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),0.017375 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.0171124 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.0755266 # DEPENDENCYPART_GRANDPAR
(10,22),(22,2),-0.682481 # DEPENDENCYPART_GRANDPAR
(10,22),(22,3),-0.695866 # DEPENDENCYPART_GRANDPAR
(10,22),(22,4),-0.655601 # DEPENDENCYPART_GRANDPAR
(10,22),(22,6),-0.520931 # DEPENDENCYPART_GRANDPAR
(10,22),(22,7),-0.73059 # DEPENDENCYPART_GRANDPAR
(10,22),(22,8),-0.353009 # DEPENDENCYPART_GRANDPAR
(10,22),(22,9),-0.207315 # DEPENDENCYPART_GRANDPAR
(10,22),(22,10),-0.475935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,22),(22,11),-0.201619 # DEPENDENCYPART_GRANDPAR
(10,22),(22,12),0.183073 # DEPENDENCYPART_GRANDPAR
(10,22),(22,13),0.0927705 # DEPENDENCYPART_GRANDPAR
(10,22),(22,14),0.0914566 # DEPENDENCYPART_GRANDPAR
(10,22),(22,15),-0.10035 # DEPENDENCYPART_GRANDPAR
(10,22),(22,16),-0.00336026 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),-0.0863038 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),-0.00342407 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),-0.0180086 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),0.0500584 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.0224555 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.0610663 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.0570785 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),-0.412876 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.181799 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.477033 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.365983 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.366061 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.153081 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.346859 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.517135 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.1818 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.477119 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.365984 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.366147 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.153082 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.346859 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.517173 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.234477 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.151982 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.181799 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.477033 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.365983 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.366061 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.153081 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.346859 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.517135 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.234391 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.360683 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.297315 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.895213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.554967 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.537593 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.688065 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.481761 # DEPENDENCYPART_GRANDPAR
(12,10),(10,25),-0.953832 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),-0.167547 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.331567 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.321403 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.43307 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.436672 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.364615 # DEPENDENCYPART_GRANDPAR
(12,22),(22,2),-0.905287 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-0.697189 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),-0.795511 # DEPENDENCYPART_GRANDPAR
(12,22),(22,6),-0.678064 # DEPENDENCYPART_GRANDPAR
(12,22),(22,7),-0.889139 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-0.663841 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-0.79084 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-0.616281 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),-0.695587 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.511078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),-0.148502 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),-0.162108 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),-0.192602 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),-0.301043 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.423848 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.324242 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.448446 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.445139 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.425895 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.406413 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.31826 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.564835 # DEPENDENCYPART_GRANDPAR
(12,24),(24,12),-0.50318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,24),(24,15),-0.167547 # DEPENDENCYPART_GRANDPAR
(12,24),(24,18),-0.321403 # DEPENDENCYPART_GRANDPAR
(12,24),(24,19),-0.43307 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),-0.436672 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),-0.348144 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.442651 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-1.10842 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.390791 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.359007 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.0936176 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.330469 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.432631 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),-0.261291 # DEPENDENCYPART_GRANDPAR
(13,2),(2,22),-0.618875 # DEPENDENCYPART_GRANDPAR
(13,2),(2,25),-1.0096 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-1.34692 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.69923 # DEPENDENCYPART_GRANDPAR
(13,3),(3,25),-0.96812 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.656279 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.590847 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.229097 # DEPENDENCYPART_GRANDPAR
(13,6),(6,25),-0.96812 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-1.09626 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.412687 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.227137 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.309531 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.519673 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.258023 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-1.10776 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.59292 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.380169 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.482861 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.487527 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.411055 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.70137 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-1.10777 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.593009 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.380171 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.48295 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.48753 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.411057 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.70141 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.375442 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.33091 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-1.10776 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.59292 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.380169 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.482861 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.487527 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.411055 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.70137 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.375353 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.214591 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.43263 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.261289 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.12838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.55169 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.656106 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.618875 # DEPENDENCYPART_GRANDPAR
(13,10),(10,25),-1.0096 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.483575 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.322808 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.562545 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.539056 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.606428 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.600547 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.574814 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-0.721753 # DEPENDENCYPART_GRANDPAR
(13,12),(12,25),-0.96812 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.876765 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.32327 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.109021 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.0920429 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.374009 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.249135 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.252295 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.173615 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.123254 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),0.272337 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),0.24173 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.799116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),-0.359156 # DEPENDENCYPART_GRANDPAR
(14,4),(4,17),-0.490254 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),-0.460195 # DEPENDENCYPART_GRANDPAR
(14,4),(4,22),-0.219622 # DEPENDENCYPART_GRANDPAR
(14,4),(4,25),-0.588715 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.403073 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.336445 # DEPENDENCYPART_GRANDPAR
(14,6),(6,25),-0.576052 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.715977 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.331336 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.0645939 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.371613 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.0909365 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.0300268 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.876765 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.32327 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.109021 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.359738 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),0.0430551 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.0144006 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.282337 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.876766 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.323356 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.109022 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.359824 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),0.0430537 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.0144011 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.282375 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.222921 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.174046 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.876765 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.32327 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.109021 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.359738 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),0.0430551 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.0144006 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.282337 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.222835 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.225991 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.123254 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.272337 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.24173 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.799116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,17),-0.490254 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.219622 # DEPENDENCYPART_GRANDPAR
(14,10),(10,25),-0.588715 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.267957 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.27111 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.192438 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.11652 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.464757 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.47419 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.201442 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-0.486615 # DEPENDENCYPART_GRANDPAR
(14,12),(12,25),-0.576052 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.887164 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.328418 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.116358 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),0.0325033 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.0217373 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.29037 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.227983 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.23114 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.152464 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0818241 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.358707 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.731792 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.504823 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.769456 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.410203 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.698914 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.632553 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.635705 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.557033 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.447748 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.0450515 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.145218 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.466146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.00221562 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.093347 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.155591 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.179793 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),0.0578243 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.192218 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.193434 # DEPENDENCYPART_GRANDPAR
(14,21),(21,15),-0.0249992 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.151464 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.102308 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.117672 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.0878131 # DEPENDENCYPART_GRANDPAR
