# _root_ — Ha bármilyen módon tudomásunkra jutott , hogy egy elhunyt nem járul hozzá szervei átültetéséhez , eddig sem nyúltunk a tetemhez .
#goldHeads=19,19,4,6,6,19,6,6,10,12,12,6,12,15,12,19,19,19,0,21,19,19,
#predictedHeads=6,6,4,6,6,0,6,6,10,12,12,6,12,15,12,12,19,19,12,21,19,6,
(10,8),(8,10),-0.969356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.798559 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.418414 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.616901 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.74646 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.472354 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.53659 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.735782 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-0.837814 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.643159 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.843395 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.415076 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.544698 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.529818 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.441973 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.427455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.0293844 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.344474 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.0748666 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0758841 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.127064 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.0929053 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.100253 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.310378 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.469701 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.446939 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.272244 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.276417 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.0151974 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.399528 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.134814 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.227474 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.0969636 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.0980556 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.230856 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.0682609 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.108126 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.925324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.511873 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.553786 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.595057 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.724538 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.663616 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.569007 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.563526 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.57736 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.852432 # DEPENDENCYPART_GRANDPAR
(11,6),(6,22),-0.825778 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.396591 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.21656 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.159281 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.151739 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.291898 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.249649 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0961046 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),-0.502744 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.556113 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.579779 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.70926 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.61075 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.568232 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.837154 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-0.811035 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.278319 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.231203 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.227886 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.167388 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.216802 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.737545 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.530079 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.60405 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.553955 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.44661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.0421531 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.162883 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.345158 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.329494 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.196528 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.530079 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.588462 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.559186 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.494313 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.40644 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.60405 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.553955 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.44661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.0421531 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.162883 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0308765 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.350902 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.329494 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.196528 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.473052 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.542751 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.770552 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-0.616345 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.573744 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.569829 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.611136 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.540479 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.494834 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.594179 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.539789 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.479955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.0927812 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.158346 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.159927 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.289408 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.355342 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.194577 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.154175 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.141528 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.386351 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.43683 # DEPENDENCYPART_GRANDPAR
(11,21),(21,9),-0.60405 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.191231 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.172075 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.160326 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.230879 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.332913 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.331249 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.234979 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.43233 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.348569 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.079204 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.3622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,14),-0.253381 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-0.571148 # DEPENDENCYPART_GRANDPAR
(12,2),(2,19),-0.258921 # DEPENDENCYPART_GRANDPAR
(12,2),(2,21),-0.405559 # DEPENDENCYPART_GRANDPAR
(12,2),(2,22),-1.2036 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.143321 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.259149 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),0.103062 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.0827423 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.128677 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.248404 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),0.104615 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.0842566 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.136597 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.30657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,19),-0.203291 # DEPENDENCYPART_GRANDPAR
(12,5),(5,22),-1.21817 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.216994 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.216439 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),0.0570076 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.116451 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.123338 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.279812 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.194781 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.075341 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.0169029 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.08195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.0105555 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),0.127539 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),0.20147 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.343884 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.0137338 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),0.0828206 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),0.0213322 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.0246391 # DEPENDENCYPART_GRANDPAR
(12,6),(6,22),-0.932635 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.308617 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.514247 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.465679 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.462202 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.625486 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.527967 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.183202 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.40154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.396579 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.303708 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.229776 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.604755 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.298254 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.455885 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-1.23486 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),0.104381 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.044881 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.185651 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.218525 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.438078 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.241089 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.181218 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.298327 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.199795 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.314837 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.238863 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0486057 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),0.00322158 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),0.0771529 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.406631 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.0395611 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.148956 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-1.04134 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.460548 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.513466 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.365644 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.385886 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.459477 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.448099 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.12239 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.1811 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.843046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.233885 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.307817 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.185594 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),0.0817077 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.688027 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.177487 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.446713 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.396723 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.802597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.000799831 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.370457 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0735171 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.301555 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.688027 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.689968 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.553055 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.639335 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.621542 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.177487 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.446713 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.396723 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.802597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.000799831 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.289967 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.130683 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.0735171 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.301555 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),0.144348 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.78898 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.385351 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.447599 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.843544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,14),0.169165 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.243097 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.194546 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.23771 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),0.0767022 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.823662 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.460456 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.123577 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.180192 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.15514 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.229071 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.2314 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.0723691 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),0.0230493 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.845027 # DEPENDENCYPART_GRANDPAR
(12,19),(19,1),-0.472701 # DEPENDENCYPART_GRANDPAR
(12,19),(19,2),-0.513377 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-0.244489 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.246506 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.32087 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-0.398195 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.447045 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),0.128806 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.00235259 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.180166 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.857839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),-0.0292061 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.202067 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.275998 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.227237 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.0849506 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.121826 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.320358 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),0.094469 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.807369 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-0.177487 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.0404655 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.127329 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.381488 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.405383 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.270155 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.273774 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.228891 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.253454 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.157535 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.141817 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),-0.239209 # DEPENDENCYPART_GRANDPAR
(13,2),(2,14),-0.256642 # DEPENDENCYPART_GRANDPAR
(13,2),(2,16),-0.417279 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-0.494724 # DEPENDENCYPART_GRANDPAR
(13,2),(2,21),-0.632475 # DEPENDENCYPART_GRANDPAR
(13,2),(2,22),-0.775488 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.435458 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.311826 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.321179 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.194864 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.411717 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.191971 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.276385 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.249019 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.255989 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.289349 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.137039 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.126519 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.174942 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.20737 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.835339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.286007 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.468355 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.474524 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.39518 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.403814 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.512603 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-0.66184 # DEPENDENCYPART_GRANDPAR
(13,6),(6,22),-0.792511 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.422342 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.280932 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.325219 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.323556 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.33689 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.335635 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.133335 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.243361 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.836517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.268462 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.450809 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.420506 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.502327 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),-0.644295 # DEPENDENCYPART_GRANDPAR
(13,8),(8,22),-0.776593 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.323081 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.246418 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.266921 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.250223 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.101034 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.480757 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.384421 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.363759 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.284545 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.256155 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.171582 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.229719 # DEPENDENCYPART_GRANDPAR
(13,11),(11,14),-0.213632 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.39598 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.416002 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.458477 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.589465 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-0.777133 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.41375 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.190631 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.276927 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.255868 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.262838 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.211088 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.234587 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.0799726 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.110504 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.133444 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.2273 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.835296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.284849 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.467197 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.474512 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.395136 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.403771 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.51236 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.543411 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.660682 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.792498 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.575613 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.498027 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.583094 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.579301 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.591361 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.454203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.0941874 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.144327 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.122662 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.575613 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.713653 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.582872 # DEPENDENCYPART_GRANDPAR
