# _root_ Bár sokan emlegetik következő áldozatként a Hyundait , elemzők rámutatnak , hogy helyzete több szempontból sem hasonlítható a Daewooéhoz .
#goldHeads=10,3,10,5,3,7,3,10,10,0,10,10,10,15,10,10,10,19,10,10,
#predictedHeads=10,3,10,5,3,7,3,10,10,0,10,10,10,15,17,17,10,19,17,10,
(9,15),(15,8),-0.298482 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.34199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.14635 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.0480449 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.0923322 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.0771126 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.0434697 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.24485 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.521312 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.532402 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.484959 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.53522 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.201905 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.274649 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.428175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),-0.146101 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.0888157 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.080682 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.163494 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.0317191 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.174399 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.0383884 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.106241 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.266367 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.0870623 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.0723115 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.387726 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.0109493 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),0.0198843 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.1974 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.233185 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),0.0184815 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.200444 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.23774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.563784 # DEPENDENCYPART_GRANDPAR
(10,1),(1,12),-0.538481 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.299698 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.32804 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-0.604554 # DEPENDENCYPART_GRANDPAR
(10,1),(1,20),-1.03743 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.140973 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.111022 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.0781793 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.11867 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.132996 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.089225 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.02067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,12),-0.369781 # DEPENDENCYPART_GRANDPAR
(10,2),(2,20),-0.87644 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.155748 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.0512563 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.063226 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.0884063 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.235816 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.16326 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.123589 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),0.353763 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-0.962751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.340197 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.369235 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),0.0764969 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.139576 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),0.0474848 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),0.106435 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.301494 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),0.0258018 # DEPENDENCYPART_GRANDPAR
(10,3),(3,20),-0.769651 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.192575 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.0187968 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.0366231 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.1214 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.156058 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.05234 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.15137 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.0643027 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.155206 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.249095 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.0231996 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.435255 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.18838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,13),-0.367863 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.508737 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.396205 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-1.05573 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.0626188 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.0643027 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.0039867 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0809627 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.0231996 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.435255 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.18838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,14),-0.508737 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.418558 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.154487 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),0.0530076 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),0.152032 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),0.0651338 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.00463265 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0803174 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.256299 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0250777 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.581338 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.368076 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.508737 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.396418 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.658851 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.418771 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.61471 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.338998 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.447584 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.515473 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.596247 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.34458 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.499816 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.156579 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.945131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.491081 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.134006 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.332253 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.174521 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.480024 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.189894 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.836283 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.689605 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),-0.0785991 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.0437367 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.0779043 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.217944 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0717228 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),0.201382 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.623505 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.474764 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.707305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.19413 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0659609 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.175756 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.123723 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.626245 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.352621 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.689605 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.355893 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.479539 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.167893 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.689222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.0842869 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.0485569 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.232019 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0579113 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),0.196016 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.284423 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),0.155245 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),-0.228259 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.100879 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.107837 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.0724093 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.225822 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.682589 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.490759 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.20293 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.252335 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.439 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.187334 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.375666 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),0.000667665 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.743105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),-0.1798 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.123776 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.111465 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.145923 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.079959 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.184612 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),0.032403 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.696791 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.0310117 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),0.207261 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.0699749 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.143961 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.191407 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.159489 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),0.00510487 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.0911564 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.130017 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.0257305 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),-0.170179 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),-0.190167 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-0.864634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,13),-0.389221 # DEPENDENCYPART_GRANDPAR
(12,1),(1,15),-0.402481 # DEPENDENCYPART_GRANDPAR
(12,1),(1,17),-0.335817 # DEPENDENCYPART_GRANDPAR
(12,1),(1,20),-0.924529 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.283778 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.155935 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),0.0318562 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.0543783 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.0932389 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.0665277 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.166629 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-0.824632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,20),-0.896082 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.369139 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.0718908 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),0.0111897 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.0673465 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.308081 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.106207 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.0773617 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.0327401 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.265499 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.241798 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.19698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),-0.724316 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),-0.54709 # DEPENDENCYPART_GRANDPAR
(12,3),(3,15),-0.737911 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.619939 # DEPENDENCYPART_GRANDPAR
(12,3),(3,17),-0.562789 # DEPENDENCYPART_GRANDPAR
(12,3),(3,19),-0.772209 # DEPENDENCYPART_GRANDPAR
(12,3),(3,20),-1.15644 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.382566 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.13283 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.277054 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.0586327 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.341094 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.111382 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.174986 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.0303299 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.376675 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.133983 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.138934 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.0641198 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.293393 # DEPENDENCYPART_GRANDPAR
(12,5),(5,13),-0.407813 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.339593 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.421073 # DEPENDENCYPART_GRANDPAR
(12,5),(5,20),-0.906289 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),0.0303299 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),0.00774422 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.0778337 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.138934 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.0641198 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.293393 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.339593 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.455705 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.340654 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.111396 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.175007 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),0.0302405 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),0.00770572 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.077867 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.0311548 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.116727 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.303389 # DEPENDENCYPART_GRANDPAR
(12,9),(9,13),-0.408026 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.339594 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.421286 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.339901 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.455919 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.370493 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.0718908 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.190284 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),0.0168346 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.00180405 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.0799913 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.0406646 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.204401 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.0253441 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.240525 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.19698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.724316 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.54709 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.737911 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.619939 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.562789 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-1.28532 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.772209 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-1.15644 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.603028 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.744098 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.444944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.183678 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.347842 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.189396 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),0.317112 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.531993 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.774579 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.832131 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.710551 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.360294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.315709 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.278629 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.543321 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.849694 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.603028 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.800615 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.579662 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.728632 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.860389 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.744098 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.451357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.256159 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.0619807 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.318962 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.787836 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.578405 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.839702 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.70276 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.741621 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.559458 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.669636 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.850397 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.723894 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.356156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.336449 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.113445 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.323942 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.13771 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.234777 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.580902 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.246753 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.0493451 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.837763 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.693947 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.681228 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.706327 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.692781 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.77416 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.856294 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.727671 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.551841 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.526729 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.779613 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.557643 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.10688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.177488 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.6724 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.477533 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.737626 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.679173 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.954261 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.965869 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.753882 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.689971 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.63731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,19),-0.442924 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.434463 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.922201 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.789754 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-1.15204 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.7975 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.951038 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-1.00909 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.803301 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.729368 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.566321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.22968 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.32536 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.981531 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.975146 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.907597 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-1.21812 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-1.0895 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.773666 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.888501 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.994482 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.779468 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.71729 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.653063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.217546 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.21972 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.0623167 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.178197 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.259088 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.132022 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.0343562 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.358438 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.370419 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.418062 # DEPENDENCYPART_GRANDPAR
