# _root_ A francia hadseregben ma már mindenütt szolgálnak nők , még a haditengerészetnél és a légierőnél is , csak az idegenlégióban nem .
#goldHeads=3,3,7,7,7,7,0,7,7,16,12,13,16,15,13,7,7,21,20,21,7,7,
#predictedHeads=3,3,7,7,7,7,0,7,7,7,12,13,7,15,13,7,7,21,20,21,7,7,
(10,5),(5,13),-0.370696 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.540101 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.416876 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.54402 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-0.763757 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.0220052 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.413292 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.126549 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.20747 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.17828 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.12 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.156049 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.382627 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.834764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.265327 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.423512 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.405845 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.621005 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.495091 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.603298 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.476258 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.463474 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.618205 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.534089 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-0.779901 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.0832071 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.439805 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.205691 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.282689 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.282439 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.194875 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.123517 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.219934 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.84773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.437032 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.508611 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.543585 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.493811 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.631725 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-0.771311 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.53205 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.443628 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.645111 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.495406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.0972421 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.14119 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.535613 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.538136 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.506503 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.44921 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.49332 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.536741 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.635546 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.509284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.117858 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0806114 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.269226 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0300298 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.20588 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.163713 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.221431 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.153143 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.182283 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.407706 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.495406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.0972421 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.0644305 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.0372707 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.258436 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.269814 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.264304 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.535664 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.538421 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.506782 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.449494 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.48214 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.536792 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.635892 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.488998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.0698569 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.0448914 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.0309887 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.285821 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.116471 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.185892 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.283646 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.223339 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.2525 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.41654 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.444237 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.488147 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.632674 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.41384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,12),-0.0043643 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.0212364 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.0759436 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.126156 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.0858386 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.233355 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.464489 # DEPENDENCYPART_GRANDPAR
(10,20),(20,11),0.0972421 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),0.0644305 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),0.0372707 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.258436 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.00714873 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.180816 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.0057467 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.153244 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.242838 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.47852 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.775955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.106506 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.231628 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.464336 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.217886 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.306917 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-1.3069 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.858467 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.505119 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.353259 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.830478 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.561157 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.527322 # DEPENDENCYPART_GRANDPAR
(12,4),(4,13),-0.54774 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.619089 # DEPENDENCYPART_GRANDPAR
(12,4),(4,17),-0.700904 # DEPENDENCYPART_GRANDPAR
(12,4),(4,20),-1.04903 # DEPENDENCYPART_GRANDPAR
(12,4),(4,22),-0.914462 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-1.47239 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-1.28192 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.789947 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.722472 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.598673 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.715793 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.88926 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.668713 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.546236 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.674854 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.31038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.576823 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.617191 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.878627 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.676003 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.75215 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.646817 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-1.11574 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-0.778927 # DEPENDENCYPART_GRANDPAR
(12,7),(7,22),-0.924897 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.882736 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.781297 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.676895 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.503842 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.923259 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.610183 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.24476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.548182 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.813002 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.61953 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.701349 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.642377 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-1.05012 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.914905 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.828355 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.943935 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-1.08094 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.774006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.19682 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.248189 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.386202 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.700308 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.162752 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.1179 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.119277 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.187469 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.0461054 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-0.420876 # DEPENDENCYPART_GRANDPAR
(13,3),(3,22),-0.688938 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.0836092 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.124548 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.062433 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.0539419 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.0535373 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.115259 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.0322241 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-0.961291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,16),-0.462369 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),-0.560471 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-0.906415 # DEPENDENCYPART_GRANDPAR
(13,4),(4,22),-0.671102 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.0879265 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.133136 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),0.0191677 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.046531 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.057809 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.119094 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.0249614 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.127961 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.961739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,16),-0.46281 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.560898 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-0.908239 # DEPENDENCYPART_GRANDPAR
(13,5),(5,22),-0.671527 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.107488 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.0750128 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.0474744 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.120245 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.0347385 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.164139 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),0.106236 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.0231094 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.00459547 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.128527 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.195128 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.102921 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.0284462 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.0672279 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.3136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.179393 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-1.19344 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.843394 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.926708 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.696511 # DEPENDENCYPART_GRANDPAR
(13,7),(7,20),-1.37497 # DEPENDENCYPART_GRANDPAR
(13,7),(7,21),-0.99106 # DEPENDENCYPART_GRANDPAR
(13,7),(7,22),-0.972326 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.156107 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.107799 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.201197 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.0135237 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.133199 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.106 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0530724 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.133309 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.105891 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.160222 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.831684 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.475904 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.420876 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-1.01321 # DEPENDENCYPART_GRANDPAR
(13,8),(8,22),-0.688939 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.118698 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),0.0419352 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.0748139 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.0145313 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.00105177 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0376803 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.129095 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.961519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),-0.725436 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.462593 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.560703 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.366427 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.906965 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.671331 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.718198 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.0186066 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.0589075 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.171929 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.100439 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.0787823 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.831683 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.492922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),-0.0648807 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.132703 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.532891 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.405012 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.639243 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.502553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.522355 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.0190322 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.27796 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.922828 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.539068 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.625894 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.610108 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.733125 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.81298 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.636101 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.565926 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.379243 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.620448 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.420099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.624971 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.00442419 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.163072 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.0445424 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.218734 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.111407 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.238243 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.643485 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.727507 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.592307 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.494178 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.534975 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.359398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,15),-0.00396576 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.243761 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.0365738 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.151948 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.255674 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.405012 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.639243 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.502553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),0.522355 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.0339945 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.0117042 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.108677 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.00281294 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.313778 # DEPENDENCYPART_GRANDPAR
(13,21),(21,3),-0.837518 # DEPENDENCYPART_GRANDPAR
(13,21),(21,8),-0.727672 # DEPENDENCYPART_GRANDPAR
(13,21),(21,9),-0.591671 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.535139 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),-0.0126904 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.08088 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),0.186779 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.19422 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.258143 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.547897 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.392182 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.372187 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.364056 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.283003 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.451084 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.32699 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.279536 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.237738 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.313151 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.919518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.414347 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.471332 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.43965 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.406515 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.536232 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.3131 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.53591 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.906265 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.683335 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.665477 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.657127 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.637896 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.812076 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.559576 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.570055 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.536413 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.67152 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.545687 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.613385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0239582 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.190589 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.150608 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.189087 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.0582555 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.164516 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.957155 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.812426 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.667703 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.486224 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-1.04015 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.545954 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.483563 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.486099 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.13161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.463772 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.642462 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.452226 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.896018 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.744327 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.14696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,4),-0.688763 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.377389 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.50476 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.577187 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.549602 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.25879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
