# _root_ Olyanok is egyszerűen együtt élnek csak , akiknek semmi kifogásuk sincs sem az egyházi , sem a világi esküvő ellen — írja Trost .
#goldHeads=5,5,5,5,22,5,5,11,10,11,1,11,11,13,11,11,19,19,20,11,22,0,22,22,
#predictedHeads=5,5,5,5,22,5,5,11,10,11,22,11,14,11,22,22,19,19,20,22,22,0,22,22,
(16,10),(16,18),0.0168802 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.092793 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0161515 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0578536 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.00764339 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.092793 # DEPENDENCYPART_SIBL
(16,10),(16,24),0.0496986 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0190259 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0286113 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0449359 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.293983 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0228559 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0105278 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0670974 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0442528 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.00319783 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0766954 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.0670974 # DEPENDENCYPART_SIBL
(16,11),(16,24),0.0709181 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.00474415 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0466898 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.121559 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.025758 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.00712704 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0708454 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.047244 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0364575 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0551994 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.0708454 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.0629192 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.131031 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.198827 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0487027 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.00203975 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.00959862 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0276592 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.00310064 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0301872 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.00959862 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.00518615 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.193595 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0154168 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.071643 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.00697206 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.00642145 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0531427 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0254297 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.00697206 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.0440427 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0198593 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0185414 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0351704 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0290382 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0256487 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0699767 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0351704 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.100861 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0326029 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0198023 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.00963405 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0133495 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0327937 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0198023 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.0187667 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.00966094 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0215992 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0383625 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.00435746 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.00966094 # DEPENDENCYPART_SIBL
(16,18),(16,24),0.0711544 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0269118 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0930492 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.020692 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.00255546 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.0495592 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0846477 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.00740386 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.0367707 # DEPENDENCYPART_SIBL
(16,20),(16,24),0.036339 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.0688166 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.0311586 # DEPENDENCYPART_SIBL
(16,21),(16,24),0.0443965 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0842958 # DEPENDENCYPART_SIBL
(16,22),(16,24),0.13274 # DEPENDENCYPART_SIBL
(16,23),(16,24),0.0495592 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.109763 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.0870549 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0911084 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.149643 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0541703 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0511938 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.307481 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.242553 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0648869 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.0493492 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0650153 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.194211 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.213182 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.149991 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.542227 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.203787 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0806853 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.445074 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.370678 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.659701 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0102845 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0564806 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.269498 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.408123 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0243315 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0507504 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.372212 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0101138 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.000378089 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.154907 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0530946 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0564806 # DEPENDENCYPART_SIBL
(20,2),(20,7),-0.0608535 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.163038 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.0245909 # DEPENDENCYPART_SIBL
(20,2),(20,14),-0.0411848 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.0608535 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.0245909 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.0921032 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.0429131 # DEPENDENCYPART_SIBL
(20,2),(20,19),-0.163038 # DEPENDENCYPART_SIBL
(20,2),(20,21),-0.0319964 # DEPENDENCYPART_SIBL
(20,2),(20,23),-0.0564335 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.0360056 # DEPENDENCYPART_SIBL
(20,7),(20,12),0.144437 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.0458183 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.0292517 # DEPENDENCYPART_SIBL
(20,7),(20,16),0.144437 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.0878964 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.0349921 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.0360056 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.0421581 # DEPENDENCYPART_SIBL
(20,7),(20,23),-0.0484249 # DEPENDENCYPART_SIBL
(20,10),(20,12),0.313895 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.0201187 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.323131 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.313895 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0269509 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.0190214 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.136674 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.059967 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0464469 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.00696854 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.0667307 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.0319629 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0569149 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.00869685 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.0909861 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0216536 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.0618488 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.14745 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.170533 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.189009 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0233569 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.114879 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0313994 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0132588 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.144437 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0878964 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0349921 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0360056 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0421581 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.0484249 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0569149 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.00869685 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0909861 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0216536 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0618488 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.00938791 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0944584 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.043114 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0134754 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.114894 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0313994 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0132587 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.059967 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0464469 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.05504 # DEPENDENCYPART_SIBL
(22,1),(22,2),0.098473 # DEPENDENCYPART_SIBL
(22,1),(22,3),-0.0114654 # DEPENDENCYPART_SIBL
(22,1),(22,4),0.024869 # DEPENDENCYPART_SIBL
(22,1),(22,5),-0.0508264 # DEPENDENCYPART_SIBL
(22,1),(22,6),0.0495993 # DEPENDENCYPART_SIBL
(22,1),(22,7),0.0367628 # DEPENDENCYPART_SIBL
(22,1),(22,8),-0.20561 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.0615168 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.05354 # DEPENDENCYPART_SIBL
(22,1),(22,12),0.121323 # DEPENDENCYPART_SIBL
(22,1),(22,13),0.0831989 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.0135792 # DEPENDENCYPART_SIBL
(22,1),(22,15),0.0367628 # DEPENDENCYPART_SIBL
(22,1),(22,16),0.121323 # DEPENDENCYPART_SIBL
(22,1),(22,17),0.0356143 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.0162724 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.0615168 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.0167103 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.00501684 # DEPENDENCYPART_SIBL
(22,1),(22,23),-0.0445566 # DEPENDENCYPART_SIBL
(22,1),(22,24),-0.0145615 # DEPENDENCYPART_SIBL
(22,2),(22,3),0.0574364 # DEPENDENCYPART_SIBL
(22,2),(22,4),-0.00237659 # DEPENDENCYPART_SIBL
(22,2),(22,5),0.0441308 # DEPENDENCYPART_SIBL
(22,2),(22,6),-0.0402301 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.0252861 # DEPENDENCYPART_SIBL
(22,2),(22,8),-0.107259 # DEPENDENCYPART_SIBL
(22,2),(22,10),-0.0584543 # DEPENDENCYPART_SIBL
(22,2),(22,11),0.0402647 # DEPENDENCYPART_SIBL
(22,2),(22,12),0.0237239 # DEPENDENCYPART_SIBL
(22,2),(22,13),0.000939554 # DEPENDENCYPART_SIBL
(22,2),(22,14),0.0444517 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.0252861 # DEPENDENCYPART_SIBL
(22,2),(22,16),0.0237239 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.10606 # DEPENDENCYPART_SIBL
(22,2),(22,18),0.0426319 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.0584543 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.0199299 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.0527973 # DEPENDENCYPART_SIBL
(22,2),(22,23),-0.0173853 # DEPENDENCYPART_SIBL
(22,2),(22,24),0.090013 # DEPENDENCYPART_SIBL
(22,3),(22,4),0.044037 # DEPENDENCYPART_SIBL
(22,3),(22,5),-0.00469673 # DEPENDENCYPART_SIBL
(22,3),(22,6),0.0364415 # DEPENDENCYPART_SIBL
(22,3),(22,7),0.0533943 # DEPENDENCYPART_SIBL
(22,3),(22,8),-0.0600244 # DEPENDENCYPART_SIBL
(22,3),(22,10),0.00050236 # DEPENDENCYPART_SIBL
(22,3),(22,11),-0.00760283 # DEPENDENCYPART_SIBL
(22,3),(22,12),0.144699 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.122137 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.0086832 # DEPENDENCYPART_SIBL
(22,3),(22,15),0.0533943 # DEPENDENCYPART_SIBL
(22,3),(22,16),0.144699 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.191694 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.00286742 # DEPENDENCYPART_SIBL
(22,3),(22,19),0.00050236 # DEPENDENCYPART_SIBL
(22,3),(22,20),0.0514193 # DEPENDENCYPART_SIBL
(22,3),(22,21),0.108881 # DEPENDENCYPART_SIBL
(22,3),(22,23),0.0587247 # DEPENDENCYPART_SIBL
(22,3),(22,24),0.0984495 # DEPENDENCYPART_SIBL
(22,4),(22,5),-0.0323258 # DEPENDENCYPART_SIBL
(22,4),(22,6),0.0299848 # DEPENDENCYPART_SIBL
(22,4),(22,7),0.0406519 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.0482385 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.000902331 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.0352974 # DEPENDENCYPART_SIBL
(22,4),(22,12),0.112167 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.0478442 # DEPENDENCYPART_SIBL
(22,4),(22,14),0.00881768 # DEPENDENCYPART_SIBL
(22,4),(22,15),0.0406519 # DEPENDENCYPART_SIBL
(22,4),(22,16),0.112167 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.103358 # DEPENDENCYPART_SIBL
(22,4),(22,18),0.0048527 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.000902331 # DEPENDENCYPART_SIBL
(22,4),(22,20),0.017666 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.00222924 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.00471802 # DEPENDENCYPART_SIBL
(22,4),(22,24),0.0382243 # DEPENDENCYPART_SIBL
(22,5),(22,6),0.0351914 # DEPENDENCYPART_SIBL
(22,5),(22,7),0.0929914 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.0695566 # DEPENDENCYPART_SIBL
(22,5),(22,10),-0.033323 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.0340549 # DEPENDENCYPART_SIBL
(22,5),(22,12),0.0219107 # DEPENDENCYPART_SIBL
(22,5),(22,13),0.0162975 # DEPENDENCYPART_SIBL
(22,5),(22,14),0.00445475 # DEPENDENCYPART_SIBL
(22,5),(22,15),0.0929914 # DEPENDENCYPART_SIBL
(22,5),(22,16),0.0219107 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.0619546 # DEPENDENCYPART_SIBL
(22,5),(22,18),0.00437822 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.033323 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.0243508 # DEPENDENCYPART_SIBL
(22,5),(22,21),0.323458 # DEPENDENCYPART_SIBL
(22,5),(22,23),0.00252825 # DEPENDENCYPART_SIBL
(22,5),(22,24),0.0442066 # DEPENDENCYPART_SIBL
(22,6),(22,7),0.0257541 # DEPENDENCYPART_SIBL
(22,6),(22,8),-0.0492938 # DEPENDENCYPART_SIBL
(22,6),(22,10),0.0260999 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.0415954 # DEPENDENCYPART_SIBL
(22,6),(22,12),0.118489 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.0749993 # DEPENDENCYPART_SIBL
(22,6),(22,14),0.0325632 # DEPENDENCYPART_SIBL
(22,6),(22,15),0.0257541 # DEPENDENCYPART_SIBL
(22,6),(22,16),0.118489 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.124466 # DEPENDENCYPART_SIBL
(22,6),(22,18),0.0285982 # DEPENDENCYPART_SIBL
(22,6),(22,19),0.0260999 # DEPENDENCYPART_SIBL
(22,6),(22,20),0.0236223 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.0141849 # DEPENDENCYPART_SIBL
(22,6),(22,23),0.0362355 # DEPENDENCYPART_SIBL
(22,6),(22,24),-0.00111436 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.0281372 # DEPENDENCYPART_SIBL
(22,7),(22,10),0.00385916 # DEPENDENCYPART_SIBL
(22,7),(22,11),0.0121301 # DEPENDENCYPART_SIBL
(22,7),(22,12),0.192728 # DEPENDENCYPART_SIBL
(22,7),(22,13),0.100193 # DEPENDENCYPART_SIBL
(22,7),(22,14),0.0125201 # DEPENDENCYPART_SIBL
(22,7),(22,15),0.0260082 # DEPENDENCYPART_SIBL
(22,7),(22,16),0.192728 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.0900014 # DEPENDENCYPART_SIBL
(22,7),(22,18),0.0232094 # DEPENDENCYPART_SIBL
(22,7),(22,19),0.00385916 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.0256046 # DEPENDENCYPART_SIBL
(22,7),(22,21),0.0272046 # DEPENDENCYPART_SIBL
(22,7),(22,23),0.00533557 # DEPENDENCYPART_SIBL
(22,7),(22,24),0.0918018 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.0389629 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.0398797 # DEPENDENCYPART_SIBL
(22,8),(22,12),0.1473 # DEPENDENCYPART_SIBL
(22,8),(22,13),0.0973499 # DEPENDENCYPART_SIBL
(22,8),(22,14),-7.79261e-05 # DEPENDENCYPART_SIBL
(22,8),(22,15),0.0521558 # DEPENDENCYPART_SIBL
(22,8),(22,16),0.1473 # DEPENDENCYPART_SIBL
(22,8),(22,17),0.0498324 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.00277121 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.0389629 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.00318677 # DEPENDENCYPART_SIBL
(22,8),(22,21),0.0101602 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.0297551 # DEPENDENCYPART_SIBL
(22,8),(22,24),-0.00897467 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.0135935 # DEPENDENCYPART_SIBL
(22,10),(22,12),0.168197 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.0197926 # DEPENDENCYPART_SIBL
(22,10),(22,14),0.0119139 # DEPENDENCYPART_SIBL
(22,10),(22,15),0.10642 # DEPENDENCYPART_SIBL
(22,10),(22,16),0.168197 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.0577683 # DEPENDENCYPART_SIBL
(22,10),(22,18),0.0129046 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.0387895 # DEPENDENCYPART_SIBL
(22,10),(22,20),0.0182033 # DEPENDENCYPART_SIBL
(22,10),(22,21),0.0479581 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.0169224 # DEPENDENCYPART_SIBL
(22,10),(22,24),0.0367082 # DEPENDENCYPART_SIBL
(22,11),(22,12),0.0388726 # DEPENDENCYPART_SIBL
(22,11),(22,13),0.0322251 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.0203307 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.131967 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.0388726 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0460272 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.0202541 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.00753686 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.00883024 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.347597 # DEPENDENCYPART_SIBL
(22,11),(22,23),0.0181005 # DEPENDENCYPART_SIBL
(22,11),(22,24),0.0543038 # DEPENDENCYPART_SIBL
(22,12),(22,13),0.0164487 # DEPENDENCYPART_SIBL
(22,12),(22,14),0.0330084 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.132618 # DEPENDENCYPART_SIBL
(22,12),(22,16),0.0710851 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.0915402 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.0311885 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0353035 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.0300873 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.0279457 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.00268189 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.154885 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.0316647 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.0204511 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.100246 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.128023 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.0345212 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0409925 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.00747593 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.0615024 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.00146428 # DEPENDENCYPART_SIBL
(22,13),(22,24),0.0454204 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.0575583 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.139528 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.197265 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.0106358 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0173771 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.0458482 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.116707 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.0169609 # DEPENDENCYPART_SIBL
(22,14),(22,24),0.0433043 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.192728 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0900014 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0232094 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.00385916 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.0256046 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0272046 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.00533557 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.0918018 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0915402 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0311885 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0353035 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0300873 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0279457 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.00268189 # DEPENDENCYPART_SIBL
(22,16),(22,24),0.154885 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0102678 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.00853909 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0158835 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0992416 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0224579 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.0334649 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0174252 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.04583 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.115453 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0169609 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.0439681 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0182033 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0479581 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0169224 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0367082 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0333214 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.015303 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.00064063 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0992401 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.231554 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0621956 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.542227 # DEPENDENCYPART_SIBL
