# _root_ Orbán egyetlen " házon belüli " kritikusa , Tölgyessy_Péter már hónapokkal ezelőtt jelezte , hogy a kormányfő megválasztása után egyfajta elnöki rendszer kiépítésébe fogott .
#goldHeads=7,7,7,5,7,7,13,13,13,13,12,13,0,13,13,17,24,19,24,22,22,23,24,13,13,
#predictedHeads=2,4,4,5,7,7,13,13,13,13,12,13,0,13,13,17,18,19,24,22,22,23,24,13,13,
(21,15),(21,16),-0.0987147 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0318957 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0340766 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.0545427 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.031661 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0660089 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0679447 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.126055 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0472971 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0797801 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.164291 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0278667 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.165499 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0249302 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0725627 # DEPENDENCYPART_SIBL
(22,2),(22,5),0.0239973 # DEPENDENCYPART_SIBL
(22,2),(22,10),0.093699 # DEPENDENCYPART_SIBL
(22,2),(22,12),0.0379875 # DEPENDENCYPART_SIBL
(22,2),(22,13),0.12673 # DEPENDENCYPART_SIBL
(22,2),(22,14),0.445632 # DEPENDENCYPART_SIBL
(22,2),(22,15),0.31397 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.648958 # DEPENDENCYPART_SIBL
(22,2),(22,17),0.0288691 # DEPENDENCYPART_SIBL
(22,2),(22,18),0.0199732 # DEPENDENCYPART_SIBL
(22,2),(22,19),0.0431176 # DEPENDENCYPART_SIBL
(22,2),(22,20),0.0384108 # DEPENDENCYPART_SIBL
(22,2),(22,21),0.012034 # DEPENDENCYPART_SIBL
(22,2),(22,23),0.0226629 # DEPENDENCYPART_SIBL
(22,5),(22,10),0.0802542 # DEPENDENCYPART_SIBL
(22,5),(22,12),0.0278567 # DEPENDENCYPART_SIBL
(22,5),(22,13),0.113995 # DEPENDENCYPART_SIBL
(22,5),(22,14),0.444059 # DEPENDENCYPART_SIBL
(22,5),(22,15),0.305314 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.659765 # DEPENDENCYPART_SIBL
(22,5),(22,17),0.00592168 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.00297419 # DEPENDENCYPART_SIBL
(22,5),(22,19),0.0329868 # DEPENDENCYPART_SIBL
(22,5),(22,20),0.0169299 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.00944683 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.00464966 # DEPENDENCYPART_SIBL
(22,10),(22,12),0.0164812 # DEPENDENCYPART_SIBL
(22,10),(22,13),0.0480528 # DEPENDENCYPART_SIBL
(22,10),(22,14),0.0414411 # DEPENDENCYPART_SIBL
(22,10),(22,15),0.0854145 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.434141 # DEPENDENCYPART_SIBL
(22,10),(22,17),0.0419161 # DEPENDENCYPART_SIBL
(22,10),(22,18),0.0291875 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.00248521 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0219968 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.0292078 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.0098203 # DEPENDENCYPART_SIBL
(22,12),(22,13),0.0823084 # DEPENDENCYPART_SIBL
(22,12),(22,14),0.22147 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.180744 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.298577 # DEPENDENCYPART_SIBL
(22,12),(22,17),0.0697329 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.0613055 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.0325025 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.0383136 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.0310988 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.0401931 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.308973 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.102748 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.351717 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.0394283 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.0501152 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0335148 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0564493 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0637539 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.00594922 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.105322 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.406177 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.0665211 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.0542952 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0085701 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.042832 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.022162 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.00866956 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.40141 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0803828 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.0952441 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.076234 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.107168 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.113908 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.011634 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.0254275 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0188228 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0493977 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.166465 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.164891 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.00472708 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.00830758 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.0598659 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0591793 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0577953 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0052064 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0527503 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0456846 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0443006 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.00258206 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0483639 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0411492 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0350509 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.00302911 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0115696 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.00496813 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.105326 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.408123 # DEPENDENCYPART_SIBL
(23,14),(23,17),0.066527 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.0543011 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.00856746 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.0402381 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.0195681 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.0546176 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.403357 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.0803776 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.0952389 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.0762329 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.109765 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.116505 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.0991331 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.018784 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.0121794 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.042748 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.150563 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.148989 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.0111028 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.00829802 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.0598721 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0565912 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.0552072 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.00959464 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0527565 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.0430966 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0417125 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0250457 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0457652 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0385505 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0667724 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.00158469 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.000787512 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.00465249 # DEPENDENCYPART_SIBL
(24,1),(24,3),0.00703797 # DEPENDENCYPART_SIBL
(24,1),(24,4),-0.0103878 # DEPENDENCYPART_SIBL
(24,1),(24,5),0.000485531 # DEPENDENCYPART_SIBL
(24,1),(24,6),0.00703797 # DEPENDENCYPART_SIBL
(24,1),(24,7),-0.0103878 # DEPENDENCYPART_SIBL
(24,1),(24,8),0.0969082 # DEPENDENCYPART_SIBL
(24,1),(24,9),-0.0103878 # DEPENDENCYPART_SIBL
(24,1),(24,10),0.074966 # DEPENDENCYPART_SIBL
(24,1),(24,11),-0.0102619 # DEPENDENCYPART_SIBL
(24,1),(24,12),0.0332749 # DEPENDENCYPART_SIBL
(24,1),(24,13),-0.014546 # DEPENDENCYPART_SIBL
(24,1),(24,14),0.0969082 # DEPENDENCYPART_SIBL
(24,1),(24,15),0.0485348 # DEPENDENCYPART_SIBL
(24,1),(24,16),-0.060542 # DEPENDENCYPART_SIBL
(24,1),(24,17),-0.0130501 # DEPENDENCYPART_SIBL
(24,1),(24,18),-0.0105272 # DEPENDENCYPART_SIBL
(24,1),(24,19),0.0501212 # DEPENDENCYPART_SIBL
(24,1),(24,20),-0.000879757 # DEPENDENCYPART_SIBL
(24,1),(24,21),0.00203233 # DEPENDENCYPART_SIBL
(24,1),(24,22),-0.022576 # DEPENDENCYPART_SIBL
(24,1),(24,23),-0.0103878 # DEPENDENCYPART_SIBL
(24,1),(24,25),0.0165495 # DEPENDENCYPART_SIBL
(24,3),(24,4),-0.0139524 # DEPENDENCYPART_SIBL
(24,3),(24,5),0.000173986 # DEPENDENCYPART_SIBL
(24,3),(24,6),0.10802 # DEPENDENCYPART_SIBL
(24,3),(24,7),-0.0139524 # DEPENDENCYPART_SIBL
(24,3),(24,8),-0.0346737 # DEPENDENCYPART_SIBL
(24,3),(24,9),-0.0139524 # DEPENDENCYPART_SIBL
(24,3),(24,10),0.00180187 # DEPENDENCYPART_SIBL
(24,3),(24,11),-0.0129765 # DEPENDENCYPART_SIBL
(24,3),(24,12),0.0237193 # DEPENDENCYPART_SIBL
(24,3),(24,13),0.0175422 # DEPENDENCYPART_SIBL
(24,3),(24,14),-0.0346737 # DEPENDENCYPART_SIBL
(24,3),(24,15),-0.00806197 # DEPENDENCYPART_SIBL
(24,3),(24,16),-0.0851694 # DEPENDENCYPART_SIBL
(24,3),(24,17),-0.01625 # DEPENDENCYPART_SIBL
(24,3),(24,18),-0.0144042 # DEPENDENCYPART_SIBL
(24,3),(24,19),0.0641732 # DEPENDENCYPART_SIBL
(24,3),(24,20),0.00380534 # DEPENDENCYPART_SIBL
(24,3),(24,21),0.000495011 # DEPENDENCYPART_SIBL
(24,3),(24,22),-0.0248513 # DEPENDENCYPART_SIBL
(24,3),(24,23),-0.0139524 # DEPENDENCYPART_SIBL
(24,3),(24,25),0.035701 # DEPENDENCYPART_SIBL
(24,4),(24,5),0.00128747 # DEPENDENCYPART_SIBL
(24,4),(24,6),0.00793667 # DEPENDENCYPART_SIBL
(24,4),(24,7),-0.0126099 # DEPENDENCYPART_SIBL
(24,4),(24,8),0.0978575 # DEPENDENCYPART_SIBL
(24,4),(24,9),-0.0126099 # DEPENDENCYPART_SIBL
(24,4),(24,10),0.0764845 # DEPENDENCYPART_SIBL
(24,4),(24,11),-0.012484 # DEPENDENCYPART_SIBL
(24,4),(24,12),0.034123 # DEPENDENCYPART_SIBL
(24,4),(24,13),-0.0136898 # DEPENDENCYPART_SIBL
(24,4),(24,14),0.0978575 # DEPENDENCYPART_SIBL
(24,4),(24,15),0.0490378 # DEPENDENCYPART_SIBL
(24,4),(24,16),-0.0596939 # DEPENDENCYPART_SIBL
(24,4),(24,17),-0.0152721 # DEPENDENCYPART_SIBL
(24,4),(24,18),-0.0127492 # DEPENDENCYPART_SIBL
(24,4),(24,19),0.0509693 # DEPENDENCYPART_SIBL
(24,4),(24,20),-7.78139e-05 # DEPENDENCYPART_SIBL
(24,4),(24,21),0.00283427 # DEPENDENCYPART_SIBL
(24,4),(24,22),-0.024798 # DEPENDENCYPART_SIBL
(24,4),(24,23),-0.0126099 # DEPENDENCYPART_SIBL
(24,4),(24,25),0.012481 # DEPENDENCYPART_SIBL
(24,5),(24,6),0.0165944 # DEPENDENCYPART_SIBL
(24,5),(24,7),-0.00122288 # DEPENDENCYPART_SIBL
(24,5),(24,8),0.049703 # DEPENDENCYPART_SIBL
(24,5),(24,9),-0.00122288 # DEPENDENCYPART_SIBL
(24,5),(24,10),0.0495276 # DEPENDENCYPART_SIBL
(24,5),(24,11),-0.00015972 # DEPENDENCYPART_SIBL
(24,5),(24,12),0.0419578 # DEPENDENCYPART_SIBL
(24,5),(24,13),-0.00795031 # DEPENDENCYPART_SIBL
(24,5),(24,14),0.049703 # DEPENDENCYPART_SIBL
(24,5),(24,15),0.0790925 # DEPENDENCYPART_SIBL
(24,5),(24,16),-0.201569 # DEPENDENCYPART_SIBL
(24,5),(24,17),-0.00334149 # DEPENDENCYPART_SIBL
(24,5),(24,18),-0.00122288 # DEPENDENCYPART_SIBL
(24,5),(24,19),0.0770245 # DEPENDENCYPART_SIBL
(24,5),(24,20),-0.0186251 # DEPENDENCYPART_SIBL
(24,5),(24,21),-0.0282072 # DEPENDENCYPART_SIBL
(24,5),(24,22),-0.0108251 # DEPENDENCYPART_SIBL
(24,5),(24,23),-0.00122288 # DEPENDENCYPART_SIBL
(24,5),(24,25),0.0136831 # DEPENDENCYPART_SIBL
(24,6),(24,7),-0.0139524 # DEPENDENCYPART_SIBL
(24,6),(24,8),-0.0346737 # DEPENDENCYPART_SIBL
(24,6),(24,9),-0.0139524 # DEPENDENCYPART_SIBL
(24,6),(24,10),0.00180187 # DEPENDENCYPART_SIBL
(24,6),(24,11),-0.0129765 # DEPENDENCYPART_SIBL
(24,6),(24,12),0.0237193 # DEPENDENCYPART_SIBL
(24,6),(24,13),0.0175422 # DEPENDENCYPART_SIBL
(24,6),(24,14),-0.0346737 # DEPENDENCYPART_SIBL
(24,6),(24,15),-0.00806197 # DEPENDENCYPART_SIBL
(24,6),(24,16),-0.0851694 # DEPENDENCYPART_SIBL
(24,6),(24,17),-0.01625 # DEPENDENCYPART_SIBL
(24,6),(24,18),-0.0144042 # DEPENDENCYPART_SIBL
(24,6),(24,19),0.0641732 # DEPENDENCYPART_SIBL
(24,6),(24,20),0.00380534 # DEPENDENCYPART_SIBL
(24,6),(24,21),0.000495011 # DEPENDENCYPART_SIBL
(24,6),(24,22),-0.0248513 # DEPENDENCYPART_SIBL
(24,6),(24,23),-0.0139524 # DEPENDENCYPART_SIBL
(24,6),(24,25),0.035701 # DEPENDENCYPART_SIBL
(24,7),(24,8),0.0978575 # DEPENDENCYPART_SIBL
(24,7),(24,9),-0.0126099 # DEPENDENCYPART_SIBL
(24,7),(24,10),0.0764845 # DEPENDENCYPART_SIBL
(24,7),(24,11),-0.012484 # DEPENDENCYPART_SIBL
(24,7),(24,12),0.034123 # DEPENDENCYPART_SIBL
(24,7),(24,13),-0.0136898 # DEPENDENCYPART_SIBL
(24,7),(24,14),0.0978575 # DEPENDENCYPART_SIBL
(24,7),(24,15),0.0490378 # DEPENDENCYPART_SIBL
(24,7),(24,16),-0.0596939 # DEPENDENCYPART_SIBL
(24,7),(24,17),-0.0152721 # DEPENDENCYPART_SIBL
(24,7),(24,18),-0.0127492 # DEPENDENCYPART_SIBL
(24,7),(24,19),0.0509693 # DEPENDENCYPART_SIBL
(24,7),(24,20),-7.78139e-05 # DEPENDENCYPART_SIBL
(24,7),(24,21),0.00283427 # DEPENDENCYPART_SIBL
(24,7),(24,22),-0.024798 # DEPENDENCYPART_SIBL
(24,7),(24,23),-0.0126099 # DEPENDENCYPART_SIBL
(24,7),(24,25),0.012481 # DEPENDENCYPART_SIBL
(24,8),(24,9),0.00701902 # DEPENDENCYPART_SIBL
(24,8),(24,10),0.0111336 # DEPENDENCYPART_SIBL
(24,8),(24,11),0.00790761 # DEPENDENCYPART_SIBL
(24,8),(24,12),-0.00526243 # DEPENDENCYPART_SIBL
(24,8),(24,13),0.015559 # DEPENDENCYPART_SIBL
(24,8),(24,14),0.00513268 # DEPENDENCYPART_SIBL
(24,8),(24,15),0.0307099 # DEPENDENCYPART_SIBL
(24,8),(24,16),-0.10614 # DEPENDENCYPART_SIBL
(24,8),(24,17),0.00241921 # DEPENDENCYPART_SIBL
(24,8),(24,18),0.0061154 # DEPENDENCYPART_SIBL
(24,8),(24,19),0.0470682 # DEPENDENCYPART_SIBL
(24,8),(24,20),-0.00251085 # DEPENDENCYPART_SIBL
(24,8),(24,21),-0.00924524 # DEPENDENCYPART_SIBL
(24,8),(24,22),-0.00510306 # DEPENDENCYPART_SIBL
(24,8),(24,23),0.00701902 # DEPENDENCYPART_SIBL
(24,8),(24,25),0.0298964 # DEPENDENCYPART_SIBL
(24,9),(24,10),0.0764845 # DEPENDENCYPART_SIBL
(24,9),(24,11),-0.012484 # DEPENDENCYPART_SIBL
(24,9),(24,12),0.034123 # DEPENDENCYPART_SIBL
(24,9),(24,13),-0.0136898 # DEPENDENCYPART_SIBL
(24,9),(24,14),0.0978575 # DEPENDENCYPART_SIBL
(24,9),(24,15),0.0490378 # DEPENDENCYPART_SIBL
(24,9),(24,16),-0.0596939 # DEPENDENCYPART_SIBL
(24,9),(24,17),-0.0152721 # DEPENDENCYPART_SIBL
(24,9),(24,18),-0.0127492 # DEPENDENCYPART_SIBL
(24,9),(24,19),0.0509693 # DEPENDENCYPART_SIBL
(24,9),(24,20),-7.78139e-05 # DEPENDENCYPART_SIBL
(24,9),(24,21),0.00283427 # DEPENDENCYPART_SIBL
(24,9),(24,22),-0.024798 # DEPENDENCYPART_SIBL
(24,9),(24,23),-0.0126099 # DEPENDENCYPART_SIBL
(24,9),(24,25),0.012481 # DEPENDENCYPART_SIBL
(24,10),(24,11),0.0831166 # DEPENDENCYPART_SIBL
(24,10),(24,12),0.0444355 # DEPENDENCYPART_SIBL
(24,10),(24,13),-0.00915 # DEPENDENCYPART_SIBL
(24,10),(24,14),0.0612103 # DEPENDENCYPART_SIBL
(24,10),(24,15),0.021057 # DEPENDENCYPART_SIBL
(24,10),(24,16),-0.0839216 # DEPENDENCYPART_SIBL
(24,10),(24,17),0.0783995 # DEPENDENCYPART_SIBL
(24,10),(24,18),0.0818278 # DEPENDENCYPART_SIBL
(24,10),(24,19),0.0339909 # DEPENDENCYPART_SIBL
(24,10),(24,20),0.0324145 # DEPENDENCYPART_SIBL
(24,10),(24,21),0.0324173 # DEPENDENCYPART_SIBL
(24,10),(24,22),0.071066 # DEPENDENCYPART_SIBL
(24,10),(24,23),0.0820535 # DEPENDENCYPART_SIBL
(24,10),(24,25),0.0552072 # DEPENDENCYPART_SIBL
(24,11),(24,12),0.0419665 # DEPENDENCYPART_SIBL
(24,11),(24,13),-0.0100505 # DEPENDENCYPART_SIBL
(24,11),(24,14),0.101497 # DEPENDENCYPART_SIBL
(24,11),(24,15),0.0526772 # DEPENDENCYPART_SIBL
(24,11),(24,16),-0.0560546 # DEPENDENCYPART_SIBL
(24,11),(24,17),-0.00923255 # DEPENDENCYPART_SIBL
(24,11),(24,18),-0.00670967 # DEPENDENCYPART_SIBL
(24,11),(24,19),0.0588129 # DEPENDENCYPART_SIBL
(24,11),(24,20),0.00356129 # DEPENDENCYPART_SIBL
(24,11),(24,21),0.00647338 # DEPENDENCYPART_SIBL
(24,11),(24,22),-0.0187584 # DEPENDENCYPART_SIBL
(24,11),(24,23),-0.00657032 # DEPENDENCYPART_SIBL
(24,11),(24,25),0.0132815 # DEPENDENCYPART_SIBL
(24,12),(24,13),-0.0289964 # DEPENDENCYPART_SIBL
(24,12),(24,14),0.067122 # DEPENDENCYPART_SIBL
(24,12),(24,15),0.043188 # DEPENDENCYPART_SIBL
(24,12),(24,16),-0.0122947 # DEPENDENCYPART_SIBL
(24,12),(24,17),0.0586426 # DEPENDENCYPART_SIBL
(24,12),(24,18),0.0628402 # DEPENDENCYPART_SIBL
(24,12),(24,19),0.0473171 # DEPENDENCYPART_SIBL
(24,12),(24,20),0.0662778 # DEPENDENCYPART_SIBL
(24,12),(24,21),0.0662769 # DEPENDENCYPART_SIBL
(24,12),(24,22),0.0532792 # DEPENDENCYPART_SIBL
(24,12),(24,23),0.0628403 # DEPENDENCYPART_SIBL
(24,12),(24,25),0.00573196 # DEPENDENCYPART_SIBL
(24,13),(24,14),0.0965714 # DEPENDENCYPART_SIBL
(24,13),(24,15),-0.0333424 # DEPENDENCYPART_SIBL
(24,13),(24,16),-0.0531498 # DEPENDENCYPART_SIBL
(24,13),(24,17),0.00462561 # DEPENDENCYPART_SIBL
(24,13),(24,18),0.00344599 # DEPENDENCYPART_SIBL
(24,13),(24,19),0.013007 # DEPENDENCYPART_SIBL
(24,13),(24,20),0.0155694 # DEPENDENCYPART_SIBL
(24,13),(24,21),0.0155228 # DEPENDENCYPART_SIBL
(24,13),(24,22),-0.00693688 # DEPENDENCYPART_SIBL
(24,13),(24,23),0.00344602 # DEPENDENCYPART_SIBL
(24,13),(24,25),0.00944882 # DEPENDENCYPART_SIBL
(24,14),(24,15),0.0307099 # DEPENDENCYPART_SIBL
(24,14),(24,16),-0.10614 # DEPENDENCYPART_SIBL
(24,14),(24,17),0.00241921 # DEPENDENCYPART_SIBL
(24,14),(24,18),0.0061154 # DEPENDENCYPART_SIBL
(24,14),(24,19),0.0470682 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.00251085 # DEPENDENCYPART_SIBL
(24,14),(24,21),-0.00924524 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.00510306 # DEPENDENCYPART_SIBL
(24,14),(24,23),0.00701902 # DEPENDENCYPART_SIBL
(24,14),(24,25),0.0298964 # DEPENDENCYPART_SIBL
(24,15),(24,16),-0.108919 # DEPENDENCYPART_SIBL
(24,15),(24,17),-0.111765 # DEPENDENCYPART_SIBL
(24,15),(24,18),-0.114429 # DEPENDENCYPART_SIBL
(24,15),(24,19),-0.0465555 # DEPENDENCYPART_SIBL
(24,15),(24,20),-0.067121 # DEPENDENCYPART_SIBL
(24,15),(24,21),-0.0668863 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.13172 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.114429 # DEPENDENCYPART_SIBL
(24,15),(24,25),0.0251041 # DEPENDENCYPART_SIBL
(24,16),(24,17),0.0281389 # DEPENDENCYPART_SIBL
(24,16),(24,18),0.0314116 # DEPENDENCYPART_SIBL
(24,16),(24,19),0.0365172 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.0200092 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.0171905 # DEPENDENCYPART_SIBL
(24,16),(24,22),0.0208356 # DEPENDENCYPART_SIBL
(24,16),(24,23),0.0314116 # DEPENDENCYPART_SIBL
(24,16),(24,25),-0.0548381 # DEPENDENCYPART_SIBL
(24,17),(24,18),0.00593252 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.0592524 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.0143003 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.0172123 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.00611624 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.00607187 # DEPENDENCYPART_SIBL
(24,17),(24,25),0.0394448 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.0509693 # DEPENDENCYPART_SIBL
(24,18),(24,20),-7.78139e-05 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.00283427 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.0262278 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.0140397 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.012481 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.0953771 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.0953762 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.0666296 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.0761906 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.0243207 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.0236868 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.0106712 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.00106896 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.0111752 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.0107115 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.00110929 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0136818 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0015554 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.00532098 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.012481 # DEPENDENCYPART_SIBL
(0,1),(1,3),0.241325 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.605982 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),0.73642 # DEPENDENCYPART_GRANDPAR
(0,1),(1,25),2.1941 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.822569 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0857149 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.267434 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.229669 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0226784 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.381511 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.220459 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.396752 # DEPENDENCYPART_GRANDPAR
(0,2),(2,24),0.527357 # DEPENDENCYPART_GRANDPAR
(0,2),(2,25),1.98599 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.706264 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.424323 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0793257 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.132934 # DEPENDENCYPART_GRANDPAR
