# _root_ Aki elsőnek ér a tájékozódási pontokra , azé a tojás , és a legtöbb tojás tulajdonosa lesz a tojáskereső verseny győztese .
#goldHeads=3,3,8,6,6,3,8,12,10,8,12,0,15,15,16,17,12,20,20,21,17,12,
#predictedHeads=3,3,12,6,6,3,3,10,10,3,12,0,15,15,16,17,12,20,20,21,17,12,
(10,3),(3,8),-0.414606 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.615109 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-0.99183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.48155 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.444377 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.330161 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.37043 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.570334 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.392525 # DEPENDENCYPART_GRANDPAR
(10,3),(3,20),-0.414223 # DEPENDENCYPART_GRANDPAR
(10,3),(3,21),-0.680868 # DEPENDENCYPART_GRANDPAR
(10,3),(3,22),-0.75683 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.589218 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.524891 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.639348 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.274013 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.778593 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.516594 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.366229 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-0.773486 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.764131 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.642564 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.287422 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.755965 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.600467 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.474545 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.05339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.47374 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.450332 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.400337 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.431986 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.631621 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.380851 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.742424 # DEPENDENCYPART_GRANDPAR
(10,6),(6,22),-0.786628 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.819335 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.34851 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.658222 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.321763 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.549385 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.617766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.135579 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.0892865 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.131425 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),0.00363267 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.197058 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),0.0900603 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.252364 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.0401603 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.306805 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-0.528801 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.434875 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.689276 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-1.34058 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.06321 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.782149 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.875579 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.86999 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-1.02121 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.455454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.0727054 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.0643744 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.128923 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0425042 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.150609 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-7.25839e-05 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.266261 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-1.12677 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.706067 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-1.2779 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.989418 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.724017 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.884205 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.824847 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.958526 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.597443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),-0.218375 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.124442 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.150853 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.0354802 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.023956 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.179334 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.242588 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.246605 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),0.0323669 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.232837 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.417604 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-0.86999 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),-0.0643758 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),-0.128929 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),0.0425042 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),0.165945 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.0339969 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),0.0446284 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.232384 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.0835991 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.269613 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),0.050774 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.113988 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.0879337 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),0.0698 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),0.087931 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),0.0285422 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),0.00363581 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),0.0844589 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),0.337289 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.21121 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.00617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,14),-0.533329 # DEPENDENCYPART_GRANDPAR
(12,3),(3,15),-0.90229 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.759231 # DEPENDENCYPART_GRANDPAR
(12,3),(3,17),-0.649654 # DEPENDENCYPART_GRANDPAR
(12,3),(3,20),-1.0504 # DEPENDENCYPART_GRANDPAR
(12,3),(3,21),-0.725921 # DEPENDENCYPART_GRANDPAR
(12,3),(3,22),-0.905862 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),0.00804455 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),0.017732 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.0896724 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.0365406 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.272471 # DEPENDENCYPART_GRANDPAR
(12,5),(5,22),-0.606855 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.0645769 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),0.04708 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),0.020725 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.019298 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.0738275 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.0858356 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.431111 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.153917 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.667748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,14),-0.293699 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.540535 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.397207 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.287995 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.364166 # DEPENDENCYPART_GRANDPAR
(12,6),(6,22),-0.622474 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.043642 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.00188558 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.0721344 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.169369 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.0703108 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.337015 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.149281 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.652466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-0.324159 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.455022 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.312473 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.240616 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.717939 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.60313 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.278652 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-0.668224 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.107505 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),0.04708 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),0.0207251 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),0.019311 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.0738342 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.119672 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.0535813 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.0514749 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.191704 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.153917 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.540535 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.287995 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.688644 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.622474 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.185498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,16),0.313061 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.351254 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.429971 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.305399 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),0.409042 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.252903 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.572974 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.464483 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.384004 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.615723 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.389729 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.393741 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.292091 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.366578 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.629481 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.195129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.354547 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.177405 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.341171 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.061054 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),0.370258 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.572992 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.615778 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.389747 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.39376 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.292109 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.366633 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.6295 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.195826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.356751 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.176721 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.256288 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.0468352 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),0.35604 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.293255 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.771237 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.94593 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.724568 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.648934 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.990392 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.739714 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.677553 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.552175 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.741247 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.979466 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.242158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.278743 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.138484 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.196251 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.329683 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.0648057 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.172776 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.129156 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),0.447207 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.185202 # DEPENDENCYPART_GRANDPAR
(12,19),(19,13),0.376983 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.145312 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.0162274 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.393741 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.195133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),0.354535 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),0.177403 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.257151 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),0.396926 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.32232 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.0386746 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.276215 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),0.370257 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-0.615723 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-0.393741 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.366578 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.629481 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.195129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),0.354547 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.177405 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.256967 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),0.396741 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.322322 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.0386632 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.27635 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),0.106675 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.286585 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.308746 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.00858088 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.425239 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.24984 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.278094 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.244985 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.349216 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.357732 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.771792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.141635 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.326816 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.391356 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.477247 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.521976 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.478494 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.516162 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.468201 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.621018 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.81714 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.485078 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.598958 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.587293 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.741117 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.59297 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.513994 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.497247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.204184 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.113231 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.0978297 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.137915 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.148858 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.764881 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.68175 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.917056 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.57721 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.564979 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.606427 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.527432 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.52656 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.00555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.537045 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.720459 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.394749 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.589325 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.808496 # DEPENDENCYPART_GRANDPAR
(14,8),(8,21),-0.919249 # DEPENDENCYPART_GRANDPAR
(14,8),(8,22),-1.06601 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.543087 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.770056 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-1.11543 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-1.10232 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.959896 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-1.26144 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-1.01323 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.955963 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-1.04441 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.941989 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.996042 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.932665 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.933594 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.816461 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.640151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.251549 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.437461 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.396948 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.281038 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.431738 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.54249 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.693152 # DEPENDENCYPART_GRANDPAR
(14,21),(21,6),-1.03227 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-1.05279 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-1.01509 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.890113 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.904562 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.837521 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.626136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),-0.179534 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.362217 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.144306 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.444379 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.279618 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.452814 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.743048 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.831227 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.629519 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.947327 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.808127 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.608473 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.644218 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.707912 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.740419 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.622695 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.493792 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.297508 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),-0.178499 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-0.929315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,16),-0.580564 # DEPENDENCYPART_GRANDPAR
(15,3),(3,17),-0.984422 # DEPENDENCYPART_GRANDPAR
(15,3),(3,20),-0.565053 # DEPENDENCYPART_GRANDPAR
(15,3),(3,21),-0.727039 # DEPENDENCYPART_GRANDPAR
(15,3),(3,22),-0.828519 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.932945 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.56603 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.730362 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.347355 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.791434 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.557733 # DEPENDENCYPART_GRANDPAR
(15,5),(5,17),-0.958126 # DEPENDENCYPART_GRANDPAR
(15,5),(5,22),-0.845176 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.855145 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.550305 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.360763 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.768806 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.944194 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.515684 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.46462 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.365258 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.249137 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.172033 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-0.990871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.641851 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-0.972748 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),-0.788594 # DEPENDENCYPART_GRANDPAR
(15,6),(6,22),-0.858317 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.910349 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.421852 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-1.00195 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.587883 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.590524 # DEPENDENCYPART_GRANDPAR
