# _root_ " Előzőleg minden békés , tárgyalásos lehetőséggel megpróbálkoztunk , ám ezek kudarcot vallottak " — emlékeztetett .
#goldHeads=16,8,7,7,7,7,8,16,8,8,13,13,8,16,16,0,16,
#predictedHeads=16,8,7,7,7,7,8,10,10,16,13,13,16,16,16,0,16,
(11,10),(10,11),-0.92662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.821938 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.23989 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.673683 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.753803 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.0526 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.896835 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.470644 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.611101 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.686923 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.629294 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.800733 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.24153 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.926771 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.751548 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.49987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.793194 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.259445 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.412756 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.605907 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.571481 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.82844 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.837749 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.501985 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.614044 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.766023 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.632238 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.823534 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.32797 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.00587 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.852542 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.468675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.299771 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.27064 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.395171 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.560466 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.500342 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.828495 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.837688 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.614098 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.766078 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.632293 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.82334 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-1.32796 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-1.00593 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.852602 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.468286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.302139 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.748366 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.263899 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.323122 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.499713 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.542264 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.493121 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.450445 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.309783 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.328866 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.270485 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.528045 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.53169 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.104082 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.331105 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.197631 # DEPENDENCYPART_GRANDPAR
(12,4),(4,13),-0.489673 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-0.394509 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.300255 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.319295 # DEPENDENCYPART_GRANDPAR
(12,4),(4,17),-0.627758 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.439966 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.302409 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.321187 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.527794 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.185896 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.102638 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.326149 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.196187 # DEPENDENCYPART_GRANDPAR
(12,6),(6,13),-0.488545 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.394133 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.299879 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.318168 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.627382 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.417258 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.409477 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.314377 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.612086 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.250486 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.617919 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.102481 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.2841 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.174078 # DEPENDENCYPART_GRANDPAR
(12,7),(7,13),-0.503149 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.417204 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.32185 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.332771 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.640524 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.518105 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.471395 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.456196 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.683971 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.334673 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.701503 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.542114 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.412629 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.179963 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.20388 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.699748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.518369 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.4323 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.363289 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.347989 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.610725 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.596547 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.508623 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.67903 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.410118 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.696563 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.610158 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.282101 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.470738 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.235983 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.691614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.52462 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.384414 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.290318 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.354234 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.610641 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.54329 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.49979 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.479082 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.658372 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.305624 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.182949 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.366244 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.30458 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.329547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.0364409 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.101946 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.0127798 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),0.133936 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.385103 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.882831 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.748709 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.773424 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.994602 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.632324 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.00669 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.979441 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.540967 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.692944 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.60977 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.595586 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.31936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.0669451 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.0149789 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0221971 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.261662 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.882831 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.748593 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.994602 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.632324 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-1.00669 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.979141 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.540898 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.692944 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.609772 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.595573 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.321727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.101108 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.00724194 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.0490814 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.260602 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.573533 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.572871 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.25787 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.598048 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.404188 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.324995 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.45449 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.321131 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),0.0493956 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.28946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-0.575177 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-0.692284 # DEPENDENCYPART_GRANDPAR
(13,2),(2,16),-0.668307 # DEPENDENCYPART_GRANDPAR
(13,2),(2,17),-0.910146 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.541234 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.304894 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.580517 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.38348 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.365699 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.250277 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.595317 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.414731 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.34359 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.446897 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.346056 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.35721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.653006 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.765262 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.736057 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),-0.996244 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.577613 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.382552 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.364158 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.538326 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.282001 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.343277 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.443402 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.345742 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.35683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.653006 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.765262 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.735682 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.996244 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.483919 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.328526 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.231582 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.459959 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.196598 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.469246 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.284855 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.342533 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.247992 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.45712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.755165 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.867135 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.835968 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-1.08938 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.526224 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.32665 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.346933 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.551791 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.278015 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.57324 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.332813 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.48954 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.304931 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.259622 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.075368 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.23163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.543232 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.705018 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.610473 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.803419 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.763799 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.554374 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.76163 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.500275 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.783079 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.577337 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.727528 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.696895 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.418782 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0900114 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.50911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.736145 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.848921 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.887956 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-1.07197 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.543563 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.308711 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.315711 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.48869 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.229688 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.241705 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.426307 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.294212 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0339234 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.906531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.350853 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.481882 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.285381 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.772346 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.238315 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.464915 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.203332 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.474203 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.298407 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.29197 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.399952 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.33461 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0280394 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.45712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.755165 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.867135 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.835968 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.08938 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.782538 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.327604 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.661775 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.407003 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.687241 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.447282 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.562766 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.603623 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.563727 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.308377 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),0.00563288 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.0108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.315897 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.43391 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.678263 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.107411 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.12158 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),0.199633 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.231385 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.000434397 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),0.182365 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),0.217643 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),0.270134 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),0.126032 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),0.286454 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),0.0684482 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),0.134682 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-1.29462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,17),-0.399964 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.111634 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),0.08612 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),0.067263 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),0.205904 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.229976 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.012337 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),0.162447 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),0.223914 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),0.243886 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),0.266536 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),0.0774769 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),0.0906983 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-1.36242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,17),-0.486115 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.10873 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),0.087048 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),0.0688032 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.0846455 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.171319 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),0.162761 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),0.227409 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),0.2442 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),0.26685 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),0.0793812 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),0.0926027 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.36204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.486115 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.0154401 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),0.141082 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),0.201387 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.00546752 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),0.255906 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.0993827 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.2213 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),0.32844 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.342067 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),0.325389 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),0.226265 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),0.108968 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.46233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-0.579255 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.0617313 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),0.139181 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),0.0832705 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.10091 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),0.169324 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.206986 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),0.0689956 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.190644 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.29602 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.151036 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.164167 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.277538 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),0.0406797 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),-0.016415 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.2367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.293176 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.29588 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.0857382 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.308914 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.0479189 # DEPENDENCYPART_GRANDPAR
