# _root_ 1998 márciusában az ÁPTF a Riverbank név használatát sem engedélyezte egy kft számára , mondván , nem végez pénzügyi szolgáltatási tevékenységet .
#goldHeads=2,10,4,10,7,7,8,10,10,0,12,13,10,10,10,10,18,15,20,21,18,10,
#predictedHeads=2,10,4,10,7,7,8,10,10,0,12,13,10,10,10,10,18,10,21,21,18,10,
(10,1),(1,10),-0.982642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,18),0.0556272 # DEPENDENCYPART_GRANDPAR
(10,1),(1,19),-0.502491 # DEPENDENCYPART_GRANDPAR
(10,1),(1,22),-0.852499 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.253067 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.053797 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.0136112 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.11352 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.145578 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.328894 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.10097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,12),-0.128142 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.149965 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.363551 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.235356 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.0626963 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-0.668156 # DEPENDENCYPART_GRANDPAR
(10,2),(2,21),-0.45483 # DEPENDENCYPART_GRANDPAR
(10,2),(2,22),-0.959626 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.0736161 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.111255 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.1145 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.146558 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.329875 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.10097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,13),-0.149965 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-0.45483 # DEPENDENCYPART_GRANDPAR
(10,4),(4,22),-0.959626 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.10401 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.0136403 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.0379357 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.254866 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.0778616 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.10401 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.0136403 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.0379357 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.122639 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.328894 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.128142 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.235356 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.252103 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.0730146 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.106771 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.00879332 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.0406981 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.127486 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.159544 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.10097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.128142 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.149965 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.235356 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.45483 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.19916 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0333979 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.215289 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.183587 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.0962219 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),0.103836 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.780763 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.328735 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.393676 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.398936 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.265406 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.233348 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.0486755 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.633459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.60143 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.0390921 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.126457 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.385213 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),0.104726 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.538488 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.490941 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.418789 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.290519 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.258461 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.0737882 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.331176 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.15463 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.241995 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.456166 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.110073 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),0.170593 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.532739 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.365925 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.133445 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),0.0512271 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.20646 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0191221 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.141278 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.228138 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.449061 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.152216 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.0498972 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),0.144067 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.528335 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.371087 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.205799 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.0108275 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.0981929 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.274172 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.0524068 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.646118 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-0.328364 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.24497 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-0.179279 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.172818 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-0.250121 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.0445468 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.0124889 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),0.174897 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),0.00650195 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.652243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),0.468185 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.277697 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.186069 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.0063219 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.0608777 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.0810434 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.166868 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.194396 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.0921201 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),0.120863 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.54978 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-0.58811 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.655689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,12),0.280664 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.17967 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),0.120475 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.125351 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),0.192478 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),0.382579 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.0956414 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.0014744 # DEPENDENCYPART_GRANDPAR
(10,20),(20,1),-0.58811 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.655688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,12),0.280666 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),0.179672 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),0.0379874 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),0.120486 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),0.125353 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),0.192489 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.220285 # DEPENDENCYPART_GRANDPAR
(10,21),(21,1),-0.696641 # DEPENDENCYPART_GRANDPAR
(10,21),(21,3),-0.497345 # DEPENDENCYPART_GRANDPAR
(10,21),(21,5),-0.570706 # DEPENDENCYPART_GRANDPAR
(10,21),(21,6),-0.488907 # DEPENDENCYPART_GRANDPAR
(10,21),(21,10),-0.602831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,21),(21,11),0.522005 # DEPENDENCYPART_GRANDPAR
(10,21),(21,12),0.360258 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),0.218559 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),0.133348 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),0.0973387 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),0.220713 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),0.216147 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),0.435435 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.0913014 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),0.0154975 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.247865 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.207846 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.153592 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.142694 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.129324 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),0.00895109 # DEPENDENCYPART_GRANDPAR
(12,4),(4,13),-0.439042 # DEPENDENCYPART_GRANDPAR
(12,4),(4,21),-0.775508 # DEPENDENCYPART_GRANDPAR
(12,4),(4,22),-0.743632 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.20784 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.2149 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.0997653 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.220172 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.247511 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.20784 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.2149 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.0997653 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.174113 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.12856 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.951035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,15),-0.559327 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.220172 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.246834 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.207842 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.214223 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.0997662 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.173436 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.162538 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.00895109 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.951035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.439042 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.559327 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.775508 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.231678 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.23923 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.265154 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.202594 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.137554 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.165741 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.154844 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.141473 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.045303 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.943827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.4101 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.685459 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.549873 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.678854 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.681011 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.499806 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.719074 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.740167 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.746798 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.743421 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.550255 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.659308 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.588232 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.622759 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.495104 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.585909 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.575011 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.560284 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.39193 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.420529 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.3813 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.610838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.0825444 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.373917 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.241445 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.367312 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.296678 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.386549 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.407642 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.320138 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.370998 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-0.591972 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-0.613442 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-0.523766 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-0.614653 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.374755 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.398418 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.59813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),-0.101102 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),-0.289355 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),-0.244129 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.28275 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.276224 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.070328 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.339492 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.360213 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.161164 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.427191 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.29768 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.217833 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.265521 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.194207 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.0244939 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),0.239387 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-0.692149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-0.320651 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-0.319055 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),-0.225385 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-0.33801 # DEPENDENCYPART_GRANDPAR
(13,2),(2,21),-0.45416 # DEPENDENCYPART_GRANDPAR
(13,2),(2,22),-0.502979 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.397081 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.292332 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.218597 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.266286 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.194971 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.0244939 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-0.692149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,21),-0.45416 # DEPENDENCYPART_GRANDPAR
(13,4),(4,22),-0.502979 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.292326 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.292934 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.22928 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.161558 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.396727 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.292326 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.292934 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.22928 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.209164 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.194207 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.239387 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.319055 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.161558 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.39605 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.292328 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.292257 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.229281 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.208487 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.256176 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.0244939 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.239387 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.692149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,15),-0.319055 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),-0.45416 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.261769 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.262978 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.18938 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.183148 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.230837 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.159522 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.0601552 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.467185 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.296593 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.325125 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.199094 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.366859 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.495169 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.502206 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.7891 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.706107 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.681369 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.654982 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.601537 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.649226 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.576554 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.310439 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.34386 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),0.0341912 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.0698609 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.33853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.0321308 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.00514636 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.0606629 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.0905268 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.0516304 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),0.0886829 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),0.0179629 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.112398 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.531586 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.292268 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.0740149 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.309001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,15),0.0753761 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.0422749 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.145525 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.171599 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),0.117725 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.0171065 # DEPENDENCYPART_GRANDPAR
(13,21),(21,1),-0.550398 # DEPENDENCYPART_GRANDPAR
(13,21),(21,3),-0.738008 # DEPENDENCYPART_GRANDPAR
(13,21),(21,5),-0.690175 # DEPENDENCYPART_GRANDPAR
(13,21),(21,6),-0.63923 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-0.303988 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),0.0103805 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.0832105 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.391895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,14),0.0215803 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),-0.0469426 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.00695178 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),0.063029 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),0.103095 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),0.0104798 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),0.0478549 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.0327918 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.144184 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),0.194742 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),0.188387 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),0.176985 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),0.196585 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),0.175608 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),0.200125 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),0.0282752 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),0.0106199 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-0.464995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,18),-0.0882063 # DEPENDENCYPART_GRANDPAR
(15,2),(2,19),-0.155514 # DEPENDENCYPART_GRANDPAR
(15,2),(2,21),-0.191728 # DEPENDENCYPART_GRANDPAR
(15,2),(2,22),-0.364668 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.0331854 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),0.0621323 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),0.136344 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),0.0534578 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),0.174998 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),0.0510251 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),0.196585 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.200125 # DEPENDENCYPART_GRANDPAR
