# _root_ A laikus már-már azt hinné : a megbírált játékos serényen magába száll , s a legközelebbi buszjárattal kolostorba vonul , hogy csöndes magányban felülvizsgálja nézeteit a védekezést illetően .
#goldHeads=2,5,5,5,0,5,9,9,12,12,12,4,4,4,17,17,19,19,4,19,19,23,24,19,24,27,28,24,5,
#predictedHeads=2,5,5,5,0,5,9,9,12,12,12,4,12,4,17,17,19,19,4,19,19,23,24,4,24,27,28,24,5,
(14,20),(14,28),0.100247 # DEPENDENCYPART_SIBL
(14,20),(14,29),0.0374886 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.0128936 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.0561433 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.0300964 # DEPENDENCYPART_SIBL
(14,21),(14,25),-0.0562367 # DEPENDENCYPART_SIBL
(14,21),(14,27),-0.0561433 # DEPENDENCYPART_SIBL
(14,21),(14,28),-0.013488 # DEPENDENCYPART_SIBL
(14,21),(14,29),0.111415 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.0134478 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.0402011 # DEPENDENCYPART_SIBL
(14,22),(14,25),0.0134478 # DEPENDENCYPART_SIBL
(14,22),(14,27),0.0134478 # DEPENDENCYPART_SIBL
(14,22),(14,28),-0.0255037 # DEPENDENCYPART_SIBL
(14,22),(14,29),0.0423353 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0430041 # DEPENDENCYPART_SIBL
(14,23),(14,25),-0.0145955 # DEPENDENCYPART_SIBL
(14,23),(14,27),-0.0145053 # DEPENDENCYPART_SIBL
(14,23),(14,28),0.0248848 # DEPENDENCYPART_SIBL
(14,23),(14,29),-0.00465341 # DEPENDENCYPART_SIBL
(14,24),(14,25),0.115685 # DEPENDENCYPART_SIBL
(14,24),(14,27),0.115776 # DEPENDENCYPART_SIBL
(14,24),(14,28),0.0466581 # DEPENDENCYPART_SIBL
(14,24),(14,29),0.187599 # DEPENDENCYPART_SIBL
(14,25),(14,27),-0.0151287 # DEPENDENCYPART_SIBL
(14,25),(14,28),0.024279 # DEPENDENCYPART_SIBL
(14,25),(14,29),-0.00465341 # DEPENDENCYPART_SIBL
(14,27),(14,28),0.0248848 # DEPENDENCYPART_SIBL
(14,27),(14,29),-0.00465341 # DEPENDENCYPART_SIBL
(14,28),(14,29),0.0408572 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0911099 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.255555 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.110234 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.110234 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.136154 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.3742 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.347088 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.255555 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.110173 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.155843 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.155843 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.20699 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.190771 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.272161 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.662013 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.155773 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.00535244 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.113554 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.440921 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.46409 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.662675 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.00529224 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.113554 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.440921 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.46409 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.662675 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.00529224 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.312583 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.269881 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.353509 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0644693 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.435474 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.408123 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0252643 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.373302 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0191692 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.155773 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0158445 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.190771 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.272161 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.662013 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.155773 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0129962 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.00331961 # DEPENDENCYPART_SIBL
(18,7),(18,28),0.0269283 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.639171 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.530951 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.317123 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0461656 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0185138 # DEPENDENCYPART_SIBL
(18,9),(18,23),0.00336629 # DEPENDENCYPART_SIBL
(18,9),(18,28),0.087957 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.435474 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.408123 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0252643 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0569251 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.00844461 # DEPENDENCYPART_SIBL
(18,13),(18,28),0.0275304 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.373302 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0191692 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.00357015 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0244192 # DEPENDENCYPART_SIBL
(18,14),(18,28),0.0612919 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.155773 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0129962 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.00331961 # DEPENDENCYPART_SIBL
(18,15),(18,28),0.0269283 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.00308556 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.00620334 # DEPENDENCYPART_SIBL
(18,16),(18,28),0.0237924 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.00337853 # DEPENDENCYPART_SIBL
(18,17),(18,28),0.0879574 # DEPENDENCYPART_SIBL
(18,23),(18,28),0.0585817 # DEPENDENCYPART_SIBL
(19,2),(19,3),0.0138647 # DEPENDENCYPART_SIBL
(19,2),(19,4),0.0108868 # DEPENDENCYPART_SIBL
(19,2),(19,5),0.00451319 # DEPENDENCYPART_SIBL
(19,2),(19,6),0.0114069 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.0475907 # DEPENDENCYPART_SIBL
(19,2),(19,8),0.0330702 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.00539419 # DEPENDENCYPART_SIBL
(19,2),(19,10),0.0330702 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.0712553 # DEPENDENCYPART_SIBL
(19,2),(19,12),0.00451216 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.138444 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.0754665 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.0475907 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.0330696 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.00460522 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.00460522 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.00447132 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.00819395 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.00493667 # DEPENDENCYPART_SIBL
(19,2),(19,23),0.00403848 # DEPENDENCYPART_SIBL
(19,2),(19,24),-0.013783 # DEPENDENCYPART_SIBL
(19,2),(19,25),-0.00284296 # DEPENDENCYPART_SIBL
(19,2),(19,26),-0.0188098 # DEPENDENCYPART_SIBL
(19,2),(19,27),0.00403848 # DEPENDENCYPART_SIBL
(19,2),(19,28),0.022465 # DEPENDENCYPART_SIBL
(19,2),(19,29),0.0401806 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.0159878 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.0251982 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.0565001 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.102493 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.00251488 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.00966325 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.00251488 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.061348 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.0251982 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.0451555 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.0247162 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.102493 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.00257022 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.00966823 # DEPENDENCYPART_SIBL
(19,3),(19,18),0.00966823 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.0254255 # DEPENDENCYPART_SIBL
(19,3),(19,21),0.00459081 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.00685001 # DEPENDENCYPART_SIBL
(19,3),(19,23),0.00419928 # DEPENDENCYPART_SIBL
(19,3),(19,24),-0.041622 # DEPENDENCYPART_SIBL
(19,3),(19,25),0.00097641 # DEPENDENCYPART_SIBL
(19,3),(19,26),-0.0874015 # DEPENDENCYPART_SIBL
(19,3),(19,27),0.00419928 # DEPENDENCYPART_SIBL
(19,3),(19,28),0.0154739 # DEPENDENCYPART_SIBL
(19,3),(19,29),-0.00188946 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.0295671 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.0424528 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.122935 # DEPENDENCYPART_SIBL
(19,4),(19,8),0.00514731 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.00626579 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.00514731 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.179963 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.0295674 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0984974 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.0745921 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.122935 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.00514671 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.00627077 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.00627077 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0146435 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.0124526 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.0842408 # DEPENDENCYPART_SIBL
(19,4),(19,23),-0.131197 # DEPENDENCYPART_SIBL
(19,4),(19,24),-0.249813 # DEPENDENCYPART_SIBL
(19,4),(19,25),-0.136509 # DEPENDENCYPART_SIBL
(19,4),(19,26),-0.0720721 # DEPENDENCYPART_SIBL
(19,4),(19,27),-0.131197 # DEPENDENCYPART_SIBL
(19,4),(19,28),-0.0569127 # DEPENDENCYPART_SIBL
(19,4),(19,29),0.0298838 # DEPENDENCYPART_SIBL
(19,5),(19,6),0.016609 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.0692998 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.0037136 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.0202975 # DEPENDENCYPART_SIBL
(19,5),(19,10),0.0037136 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0814596 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.0358803 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.0935861 # DEPENDENCYPART_SIBL
(19,5),(19,14),0.0294674 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0692998 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.00370925 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0202925 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0202925 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.00147603 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.0156319 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.0153458 # DEPENDENCYPART_SIBL
(19,5),(19,23),0.00252717 # DEPENDENCYPART_SIBL
(19,5),(19,24),-0.0127696 # DEPENDENCYPART_SIBL
(19,5),(19,25),-0.00192036 # DEPENDENCYPART_SIBL
(19,5),(19,26),-0.0329011 # DEPENDENCYPART_SIBL
(19,5),(19,27),0.00252717 # DEPENDENCYPART_SIBL
(19,5),(19,28),-0.00463001 # DEPENDENCYPART_SIBL
(19,5),(19,29),0.0397743 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.0866361 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.0390772 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.0539115 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.0390772 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.0379588 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.0536864 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.004567 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.142719 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0866361 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0390793 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0522193 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.0522193 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0359836 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.0101749 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.0392904 # DEPENDENCYPART_SIBL
(19,6),(19,23),-0.10132 # DEPENDENCYPART_SIBL
(19,6),(19,24),-0.00300991 # DEPENDENCYPART_SIBL
(19,6),(19,25),-0.107589 # DEPENDENCYPART_SIBL
(19,6),(19,26),-0.0301117 # DEPENDENCYPART_SIBL
(19,6),(19,27),-0.10132 # DEPENDENCYPART_SIBL
(19,6),(19,28),-0.0231903 # DEPENDENCYPART_SIBL
(19,6),(19,29),0.0241476 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.00442167 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.0286036 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.00442167 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.104328 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.0268256 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.0302146 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.100588 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.125584 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0044287 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.0279623 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.0279623 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.037712 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.0303736 # DEPENDENCYPART_SIBL
(19,7),(19,22),0.00218777 # DEPENDENCYPART_SIBL
(19,7),(19,23),-0.0122251 # DEPENDENCYPART_SIBL
(19,7),(19,24),-0.0134259 # DEPENDENCYPART_SIBL
(19,7),(19,25),-0.0166701 # DEPENDENCYPART_SIBL
(19,7),(19,26),0.0223061 # DEPENDENCYPART_SIBL
(19,7),(19,27),-0.0122251 # DEPENDENCYPART_SIBL
(19,7),(19,28),0.012804 # DEPENDENCYPART_SIBL
(19,7),(19,29),-0.0378116 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.021072 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.0136924 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.0545719 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.0177649 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.105256 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.144718 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.180266 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.0136918 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.0228875 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.0228875 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0277194 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.0481851 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.0156173 # DEPENDENCYPART_SIBL
(19,8),(19,23),0.0414486 # DEPENDENCYPART_SIBL
(19,8),(19,24),0.0132937 # DEPENDENCYPART_SIBL
(19,8),(19,25),0.0352471 # DEPENDENCYPART_SIBL
(19,8),(19,26),0.00833896 # DEPENDENCYPART_SIBL
(19,8),(19,27),0.0414486 # DEPENDENCYPART_SIBL
(19,8),(19,28),0.00168085 # DEPENDENCYPART_SIBL
(19,8),(19,29),0.0537771 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.0327138 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0716118 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.00385081 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.135571 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0748627 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0479472 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0327131 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.00560752 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.00560752 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.00997981 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.00980988 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.00655215 # DEPENDENCYPART_SIBL
(19,9),(19,23),0.0024204 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.0168875 # DEPENDENCYPART_SIBL
(19,9),(19,25),-0.00446104 # DEPENDENCYPART_SIBL
(19,9),(19,26),-0.0204253 # DEPENDENCYPART_SIBL
(19,9),(19,27),0.0024204 # DEPENDENCYPART_SIBL
(19,9),(19,28),0.0208495 # DEPENDENCYPART_SIBL
(19,9),(19,29),0.0363607 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0545719 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.0177649 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.105256 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.144718 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.180266 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.0136918 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0228875 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0228875 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0277194 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.0481851 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.0156173 # DEPENDENCYPART_SIBL
(19,10),(19,23),0.0414486 # DEPENDENCYPART_SIBL
(19,10),(19,24),0.0132937 # DEPENDENCYPART_SIBL
(19,10),(19,25),0.0352471 # DEPENDENCYPART_SIBL
(19,10),(19,26),0.00833896 # DEPENDENCYPART_SIBL
(19,10),(19,27),0.0414486 # DEPENDENCYPART_SIBL
(19,10),(19,28),0.00168085 # DEPENDENCYPART_SIBL
(19,10),(19,29),0.0537771 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0180392 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0880687 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0626672 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.062991 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0182104 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.00130478 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.00130478 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0443168 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.0197176 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.0392881 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.0133517 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.0757285 # DEPENDENCYPART_SIBL
(19,11),(19,25),-0.0186634 # DEPENDENCYPART_SIBL
(19,11),(19,26),-0.0291677 # DEPENDENCYPART_SIBL
(19,11),(19,27),-0.0133517 # DEPENDENCYPART_SIBL
(19,11),(19,28),-0.01196 # DEPENDENCYPART_SIBL
(19,11),(19,29),0.00498628 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0922405 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0294141 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0693526 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.00365596 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0204528 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0204528 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.00147603 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0156319 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.0153459 # DEPENDENCYPART_SIBL
(19,12),(19,23),0.00250814 # DEPENDENCYPART_SIBL
(19,12),(19,24),-0.0133995 # DEPENDENCYPART_SIBL
(19,12),(19,25),-0.00193938 # DEPENDENCYPART_SIBL
(19,12),(19,26),-0.0329011 # DEPENDENCYPART_SIBL
(19,12),(19,27),0.00250814 # DEPENDENCYPART_SIBL
(19,12),(19,28),-0.00463015 # DEPENDENCYPART_SIBL
(19,12),(19,29),0.0385073 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.243279 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0848753 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0303439 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0320348 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0320348 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0205978 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.022239 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.0078599 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.0292621 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.0204209 # DEPENDENCYPART_SIBL
(19,13),(19,25),0.0229866 # DEPENDENCYPART_SIBL
(19,13),(19,26),0.0138761 # DEPENDENCYPART_SIBL
(19,13),(19,27),0.0292621 # DEPENDENCYPART_SIBL
(19,13),(19,28),0.0234789 # DEPENDENCYPART_SIBL
(19,13),(19,29),0.0838014 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.101334 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.0222554 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0514334 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0514334 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.00284544 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.00240386 # DEPENDENCYPART_SIBL
(19,14),(19,22),-5.03302e-05 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0229394 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.0198586 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0306149 # DEPENDENCYPART_SIBL
(19,14),(19,26),-0.0139683 # DEPENDENCYPART_SIBL
(19,14),(19,27),-0.0229394 # DEPENDENCYPART_SIBL
(19,14),(19,28),0.0139545 # DEPENDENCYPART_SIBL
(19,14),(19,29),0.215788 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0044287 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0279623 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0279623 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.037712 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0303736 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.00218777 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0122251 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0134259 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.0166701 # DEPENDENCYPART_SIBL
(19,15),(19,26),0.0223061 # DEPENDENCYPART_SIBL
(19,15),(19,27),-0.0122251 # DEPENDENCYPART_SIBL
(19,15),(19,28),0.012804 # DEPENDENCYPART_SIBL
(19,15),(19,29),-0.0378116 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0228864 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0228864 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0256432 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.048185 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0156173 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.0414481 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.013289 # DEPENDENCYPART_SIBL
(19,16),(19,25),0.0352466 # DEPENDENCYPART_SIBL
(19,16),(19,26),0.00833894 # DEPENDENCYPART_SIBL
(19,16),(19,27),0.0414481 # DEPENDENCYPART_SIBL
(19,16),(19,28),0.00168083 # DEPENDENCYPART_SIBL
(19,16),(19,29),0.0537555 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.00460522 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00447132 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.00819395 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.00493667 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.00403848 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.013783 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.00284296 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.0188098 # DEPENDENCYPART_SIBL
(19,17),(19,27),0.00403848 # DEPENDENCYPART_SIBL
(19,17),(19,28),0.022465 # DEPENDENCYPART_SIBL
(19,17),(19,29),0.0401806 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.00447132 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.00819395 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.00493667 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.00403848 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.013783 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.00284296 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.0188098 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.00403848 # DEPENDENCYPART_SIBL
(19,18),(19,28),0.022465 # DEPENDENCYPART_SIBL
(19,18),(19,29),0.0401806 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.814267 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0604941 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.0748277 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.194562 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.0775195 # DEPENDENCYPART_SIBL
