# _root_ Külön biztató , hogy a részvények nemcsak a hazai , hanem a külföldi befektetők számára is újra vonzóak .
#goldHeads=4,4,4,0,6,18,18,18,8,18,18,14,14,15,18,18,18,4,4,
#predictedHeads=4,4,4,0,6,7,4,14,14,11,4,14,14,15,18,18,18,11,4,
(11,2),(2,9),-0.0281989 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),-0.276013 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-0.73093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,14),-0.470269 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.155731 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-0.355856 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-0.650485 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.121182 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.175337 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.251287 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.0408975 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.231264 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.0564244 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.143638 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.790271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,13),-0.34766 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.534398 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.217594 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.749474 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.411435 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.689227 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.195735 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.214792 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.235541 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.267358 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.418635 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.131531 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.702936 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.168751 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.206394 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.315183 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.18008 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.413435 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0844668 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.178099 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.0373117 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.238447 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.779494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-0.335864 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.517923 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.153581 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.206124 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.738674 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.399639 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.683165 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.133104 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.00248146 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.294288 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.0835283 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.17409 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.280955 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0284465 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.198171 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.096485 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.276702 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.470273 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.155731 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.35586 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.650485 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.121635 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),0.058187 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.561996 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.185645 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.344495 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.591228 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.65378 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.652151 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.801756 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.761903 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.334112 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.617286 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.548084 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.763027 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.303604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.0977082 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.15145 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.245436 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.314014 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.5975 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.621498 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.678039 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.320721 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.491803 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.732374 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.292966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.12556 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.108826 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.143881 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.252982 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.307633 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.0167526 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.390125 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.627363 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.652835 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.677161 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.726044 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.382668 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.547138 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.788036 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.116146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.300256 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.368596 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.344189 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.562914 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.32859 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.054691 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.251558 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.597403 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.675075 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.661745 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.491707 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.744291 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.210776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,13),0.20143 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.170987 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.372732 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.456916 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.0798562 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.280952 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.583937 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.630386 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.672539 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.699694 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.323248 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.50271 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.741261 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.267983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.18593 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.183913 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.190608 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.333532 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.354414 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.242461 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.2805 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.547419 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.664999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,15),-0.0737937 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.651495 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.518681 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.568555 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.781019 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.520447 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.245687 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.586937 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.517784 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.66472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.130794 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.185455 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.0153312 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.200075 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.0761719 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.303136 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.523087 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.492911 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.879897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,13),-0.879897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,18),-0.532187 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.21502 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.797298 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.949066 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.870192 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.942048 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.749859 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.908999 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.770762 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.524582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.0456792 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.0489655 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.186448 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.122399 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.384608 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.653177 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.57707 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.680916 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.49982 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.397088 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.2174 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-0.997612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),-0.377533 # DEPENDENCYPART_GRANDPAR
(14,1),(1,16),-0.528907 # DEPENDENCYPART_GRANDPAR
(14,1),(1,19),-0.692654 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.678469 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.607665 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.713859 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.484417 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.273659 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.387648 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.243477 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.06241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,16),-0.550771 # DEPENDENCYPART_GRANDPAR
(14,2),(2,18),-0.564398 # DEPENDENCYPART_GRANDPAR
(14,2),(2,19),-0.719277 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.784098 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.733267 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.59032 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.773331 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.203073 # DEPENDENCYPART_GRANDPAR
(14,6),(6,15),-0.420464 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.565702 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.89105 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.820507 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.731614 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.789658 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.427462 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.562565 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.460797 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.344437 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.34487 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.256645 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.0162927 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.0548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.391746 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-0.543564 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-0.549351 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-0.552092 # DEPENDENCYPART_GRANDPAR
(14,7),(7,19),-0.701428 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.459211 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.353934 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.00311489 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.688379 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.689146 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.246784 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.397837 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.379862 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.351396 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.388343 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.06241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,16),-0.550773 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.564404 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.719279 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.887088 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.823485 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.745349 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.77487 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.551286 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.501323 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.532518 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.448111 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.525332 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.42107 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.0175365 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.05618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.392872 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.545193 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.55038 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.553611 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.702565 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.00311489 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.579039 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.333581 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.292178 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-0.407347 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.10283 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.906926 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.875811 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.759267 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.731317 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.68691 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.577461 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.754873 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.375156 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.603706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.23272 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.230618 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.195671 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.414348 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-1.10793 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-1.06009 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.866425 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.736419 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.703191 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.588606 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.379998 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.630162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.0115052 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.125054 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.257286 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.404981 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.132959 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.151309 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.184808 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.165894 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.0745975 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.135474 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.0214138 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),0.238065 # DEPENDENCYPART_GRANDPAR
(15,2),(2,16),-0.390149 # DEPENDENCYPART_GRANDPAR
(15,2),(2,18),-0.35995 # DEPENDENCYPART_GRANDPAR
(15,2),(2,19),-0.58248 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.185742 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.243059 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.195664 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.27922 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.240303 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-0.900494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,17),-0.527464 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.246652 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.33257 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.328134 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.265608 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.310299 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.279852 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.0182611 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.139313 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.162169 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.055273 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.175714 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.18043 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-0.891622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),-0.398485 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-0.530381 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),-0.366853 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-0.581725 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.131588 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.228488 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.093427 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.210081 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.10197 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),0.213479 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.136162 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.237342 # DEPENDENCYPART_GRANDPAR
(15,9),(9,16),-0.390149 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.359953 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.58248 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.246005 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.338059 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.348683 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.252865 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.271278 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.162124 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.00638646 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.155875 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.332849 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.0832551 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.177668 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.181125 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.891657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.39904 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.53032 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.367281 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.581772 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.284862 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.372714 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),0.21819 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.320735 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.891364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,1),-0.186055 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.24421 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.195976 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.237165 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.216097 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.146023 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),0.0697411 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.0606431 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.180142 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.085009 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.172286 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.253351 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.900494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.527464 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.540576 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.636647 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.530466 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.573335 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.465717 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.45418 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.514631 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.405583 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.238214 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.143073 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.198702 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.536406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.274008 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.0666023 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.233574 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.619212 # DEPENDENCYPART_GRANDPAR
