# _root_ Szívet melengető érzés , hogy Európában még mindig mekkora kultusza van , és a mostani negyvenévesek milyen nosztalgiával emlegetik őt .
#goldHeads=2,3,5,5,0,11,11,11,10,11,13,13,5,16,16,19,18,19,13,19,5,
#predictedHeads=2,3,5,5,13,11,11,11,10,11,13,13,0,16,16,19,18,19,13,19,13,
(11,20),(20,21),-0.612369 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.105165 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),0.106759 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),0.0533649 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),0.0762635 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),0.037985 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),0.118771 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-0.697472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,19),-0.165456 # DEPENDENCYPART_GRANDPAR
(13,1),(1,21),-0.658659 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.00583032 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.0444159 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.025318 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.105355 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.0490635 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.14943 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.0569992 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.0775139 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.0355435 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.11896 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),-0.165456 # DEPENDENCYPART_GRANDPAR
(13,3),(3,21),-0.658659 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.0243543 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.116911 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),0.0699266 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.000850802 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.0770123 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.164685 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.362064 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.17203 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.18279 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.739387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,15),-0.27951 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.163555 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.257288 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-0.314284 # DEPENDENCYPART_GRANDPAR
(13,5),(5,21),-0.681528 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.149503 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.0489611 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.0245584 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.0996432 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.36658 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.275275 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-0.658659 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),0.0363233 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),0.13368 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),0.158993 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.0271603 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.102556 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.33777 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.213292 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-0.683819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,19),-0.154716 # DEPENDENCYPART_GRANDPAR
(13,7),(7,21),-0.641052 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),0.0505035 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),0.14786 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),0.138793 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.116736 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.121714 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.348596 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.0490635 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.14943 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),0.0455732 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),0.0247449 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.102838 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.0137118 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.0426777 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.0500604 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.0480498 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.238872 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.275274 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.157859 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.651967 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.165456 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.658659 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.0737237 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.0937222 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),0.0278282 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),0.00641186 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),0.0639422 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.00596512 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.138379 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.133899 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0388783 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.286939 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.264983 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.04508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.392613 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.536281 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.420325 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.574889 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-1.00594 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.536499 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.558752 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.945974 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.215222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.229899 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.332704 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.0605532 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.688383 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.234055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.335505 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.367873 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.13498 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.493127 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.379031 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.490867 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.688383 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.234017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.335529 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.229771 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.136808 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.425658 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.506903 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.714437 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.224853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.313094 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.230557 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.349156 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.157224 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-1.13881 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-1.05143 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.761031 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.911761 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-1.08011 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.680518 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.711878 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.792323 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.870517 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-1.0569 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.250681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.241536 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.185609 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.296245 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.0809327 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.054877 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),0.18351 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.23139 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.525635 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.0619977 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.528033 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.325384 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.259167 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.48088 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.318838 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.324351 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.437652 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.197867 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.361288 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.895436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.398824 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.481032 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.531152 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.605453 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.552263 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.586349 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.518738 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.554631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.107357 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.180023 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.586431 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.601745 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.507118 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.586349 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.518738 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.554603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.0073368 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.1782 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.222519 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.51162 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.596526 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.519169 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.623789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.0321137 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.112564 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.122264 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.903571 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.850253 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.773861 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.766451 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.644716 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.9039 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.630193 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.625605 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.893557 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.69871 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.572914 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.394336 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.845438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.325259 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.397989 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.651876 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.751197 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.543916 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.843395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.323218 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.344153 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.951633 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.894547 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.975704 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.741122 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.93053 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.781029 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.420467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),-0.0302181 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.29133 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.991223 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.761227 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.9407 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.840905 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.429975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.0924306 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.0609871 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.72292 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.623265 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.667099 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.550307 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.551236 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.350242 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.672242 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.672545 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.233134 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.280367 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),-0.156025 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-0.835353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,19),-0.708644 # DEPENDENCYPART_GRANDPAR
(16,5),(5,20),-0.835898 # DEPENDENCYPART_GRANDPAR
(16,5),(5,21),-0.769639 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.734587 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.676331 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.455116 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.523696 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.679844 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.765851 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.314037 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.284904 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),-0.670359 # DEPENDENCYPART_GRANDPAR
(16,7),(7,21),-0.775316 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.605337 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.53657 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.548452 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.433205 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.346319 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.552928 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.32036 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.357142 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.185554 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.671018 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.433348 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.338069 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.340075 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.16422 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.820492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.218617 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.398042 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.70813 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.810357 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.772641 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.692745 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.635922 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.636895 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.56802 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.502278 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.640404 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.439117 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.468019 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.759461 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.781439 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.445323 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.208367 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.156261 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.832568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.405637 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.714933 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.77043 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.226462 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.0922199 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.830527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),-0.351801 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.328691 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.265997 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.183699 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.821648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.386219 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-1.07395 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.633636 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.623246 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.654942 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.591242 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.414848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.137923 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-1.10139 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-1.04559 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.784837 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.891979 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-1.05174 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.676639 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.723319 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-1.16816 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-1.11003 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.66214 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.638534 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.613587 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.546024 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.440082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0922005 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0127214 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.442884 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.38593 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.434148 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.263991 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.255347 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.293056 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.167251 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.0729567 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.266072 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.704017 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-1.0637 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.619361 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.63361 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.548543 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.542906 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.660729 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.631623 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.519738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,1),-0.87759 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-1.04273 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.858925 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.572356 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.595655 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.729311 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.521257 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.47974 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.643648 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.908084 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.486037 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.304126 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.893804 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.0967679 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.245321 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.293758 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.874057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.710725 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),-0.384738 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.589863 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.898257 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-1.05445 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.880585 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.635785 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.644638 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.750008 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.576943 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.529269 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.929744 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.16352 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.537689 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.843024 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.216023 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.357955 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.885671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.733526 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.593516 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.297274 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.22907 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.370221 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.835421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,12),-0.309164 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.169971 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.721442 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.290186 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.884712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,5),-0.527304 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.325885 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.00923914 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.303792 # DEPENDENCYPART_GRANDPAR
