# _root_ De például a májjal már más a helyzet : a sertés mája más enzimeket termel , mint az emberé , más nagyságú vörösvérsejteket hoz létre és így tovább .
#goldHeads=0,6,4,6,6,1,8,6,1,11,12,15,14,15,26,15,15,19,15,26,22,23,24,26,24,1,28,26,1,
#predictedHeads=0,15,4,2,15,8,8,15,1,11,12,15,14,15,1,15,15,19,24,24,23,23,24,26,24,13,28,24,1,
(17,19),(17,20),0.0369027 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0495545 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.032637 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0130543 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.0118036 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.03336 # DEPENDENCYPART_SIBL
(17,19),(17,28),-0.0112459 # DEPENDENCYPART_SIBL
(17,19),(17,29),0.029798 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.0761255 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.0523791 # DEPENDENCYPART_SIBL
(17,20),(17,24),0.202051 # DEPENDENCYPART_SIBL
(17,20),(17,25),0.0660587 # DEPENDENCYPART_SIBL
(17,20),(17,26),-0.0719122 # DEPENDENCYPART_SIBL
(17,20),(17,28),0.0587164 # DEPENDENCYPART_SIBL
(17,20),(17,29),0.00481532 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.0158376 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.00680342 # DEPENDENCYPART_SIBL
(17,22),(17,25),0.00852378 # DEPENDENCYPART_SIBL
(17,22),(17,26),-0.0156048 # DEPENDENCYPART_SIBL
(17,22),(17,28),0.00736679 # DEPENDENCYPART_SIBL
(17,22),(17,29),0.102873 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.0130543 # DEPENDENCYPART_SIBL
(17,23),(17,25),-0.0118036 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.03336 # DEPENDENCYPART_SIBL
(17,23),(17,28),-0.0112459 # DEPENDENCYPART_SIBL
(17,23),(17,29),0.029798 # DEPENDENCYPART_SIBL
(17,24),(17,25),0.028946 # DEPENDENCYPART_SIBL
(17,24),(17,26),-0.0331136 # DEPENDENCYPART_SIBL
(17,24),(17,28),0.0213494 # DEPENDENCYPART_SIBL
(17,24),(17,29),0.0815711 # DEPENDENCYPART_SIBL
(17,25),(17,26),-0.0649279 # DEPENDENCYPART_SIBL
(17,25),(17,28),-0.0474929 # DEPENDENCYPART_SIBL
(17,25),(17,29),-0.0127597 # DEPENDENCYPART_SIBL
(17,26),(17,28),-0.033594 # DEPENDENCYPART_SIBL
(17,26),(17,29),0.0327495 # DEPENDENCYPART_SIBL
(17,28),(17,29),0.0188426 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.0256762 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.386526 # DEPENDENCYPART_SIBL
(19,6),(19,17),0.243576 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.073046 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0228172 # DEPENDENCYPART_SIBL
(19,6),(19,22),0.00236477 # DEPENDENCYPART_SIBL
(19,6),(19,23),-0.000752329 # DEPENDENCYPART_SIBL
(19,6),(19,28),-0.0324842 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.386526 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.243576 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.073046 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0228172 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.00236477 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.000752329 # DEPENDENCYPART_SIBL
(19,13),(19,28),-0.0324842 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.210532 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.273529 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0346477 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.00378367 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.00844461 # DEPENDENCYPART_SIBL
(19,16),(19,28),-0.0551212 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.244238 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0435831 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0184865 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0181448 # DEPENDENCYPART_SIBL
(19,17),(19,28),-0.0279939 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0165824 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.012859 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.00571552 # DEPENDENCYPART_SIBL
(19,18),(19,28),-0.0816829 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.153297 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.342981 # DEPENDENCYPART_SIBL
(19,20),(19,28),0.174688 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0547457 # DEPENDENCYPART_SIBL
(19,22),(19,28),0.0357421 # DEPENDENCYPART_SIBL
(19,23),(19,28),0.0250977 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0107799 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.0287932 # DEPENDENCYPART_SIBL
(21,23),(21,26),8.17448e-05 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0767951 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.108819 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0369293 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.281591 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0404137 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0186561 # DEPENDENCYPART_SIBL
(23,11),(23,13),0.0324611 # DEPENDENCYPART_SIBL
(23,11),(23,14),-0.018106 # DEPENDENCYPART_SIBL
(23,11),(23,16),0.641687 # DEPENDENCYPART_SIBL
(23,11),(23,17),0.459197 # DEPENDENCYPART_SIBL
(23,11),(23,18),-0.269111 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.018106 # DEPENDENCYPART_SIBL
(23,11),(23,20),0.641687 # DEPENDENCYPART_SIBL
(23,11),(23,21),0.0324611 # DEPENDENCYPART_SIBL
(23,11),(23,22),0.0624093 # DEPENDENCYPART_SIBL
(23,11),(23,27),-0.0270053 # DEPENDENCYPART_SIBL
(23,11),(23,28),-0.0215277 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.0108638 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.386526 # DEPENDENCYPART_SIBL
(23,13),(23,17),0.243576 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.073046 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.0108638 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.386526 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.0256762 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.123446 # DEPENDENCYPART_SIBL
(23,13),(23,27),-0.0348056 # DEPENDENCYPART_SIBL
(23,13),(23,28),-0.0324842 # DEPENDENCYPART_SIBL
(23,14),(23,16),0.641687 # DEPENDENCYPART_SIBL
(23,14),(23,17),0.459197 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.269111 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.018106 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.641687 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.0324611 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.0624093 # DEPENDENCYPART_SIBL
(23,14),(23,27),-0.0270053 # DEPENDENCYPART_SIBL
(23,14),(23,28),-0.0215277 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.210532 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.273529 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.0569251 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.0456326 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0291793 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.0447058 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.0642388 # DEPENDENCYPART_SIBL
(23,16),(23,28),-0.0551212 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.244238 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.0105376 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.128922 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.0020315 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.035004 # DEPENDENCYPART_SIBL
(23,17),(23,27),-0.0296547 # DEPENDENCYPART_SIBL
(23,17),(23,28),-0.0279939 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.000855746 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.213182 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.00583571 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.226031 # DEPENDENCYPART_SIBL
(23,18),(23,27),-0.0802855 # DEPENDENCYPART_SIBL
(23,18),(23,28),-0.0816829 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.641687 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0324611 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0624093 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.0270053 # DEPENDENCYPART_SIBL
(23,19),(23,28),-0.0215277 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0291793 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0447058 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0642388 # DEPENDENCYPART_SIBL
(23,20),(23,28),-0.0551212 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.123446 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0348056 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.0324842 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.0367391 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.0381204 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0114948 # DEPENDENCYPART_SIBL
(24,1),(24,2),-0.0151153 # DEPENDENCYPART_SIBL
(24,1),(24,4),-0.0570813 # DEPENDENCYPART_SIBL
(24,1),(24,5),-0.0325695 # DEPENDENCYPART_SIBL
(24,1),(24,6),-0.0867785 # DEPENDENCYPART_SIBL
(24,1),(24,8),-0.0491875 # DEPENDENCYPART_SIBL
(24,1),(24,9),-0.0326353 # DEPENDENCYPART_SIBL
(24,1),(24,11),-0.0570813 # DEPENDENCYPART_SIBL
(24,1),(24,12),-0.0570813 # DEPENDENCYPART_SIBL
(24,1),(24,13),-0.0867785 # DEPENDENCYPART_SIBL
(24,1),(24,14),-0.0570813 # DEPENDENCYPART_SIBL
(24,1),(24,15),0.0494976 # DEPENDENCYPART_SIBL
(24,1),(24,16),0.12099 # DEPENDENCYPART_SIBL
(24,1),(24,17),0.0506533 # DEPENDENCYPART_SIBL
(24,1),(24,18),0.00369061 # DEPENDENCYPART_SIBL
(24,1),(24,19),-0.0570813 # DEPENDENCYPART_SIBL
(24,1),(24,20),0.12099 # DEPENDENCYPART_SIBL
(24,1),(24,21),-0.0867785 # DEPENDENCYPART_SIBL
(24,1),(24,22),-0.003595 # DEPENDENCYPART_SIBL
(24,1),(24,23),-0.0570813 # DEPENDENCYPART_SIBL
(24,1),(24,25),0.00448527 # DEPENDENCYPART_SIBL
(24,1),(24,26),0.0403727 # DEPENDENCYPART_SIBL
(24,1),(24,27),0.0238195 # DEPENDENCYPART_SIBL
(24,1),(24,28),0.0250117 # DEPENDENCYPART_SIBL
(24,1),(24,29),0.235522 # DEPENDENCYPART_SIBL
(24,2),(24,4),-0.0124576 # DEPENDENCYPART_SIBL
(24,2),(24,5),0.0209207 # DEPENDENCYPART_SIBL
(24,2),(24,6),-0.073455 # DEPENDENCYPART_SIBL
(24,2),(24,8),-0.00261159 # DEPENDENCYPART_SIBL
(24,2),(24,9),-0.0688141 # DEPENDENCYPART_SIBL
(24,2),(24,11),-0.0124576 # DEPENDENCYPART_SIBL
(24,2),(24,12),-0.0124576 # DEPENDENCYPART_SIBL
(24,2),(24,13),-0.073455 # DEPENDENCYPART_SIBL
(24,2),(24,14),-0.0124576 # DEPENDENCYPART_SIBL
(24,2),(24,15),-0.0115207 # DEPENDENCYPART_SIBL
(24,2),(24,16),0.0383119 # DEPENDENCYPART_SIBL
(24,2),(24,17),0.0452688 # DEPENDENCYPART_SIBL
(24,2),(24,18),-0.0635192 # DEPENDENCYPART_SIBL
(24,2),(24,19),-0.0124576 # DEPENDENCYPART_SIBL
(24,2),(24,20),0.0383119 # DEPENDENCYPART_SIBL
(24,2),(24,21),-0.073455 # DEPENDENCYPART_SIBL
(24,2),(24,22),-0.00191839 # DEPENDENCYPART_SIBL
(24,2),(24,23),-0.0124576 # DEPENDENCYPART_SIBL
(24,2),(24,25),0.0158157 # DEPENDENCYPART_SIBL
(24,2),(24,26),-0.0110182 # DEPENDENCYPART_SIBL
(24,2),(24,27),0.00214069 # DEPENDENCYPART_SIBL
(24,2),(24,28),0.0238535 # DEPENDENCYPART_SIBL
(24,2),(24,29),0.0527514 # DEPENDENCYPART_SIBL
(24,4),(24,5),0.0768838 # DEPENDENCYPART_SIBL
(24,4),(24,6),-0.0900908 # DEPENDENCYPART_SIBL
(24,4),(24,8),-0.0220938 # DEPENDENCYPART_SIBL
(24,4),(24,9),-0.00848512 # DEPENDENCYPART_SIBL
(24,4),(24,11),-0.0226277 # DEPENDENCYPART_SIBL
(24,4),(24,12),-0.0226277 # DEPENDENCYPART_SIBL
(24,4),(24,13),-0.0900908 # DEPENDENCYPART_SIBL
(24,4),(24,14),-0.0226277 # DEPENDENCYPART_SIBL
(24,4),(24,15),-0.00218405 # DEPENDENCYPART_SIBL
(24,4),(24,16),0.120621 # DEPENDENCYPART_SIBL
(24,4),(24,17),0.121472 # DEPENDENCYPART_SIBL
(24,4),(24,18),-0.0223192 # DEPENDENCYPART_SIBL
(24,4),(24,19),-0.0226277 # DEPENDENCYPART_SIBL
(24,4),(24,20),0.120621 # DEPENDENCYPART_SIBL
(24,4),(24,21),-0.0900908 # DEPENDENCYPART_SIBL
(24,4),(24,22),0.00547088 # DEPENDENCYPART_SIBL
(24,4),(24,23),-0.0226277 # DEPENDENCYPART_SIBL
(24,4),(24,25),0.00209269 # DEPENDENCYPART_SIBL
(24,4),(24,26),-0.0212793 # DEPENDENCYPART_SIBL
(24,4),(24,27),-0.0121913 # DEPENDENCYPART_SIBL
(24,4),(24,28),-0.00327543 # DEPENDENCYPART_SIBL
(24,4),(24,29),0.0311829 # DEPENDENCYPART_SIBL
(24,5),(24,6),-0.0686624 # DEPENDENCYPART_SIBL
(24,5),(24,8),0.0568174 # DEPENDENCYPART_SIBL
(24,5),(24,9),-0.0453281 # DEPENDENCYPART_SIBL
(24,5),(24,11),0.0469719 # DEPENDENCYPART_SIBL
(24,5),(24,12),0.0469719 # DEPENDENCYPART_SIBL
(24,5),(24,13),-0.0686624 # DEPENDENCYPART_SIBL
(24,5),(24,14),0.0469719 # DEPENDENCYPART_SIBL
(24,5),(24,15),-0.0180332 # DEPENDENCYPART_SIBL
(24,5),(24,16),0.0599296 # DEPENDENCYPART_SIBL
(24,5),(24,17),0.0425441 # DEPENDENCYPART_SIBL
(24,5),(24,18),-0.0448678 # DEPENDENCYPART_SIBL
(24,5),(24,19),0.0469719 # DEPENDENCYPART_SIBL
(24,5),(24,20),0.0599296 # DEPENDENCYPART_SIBL
(24,5),(24,21),-0.0686624 # DEPENDENCYPART_SIBL
(24,5),(24,22),0.0252529 # DEPENDENCYPART_SIBL
(24,5),(24,23),0.0469719 # DEPENDENCYPART_SIBL
(24,5),(24,25),0.0103862 # DEPENDENCYPART_SIBL
(24,5),(24,26),-0.0165034 # DEPENDENCYPART_SIBL
(24,5),(24,27),-0.000607553 # DEPENDENCYPART_SIBL
(24,5),(24,28),0.018526 # DEPENDENCYPART_SIBL
(24,5),(24,29),0.0517441 # DEPENDENCYPART_SIBL
(24,6),(24,8),-0.037458 # DEPENDENCYPART_SIBL
(24,6),(24,9),-0.0450777 # DEPENDENCYPART_SIBL
(24,6),(24,11),-0.0464467 # DEPENDENCYPART_SIBL
(24,6),(24,12),-0.0464467 # DEPENDENCYPART_SIBL
(24,6),(24,13),-0.184778 # DEPENDENCYPART_SIBL
(24,6),(24,14),-0.0464467 # DEPENDENCYPART_SIBL
(24,6),(24,15),-0.0152936 # DEPENDENCYPART_SIBL
(24,6),(24,16),0.108929 # DEPENDENCYPART_SIBL
(24,6),(24,17),0.103877 # DEPENDENCYPART_SIBL
(24,6),(24,18),0.0798729 # DEPENDENCYPART_SIBL
(24,6),(24,19),-0.0464467 # DEPENDENCYPART_SIBL
(24,6),(24,20),0.108929 # DEPENDENCYPART_SIBL
(24,6),(24,21),-0.184778 # DEPENDENCYPART_SIBL
(24,6),(24,22),-0.00365628 # DEPENDENCYPART_SIBL
(24,6),(24,23),-0.0464467 # DEPENDENCYPART_SIBL
(24,6),(24,25),-0.0419084 # DEPENDENCYPART_SIBL
(24,6),(24,26),-0.0940187 # DEPENDENCYPART_SIBL
(24,6),(24,27),-0.0235456 # DEPENDENCYPART_SIBL
(24,6),(24,28),-0.0214008 # DEPENDENCYPART_SIBL
(24,6),(24,29),-0.0444847 # DEPENDENCYPART_SIBL
(24,8),(24,9),-0.0120096 # DEPENDENCYPART_SIBL
(24,8),(24,11),-0.0249348 # DEPENDENCYPART_SIBL
(24,8),(24,12),-0.0249348 # DEPENDENCYPART_SIBL
(24,8),(24,13),-0.0919056 # DEPENDENCYPART_SIBL
(24,8),(24,14),-0.0249348 # DEPENDENCYPART_SIBL
(24,8),(24,15),-0.00409188 # DEPENDENCYPART_SIBL
(24,8),(24,16),0.115634 # DEPENDENCYPART_SIBL
(24,8),(24,17),0.116908 # DEPENDENCYPART_SIBL
(24,8),(24,18),-0.0272014 # DEPENDENCYPART_SIBL
(24,8),(24,19),-0.0249348 # DEPENDENCYPART_SIBL
(24,8),(24,20),0.115634 # DEPENDENCYPART_SIBL
(24,8),(24,21),-0.0919056 # DEPENDENCYPART_SIBL
(24,8),(24,22),-0.00439512 # DEPENDENCYPART_SIBL
(24,8),(24,23),-0.0249348 # DEPENDENCYPART_SIBL
(24,8),(24,25),-0.0106756 # DEPENDENCYPART_SIBL
(24,8),(24,26),-0.0331894 # DEPENDENCYPART_SIBL
(24,8),(24,27),-0.0249595 # DEPENDENCYPART_SIBL
(24,8),(24,28),-0.0160437 # DEPENDENCYPART_SIBL
(24,8),(24,29),0.0116029 # DEPENDENCYPART_SIBL
(24,9),(24,11),-0.0675689 # DEPENDENCYPART_SIBL
(24,9),(24,12),-0.0675689 # DEPENDENCYPART_SIBL
(24,9),(24,13),-0.0494491 # DEPENDENCYPART_SIBL
(24,9),(24,14),-0.0675689 # DEPENDENCYPART_SIBL
(24,9),(24,15),0.0506272 # DEPENDENCYPART_SIBL
(24,9),(24,16),-0.0146881 # DEPENDENCYPART_SIBL
(24,9),(24,17),0.141927 # DEPENDENCYPART_SIBL
(24,9),(24,18),0.0108383 # DEPENDENCYPART_SIBL
(24,9),(24,19),-0.0675689 # DEPENDENCYPART_SIBL
(24,9),(24,20),-0.0146881 # DEPENDENCYPART_SIBL
(24,9),(24,21),-0.0494491 # DEPENDENCYPART_SIBL
(24,9),(24,22),-0.056732 # DEPENDENCYPART_SIBL
(24,9),(24,23),-0.0675689 # DEPENDENCYPART_SIBL
(24,9),(24,25),-0.0180802 # DEPENDENCYPART_SIBL
(24,9),(24,26),-0.0410859 # DEPENDENCYPART_SIBL
(24,9),(24,27),-0.0229293 # DEPENDENCYPART_SIBL
(24,9),(24,28),-0.0287757 # DEPENDENCYPART_SIBL
(24,9),(24,29),0.00728145 # DEPENDENCYPART_SIBL
(24,11),(24,12),-0.0226277 # DEPENDENCYPART_SIBL
(24,11),(24,13),-0.0900908 # DEPENDENCYPART_SIBL
(24,11),(24,14),-0.0226277 # DEPENDENCYPART_SIBL
(24,11),(24,15),-0.00218405 # DEPENDENCYPART_SIBL
(24,11),(24,16),0.120621 # DEPENDENCYPART_SIBL
(24,11),(24,17),0.121472 # DEPENDENCYPART_SIBL
(24,11),(24,18),-0.0223192 # DEPENDENCYPART_SIBL
(24,11),(24,19),-0.0226277 # DEPENDENCYPART_SIBL
(24,11),(24,20),0.120621 # DEPENDENCYPART_SIBL
(24,11),(24,21),-0.0900908 # DEPENDENCYPART_SIBL
(24,11),(24,22),0.00547088 # DEPENDENCYPART_SIBL
(24,11),(24,23),-0.0226277 # DEPENDENCYPART_SIBL
(24,11),(24,25),0.00209269 # DEPENDENCYPART_SIBL
(24,11),(24,26),-0.0212793 # DEPENDENCYPART_SIBL
(24,11),(24,27),-0.0121913 # DEPENDENCYPART_SIBL
(24,11),(24,28),-0.00327543 # DEPENDENCYPART_SIBL
(24,11),(24,29),0.0311829 # DEPENDENCYPART_SIBL
(24,12),(24,13),-0.0900908 # DEPENDENCYPART_SIBL
(24,12),(24,14),-0.0226277 # DEPENDENCYPART_SIBL
(24,12),(24,15),-0.00218405 # DEPENDENCYPART_SIBL
(24,12),(24,16),0.120621 # DEPENDENCYPART_SIBL
(24,12),(24,17),0.121472 # DEPENDENCYPART_SIBL
(24,12),(24,18),-0.0223192 # DEPENDENCYPART_SIBL
(24,12),(24,19),-0.0226277 # DEPENDENCYPART_SIBL
(24,12),(24,20),0.120621 # DEPENDENCYPART_SIBL
(24,12),(24,21),-0.0900908 # DEPENDENCYPART_SIBL
(24,12),(24,22),0.00547088 # DEPENDENCYPART_SIBL
(24,12),(24,23),-0.0226277 # DEPENDENCYPART_SIBL
(24,12),(24,25),0.00209269 # DEPENDENCYPART_SIBL
(24,12),(24,26),-0.0212793 # DEPENDENCYPART_SIBL
(24,12),(24,27),-0.0121913 # DEPENDENCYPART_SIBL
(24,12),(24,28),-0.00327543 # DEPENDENCYPART_SIBL
(24,12),(24,29),0.0311829 # DEPENDENCYPART_SIBL
(24,13),(24,14),-0.0464467 # DEPENDENCYPART_SIBL
(24,13),(24,15),-0.0152936 # DEPENDENCYPART_SIBL
(24,13),(24,16),0.108929 # DEPENDENCYPART_SIBL
(24,13),(24,17),0.103877 # DEPENDENCYPART_SIBL
(24,13),(24,18),0.0798729 # DEPENDENCYPART_SIBL
(24,13),(24,19),-0.0464467 # DEPENDENCYPART_SIBL
(24,13),(24,20),0.108929 # DEPENDENCYPART_SIBL
(24,13),(24,21),-0.184778 # DEPENDENCYPART_SIBL
(24,13),(24,22),-0.00365628 # DEPENDENCYPART_SIBL
(24,13),(24,23),-0.0464467 # DEPENDENCYPART_SIBL
(24,13),(24,25),-0.0419084 # DEPENDENCYPART_SIBL
(24,13),(24,26),-0.0940187 # DEPENDENCYPART_SIBL
(24,13),(24,27),-0.0235456 # DEPENDENCYPART_SIBL
(24,13),(24,28),-0.0214008 # DEPENDENCYPART_SIBL
(24,13),(24,29),-0.0444847 # DEPENDENCYPART_SIBL
(24,14),(24,15),-0.00218405 # DEPENDENCYPART_SIBL
(24,14),(24,16),0.120621 # DEPENDENCYPART_SIBL
(24,14),(24,17),0.121472 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.0223192 # DEPENDENCYPART_SIBL
(24,14),(24,19),-0.0226277 # DEPENDENCYPART_SIBL
(24,14),(24,20),0.120621 # DEPENDENCYPART_SIBL
(24,14),(24,21),-0.0900908 # DEPENDENCYPART_SIBL
(24,14),(24,22),0.00547088 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.0226277 # DEPENDENCYPART_SIBL
(24,14),(24,25),0.00209269 # DEPENDENCYPART_SIBL
(24,14),(24,26),-0.0212793 # DEPENDENCYPART_SIBL
(24,14),(24,27),-0.0121913 # DEPENDENCYPART_SIBL
(24,14),(24,28),-0.00327543 # DEPENDENCYPART_SIBL
(24,14),(24,29),0.0311829 # DEPENDENCYPART_SIBL
(24,15),(24,16),0.0911039 # DEPENDENCYPART_SIBL
(24,15),(24,17),0.0264926 # DEPENDENCYPART_SIBL
(24,15),(24,18),0.00699236 # DEPENDENCYPART_SIBL
(24,15),(24,19),-0.0255738 # DEPENDENCYPART_SIBL
(24,15),(24,20),0.0911039 # DEPENDENCYPART_SIBL
(24,15),(24,21),-0.0836086 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.00602501 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.0255738 # DEPENDENCYPART_SIBL
(24,15),(24,25),-0.00611746 # DEPENDENCYPART_SIBL
(24,15),(24,26),-0.0229684 # DEPENDENCYPART_SIBL
(24,15),(24,27),0.00413781 # DEPENDENCYPART_SIBL
(24,15),(24,28),0.0137945 # DEPENDENCYPART_SIBL
(24,15),(24,29),0.0315334 # DEPENDENCYPART_SIBL
(24,16),(24,17),0.185588 # DEPENDENCYPART_SIBL
(24,16),(24,18),0.0871894 # DEPENDENCYPART_SIBL
(24,16),(24,19),0.010315 # DEPENDENCYPART_SIBL
(24,16),(24,20),0.0330682 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.0472214 # DEPENDENCYPART_SIBL
(24,16),(24,22),0.00541509 # DEPENDENCYPART_SIBL
(24,16),(24,23),0.010315 # DEPENDENCYPART_SIBL
(24,16),(24,25),0.0331472 # DEPENDENCYPART_SIBL
(24,16),(24,26),-0.00933899 # DEPENDENCYPART_SIBL
(24,16),(24,27),0.0269639 # DEPENDENCYPART_SIBL
(24,16),(24,28),0.020218 # DEPENDENCYPART_SIBL
(24,16),(24,29),0.0615709 # DEPENDENCYPART_SIBL
(24,17),(24,18),0.06033 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.0235847 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.213239 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.0234204 # DEPENDENCYPART_SIBL
(24,17),(24,22),0.0379591 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.0235847 # DEPENDENCYPART_SIBL
(24,17),(24,25),0.00331713 # DEPENDENCYPART_SIBL
(24,17),(24,26),-0.00196293 # DEPENDENCYPART_SIBL
(24,17),(24,27),0.0230011 # DEPENDENCYPART_SIBL
(24,17),(24,28),0.0214077 # DEPENDENCYPART_SIBL
(24,17),(24,29),0.0535835 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.0342272 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.0245105 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.142634 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.0287325 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.0342272 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.000656587 # DEPENDENCYPART_SIBL
(24,18),(24,26),-0.0113328 # DEPENDENCYPART_SIBL
(24,18),(24,27),0.00995038 # DEPENDENCYPART_SIBL
(24,18),(24,28),0.00464667 # DEPENDENCYPART_SIBL
(24,18),(24,29),0.0295529 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.120621 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0900908 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.00547088 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.0226277 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.00209269 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.0212793 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.0121913 # DEPENDENCYPART_SIBL
(24,19),(24,28),-0.00327543 # DEPENDENCYPART_SIBL
(24,19),(24,29),0.0311829 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.0472214 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.00541509 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.010315 # DEPENDENCYPART_SIBL
