# _root_ Európában elsősorban az olaszok és a franciák híresek kávézóikról , ahol a fekete ital számos változatát készítik , fogyasztásuk pedig mindennapos szertartássá vált .
#goldHeads=9,9,4,5,9,7,5,9,0,9,17,14,14,16,16,17,9,17,23,23,22,23,17,9,
#predictedHeads=17,23,4,5,17,7,8,9,5,23,17,14,14,16,16,17,0,17,23,23,22,23,17,17,
(22,7),(22,18),0.64168 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0181116 # DEPENDENCYPART_SIBL
(22,7),(22,20),0.471136 # DEPENDENCYPART_SIBL
(22,7),(22,21),0.046217 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.662675 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.0135974 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.00307482 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.00194793 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.00307406 # DEPENDENCYPART_SIBL
(22,8),(22,17),0.113554 # DEPENDENCYPART_SIBL
(22,8),(22,18),0.440921 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.00307406 # DEPENDENCYPART_SIBL
(22,8),(22,20),0.330554 # DEPENDENCYPART_SIBL
(22,8),(22,21),0.00534815 # DEPENDENCYPART_SIBL
(22,12),(22,13),0.153503 # DEPENDENCYPART_SIBL
(22,12),(22,14),0.0129962 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.014487 # DEPENDENCYPART_SIBL
(22,12),(22,16),0.0129962 # DEPENDENCYPART_SIBL
(22,12),(22,17),0.20699 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.190771 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.0129962 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.105626 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.155821 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0162567 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.0142106 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.0162559 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.101283 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.406311 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0162559 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.317882 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0250473 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.0175391 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.0173644 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.153197 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.641575 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0173644 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.472097 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.046221 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.0272747 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.134829 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.451384 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0272747 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.413933 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.125201 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.153199 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.641687 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.018106 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.471141 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0462215 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.313879 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0504274 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.144808 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0644046 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0569251 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.137985 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0253261 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.471141 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0462215 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0538923 # DEPENDENCYPART_SIBL
(23,1),(23,2),0.084714 # DEPENDENCYPART_SIBL
(23,1),(23,3),-0.0289614 # DEPENDENCYPART_SIBL
(23,1),(23,4),-0.0476155 # DEPENDENCYPART_SIBL
(23,1),(23,5),0.0845427 # DEPENDENCYPART_SIBL
(23,1),(23,7),-0.0469119 # DEPENDENCYPART_SIBL
(23,1),(23,8),-0.0173651 # DEPENDENCYPART_SIBL
(23,1),(23,9),-0.0469119 # DEPENDENCYPART_SIBL
(23,1),(23,10),0.134231 # DEPENDENCYPART_SIBL
(23,1),(23,11),-0.108725 # DEPENDENCYPART_SIBL
(23,1),(23,12),-0.0721547 # DEPENDENCYPART_SIBL
(23,1),(23,13),-0.0169733 # DEPENDENCYPART_SIBL
(23,1),(23,14),-0.0471555 # DEPENDENCYPART_SIBL
(23,1),(23,15),-0.0231063 # DEPENDENCYPART_SIBL
(23,1),(23,16),-0.0469119 # DEPENDENCYPART_SIBL
(23,1),(23,17),-0.0222942 # DEPENDENCYPART_SIBL
(23,1),(23,18),0.134231 # DEPENDENCYPART_SIBL
(23,1),(23,19),-0.0469119 # DEPENDENCYPART_SIBL
(23,1),(23,20),0.0467512 # DEPENDENCYPART_SIBL
(23,1),(23,21),-0.0173651 # DEPENDENCYPART_SIBL
(23,1),(23,22),-0.0469119 # DEPENDENCYPART_SIBL
(23,1),(23,24),0.0914837 # DEPENDENCYPART_SIBL
(23,2),(23,3),-0.0535215 # DEPENDENCYPART_SIBL
(23,2),(23,4),-0.0126199 # DEPENDENCYPART_SIBL
(23,2),(23,5),-0.0544165 # DEPENDENCYPART_SIBL
(23,2),(23,7),-0.0124182 # DEPENDENCYPART_SIBL
(23,2),(23,8),-0.0210346 # DEPENDENCYPART_SIBL
(23,2),(23,9),-0.012418 # DEPENDENCYPART_SIBL
(23,2),(23,10),0.0664679 # DEPENDENCYPART_SIBL
(23,2),(23,11),-0.116078 # DEPENDENCYPART_SIBL
(23,2),(23,12),-0.114557 # DEPENDENCYPART_SIBL
(23,2),(23,13),-0.0245043 # DEPENDENCYPART_SIBL
(23,2),(23,14),-0.0125399 # DEPENDENCYPART_SIBL
(23,2),(23,15),0.0221529 # DEPENDENCYPART_SIBL
(23,2),(23,16),-0.012418 # DEPENDENCYPART_SIBL
(23,2),(23,17),-0.0384889 # DEPENDENCYPART_SIBL
(23,2),(23,18),0.0664679 # DEPENDENCYPART_SIBL
(23,2),(23,19),-0.012418 # DEPENDENCYPART_SIBL
(23,2),(23,20),-0.030409 # DEPENDENCYPART_SIBL
(23,2),(23,21),-0.0210346 # DEPENDENCYPART_SIBL
(23,2),(23,22),-0.012418 # DEPENDENCYPART_SIBL
(23,2),(23,24),0.119044 # DEPENDENCYPART_SIBL
(23,3),(23,4),-0.022003 # DEPENDENCYPART_SIBL
(23,3),(23,5),-0.0146687 # DEPENDENCYPART_SIBL
(23,3),(23,7),-0.021832 # DEPENDENCYPART_SIBL
(23,3),(23,8),0.0336659 # DEPENDENCYPART_SIBL
(23,3),(23,9),-0.021832 # DEPENDENCYPART_SIBL
(23,3),(23,10),0.0608909 # DEPENDENCYPART_SIBL
(23,3),(23,11),-0.130247 # DEPENDENCYPART_SIBL
(23,3),(23,12),-0.124337 # DEPENDENCYPART_SIBL
(23,3),(23,13),0.0328551 # DEPENDENCYPART_SIBL
(23,3),(23,14),-0.0219539 # DEPENDENCYPART_SIBL
(23,3),(23,15),-0.0312818 # DEPENDENCYPART_SIBL
(23,3),(23,16),-0.021832 # DEPENDENCYPART_SIBL
(23,3),(23,17),0.0137197 # DEPENDENCYPART_SIBL
(23,3),(23,18),0.0608909 # DEPENDENCYPART_SIBL
(23,3),(23,19),-0.021832 # DEPENDENCYPART_SIBL
(23,3),(23,20),-0.00248106 # DEPENDENCYPART_SIBL
(23,3),(23,21),0.0336616 # DEPENDENCYPART_SIBL
(23,3),(23,22),-0.021832 # DEPENDENCYPART_SIBL
(23,3),(23,24),0.0566782 # DEPENDENCYPART_SIBL
(23,4),(23,5),0.0976525 # DEPENDENCYPART_SIBL
(23,4),(23,7),-0.0336741 # DEPENDENCYPART_SIBL
(23,4),(23,8),0.00056112 # DEPENDENCYPART_SIBL
(23,4),(23,9),-0.0336741 # DEPENDENCYPART_SIBL
(23,4),(23,10),0.151771 # DEPENDENCYPART_SIBL
(23,4),(23,11),-0.103687 # DEPENDENCYPART_SIBL
(23,4),(23,12),-0.06326 # DEPENDENCYPART_SIBL
(23,4),(23,13),0.000952911 # DEPENDENCYPART_SIBL
(23,4),(23,14),-0.0339177 # DEPENDENCYPART_SIBL
(23,4),(23,15),-0.0138529 # DEPENDENCYPART_SIBL
(23,4),(23,16),-0.0336741 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.0130261 # DEPENDENCYPART_SIBL
(23,4),(23,18),0.151771 # DEPENDENCYPART_SIBL
(23,4),(23,19),-0.0336741 # DEPENDENCYPART_SIBL
(23,4),(23,20),0.0637241 # DEPENDENCYPART_SIBL
(23,4),(23,21),0.00056112 # DEPENDENCYPART_SIBL
(23,4),(23,22),-0.0336741 # DEPENDENCYPART_SIBL
(23,4),(23,24),0.0755866 # DEPENDENCYPART_SIBL
(23,5),(23,7),0.0358181 # DEPENDENCYPART_SIBL
(23,5),(23,8),0.00513156 # DEPENDENCYPART_SIBL
(23,5),(23,9),0.0358181 # DEPENDENCYPART_SIBL
(23,5),(23,10),0.03631 # DEPENDENCYPART_SIBL
(23,5),(23,11),-0.107699 # DEPENDENCYPART_SIBL
(23,5),(23,12),-0.117107 # DEPENDENCYPART_SIBL
(23,5),(23,13),0.000452229 # DEPENDENCYPART_SIBL
(23,5),(23,14),0.0355296 # DEPENDENCYPART_SIBL
(23,5),(23,15),-0.0476598 # DEPENDENCYPART_SIBL
(23,5),(23,16),0.0358181 # DEPENDENCYPART_SIBL
(23,5),(23,17),0.0680444 # DEPENDENCYPART_SIBL
(23,5),(23,18),0.03631 # DEPENDENCYPART_SIBL
(23,5),(23,19),0.0358181 # DEPENDENCYPART_SIBL
(23,5),(23,20),-0.065347 # DEPENDENCYPART_SIBL
(23,5),(23,21),0.00513156 # DEPENDENCYPART_SIBL
(23,5),(23,22),0.0358181 # DEPENDENCYPART_SIBL
(23,5),(23,24),0.0501051 # DEPENDENCYPART_SIBL
(23,7),(23,8),0.000337309 # DEPENDENCYPART_SIBL
(23,7),(23,9),-0.0301692 # DEPENDENCYPART_SIBL
(23,7),(23,10),0.152829 # DEPENDENCYPART_SIBL
(23,7),(23,11),-0.101608 # DEPENDENCYPART_SIBL
(23,7),(23,12),-0.0616607 # DEPENDENCYPART_SIBL
(23,7),(23,13),0.0007291 # DEPENDENCYPART_SIBL
(23,7),(23,14),-0.0304128 # DEPENDENCYPART_SIBL
(23,7),(23,15),-0.0122536 # DEPENDENCYPART_SIBL
(23,7),(23,16),-0.0301692 # DEPENDENCYPART_SIBL
(23,7),(23,17),-0.0114263 # DEPENDENCYPART_SIBL
(23,7),(23,18),0.152829 # DEPENDENCYPART_SIBL
(23,7),(23,19),-0.0301692 # DEPENDENCYPART_SIBL
(23,7),(23,20),0.0653225 # DEPENDENCYPART_SIBL
(23,7),(23,21),0.000337309 # DEPENDENCYPART_SIBL
(23,7),(23,22),-0.0301692 # DEPENDENCYPART_SIBL
(23,7),(23,24),0.076832 # DEPENDENCYPART_SIBL
(23,8),(23,9),-0.0209398 # DEPENDENCYPART_SIBL
(23,8),(23,10),0.0816847 # DEPENDENCYPART_SIBL
(23,8),(23,11),-0.0941457 # DEPENDENCYPART_SIBL
(23,8),(23,12),-0.209676 # DEPENDENCYPART_SIBL
(23,8),(23,13),-0.0440167 # DEPENDENCYPART_SIBL
(23,8),(23,14),-0.0210624 # DEPENDENCYPART_SIBL
(23,8),(23,15),-0.0477807 # DEPENDENCYPART_SIBL
(23,8),(23,16),-0.0209398 # DEPENDENCYPART_SIBL
(23,8),(23,17),-0.0129739 # DEPENDENCYPART_SIBL
(23,8),(23,18),0.0816847 # DEPENDENCYPART_SIBL
(23,8),(23,19),-0.0209398 # DEPENDENCYPART_SIBL
(23,8),(23,20),0.0487026 # DEPENDENCYPART_SIBL
(23,8),(23,21),-0.0350646 # DEPENDENCYPART_SIBL
(23,8),(23,22),-0.0209398 # DEPENDENCYPART_SIBL
(23,8),(23,24),0.0223124 # DEPENDENCYPART_SIBL
(23,9),(23,10),0.152831 # DEPENDENCYPART_SIBL
(23,9),(23,11),-0.101607 # DEPENDENCYPART_SIBL
(23,9),(23,12),-0.0616607 # DEPENDENCYPART_SIBL
(23,9),(23,13),0.000729499 # DEPENDENCYPART_SIBL
(23,9),(23,14),-0.0304116 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.0122536 # DEPENDENCYPART_SIBL
(23,9),(23,16),-0.0301681 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.0114261 # DEPENDENCYPART_SIBL
(23,9),(23,18),0.152831 # DEPENDENCYPART_SIBL
(23,9),(23,19),-0.0301681 # DEPENDENCYPART_SIBL
(23,9),(23,20),0.0653234 # DEPENDENCYPART_SIBL
(23,9),(23,21),0.000337708 # DEPENDENCYPART_SIBL
(23,9),(23,22),-0.0301681 # DEPENDENCYPART_SIBL
(23,9),(23,24),0.0768324 # DEPENDENCYPART_SIBL
(23,10),(23,11),-0.154739 # DEPENDENCYPART_SIBL
(23,10),(23,12),-0.0897024 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.000398825 # DEPENDENCYPART_SIBL
(23,10),(23,14),0.0129541 # DEPENDENCYPART_SIBL
(23,10),(23,15),-0.0161677 # DEPENDENCYPART_SIBL
(23,10),(23,16),0.0130808 # DEPENDENCYPART_SIBL
(23,10),(23,17),0.0279506 # DEPENDENCYPART_SIBL
(23,10),(23,18),0.0955281 # DEPENDENCYPART_SIBL
(23,10),(23,19),0.0130808 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.0720991 # DEPENDENCYPART_SIBL
(23,10),(23,21),0.0139925 # DEPENDENCYPART_SIBL
(23,10),(23,22),0.0130808 # DEPENDENCYPART_SIBL
(23,10),(23,24),0.120643 # DEPENDENCYPART_SIBL
(23,11),(23,12),-0.00756934 # DEPENDENCYPART_SIBL
(23,11),(23,13),0.099267 # DEPENDENCYPART_SIBL
(23,11),(23,14),0.195336 # DEPENDENCYPART_SIBL
(23,11),(23,15),0.124444 # DEPENDENCYPART_SIBL
(23,11),(23,16),0.195458 # DEPENDENCYPART_SIBL
(23,11),(23,17),0.0473454 # DEPENDENCYPART_SIBL
(23,11),(23,18),0.24076 # DEPENDENCYPART_SIBL
(23,11),(23,19),0.195458 # DEPENDENCYPART_SIBL
(23,11),(23,20),0.0586498 # DEPENDENCYPART_SIBL
(23,11),(23,21),0.102737 # DEPENDENCYPART_SIBL
(23,11),(23,22),0.195458 # DEPENDENCYPART_SIBL
(23,11),(23,24),-0.0310914 # DEPENDENCYPART_SIBL
(23,12),(23,13),0.000920562 # DEPENDENCYPART_SIBL
(23,12),(23,14),0.0394014 # DEPENDENCYPART_SIBL
(23,12),(23,15),-0.0219452 # DEPENDENCYPART_SIBL
(23,12),(23,16),0.0395233 # DEPENDENCYPART_SIBL
(23,12),(23,17),0.0376352 # DEPENDENCYPART_SIBL
(23,12),(23,18),0.0648873 # DEPENDENCYPART_SIBL
(23,12),(23,19),0.0395233 # DEPENDENCYPART_SIBL
(23,12),(23,20),0.0181707 # DEPENDENCYPART_SIBL
(23,12),(23,21),0.0013807 # DEPENDENCYPART_SIBL
(23,12),(23,22),0.0395233 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.0295733 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.0229042 # DEPENDENCYPART_SIBL
(23,13),(23,15),-0.0483126 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.0227816 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.0135132 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.0668576 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.0227816 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.0478291 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.0446633 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.0227816 # DEPENDENCYPART_SIBL
(23,13),(23,24),0.0202033 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.0102004 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.0263681 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.00937429 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.154774 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.0263681 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.069394 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.00239087 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.0263681 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.0787852 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.0216227 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.0510866 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.0938384 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.0216227 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.0659033 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.012709 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.0216227 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.0298834 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.0114261 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.152831 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.0301681 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.0653234 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.000337708 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.0301681 # DEPENDENCYPART_SIBL
(23,16),(23,24),0.0768324 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.120094 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.0242345 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.0663627 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.0116955 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.0242345 # DEPENDENCYPART_SIBL
(23,17),(23,24),0.0482348 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0130808 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0720991 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0139925 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0130808 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.120643 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0653234 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.000337708 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0301681 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0768324 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.019384 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0322371 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0829211 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0209398 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0223124 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0768324 # DEPENDENCYPART_SIBL
(0,1),(1,4),0.230625 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.147351 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.327088 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),1.00496 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),0.678068 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),2.01871 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.63046 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.154847 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.133857 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.0105035 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.0783143 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.304173 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.293995 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.0235221 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.245641 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),0.806925 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.445702 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.317681 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.220872 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),0.479437 # DEPENDENCYPART_GRANDPAR
(0,2),(2,24),1.89808 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.574518 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.410505 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.514833 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0236204 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.544961 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.200648 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.0493685 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.111832 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.203582 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.25133 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.297518 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.166624 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.0147384 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.435787 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),1.16896 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.34511 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.0459427 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),0.86381 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),2.12497 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.0801039 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.0869213 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.00189477 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.190057 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.026015 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.295178 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.78236 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.41403 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.367218 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),-0.283425 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),0.455012 # DEPENDENCYPART_GRANDPAR
(0,11),(11,24),1.84298 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.499193 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.411315 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.672995 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.0501192 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.0375299 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.926718 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.216627 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.261175 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.127812 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.0733771 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.515208 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.950143 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.614253 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.181207 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.328247 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.451767 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.389042 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.296854 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.205675 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.476276 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.21306 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),0.471693 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),2.19168 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),0.467905 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),0.509091 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.204189 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.341621 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),0.932644 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),0.650619 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.413661 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.342783 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.361045 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),0.675287 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),2.024 # DEPENDENCYPART_GRANDPAR
(0,23),(23,1),0.590895 # DEPENDENCYPART_GRANDPAR
(0,23),(23,2),0.491681 # DEPENDENCYPART_GRANDPAR
(0,23),(23,3),-0.609317 # DEPENDENCYPART_GRANDPAR
(0,23),(23,4),0.041582 # DEPENDENCYPART_GRANDPAR
(0,23),(23,5),0.0295104 # DEPENDENCYPART_GRANDPAR
(0,23),(23,7),-0.124925 # DEPENDENCYPART_GRANDPAR
(0,23),(23,8),-0.213664 # DEPENDENCYPART_GRANDPAR
(0,23),(23,9),-0.0361108 # DEPENDENCYPART_GRANDPAR
(0,23),(23,10),0.153445 # DEPENDENCYPART_GRANDPAR
(0,23),(23,11),-0.438953 # DEPENDENCYPART_GRANDPAR
(0,23),(23,12),-0.889979 # DEPENDENCYPART_GRANDPAR
(0,23),(23,13),-0.566742 # DEPENDENCYPART_GRANDPAR
(0,23),(23,14),-0.0895057 # DEPENDENCYPART_GRANDPAR
(0,23),(23,15),-0.271084 # DEPENDENCYPART_GRANDPAR
(0,23),(23,16),-0.360066 # DEPENDENCYPART_GRANDPAR
(0,23),(23,17),0.598791 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),0.294973 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.432106 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.204524 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.535587 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.348313 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),2.20461 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.582776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.164203 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.113203 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.582621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),-0.164051 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.112964 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.0380307 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.208572 # DEPENDENCYPART_GRANDPAR
