# _root_ Önkéntesek hordták a vizet és az élelmet , a törmelék elszállítását — ha kellett , puszta kézzel — maguk szervezték meg .
#goldHeads=2,0,4,2,2,7,2,2,10,11,20,13,20,13,14,17,14,13,20,2,20,2,
#predictedHeads=2,0,4,2,2,7,2,2,10,11,2,13,2,2,14,17,20,20,20,2,20,2,
(7,10),(10,9),0.03341 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.158309 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.48947 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.512714 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.993457 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.712876 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.512836 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.889913 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.472171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.225787 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.03341 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.282343 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.134689 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.183354 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.11089 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.158309 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.27006 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),0.147567 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.511366 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-1.43234 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.529986 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.655792 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.507489 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.642352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),-0.345394 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.112271 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.281608 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.11936 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.0577498 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.161976 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.236489 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.136889 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.302787 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.0158233 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),0.0878541 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.217308 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.50276 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.512714 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.993457 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.712876 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.512836 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-0.889913 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.472173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),-0.225856 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),0.0332477 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.282341 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.111539 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.139851 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.0442262 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),0.198329 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.0839533 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.058969 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.27218 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),0.147567 # DEPENDENCYPART_GRANDPAR
(7,20),(20,1),-1.42792 # DEPENDENCYPART_GRANDPAR
(7,20),(20,2),-0.527931 # DEPENDENCYPART_GRANDPAR
(7,20),(20,4),-0.651365 # DEPENDENCYPART_GRANDPAR
(7,20),(20,5),-0.506881 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-0.62996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,8),-0.354316 # DEPENDENCYPART_GRANDPAR
(7,20),(20,10),0.124663 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),-0.269216 # DEPENDENCYPART_GRANDPAR
(7,20),(20,12),-0.137056 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),-0.0615056 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),0.175458 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),-0.212413 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.0278967 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.192998 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.272427 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),0.0603522 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.221248 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.528218 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.350833 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.698443 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.26711 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-1.15493 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.491669 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.937994 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.593944 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.791785 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.2741 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.487274 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.994738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.53067 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.50923 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.397973 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.637942 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.530019 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.67162 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.554215 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.388768 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-0.882308 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.627236 # DEPENDENCYPART_GRANDPAR
(10,6),(6,11),-0.453148 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.69824 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.566764 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.550468 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.722587 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.573045 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.05631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.592247 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.536398 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.597211 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.556569 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.733196 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.348124 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-0.908346 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.755043 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-1.28287 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-1.04287 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.918414 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-1.28224 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.864991 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.974079 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-1.03358 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.458385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.00568277 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.168261 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.00704923 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.170062 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.155604 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.196802 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.210204 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),0.0563587 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.149818 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.495444 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),-0.881764 # DEPENDENCYPART_GRANDPAR
(11,1),(1,20),-0.681423 # DEPENDENCYPART_GRANDPAR
(11,1),(1,22),-0.948774 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.881597 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.0814366 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.652344 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.207877 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.165534 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.577188 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.248594 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.126766 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.00165466 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.35092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.636732 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),-0.726674 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.819514 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.683801 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.675787 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-0.82016 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-0.745261 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-0.696646 # DEPENDENCYPART_GRANDPAR
(11,2),(2,21),-0.66469 # DEPENDENCYPART_GRANDPAR
(11,2),(2,22),-0.918978 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.168807 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.0968999 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.419659 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.931043 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.309642 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.142651 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.643591 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.124793 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.426649 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.0342899 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.152089 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.35089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.568123 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.662052 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.844532 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.64944 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.820188 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.676652 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.722067 # DEPENDENCYPART_GRANDPAR
(11,5),(5,22),-0.922736 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.254291 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.27337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,3),0.0971038 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.616411 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.177522 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0555954 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.120061 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.159125 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.41247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.595291 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.8038 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.67599 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.881764 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-0.681423 # DEPENDENCYPART_GRANDPAR
(11,7),(7,22),-0.948774 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),0.0971038 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.61641 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.177522 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.0555954 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.540549 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.147067 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.305307 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.881764 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-1.32286 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.590289 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-1.03543 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.540121 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.960411 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.529488 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.381678 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.98461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.206663 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.284651 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.353047 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.360118 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.383294 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.363248 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.148622 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.336653 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.339278 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.544398 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.573017 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.487529 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-1.09252 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.545468 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.615249 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-1.01754 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.521096 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.279326 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.438807 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.814541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),-0.227154 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.271127 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.376651 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.275025 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.182598 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.332641 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.27694 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-1.31844 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-0.588234 # DEPENDENCYPART_GRANDPAR
(11,20),(20,4),-1.03101 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-0.539513 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-0.955984 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),-0.528905 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-0.377251 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.972218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),-0.224359 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),-0.288407 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.399522 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.403484 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.151526 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.439403 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.332888 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.0724469 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.343218 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.569856 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.14932 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.159119 # DEPENDENCYPART_GRANDPAR
(13,1),(1,17),-0.589545 # DEPENDENCYPART_GRANDPAR
(13,1),(1,20),-0.628515 # DEPENDENCYPART_GRANDPAR
(13,1),(1,22),-0.949026 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.158578 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.766237 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.2974 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.132333 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.349415 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.205819 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.12483 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.415749 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.146728 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.0474902 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),-0.308924 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.18914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-0.963216 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-0.841429 # DEPENDENCYPART_GRANDPAR
(13,2),(2,16),-0.938037 # DEPENDENCYPART_GRANDPAR
(13,2),(2,17),-0.891146 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),-0.777722 # DEPENDENCYPART_GRANDPAR
(13,2),(2,20),-0.944054 # DEPENDENCYPART_GRANDPAR
(13,2),(2,21),-1.01901 # DEPENDENCYPART_GRANDPAR
(13,2),(2,22),-1.18838 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.154472 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.675648 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.0673831 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.101042 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.141241 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.674064 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.218244 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.222268 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.081608 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.0670364 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.0226223 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.0766156 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.200723 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.873682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.740416 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.567949 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.577297 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-0.476072 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-0.721707 # DEPENDENCYPART_GRANDPAR
(13,5),(5,22),-0.969234 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.673585 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.19763 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.0789995 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.300053 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.0111847 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.00840008 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.0908378 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.319168 # DEPENDENCYPART_GRANDPAR
(13,7),(7,14),-0.647179 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.545194 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.589545 # DEPENDENCYPART_GRANDPAR
(13,7),(7,20),-0.628515 # DEPENDENCYPART_GRANDPAR
(13,7),(7,22),-0.949026 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.673585 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.19763 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.0789995 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.300053 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.102262 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.0400109 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.323097 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.589545 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.0788841 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.152407 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.673585 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.19763 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.0789995 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.300053 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.102262 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0400109 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.323097 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.043282 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.319168 # DEPENDENCYPART_GRANDPAR
(13,11),(11,14),-0.647179 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.545194 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.589545 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.45584 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.628515 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-0.949026 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.06664 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.04866 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-1.18296 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.838842 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.09002 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.777321 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.03104 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.9318 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.989734 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.424568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.228035 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.30823 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0196658 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.140652 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.259667 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.0918361 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.382453 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.618557 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.664059 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.564821 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.64688 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.351766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.0488095 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.0851468 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.0532069 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.0799685 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.728702 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-1.07881 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.875559 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.545845 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.681048 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.782665 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.47913 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.728324 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.723685 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.624447 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.666226 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.358008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.0623385 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.0773206 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.238582 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.109047 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.0522205 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.683757 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.312421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.0827153 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.0335741 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.602642 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-1.06094 # DEPENDENCYPART_GRANDPAR
