# _root_ Mert csupán úgy adták elő a falhoz tapadó , földön vonagló vagy ölelkező " koreográfiákat " , amilyen szinten prózai színészektől kitelik .
#goldHeads=4,4,4,0,4,7,8,15,15,11,15,15,15,15,4,15,4,19,22,21,22,4,4,
#predictedHeads=4,4,4,0,4,7,8,15,4,11,15,15,15,15,4,15,4,22,20,21,22,4,4,
(4,22),(22,13),0.189311 # DEPENDENCYPART_GRANDPAR
(4,22),(22,14),0.381105 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),0.369764 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),0.301575 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),0.369707 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),0.121699 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),0.145947 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),0.202481 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),0.0746575 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.79781 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.124941 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.243124 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.899231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,9),-0.495513 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.762712 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.587759 # DEPENDENCYPART_GRANDPAR
(5,1),(1,22),-0.563886 # DEPENDENCYPART_GRANDPAR
(5,1),(1,23),-0.92664 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.137503 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.204801 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.490884 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-0.527012 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-0.927496 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0784356 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.182429 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.298611 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.898359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.380122 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.504231 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.371422 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.553011 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.635516 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.514505 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.568924 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.574884 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.779179 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.648431 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.827853 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.645257 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.402588 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.736461 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.69165 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-0.708631 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-0.582788 # DEPENDENCYPART_GRANDPAR
(5,4),(4,23),-0.943659 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.528531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0200186 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.615355 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),-0.0202118 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.0126142 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0213376 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.0739566 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.173227 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.233606 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.324505 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.267454 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.373178 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.287932 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.355485 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.186446 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.459816 # DEPENDENCYPART_GRANDPAR
(5,15),(15,6),-0.0200184 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),0.0127026 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.0201541 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.0739523 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.12083 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.122929 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.0661278 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.183308 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.302328 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.374409 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.289161 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.356716 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.350248 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.328886 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.187677 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.648317 # DEPENDENCYPART_GRANDPAR
(5,19),(19,6),-0.0212357 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),0.0195389 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.123545 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.0661303 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.183923 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.302334 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.132196 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.351008 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.166202 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.0436538 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.349427 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.329345 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.621817 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.732891 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.134577 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.01296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,10),-0.451626 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.592647 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.644167 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.532156 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.613836 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-0.986571 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.14263 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.308147 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.0167927 # DEPENDENCYPART_GRANDPAR
(8,1),(1,9),-0.482504 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-0.490336 # DEPENDENCYPART_GRANDPAR
(8,1),(1,17),-0.506205 # DEPENDENCYPART_GRANDPAR
(8,1),(1,22),-0.512961 # DEPENDENCYPART_GRANDPAR
(8,1),(1,23),-0.789651 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.143357 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.341899 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.378112 # DEPENDENCYPART_GRANDPAR
(8,2),(2,22),-0.483372 # DEPENDENCYPART_GRANDPAR
(8,2),(2,23),-0.796539 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.140327 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.236039 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.340086 # DEPENDENCYPART_GRANDPAR
(8,3),(3,23),-0.796518 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.024639 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.142981 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.0571647 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0390128 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.224128 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.0959999 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.818432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.52265 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.455102 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.427302 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.436645 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.502445 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.626542 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.230075 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.54006 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.546351 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.365129 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.677293 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.673758 # DEPENDENCYPART_GRANDPAR
(8,4),(4,21),-0.253621 # DEPENDENCYPART_GRANDPAR
(8,4),(4,22),-0.518722 # DEPENDENCYPART_GRANDPAR
(8,4),(4,23),-0.793808 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.0645597 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0849904 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.435908 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.556801 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.355553 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.412179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.144061 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.00445135 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0795947 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.102819 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.314611 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.0163373 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.131793 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.132607 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.0256902 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.520961 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.429151 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.721637 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.496924 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.29333 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.405858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.149928 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0367344 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0709293 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.20207 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.166888 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.444919 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.520961 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.429151 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.721637 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.496924 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.29333 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.405858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.149928 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.0367344 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0147275 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.024984 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.245306 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.144217 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.158825 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.212744 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.302123 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.373384 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),0.120671 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.166888 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.513664 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.455248 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.556801 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.355553 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.413367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),-0.144061 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.039796 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.0222367 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.0015181 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.09738 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.183272 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.0128036 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.128258 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.129074 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.246165 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),0.294598 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.0221577 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.401152 # DEPENDENCYPART_GRANDPAR
(8,22),(22,1),-0.512982 # DEPENDENCYPART_GRANDPAR
(8,22),(22,2),-0.520925 # DEPENDENCYPART_GRANDPAR
(8,22),(22,3),-0.410595 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-0.773516 # DEPENDENCYPART_GRANDPAR
(8,22),(22,6),-0.515445 # DEPENDENCYPART_GRANDPAR
(8,22),(22,7),-0.316856 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-0.438602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,9),-0.277408 # DEPENDENCYPART_GRANDPAR
(8,22),(22,10),-0.0656196 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),-0.0474711 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),-0.0685577 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),-0.122614 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),-0.286577 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),0.166217 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.200095 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.301109 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.0352501 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.279621 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.293928 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),0.142671 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.410375 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.269964 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.419662 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.113636 # DEPENDENCYPART_GRANDPAR
(10,3),(3,23),-0.839421 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.233534 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.450308 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.14109 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.207623 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.19131 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.0858301 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.474045 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0500803 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.14281 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.963641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.426555 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.647545 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.421927 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.633794 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-0.452602 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-0.866517 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.681451 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.663909 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.318735 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.971379 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.599549 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.577815 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.477956 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.515638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0472336 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.182753 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.0503739 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.581402 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.681451 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.663909 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.318735 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.971379 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.599549 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.577815 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.477956 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.515638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.0746616 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.00943462 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0168548 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0843236 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.10807 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0646595 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.0109969 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.236199 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.010153 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.0503739 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.433099 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.593336 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-1.03486 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.662085 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.630671 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.50179 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.428249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.090123 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.0404391 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.130867 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.072769 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.0858196 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.129708 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.149245 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.291307 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.145251 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.0626862 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.483971 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-1.03486 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.630671 # DEPENDENCYPART_GRANDPAR
(10,19),(19,11),0.0895068 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),0.0404356 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.131484 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),0.0727615 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.0990983 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.0184539 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.102629 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),0.175063 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.289835 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.145269 # DEPENDENCYPART_GRANDPAR
(10,22),(22,1),-0.630311 # DEPENDENCYPART_GRANDPAR
(10,22),(22,2),-0.661608 # DEPENDENCYPART_GRANDPAR
(10,22),(22,3),-0.625545 # DEPENDENCYPART_GRANDPAR
(10,22),(22,4),-0.348491 # DEPENDENCYPART_GRANDPAR
(10,22),(22,6),-0.972136 # DEPENDENCYPART_GRANDPAR
(10,22),(22,7),-0.600529 # DEPENDENCYPART_GRANDPAR
(10,22),(22,8),-0.556699 # DEPENDENCYPART_GRANDPAR
(10,22),(22,9),-0.509599 # DEPENDENCYPART_GRANDPAR
(10,22),(22,10),-0.592735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,22),(22,11),0.119398 # DEPENDENCYPART_GRANDPAR
(10,22),(22,12),-0.00643566 # DEPENDENCYPART_GRANDPAR
(10,22),(22,13),-0.101593 # DEPENDENCYPART_GRANDPAR
(10,22),(22,14),-0.0350392 # DEPENDENCYPART_GRANDPAR
(10,22),(22,15),-0.256077 # DEPENDENCYPART_GRANDPAR
(10,22),(22,16),-0.126254 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),-0.231154 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),0.202298 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),-0.186793 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.155071 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.181906 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.50074 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.300901 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.47231 # DEPENDENCYPART_GRANDPAR
(11,2),(2,12),-0.439939 # DEPENDENCYPART_GRANDPAR
(11,2),(2,22),-0.589515 # DEPENDENCYPART_GRANDPAR
(11,2),(2,23),-0.899098 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.297872 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.341534 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.470497 # DEPENDENCYPART_GRANDPAR
(11,3),(3,23),-0.899076 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.182183 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.248475 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.193613 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.222097 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.340911 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.147037 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.327633 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.393142 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.176041 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.902008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.498471 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.490247 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.664182 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.429101 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.690751 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.63773 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.44039 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.785947 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-0.693566 # DEPENDENCYPART_GRANDPAR
(11,4),(4,21),-0.359833 # DEPENDENCYPART_GRANDPAR
(11,4),(4,22),-0.624865 # DEPENDENCYPART_GRANDPAR
(11,4),(4,23),-0.896366 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.118525 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.201773 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.295538 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.291064 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.224982 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.550144 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.225363 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.186957 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.289925 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0916069 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.903743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.491982 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.608449 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.40422 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-0.572663 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-0.892653 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.136824 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.211027 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.0165633 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.299453 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.24809 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.945765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.534004 # DEPENDENCYPART_GRANDPAR
