# _root_ Nem volt nagy , ám a másodikhoz már elkelt a segítség , én nyúltam alá a merítőhálóval .
#goldHeads=2,5,2,5,0,7,9,9,5,11,9,5,14,5,14,17,14,5,
#predictedHeads=2,5,2,5,0,7,9,9,5,11,9,9,14,5,14,17,14,5,
(14,11),(11,6),-0.211058 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),0.0345996 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.0828911 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.140031 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.420937 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.239352 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.24942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,17),-0.52517 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.794192 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.287628 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.0925689 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.319727 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.685469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,17),-0.0256283 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.471306 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.682096 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.286218 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.322539 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.393336 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.257474 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.479738 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.279118 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.56674 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),0.0102696 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.782258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),0.00206328 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.413036 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-1.03698 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.22236 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.0248815 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.15026 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.0483089 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.269671 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.330893 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.146957 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.19591 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.171675 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.0333789 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.178396 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.236941 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.100089 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),-0.226253 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),-0.195927 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-0.888957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,17),-0.421385 # DEPENDENCYPART_GRANDPAR
(15,2),(2,18),-0.565778 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.123414 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.325834 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.233146 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.169248 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.159915 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.154472 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.0895604 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.128506 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),-0.172003 # DEPENDENCYPART_GRANDPAR
(15,3),(3,17),-0.366097 # DEPENDENCYPART_GRANDPAR
(15,3),(3,18),-0.548477 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.13879 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.380105 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.363059 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.407732 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.196264 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.209844 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.135774 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.216118 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.139489 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.144936 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),-0.233649 # DEPENDENCYPART_GRANDPAR
(15,5),(5,17),-0.379689 # DEPENDENCYPART_GRANDPAR
(15,5),(5,18),-0.548794 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.308733 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.318593 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.308306 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.295686 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.218947 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.116279 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.180951 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.0548272 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-0.422031 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.0658145 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.279592 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.349938 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.289917 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.224606 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.168049 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.196891 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.153428 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.254882 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.137172 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.257689 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.184045 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.226027 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.880478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.35483 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-0.408511 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.565751 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.30778 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.216481 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.243647 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.231013 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.237469 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.257512 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.0933293 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.198483 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.422031 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.557161 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.268763 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.208063 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.178116 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.192872 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.251803 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.52196 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.0658145 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.279592 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.349938 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.289917 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.224606 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.168049 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.196891 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.153428 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.207968 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.20908 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.126536 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.185277 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.193966 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.880478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.35483 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.408511 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.565751 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.616857 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.569679 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.509184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.0115131 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.179053 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.130017 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.654755 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.0230995 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.738286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.405834 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.216054 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-1.31381 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.688432 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.870937 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.989792 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.170856 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.789588 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.644265 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.751766 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0866533 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.04559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.62344 # DEPENDENCYPART_GRANDPAR
