# _root_ Kouchnerhez hasonlóan a tanács többi tagja sem tudja még , miképpen lehetne szavatolni a szerb kisebbség biztonságát , s így a kérdés valószínűleg még többször napirendre kerül a testület ülésein .
#goldHeads=2,8,4,6,6,8,8,19,8,8,13,8,12,16,16,17,13,19,0,27,22,27,27,27,27,27,19,29,30,27,19,
#predictedHeads=2,8,4,6,6,8,8,19,8,8,12,8,12,16,16,17,13,19,0,27,22,27,27,26,26,27,19,29,30,27,19,
(19,4),(19,6),-0.0351422 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.0601334 # DEPENDENCYPART_SIBL
(19,4),(19,8),0.0510194 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.0828462 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.260518 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.0534053 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0556779 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.0507478 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.0021738 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0320716 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0364373 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.260518 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.0506663 # DEPENDENCYPART_SIBL
(19,4),(19,22),0.0983609 # DEPENDENCYPART_SIBL
(19,4),(19,23),-0.0327389 # DEPENDENCYPART_SIBL
(19,4),(19,24),-0.0409029 # DEPENDENCYPART_SIBL
(19,4),(19,25),0.0306012 # DEPENDENCYPART_SIBL
(19,4),(19,26),0.0977851 # DEPENDENCYPART_SIBL
(19,4),(19,27),0.0308541 # DEPENDENCYPART_SIBL
(19,4),(19,29),0.0967469 # DEPENDENCYPART_SIBL
(19,4),(19,30),0.0978854 # DEPENDENCYPART_SIBL
(19,4),(19,31),0.0213299 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.0185695 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.0180513 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.0447018 # DEPENDENCYPART_SIBL
(19,5),(19,9),0.00402504 # DEPENDENCYPART_SIBL
(19,5),(19,10),0.2127 # DEPENDENCYPART_SIBL
(19,5),(19,12),0.0483342 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.0485825 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.199602 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0134697 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.0171662 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0158198 # DEPENDENCYPART_SIBL
(19,5),(19,18),0.2127 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.01329 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.0109347 # DEPENDENCYPART_SIBL
(19,5),(19,23),-0.012472 # DEPENDENCYPART_SIBL
(19,5),(19,24),-0.0280251 # DEPENDENCYPART_SIBL
(19,5),(19,25),0.0352131 # DEPENDENCYPART_SIBL
(19,5),(19,26),-0.0103418 # DEPENDENCYPART_SIBL
(19,5),(19,27),0.0582359 # DEPENDENCYPART_SIBL
(19,5),(19,29),-0.010332 # DEPENDENCYPART_SIBL
(19,5),(19,30),-0.0103229 # DEPENDENCYPART_SIBL
(19,5),(19,31),0.0589921 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.0557155 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.0476756 # DEPENDENCYPART_SIBL
(19,6),(19,9),0.0798928 # DEPENDENCYPART_SIBL
(19,6),(19,10),0.243496 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.0500614 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.0523341 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.0554842 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.00149496 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0398069 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0441725 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.243496 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0518266 # DEPENDENCYPART_SIBL
(19,6),(19,22),0.0950399 # DEPENDENCYPART_SIBL
(19,6),(19,23),-0.0338992 # DEPENDENCYPART_SIBL
(19,6),(19,24),-0.0420632 # DEPENDENCYPART_SIBL
(19,6),(19,25),0.0292934 # DEPENDENCYPART_SIBL
(19,6),(19,26),0.0944641 # DEPENDENCYPART_SIBL
(19,6),(19,27),0.0276803 # DEPENDENCYPART_SIBL
(19,6),(19,29),0.0934259 # DEPENDENCYPART_SIBL
(19,6),(19,30),0.0945644 # DEPENDENCYPART_SIBL
(19,6),(19,31),0.0113836 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.046069 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.0534608 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.191632 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.0513293 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.0518831 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0526084 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.0577429 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.0116315 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.0116375 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.191632 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.0550096 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.0054108 # DEPENDENCYPART_SIBL
(19,7),(19,23),-0.0558728 # DEPENDENCYPART_SIBL
(19,7),(19,24),-0.0789179 # DEPENDENCYPART_SIBL
(19,7),(19,25),-0.0136747 # DEPENDENCYPART_SIBL
(19,7),(19,26),-0.00365994 # DEPENDENCYPART_SIBL
(19,7),(19,27),0.0967813 # DEPENDENCYPART_SIBL
(19,7),(19,29),-0.00469146 # DEPENDENCYPART_SIBL
(19,7),(19,30),-0.00468573 # DEPENDENCYPART_SIBL
(19,7),(19,31),0.0358243 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.0092285 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.333776 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.0237574 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.0230806 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.0586774 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0316351 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0514923 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0514863 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.333776 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.0225941 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.0503225 # DEPENDENCYPART_SIBL
(19,8),(19,23),-0.0053152 # DEPENDENCYPART_SIBL
(19,8),(19,24),-0.0218595 # DEPENDENCYPART_SIBL
(19,8),(19,25),0.0219131 # DEPENDENCYPART_SIBL
(19,8),(19,26),-0.0509033 # DEPENDENCYPART_SIBL
(19,8),(19,27),0.166448 # DEPENDENCYPART_SIBL
(19,8),(19,29),-0.0509315 # DEPENDENCYPART_SIBL
(19,8),(19,30),-0.0508848 # DEPENDENCYPART_SIBL
(19,8),(19,31),0.164258 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.156543 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.0473285 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0478823 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0740543 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.000317353 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0448093 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0448154 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.156543 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0548367 # DEPENDENCYPART_SIBL
(19,9),(19,22),0.0287035 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.0469181 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.0713813 # DEPENDENCYPART_SIBL
(19,9),(19,25),-0.00928853 # DEPENDENCYPART_SIBL
(19,9),(19,26),0.0304543 # DEPENDENCYPART_SIBL
(19,9),(19,27),0.062211 # DEPENDENCYPART_SIBL
(19,9),(19,29),0.0294228 # DEPENDENCYPART_SIBL
(19,9),(19,30),0.0294285 # DEPENDENCYPART_SIBL
(19,9),(19,31),0.0127866 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.0659844 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0738615 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0839287 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0400828 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.017366 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0239344 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0295501 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0146557 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.00597619 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.00188896 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.0427221 # DEPENDENCYPART_SIBL
(19,10),(19,25),0.103036 # DEPENDENCYPART_SIBL
(19,10),(19,26),0.00163868 # DEPENDENCYPART_SIBL
(19,10),(19,27),0.250751 # DEPENDENCYPART_SIBL
(19,10),(19,29),0.000797016 # DEPENDENCYPART_SIBL
(19,10),(19,30),0.00167118 # DEPENDENCYPART_SIBL
(19,10),(19,31),0.295501 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0265435 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0630442 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0356266 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0550224 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0550163 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.329102 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0260724 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.0563629 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.00879354 # DEPENDENCYPART_SIBL
(19,12),(19,24),-0.0253378 # DEPENDENCYPART_SIBL
(19,12),(19,25),0.0184397 # DEPENDENCYPART_SIBL
(19,12),(19,26),-0.0569437 # DEPENDENCYPART_SIBL
(19,12),(19,27),0.150613 # DEPENDENCYPART_SIBL
(19,12),(19,29),-0.0569718 # DEPENDENCYPART_SIBL
(19,12),(19,30),-0.0569251 # DEPENDENCYPART_SIBL
(19,12),(19,31),0.154344 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0624173 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0349663 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0531966 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0531905 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.338088 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0251096 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0504765 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.00783074 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.0243751 # DEPENDENCYPART_SIBL
(19,13),(19,25),0.0190879 # DEPENDENCYPART_SIBL
(19,13),(19,26),-0.0510573 # DEPENDENCYPART_SIBL
(19,13),(19,27),0.15191 # DEPENDENCYPART_SIBL
(19,13),(19,29),-0.0510854 # DEPENDENCYPART_SIBL
(19,13),(19,30),-0.0510387 # DEPENDENCYPART_SIBL
(19,13),(19,31),0.164136 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.00825974 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0484306 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0461207 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0315132 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0773944 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0316759 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0698459 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.089126 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0276744 # DEPENDENCYPART_SIBL
(19,14),(19,26),-0.0309661 # DEPENDENCYPART_SIBL
(19,14),(19,27),0.00873167 # DEPENDENCYPART_SIBL
(19,14),(19,29),-0.0309602 # DEPENDENCYPART_SIBL
(19,14),(19,30),-0.0309481 # DEPENDENCYPART_SIBL
(19,14),(19,31),-0.0673852 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0413884 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.040042 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.210715 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0176522 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.00876648 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0168342 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0323872 # DEPENDENCYPART_SIBL
(19,15),(19,25),0.0352091 # DEPENDENCYPART_SIBL
(19,15),(19,26),-0.00817351 # DEPENDENCYPART_SIBL
(19,15),(19,27),0.0640645 # DEPENDENCYPART_SIBL
(19,15),(19,29),-0.00816377 # DEPENDENCYPART_SIBL
(19,15),(19,30),-0.00815463 # DEPENDENCYPART_SIBL
(19,15),(19,31),0.0481062 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0373521 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.260157 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0505386 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0962464 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0326112 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.0407753 # DEPENDENCYPART_SIBL
(19,16),(19,25),0.0305951 # DEPENDENCYPART_SIBL
(19,16),(19,26),0.0956705 # DEPENDENCYPART_SIBL
(19,16),(19,27),0.0304486 # DEPENDENCYPART_SIBL
(19,16),(19,29),0.0946324 # DEPENDENCYPART_SIBL
(19,16),(19,30),0.0957709 # DEPENDENCYPART_SIBL
(19,16),(19,31),0.0163128 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.260543 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0506772 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0967631 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0327498 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0409138 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.0306021 # DEPENDENCYPART_SIBL
(19,17),(19,26),0.0961873 # DEPENDENCYPART_SIBL
(19,17),(19,27),0.0305126 # DEPENDENCYPART_SIBL
(19,17),(19,29),0.0951491 # DEPENDENCYPART_SIBL
(19,17),(19,30),0.0962876 # DEPENDENCYPART_SIBL
(19,17),(19,31),0.0185967 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0146557 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.00597619 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.00188896 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0427221 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.103036 # DEPENDENCYPART_SIBL
(19,18),(19,26),0.00163868 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.250751 # DEPENDENCYPART_SIBL
(19,18),(19,29),0.000797016 # DEPENDENCYPART_SIBL
(19,18),(19,30),0.00167118 # DEPENDENCYPART_SIBL
(19,18),(19,31),0.295501 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.023203 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0683825 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0733569 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.037207 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.0270767 # DEPENDENCYPART_SIBL
(19,20),(19,27),-0.0969773 # DEPENDENCYPART_SIBL
(19,20),(19,29),-0.0263549 # DEPENDENCYPART_SIBL
(19,20),(19,30),-0.0270688 # DEPENDENCYPART_SIBL
(19,20),(19,31),-0.058731 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.012669 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.00853893 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.00217449 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.0101604 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.0510672 # DEPENDENCYPART_SIBL
(19,22),(19,29),-0.00999328 # DEPENDENCYPART_SIBL
(19,22),(19,30),-0.00998947 # DEPENDENCYPART_SIBL
(19,22),(19,31),0.00550907 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0464509 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.0190348 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.00997638 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.0657513 # DEPENDENCYPART_SIBL
(19,23),(19,29),-0.00925461 # DEPENDENCYPART_SIBL
(19,23),(19,30),-0.0099685 # DEPENDENCYPART_SIBL
(19,23),(19,31),-0.012002 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.0288678 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.0103434 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.0814196 # DEPENDENCYPART_SIBL
(19,24),(19,29),-0.00962167 # DEPENDENCYPART_SIBL
(19,24),(19,30),-0.0103356 # DEPENDENCYPART_SIBL
(19,24),(19,31),-0.0313494 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.00872155 # DEPENDENCYPART_SIBL
(19,25),(19,27),-0.0474811 # DEPENDENCYPART_SIBL
(19,25),(19,29),-0.00871367 # DEPENDENCYPART_SIBL
(19,25),(19,30),-0.00871367 # DEPENDENCYPART_SIBL
(19,25),(19,31),0.0192046 # DEPENDENCYPART_SIBL
(19,26),(19,27),-0.05223 # DEPENDENCYPART_SIBL
(19,26),(19,29),-0.01369 # DEPENDENCYPART_SIBL
(19,26),(19,30),-0.0136861 # DEPENDENCYPART_SIBL
(19,26),(19,31),-0.00493078 # DEPENDENCYPART_SIBL
(19,27),(19,29),0.147209 # DEPENDENCYPART_SIBL
(19,27),(19,30),0.147336 # DEPENDENCYPART_SIBL
(19,27),(19,31),0.222503 # DEPENDENCYPART_SIBL
(19,29),(19,30),-0.0145113 # DEPENDENCYPART_SIBL
(19,29),(19,31),-0.0182374 # DEPENDENCYPART_SIBL
(19,30),(19,31),-0.00465341 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.110719 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.111392 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.142284 # DEPENDENCYPART_SIBL
(20,8),(20,16),0.120516 # DEPENDENCYPART_SIBL
(20,8),(20,17),0.120516 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.468374 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.237706 # DEPENDENCYPART_SIBL
(20,8),(20,22),0.066975 # DEPENDENCYPART_SIBL
(20,8),(20,26),0.0673092 # DEPENDENCYPART_SIBL
(20,8),(20,27),0.122334 # DEPENDENCYPART_SIBL
(20,8),(20,29),0.0672595 # DEPENDENCYPART_SIBL
(20,8),(20,30),0.0673148 # DEPENDENCYPART_SIBL
(20,8),(20,31),0.22351 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.107881 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.138259 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.116946 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.116946 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.464133 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.22225 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.0594121 # DEPENDENCYPART_SIBL
(20,12),(20,26),0.0597463 # DEPENDENCYPART_SIBL
(20,12),(20,27),0.107723 # DEPENDENCYPART_SIBL
(20,12),(20,29),0.0596966 # DEPENDENCYPART_SIBL
(20,12),(20,30),0.0597519 # DEPENDENCYPART_SIBL
(20,12),(20,31),0.21484 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.139183 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.119035 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.119035 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.472892 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.22389 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.0658096 # DEPENDENCYPART_SIBL
(20,13),(20,26),0.0661437 # DEPENDENCYPART_SIBL
(20,13),(20,27),0.109122 # DEPENDENCYPART_SIBL
(20,13),(20,29),0.0660941 # DEPENDENCYPART_SIBL
(20,13),(20,30),0.0661494 # DEPENDENCYPART_SIBL
(20,13),(20,31),0.224262 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0647864 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0661267 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.265144 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.213258 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.104799 # DEPENDENCYPART_SIBL
(20,15),(20,26),0.105312 # DEPENDENCYPART_SIBL
(20,15),(20,27),0.0644988 # DEPENDENCYPART_SIBL
(20,15),(20,29),0.105303 # DEPENDENCYPART_SIBL
(20,15),(20,30),0.105317 # DEPENDENCYPART_SIBL
(20,15),(20,31),0.136757 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0827786 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.293266 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.213495 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0669267 # DEPENDENCYPART_SIBL
(20,16),(20,26),0.0662891 # DEPENDENCYPART_SIBL
(20,16),(20,27),0.0498686 # DEPENDENCYPART_SIBL
(20,16),(20,29),0.0652276 # DEPENDENCYPART_SIBL
(20,16),(20,30),0.0663716 # DEPENDENCYPART_SIBL
(20,16),(20,31),0.10113 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.29363 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.214125 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0674331 # DEPENDENCYPART_SIBL
(20,17),(20,26),0.0667955 # DEPENDENCYPART_SIBL
(20,17),(20,27),0.0499243 # DEPENDENCYPART_SIBL
(20,17),(20,29),0.065734 # DEPENDENCYPART_SIBL
(20,17),(20,30),0.066878 # DEPENDENCYPART_SIBL
(20,17),(20,31),0.103404 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.299629 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0279213 # DEPENDENCYPART_SIBL
(20,18),(20,26),0.0228348 # DEPENDENCYPART_SIBL
(20,18),(20,27),0.118853 # DEPENDENCYPART_SIBL
(20,18),(20,29),0.0219781 # DEPENDENCYPART_SIBL
(20,18),(20,30),0.0228572 # DEPENDENCYPART_SIBL
(20,18),(20,31),0.167732 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0644702 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.0651444 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.121528 # DEPENDENCYPART_SIBL
(20,19),(20,29),0.0651436 # DEPENDENCYPART_SIBL
(20,19),(20,30),0.0651507 # DEPENDENCYPART_SIBL
(20,19),(20,31),0.360786 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.00346507 # DEPENDENCYPART_SIBL
(20,22),(20,27),0.0058532 # DEPENDENCYPART_SIBL
(20,22),(20,29),-0.00331428 # DEPENDENCYPART_SIBL
(20,22),(20,30),-0.00330989 # DEPENDENCYPART_SIBL
(20,22),(20,31),0.0249647 # DEPENDENCYPART_SIBL
(20,26),(20,27),0.000733341 # DEPENDENCYPART_SIBL
(20,26),(20,29),-0.0111758 # DEPENDENCYPART_SIBL
(20,26),(20,30),-0.0111714 # DEPENDENCYPART_SIBL
(20,26),(20,31),0.0122014 # DEPENDENCYPART_SIBL
(20,27),(20,29),0.0241074 # DEPENDENCYPART_SIBL
(20,27),(20,30),0.0242356 # DEPENDENCYPART_SIBL
(20,27),(20,31),0.107856 # DEPENDENCYPART_SIBL
(20,29),(20,30),-0.0120316 # DEPENDENCYPART_SIBL
(20,29),(20,31),-0.00115289 # DEPENDENCYPART_SIBL
(20,30),(20,31),0.0124344 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.0104784 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.690905 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.0773521 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.093749 # DEPENDENCYPART_SIBL
(22,14),(22,26),-0.00940916 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.408974 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0114771 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0285278 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.00156669 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0773521 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.093749 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.00940916 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.000722428 # DEPENDENCYPART_SIBL
(22,23),(22,26),0.0393641 # DEPENDENCYPART_SIBL
(22,24),(22,26),0.0431281 # DEPENDENCYPART_SIBL
(23,8),(23,16),0.118906 # DEPENDENCYPART_SIBL
(23,8),(23,17),0.118906 # DEPENDENCYPART_SIBL
(23,8),(23,18),0.443608 # DEPENDENCYPART_SIBL
(23,8),(23,20),0.166053 # DEPENDENCYPART_SIBL
(23,8),(23,22),0.118569 # DEPENDENCYPART_SIBL
(23,8),(23,24),0.0253823 # DEPENDENCYPART_SIBL
(23,8),(23,25),0.0166683 # DEPENDENCYPART_SIBL
(23,8),(23,26),0.0893379 # DEPENDENCYPART_SIBL
(23,8),(23,30),0.0893435 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.071729 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.249729 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.127715 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.0750081 # DEPENDENCYPART_SIBL
(23,16),(23,24),0.0611046 # DEPENDENCYPART_SIBL
(23,16),(23,25),0.0348231 # DEPENDENCYPART_SIBL
(23,16),(23,26),0.0955301 # DEPENDENCYPART_SIBL
(23,16),(23,30),0.0956126 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.250093 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.128826 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0741485 # DEPENDENCYPART_SIBL
(23,17),(23,24),0.0609591 # DEPENDENCYPART_SIBL
(23,17),(23,25),0.0348231 # DEPENDENCYPART_SIBL
(23,17),(23,26),0.0960364 # DEPENDENCYPART_SIBL
(23,17),(23,30),0.096119 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.0426803 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.031685 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0208599 # DEPENDENCYPART_SIBL
(23,18),(23,25),0.00858652 # DEPENDENCYPART_SIBL
(23,18),(23,26),0.049927 # DEPENDENCYPART_SIBL
(23,18),(23,30),0.0499494 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.184576 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0212856 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.020973 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.127549 # DEPENDENCYPART_SIBL
