# _root_ Wrighték repülésének évében Henry_Ford autógyárat alapított , ahol 1924-ig 10_millió , 1927-ig 15_millió darab készült a legendás T-modellből .
#goldHeads=2,6,6,6,6,0,6,6,6,6,6,15,14,15,6,18,18,15,6,
#predictedHeads=2,6,6,5,6,0,6,15,10,12,12,15,14,15,6,18,18,15,6,
(10,4),(4,3),-0.40613 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.0869187 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.233887 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.290281 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.466958 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.465356 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.409207 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.428787 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.204072 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.0605956 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.766702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.457207 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.363649 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.313759 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.27115 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.290281 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.297145 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.757592 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.416065 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.414463 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.355824 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.371972 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.0771831 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.297672 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.171159 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.0678219 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.73099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.498982 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.327937 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.278047 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.249084 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.343129 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.536631 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.274741 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.763345 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.492186 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.436577 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.153833 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.222644 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.451401 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.186153 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.296363 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.212147 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.754924 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.453051 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.467419 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.171791 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.272017 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.218848 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.204734 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.753507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.444907 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.350455 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.300565 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.19626 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.282055 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.222256 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.754173 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.840942 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.796616 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.548269 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.524096 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.440244 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.364004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.144654 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.000765645 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.135514 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.0660011 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.206836 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.106941 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.441265 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.548269 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.524096 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.440244 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.364004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.144654 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0390489 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.106941 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.441267 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.915832 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.914231 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.858068 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.871506 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.628689 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.560569 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.525006 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.453438 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.379578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.101105 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.0234792 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0733686 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.15421 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.893586 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.891984 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.836011 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.84926 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.555024 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.681099 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.602348 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.521912 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.417726 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.37907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.198805 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.0239827 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.0738723 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.13129 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.180407 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.16941 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.204745 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.373213 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.441692 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.0152007 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.0346889 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.145889 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.212546 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.91423 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.628689 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.453438 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.373863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),-0.10071 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.0291937 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.0790832 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.220767 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.230534 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.144734 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.431716 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.530743 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.555674 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.540286 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.334614 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.253661 # DEPENDENCYPART_GRANDPAR
(12,1),(1,15),-0.428866 # DEPENDENCYPART_GRANDPAR
(12,1),(1,19),-0.684032 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.56459 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.566133 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.59105 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.334614 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.253661 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.428866 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.596041 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.621497 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.401529 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.312856 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.346558 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.52712 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.434948 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.630232 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.681365 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.637971 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.62689 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.419486 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.291792 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.30906 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.192062 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.192595 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.350299 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.660622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.0551168 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.537228 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.42064 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.64034 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.680614 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.612455 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.62689 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.419486 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.291792 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.30906 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.192062 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.285456 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.350299 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.660622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.0551168 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.537228 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.42064 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.351059 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.64034 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.680614 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.638481 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.511423 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.586787 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.582089 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.650553 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.271119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,18),-0.311144 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.367707 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-1.01654 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.01809 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-1.04299 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.03098 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.648464 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.650782 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.512334 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.599981 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.595283 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.662853 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.286689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.318817 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.263875 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.994296 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.995839 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-1.02093 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-1.00873 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.802719 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.700873 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.69256 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.50924 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.56427 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.559571 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.704632 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.286185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.319321 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.209677 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0414416 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.005902 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.21334 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.299653 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.588236 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.325368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.280137 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.195078 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.0735811 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-1.01808 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.648464 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.599981 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.595283 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.662853 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.280974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.324532 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.1202 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.0915683 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.0305776 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.358157 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.691493 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.652596 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.368545 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.390824 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.514735 # DEPENDENCYPART_GRANDPAR
(13,8),(8,14),-0.55168 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.72004 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.674204 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.973175 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.66907 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.670267 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.386502 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.458773 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.387028 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.327154 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.362563 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.518477 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.2282 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.98933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.561787 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.705731 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.684313 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.972424 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.671126 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.670267 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.386502 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.458773 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.387028 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.327154 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.419661 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.518477 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.22819 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.98933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.561787 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.705731 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.638653 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.684313 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.972424 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.671126 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.670267 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.387028 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.327154 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.419661 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.450726 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.489308 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.98933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.561787 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.705731 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.638653 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.684313 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.972424 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-1.11354 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.815445 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.734186 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.765251 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.83103 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.630888 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.609682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.144762 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.353087 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.257016 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.649967 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.915843 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.508345 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.631015 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.424946 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.321909 # DEPENDENCYPART_GRANDPAR
(14,1),(1,15),-0.796479 # DEPENDENCYPART_GRANDPAR
(14,1),(1,19),-0.760975 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.745071 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.508345 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.631015 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.321909 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.746786 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-1.04142 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.630434 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.424365 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.321926 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.407053 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.424604 # DEPENDENCYPART_GRANDPAR
(14,3),(3,15),-0.796479 # DEPENDENCYPART_GRANDPAR
(14,3),(3,18),-0.625332 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.746186 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-1.04082 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.633696 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.424947 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.321909 # DEPENDENCYPART_GRANDPAR
(14,4),(4,15),-0.796479 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.704671 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.999305 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.589697 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.714709 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.509481 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.537907 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.286916 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.206718 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.430263 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.476609 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.137827 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),-0.18604 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-0.913475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.812241 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.610087 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),-0.563786 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-0.731177 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-1.07925 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.672664 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.588352 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.480394 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.364022 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.84599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.764943 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.496638 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.720749 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.739824 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.861918 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.655851 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.476018 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.511364 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.483708 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.390686 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.35704 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.0982499 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.146462 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.853637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.752412 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.504286 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.719493 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.852114 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.861918 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.655851 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.476018 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.511364 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.483708 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.369666 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.35704 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.0982398 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.146452 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.853637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.752412 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.594509 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.504286 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.719493 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.852114 # DEPENDENCYPART_GRANDPAR
