# _root_ Óriási tévedés azt gondolni , hogy szórólapot terjeszteni semmivel sem nehezebb , mint mondjuk influenzát .
#goldHeads=2,4,4,0,4,4,8,3,8,8,8,8,8,3,14,4,
#predictedHeads=2,4,4,0,4,4,8,3,8,8,8,3,3,3,14,4,
(11,8),(8,11),-1.02479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.497295 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.496413 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.625133 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.587287 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.683568 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.570277 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.139412 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.522057 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.0115588 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.02699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.462088 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.434855 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.591142 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.543372 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.687544 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.75599 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.945382 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.778068 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.432733 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.45969 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.440704 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.897162 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.350545 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.381357 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.658047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.0820845 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.331164 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.155275 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.358449 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.954375 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.737959 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.436078 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.499485 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.514072 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.906155 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.353887 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.329434 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.378722 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.614939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.239234 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.103891 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.098635 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.310743 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.944641 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.352439 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.379331 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.62161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.118763 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.0944054 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.201893 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.291004 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.187418 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.259273 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.334155 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.130502 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.156809 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),-0.0930678 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.173843 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.19964 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.244461 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.289616 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.142734 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.05894 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-0.451717 # DEPENDENCYPART_GRANDPAR
(13,2),(2,16),-0.685233 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.252389 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.374945 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.257051 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.260233 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.365626 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.385741 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.200138 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.199747 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.213042 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.0182568 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),-0.417734 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-0.811571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.511441 # DEPENDENCYPART_GRANDPAR
(13,3),(3,15),-0.34381 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.739447 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.215946 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.40121 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.438135 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.33348 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.405131 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.412031 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.213074 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.257768 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.232417 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.0120809 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.49098 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.15619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.917044 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.754422 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.923955 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.173488 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.331966 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.350676 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.223546 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.277204 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.270818 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.0765584 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.118278 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.354199 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.857964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.689668 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.450495 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.70775 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.304824 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.290788 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.183451 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.217414 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.366922 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.05894 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.401962 # DEPENDENCYPART_GRANDPAR
(13,7),(7,14),-0.601609 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.451717 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.213432 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.401542 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.434988 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.250379 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.346682 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.32463 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.369173 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.259161 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.235422 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.0117095 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.491871 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.1562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.917056 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.751154 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.923962 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.287491 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.297374 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.256475 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.13269 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.080694 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.439416 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.809032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.597185 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.356036 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.67404 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.177028 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.355241 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.31917 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.256264 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.280575 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.369908 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.324225 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.202631 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.142555 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.176502 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.419157 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.807891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.591093 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.393055 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.675113 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.3321 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.985555 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-1.10732 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.01194 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.16422 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.30108 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.05035 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.828568 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.886648 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.646125 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.16944 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.391487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.17339 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.344696 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-1.00004 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.59611 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.612742 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.434059 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.873813 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.36521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.00935473 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.315123 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.560787 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.469817 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.401404 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.549712 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.278578 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),0.019611 # DEPENDENCYPART_GRANDPAR
(14,2),(2,15),-0.253709 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.843769 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.610048 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.740669 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.561061 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.517819 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.613124 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.75941 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.369807 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.781487 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.547538 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.179883 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),-0.562355 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),-0.554721 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-0.755378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,15),0.396378 # DEPENDENCYPART_GRANDPAR
(14,3),(3,16),-0.435725 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.659867 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.75559 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.465104 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.523808 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.579798 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.619285 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.315125 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.739177 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.451176 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.0767409 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),-0.568344 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),-0.493556 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.2843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),0.179168 # DEPENDENCYPART_GRANDPAR
(14,4),(4,16),-0.564449 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.952025 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-1.08456 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.792333 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-1.02211 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.757038 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.86962 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.513936 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.316918 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.831377 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),-0.757474 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.59725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.243178 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.860822 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.70881 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.41327 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.452204 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.419618 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.595617 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.0223166 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.443234 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.50192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.253709 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.660398 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.758261 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.465281 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.480181 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.499442 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.504917 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.571267 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.740567 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.454178 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.0771134 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.568876 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.493734 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.2793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),0.191105 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.559444 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.825916 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.595885 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.640274 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.341583 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.105938 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.569192 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.51466 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.33529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),0.0695144 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.664819 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.652999 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.863454 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.434339 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.561505 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.500321 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.614476 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.677813 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.369956 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.62489 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.542738 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.525167 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.535821 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.40157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.0851281 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.750572 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.838971 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.927468 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.658319 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.872017 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.588176 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.746962 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.741827 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.680464 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.624915 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.23207 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.632711 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.56345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.198562 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.833495 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-1.13345 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.13421 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.810064 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.519791 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.915019 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.944615 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.01471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.417944 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.9498 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.130292 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.28492 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.208811 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.330663 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.169477 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.0465095 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.169068 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-1.0225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,2),-1.00541 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.345849 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.592735 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.216035 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.196909 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.0874682 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.0365243 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.182038 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.89525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.606005 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.643492 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.811844 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.0384716 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.270232 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.141384 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.229695 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.399173 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.108328 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.0810705 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.256321 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.0910826 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.0665705 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.171634 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.959968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.63299 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.78305 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.957769 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.239551 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.46079 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.303997 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.36371 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.545098 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.298883 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.412796 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.35602 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.168702 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.163553 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.954249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.615873 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.938295 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.220757 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.381989 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.301206 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.299726 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.524271 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.220081 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.240904 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.40917 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.361264 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.165911 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.107974 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.96116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.616333 # DEPENDENCYPART_GRANDPAR
