# _root_ A jogszabályok nem voltak ilyen szabadok , de utasításba adtam , hogy minden kétes esetben a kutató javára kell dönteni .
#goldHeads=2,4,4,8,6,4,8,0,10,8,10,10,15,15,20,17,18,20,10,19,8,
#predictedHeads=2,4,4,8,4,4,8,0,10,8,10,10,15,15,20,17,18,20,10,19,8,
(5,9),(9,15),-0.522727 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.0954174 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.228838 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.696637 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.438671 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.591428 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.678308 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.649467 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.495331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.0298097 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.344842 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0167165 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.223952 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.287616 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.198968 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.285763 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.358092 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.466482 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.392629 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.546067 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.560949 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.0906448 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.19044 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.611403 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-0.602953 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-0.68581 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.655455 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.468352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),0.0375224 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),-0.287808 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),0.0344671 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),-0.235382 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),-0.0863009 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.285465 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.224248 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.326953 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.30629 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.473642 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.43065 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.550417 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.562301 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.152325 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.600641 # DEPENDENCYPART_GRANDPAR
(5,20),(20,2),-0.588415 # DEPENDENCYPART_GRANDPAR
(5,20),(20,3),-0.680445 # DEPENDENCYPART_GRANDPAR
(5,20),(20,4),-0.649467 # DEPENDENCYPART_GRANDPAR
(5,20),(20,5),-0.494832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,20),(20,6),0.0306307 # DEPENDENCYPART_GRANDPAR
(5,20),(20,7),-0.344618 # DEPENDENCYPART_GRANDPAR
(5,20),(20,8),0.0188901 # DEPENDENCYPART_GRANDPAR
(5,20),(20,9),-0.222399 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),-0.109632 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),-0.342275 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),-0.246502 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),-0.304792 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.313182 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.458021 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.439338 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.537434 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.549318 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.0660134 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.610975 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.287268 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.354293 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.608339 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.517673 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-0.844888 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.334847 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.194951 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0404489 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.096463 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.777653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.479622 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.515135 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.379596 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.600703 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.475629 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.557532 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.415586 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.560669 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.586395 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.855464 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.97061 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.644999 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.551064 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.841456 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.2995 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.614033 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.77395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.4345 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.45191 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.326531 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.554468 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.597927 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.504807 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.693877 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.423072 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.978874 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.384275 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.390508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0209137 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.00911708 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.260824 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.258612 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.168872 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.287765 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.199165 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.466734 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.582432 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.286964 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.214028 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.484963 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.758999 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.418107 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.936703 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.380846 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.372526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.101041 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0968016 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.038506 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.133543 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.054842 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.448801 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.717644 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.700964 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.469535 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.974537 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.363984 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.398455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.235282 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.126738 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0166834 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.124142 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0366638 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0633317 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.205467 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.0862578 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.325132 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.354431 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.471057 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.230094 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.11738 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.458426 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.702996 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.427416 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.977981 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.388288 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.386555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),-0.0506145 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.0821471 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.117684 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.149359 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.0466217 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.285166 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.208281 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.475591 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.591289 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.3445 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.269966 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.482282 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.374079 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.11258 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.148194 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.102915 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.123801 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.0165945 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.483308 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.599005 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.758999 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.739375 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.936703 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.374989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),-0.102041 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),-0.0968066 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.115002 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.177827 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.0980478 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.138114 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.0625687 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.15868 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.285959 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.312291 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.431206 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.453481 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.061359 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.156564 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.0923598 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.386393 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.426151 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.0970497 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.13811 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.0605153 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.156218 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.0917879 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.38695 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.35997 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-0.712491 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.477038 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.980526 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),-0.371193 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.39928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,7),-0.193932 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),-0.116922 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.0117052 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),-0.207454 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.189939 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.175537 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.148385 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.182296 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.2219 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.430688 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.486388 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.600462 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.0798837 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.449089 # DEPENDENCYPART_GRANDPAR
(6,20),(20,2),-0.697951 # DEPENDENCYPART_GRANDPAR
(6,20),(20,3),-0.471672 # DEPENDENCYPART_GRANDPAR
(6,20),(20,4),-0.974537 # DEPENDENCYPART_GRANDPAR
(6,20),(20,5),-0.366122 # DEPENDENCYPART_GRANDPAR
(6,20),(20,6),-0.397784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,20),(20,7),-0.235308 # DEPENDENCYPART_GRANDPAR
(6,20),(20,8),-0.124764 # DEPENDENCYPART_GRANDPAR
(6,20),(20,9),0.0180379 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),-0.22333 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),-0.231315 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),-0.19006 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.117155 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),-0.1808 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.189519 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.430376 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.456645 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.570719 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.259814 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.45805 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.0882739 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.154717 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.521297 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-0.615529 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-0.839448 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.0319619 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.157519 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.191572 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.0948064 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.117235 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.22095 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.15518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.675675 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.784437 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.544892 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.697155 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.662566 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.809675 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-1.03708 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-1.36214 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.981397 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.881246 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.97221 # DEPENDENCYPART_GRANDPAR
(8,4),(4,21),-1.12316 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.15199 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.0672257 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.229979 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.0897854 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.775955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.235897 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.42538 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.521353 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.613132 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.0144016 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.0812773 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.0908484 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.00256453 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.21922 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.139872 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.777242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.274888 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.422112 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.192481 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.289646 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.376672 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.521947 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.63622 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.961338 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.580611 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.515894 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.609864 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.842121 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.489142 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.346918 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.524486 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.295048 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.351856 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.62465 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.387566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,15),-0.00833288 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),0.0358858 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.0682093 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.544013 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.730438 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.941715 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.710847 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.876746 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.587542 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.59558 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.956221 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.368042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.320231 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.202739 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.28705 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.0146855 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.026602 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.0231524 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.359011 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.303098 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),0.0793108 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),0.0532262 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.0176492 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.456142 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.604092 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.396673 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.619709 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.342401 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.362784 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.657637 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.25754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.454679 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.275604 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.319426 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0150353 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.0725217 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.248845 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),0.132909 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),0.156535 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),0.0466915 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.319151 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.29122 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.424682 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.198783 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.273655 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.197348 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.0474531 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.338858 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),0.0428968 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.489143 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.599993 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.524486 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.351856 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.62465 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.388931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.362496 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.119726 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.200388 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.104716 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.0524053 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.174958 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.452939 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.325388 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),0.0531239 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.536717 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.0495409 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.170722 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.0086915 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.576192 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.0448317 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.203048 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.10608 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.0486971 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.170375 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),0.00926401 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.576749 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.321568 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-0.957936 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),-0.721753 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.886731 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.598154 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.600108 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),-0.967166 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.393634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
