# _root_ És van egy elvem , ami lehet , hogy sokak szemében nem lesz szimpatikus : nem szeretnék semminek a mártírja lenni .
#goldHeads=0,1,4,2,2,7,2,7,7,11,13,13,7,13,1,17,1,17,20,21,17,1,
#predictedHeads=2,0,4,2,2,7,2,7,7,11,13,13,9,13,13,17,13,21,20,21,17,2,
(2,17),(17,16),-0.00105204 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),0.11823 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.598341 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.217641 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),0.231098 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),-1.00289 # DEPENDENCYPART_GRANDPAR
(2,21),(21,1),-0.470771 # DEPENDENCYPART_GRANDPAR
(2,21),(21,2),-0.665898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,21),(21,4),0.0467015 # DEPENDENCYPART_GRANDPAR
(2,21),(21,5),-0.0608775 # DEPENDENCYPART_GRANDPAR
(2,21),(21,6),0.194402 # DEPENDENCYPART_GRANDPAR
(2,21),(21,7),-0.0226701 # DEPENDENCYPART_GRANDPAR
(2,21),(21,8),0.116468 # DEPENDENCYPART_GRANDPAR
(2,21),(21,9),-0.00350887 # DEPENDENCYPART_GRANDPAR
(2,21),(21,10),0.0322025 # DEPENDENCYPART_GRANDPAR
(2,21),(21,11),-0.0331734 # DEPENDENCYPART_GRANDPAR
(2,21),(21,12),0.00787751 # DEPENDENCYPART_GRANDPAR
(2,21),(21,13),-0.00516343 # DEPENDENCYPART_GRANDPAR
(2,21),(21,14),-0.47611 # DEPENDENCYPART_GRANDPAR
(2,21),(21,15),-0.146752 # DEPENDENCYPART_GRANDPAR
(2,21),(21,16),0.00773164 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),0.0357293 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),0.0112298 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-0.705318 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.194873 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-1.01574 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.0806955 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.89325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.636411 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.602873 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.394843 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.525441 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.584626 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-1.29326 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.466004 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.653559 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.725066 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.511463 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.420674 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.582136 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-0.24985 # DEPENDENCYPART_GRANDPAR
(4,1),(1,22),-0.876628 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0771094 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.89154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.677834 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.686102 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.599861 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.436266 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.599636 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.553617 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.29155 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.516001 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.646125 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.716929 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.55973 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.47067 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.579013 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.24699 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-0.877944 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.905647 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.924017 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.411873 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.49069 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.0596353 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.54981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.384787 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.256107 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.144569 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.176071 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.247 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.885755 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.182631 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.320309 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.425112 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.165871 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.137301 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.243867 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),0.0939815 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.533453 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.255424 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.137786 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.619667 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.410078 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.489887 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.0595645 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.50879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),-0.41265 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),-0.256896 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.169224 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.171082 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.196339 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.185562 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.906938 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.0738264 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.383721 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.163803 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.100372 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.250412 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),0.0945047 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.714748 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.873847 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),0.0874368 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.538611 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-0.408999 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-0.488413 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-1.51814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,5),-0.376345 # DEPENDENCYPART_GRANDPAR
(4,17),(17,6),-0.260549 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),-0.167803 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),-0.134777 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),-0.178107 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.186001 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.916286 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.0778519 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.230756 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.192209 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.261725 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.0325215 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),0.0960874 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.718313 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.889964 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),0.0948893 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.513966 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.482397 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.498755 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.492864 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.296107 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.732173 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.3703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.450809 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.345926 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.189818 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.320727 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),0.0227872 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.0685949 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),0.0805395 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.381347 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.32196 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.620563 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.20252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.506547 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.580504 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.294366 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.319867 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.456401 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.455635 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.723846 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.41346 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.451021 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-0.54385 # DEPENDENCYPART_GRANDPAR
(7,1),(1,21),-0.406398 # DEPENDENCYPART_GRANDPAR
(7,1),(1,22),-1.29676 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.273364 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.091527 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.471098 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.107247 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.830384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.185101 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.305287 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),0.140288 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),0.224646 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.135106 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.0732974 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.311164 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.122367 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.129726 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.170496 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-0.0335689 # DEPENDENCYPART_GRANDPAR
(7,2),(2,22),-0.928497 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.343024 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.182973 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.358613 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.361762 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.11162 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.14696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,10),-0.326086 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.400065 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.489384 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-1.31322 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),0.126853 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.327669 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.763393 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.761128 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.625132 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.83606 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.409859 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.942095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.451099 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.181543 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.207405 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.509276 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.634446 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.260024 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.587355 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.440725 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-1.10595 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.226188 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.121678 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.880993 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.73197 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.662119 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.909012 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.636271 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.815652 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.362234 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.703187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.0683355 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.136884 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0731628 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.686653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.12559 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.14375 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.107157 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.403872 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.0484683 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.138827 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),0.00491557 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.443145 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.355431 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.518718 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.0692428 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.493046 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),0.0603509 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.708758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.183249 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.186675 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.0579853 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.152358 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.0620063 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.307724 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.0302533 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.0555325 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.0323041 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),0.00741657 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.610599 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.298505 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),0.119126 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.92165 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.638552 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.560436 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.467024 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.711104 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.24913 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),-0.130843 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.0198097 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.0650997 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.0555436 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.0129847 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.0354074 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.153145 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.106407 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.0052247 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.437211 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),0.0363022 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.956985 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.0394633 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.0566294 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.3511 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.0104892 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.476285 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),0.00491557 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-0.433165 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.345026 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.0585648 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.483739 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),0.0692441 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.720425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),-0.154253 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.178187 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.045516 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),0.136453 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.0773592 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.0035798 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.323658 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.153899 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.0719791 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),0.00437563 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.622659 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.342038 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),0.122584 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.905728 # DEPENDENCYPART_GRANDPAR
(7,21),(21,1),-0.413092 # DEPENDENCYPART_GRANDPAR
(7,21),(21,2),-0.330652 # DEPENDENCYPART_GRANDPAR
(7,21),(21,4),-0.0402805 # DEPENDENCYPART_GRANDPAR
(7,21),(21,5),-0.469375 # DEPENDENCYPART_GRANDPAR
(7,21),(21,6),0.0916705 # DEPENDENCYPART_GRANDPAR
(7,21),(21,7),-0.711852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,21),(21,8),-0.171788 # DEPENDENCYPART_GRANDPAR
(7,21),(21,9),-0.181393 # DEPENDENCYPART_GRANDPAR
(7,21),(21,10),0.0527641 # DEPENDENCYPART_GRANDPAR
(7,21),(21,11),0.149126 # DEPENDENCYPART_GRANDPAR
(7,21),(21,12),-0.0685756 # DEPENDENCYPART_GRANDPAR
(7,21),(21,13),0.0121526 # DEPENDENCYPART_GRANDPAR
(7,21),(21,14),-0.315598 # DEPENDENCYPART_GRANDPAR
(7,21),(21,15),-0.16198 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),-0.0631955 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),-0.0687225 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.0920375 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.738426 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.309396 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.918573 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.41287 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.122067 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.0612615 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.333222 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.320796 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.696193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.0927464 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.192982 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.268834 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.354291 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.379975 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.252365 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.454575 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),-0.469424 # DEPENDENCYPART_GRANDPAR
(9,1),(1,21),-0.469933 # DEPENDENCYPART_GRANDPAR
(9,1),(1,22),-0.963441 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.222814 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.00619053 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.0178824 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.324591 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.388235 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.277417 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.03763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.29942 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.520112 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.580495 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.607843 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.611174 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.544431 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.766236 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-0.726429 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-0.7272 # DEPENDENCYPART_GRANDPAR
(9,2),(2,22),-1.19909 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.204688 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.408711 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.203295 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.136532 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.373534 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.446667 # DEPENDENCYPART_GRANDPAR
(9,4),(4,10),-0.0882418 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.274824 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.390655 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-0.945109 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.175889 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.827582 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.205373 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.396468 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.25014 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.0553389 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.212494 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.204441 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.334703 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.0379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.300608 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.536486 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.584249 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.608763 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.612646 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.545586 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.76999 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.727084 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.727854 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-1.20046 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.637265 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.183813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,22),-0.57659 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.662103 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.08477 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.709763 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.793306 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.577259 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.674926 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.01607 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.836794 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.279848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
