# _root_ — Azt a határtalan boldogságot nem lehet leírni , amikor a bagi fiúk a második vonalba jutottak — mondja Lajtos_István , a RO-LA_Kft. egyik társtulajdonosa .
#goldHeads=19,5,5,5,8,7,19,7,7,17,13,13,17,16,16,17,2,19,0,19,19,23,25,25,19,19,
#predictedHeads=19,8,5,5,8,7,19,7,19,17,13,13,17,16,16,17,19,19,0,19,19,23,25,25,19,19,
(17,6),(17,8),-0.022451 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.10757 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.159706 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.112534 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.0652419 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0316566 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.112534 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.0316045 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0316566 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0507496 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.0250336 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.00207447 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.00959942 # DEPENDENCYPART_SIBL
(17,6),(17,22),-0.0679541 # DEPENDENCYPART_SIBL
(17,6),(17,23),0.00207447 # DEPENDENCYPART_SIBL
(17,6),(17,24),0.0202934 # DEPENDENCYPART_SIBL
(17,6),(17,25),0.00207447 # DEPENDENCYPART_SIBL
(17,6),(17,26),-0.00775704 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.0612454 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.0586981 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.144721 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.0910551 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.033262 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0715953 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.0910551 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0532479 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0715953 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0123898 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0185294 # DEPENDENCYPART_SIBL
(17,7),(17,20),0.0165259 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.00475267 # DEPENDENCYPART_SIBL
(17,7),(17,22),-0.0218891 # DEPENDENCYPART_SIBL
(17,7),(17,23),0.0165259 # DEPENDENCYPART_SIBL
(17,7),(17,24),-0.0205434 # DEPENDENCYPART_SIBL
(17,7),(17,25),0.0165259 # DEPENDENCYPART_SIBL
(17,7),(17,26),0.0330652 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.0915179 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.113415 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0660863 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.00566668 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0249597 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0660863 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0281737 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0249597 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.00820059 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0347312 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.00877413 # DEPENDENCYPART_SIBL
(17,8),(17,21),0.00202511 # DEPENDENCYPART_SIBL
(17,8),(17,22),-0.0321001 # DEPENDENCYPART_SIBL
(17,8),(17,23),-0.00877413 # DEPENDENCYPART_SIBL
(17,8),(17,24),-0.0267855 # DEPENDENCYPART_SIBL
(17,8),(17,25),-0.00877413 # DEPENDENCYPART_SIBL
(17,8),(17,26),0.0157744 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.202121 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.106141 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.00982334 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.00551096 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.106141 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0391159 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.00551096 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0580023 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0363553 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0180138 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.00490498 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.0116267 # DEPENDENCYPART_SIBL
(17,9),(17,23),-0.0180138 # DEPENDENCYPART_SIBL
(17,9),(17,24),-0.0217584 # DEPENDENCYPART_SIBL
(17,9),(17,25),-0.0180138 # DEPENDENCYPART_SIBL
(17,9),(17,26),0.0213215 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0396317 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0513576 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.17857 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0396317 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.102373 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.17857 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0140422 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0802573 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.044872 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0694103 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.083589 # DEPENDENCYPART_SIBL
(17,10),(17,23),0.044872 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.0106887 # DEPENDENCYPART_SIBL
(17,10),(17,25),0.044872 # DEPENDENCYPART_SIBL
(17,10),(17,26),-0.105674 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0172274 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.0188825 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.125584 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.00833095 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0188825 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0717581 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0308165 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0245112 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0377119 # DEPENDENCYPART_SIBL
(17,11),(17,22),0.0223062 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0245112 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.0270089 # DEPENDENCYPART_SIBL
(17,11),(17,25),-0.0245112 # DEPENDENCYPART_SIBL
(17,11),(17,26),-0.0634124 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0189262 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.205094 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0438043 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0189262 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.053731 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0138039 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.00929094 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.0135504 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.00583006 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.00929094 # DEPENDENCYPART_SIBL
(17,12),(17,24),0.0134441 # DEPENDENCYPART_SIBL
(17,12),(17,25),0.00929094 # DEPENDENCYPART_SIBL
(17,12),(17,26),0.00511089 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0624149 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0172688 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0298765 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0410311 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0305944 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0106719 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.00637668 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0207152 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0106719 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.0324157 # DEPENDENCYPART_SIBL
(17,13),(17,25),-0.0106736 # DEPENDENCYPART_SIBL
(17,13),(17,26),0.00695185 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.00833095 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0188825 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0717581 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0308165 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0245112 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0377119 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0223062 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0245112 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.0270089 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0245112 # DEPENDENCYPART_SIBL
(17,14),(17,26),-0.0634124 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0027601 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0343359 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0410904 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.00133201 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0248277 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.00308997 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.00133201 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0101836 # DEPENDENCYPART_SIBL
(17,15),(17,25),0.00133201 # DEPENDENCYPART_SIBL
(17,15),(17,26),-0.0116555 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0410311 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0305944 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0106719 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.00637668 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0207152 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0106719 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.0324157 # DEPENDENCYPART_SIBL
(17,16),(17,25),-0.0106736 # DEPENDENCYPART_SIBL
(17,16),(17,26),0.00695185 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0175293 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0316142 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.00626865 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.0845992 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.0316142 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.0118989 # DEPENDENCYPART_SIBL
(17,18),(17,25),0.0316142 # DEPENDENCYPART_SIBL
(17,18),(17,26),0.00261462 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0218817 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.00568339 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0119428 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0218817 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0415077 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.0218817 # DEPENDENCYPART_SIBL
(17,19),(17,26),0.00847826 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0430489 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.0707783 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0191053 # DEPENDENCYPART_SIBL
(17,20),(17,24),0.0442754 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.0191053 # DEPENDENCYPART_SIBL
(17,20),(17,26),-1.62179e-05 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.124212 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.07652 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.021141 # DEPENDENCYPART_SIBL
(17,21),(17,25),0.07652 # DEPENDENCYPART_SIBL
(17,21),(17,26),0.0489202 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.0110333 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.00310823 # DEPENDENCYPART_SIBL
(17,22),(17,25),0.0110333 # DEPENDENCYPART_SIBL
(17,22),(17,26),-0.0284786 # DEPENDENCYPART_SIBL
(17,23),(17,24),0.0442754 # DEPENDENCYPART_SIBL
(17,23),(17,25),-0.0191053 # DEPENDENCYPART_SIBL
(17,23),(17,26),-1.62179e-05 # DEPENDENCYPART_SIBL
(17,24),(17,25),0.00536066 # DEPENDENCYPART_SIBL
(17,24),(17,26),-0.00540217 # DEPENDENCYPART_SIBL
(17,25),(17,26),-3.26778e-05 # DEPENDENCYPART_SIBL
(19,1),(19,2),-0.00865956 # DEPENDENCYPART_SIBL
(19,1),(19,3),-0.0671798 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.0550145 # DEPENDENCYPART_SIBL
(19,1),(19,5),-0.0735814 # DEPENDENCYPART_SIBL
(19,1),(19,6),0.00330227 # DEPENDENCYPART_SIBL
(19,1),(19,7),0.113648 # DEPENDENCYPART_SIBL
(19,1),(19,8),0.120435 # DEPENDENCYPART_SIBL
(19,1),(19,9),0.0633487 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.155196 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.0671798 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.0550565 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.0746769 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0671798 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.00489325 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.0746769 # DEPENDENCYPART_SIBL
(19,1),(19,17),0.120435 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.916062 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.15509 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.148967 # DEPENDENCYPART_SIBL
(19,1),(19,22),0.0703255 # DEPENDENCYPART_SIBL
(19,1),(19,23),0.15509 # DEPENDENCYPART_SIBL
(19,1),(19,24),0.0310125 # DEPENDENCYPART_SIBL
(19,1),(19,25),0.15509 # DEPENDENCYPART_SIBL
(19,1),(19,26),0.342534 # DEPENDENCYPART_SIBL
(19,2),(19,3),0.100083 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.00601619 # DEPENDENCYPART_SIBL
(19,2),(19,5),-0.0648543 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.0552219 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.0465357 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.0381541 # DEPENDENCYPART_SIBL
(19,2),(19,9),0.0545553 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.134541 # DEPENDENCYPART_SIBL
(19,2),(19,11),0.100083 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.00601619 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.0659509 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.100083 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.0313715 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0659509 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.0381541 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.0390987 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.152646 # DEPENDENCYPART_SIBL
(19,2),(19,21),0.076758 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.0625526 # DEPENDENCYPART_SIBL
(19,2),(19,23),-0.152646 # DEPENDENCYPART_SIBL
(19,2),(19,24),-0.0781746 # DEPENDENCYPART_SIBL
(19,2),(19,25),-0.152646 # DEPENDENCYPART_SIBL
(19,2),(19,26),0.0180708 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.00733928 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.0154383 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.0977929 # DEPENDENCYPART_SIBL
(19,3),(19,7),0.0360222 # DEPENDENCYPART_SIBL
(19,3),(19,8),0.0414169 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.0273727 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.165005 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.125593 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.00734171 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.016535 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.125593 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.00936661 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.016535 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.0414169 # DEPENDENCYPART_SIBL
(19,3),(19,18),0.153135 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.0311567 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0139708 # DEPENDENCYPART_SIBL
(19,3),(19,22),0.0222997 # DEPENDENCYPART_SIBL
(19,3),(19,23),-0.0311567 # DEPENDENCYPART_SIBL
(19,3),(19,24),-0.0302482 # DEPENDENCYPART_SIBL
(19,3),(19,25),-0.0311567 # DEPENDENCYPART_SIBL
(19,3),(19,26),-0.0331658 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.0315356 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.0459608 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.0285514 # DEPENDENCYPART_SIBL
(19,4),(19,8),0.031379 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.0978981 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.122398 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.184529 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.0192705 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.0326323 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.184529 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0240408 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0326323 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.031379 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.199787 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0211492 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.0500961 # DEPENDENCYPART_SIBL
(19,4),(19,22),0.00799393 # DEPENDENCYPART_SIBL
(19,4),(19,23),0.0211492 # DEPENDENCYPART_SIBL
(19,4),(19,24),0.0236383 # DEPENDENCYPART_SIBL
(19,4),(19,25),0.0211492 # DEPENDENCYPART_SIBL
(19,4),(19,26),0.0623269 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.00586222 # DEPENDENCYPART_SIBL
(19,5),(19,7),0.0157072 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.0206651 # DEPENDENCYPART_SIBL
(19,5),(19,9),0.126416 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.145869 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0557829 # DEPENDENCYPART_SIBL
(19,5),(19,12),0.0312789 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.0650046 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0557829 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0116638 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.0650046 # DEPENDENCYPART_SIBL
(19,5),(19,17),0.0206651 # DEPENDENCYPART_SIBL
(19,5),(19,18),0.0977581 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0237517 # DEPENDENCYPART_SIBL
(19,5),(19,21),0.032547 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.0182009 # DEPENDENCYPART_SIBL
(19,5),(19,23),-0.0237517 # DEPENDENCYPART_SIBL
(19,5),(19,24),-0.0326938 # DEPENDENCYPART_SIBL
(19,5),(19,25),-0.0237533 # DEPENDENCYPART_SIBL
(19,5),(19,26),0.0224827 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.0319919 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.023899 # DEPENDENCYPART_SIBL
(19,6),(19,9),0.0997385 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.208079 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.127241 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.0747311 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.0877876 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.127241 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.0157381 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0877876 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.023899 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.0307742 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.034113 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.00365697 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.0820036 # DEPENDENCYPART_SIBL
(19,6),(19,23),-0.034113 # DEPENDENCYPART_SIBL
(19,6),(19,24),0.0124739 # DEPENDENCYPART_SIBL
(19,6),(19,25),-0.034113 # DEPENDENCYPART_SIBL
(19,6),(19,26),-0.0190441 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.0467455 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.0909741 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.189475 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.0905285 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.000983612 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.113608 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0905285 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.0539353 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.113608 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0467455 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.395837 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.0136776 # DEPENDENCYPART_SIBL
(19,7),(19,21),0.00991833 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.0257185 # DEPENDENCYPART_SIBL
(19,7),(19,23),0.0136776 # DEPENDENCYPART_SIBL
(19,7),(19,24),-0.0309956 # DEPENDENCYPART_SIBL
(19,7),(19,25),0.0136776 # DEPENDENCYPART_SIBL
(19,7),(19,26),0.0739138 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.119216 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.160458 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.0678488 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.0243226 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.0692612 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.0678488 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0311503 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0692612 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0163411 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.392142 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.0173558 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.0103181 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.0393737 # DEPENDENCYPART_SIBL
(19,8),(19,23),-0.0173558 # DEPENDENCYPART_SIBL
(19,8),(19,24),-0.040682 # DEPENDENCYPART_SIBL
(19,8),(19,25),-0.0173558 # DEPENDENCYPART_SIBL
(19,8),(19,26),0.0506626 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.259085 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.10657 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.0335105 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0573767 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.10657 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0406421 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0573767 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.031147 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.118526 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.00849176 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.0274837 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.00528096 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.00849176 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.0315915 # DEPENDENCYPART_SIBL
(19,9),(19,25),-0.00849176 # DEPENDENCYPART_SIBL
(19,9),(19,26),0.124511 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0543374 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.0608477 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.12244 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0543374 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0865074 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.12244 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0271641 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0665387 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.00704132 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0684626 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.101458 # DEPENDENCYPART_SIBL
(19,10),(19,23),0.00704132 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.0257843 # DEPENDENCYPART_SIBL
(19,10),(19,25),0.00704132 # DEPENDENCYPART_SIBL
(19,10),(19,26),-0.117831 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.00734171 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.016535 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.125593 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.00936661 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.016535 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.0414169 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.153135 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0311567 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0139708 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.0222997 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.0311567 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.0302482 # DEPENDENCYPART_SIBL
(19,11),(19,25),-0.0311567 # DEPENDENCYPART_SIBL
(19,11),(19,26),-0.0331658 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0326323 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.184304 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0240408 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0326323 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.031379 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.199814 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0211492 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.0500974 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.00799393 # DEPENDENCYPART_SIBL
(19,12),(19,23),0.0211492 # DEPENDENCYPART_SIBL
(19,12),(19,24),0.0236383 # DEPENDENCYPART_SIBL
(19,12),(19,25),0.0211492 # DEPENDENCYPART_SIBL
(19,12),(19,26),0.0623283 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0557594 # DEPENDENCYPART_SIBL
