# _root_ E párt a gyakorlatban szigorúan hierarchikus rendet szab , még akkor is , ha hivatalos ideológiája — mint a kommunistáké — egalitárius .
#goldHeads=2,8,4,8,6,7,8,0,8,14,14,14,14,8,16,22,18,22,20,18,18,14,8,
#predictedHeads=2,8,4,8,6,7,8,0,8,18,8,8,8,8,16,18,18,8,20,22,22,18,8,
(18,4),(18,22),0.0400938 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.00988437 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.0522697 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0172209 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.00326147 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.288964 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.0274628 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.00411369 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.0427839 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.288964 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.0385156 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0524729 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0164633 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.0125789 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.0767651 # DEPENDENCYPART_SIBL
(18,5),(18,21),0.0967038 # DEPENDENCYPART_SIBL
(18,5),(18,22),0.118559 # DEPENDENCYPART_SIBL
(18,5),(18,23),0.0116803 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.0168988 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.00326147 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.288964 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.0274628 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.00411369 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.0427839 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.288964 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.0385156 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0505032 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0161413 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0125789 # DEPENDENCYPART_SIBL
(18,6),(18,20),0.0765324 # DEPENDENCYPART_SIBL
(18,6),(18,21),0.0967038 # DEPENDENCYPART_SIBL
(18,6),(18,22),0.118559 # DEPENDENCYPART_SIBL
(18,6),(18,23),0.0123245 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.0601003 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.479561 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.153327 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0975545 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.0840628 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.479561 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.0781702 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0192842 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0526283 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.04988 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.156265 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.0701883 # DEPENDENCYPART_SIBL
(18,7),(18,22),0.0452974 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.00165867 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.449925 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.0377832 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.0282756 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.0259878 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.449925 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.00912471 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0283102 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.0131915 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.112663 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.0190656 # DEPENDENCYPART_SIBL
(18,8),(18,21),0.032367 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.0298803 # DEPENDENCYPART_SIBL
(18,8),(18,23),0.0619477 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.0472361 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0464244 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.00412365 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0739929 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.028417 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0472679 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.00876932 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.169706 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.177356 # DEPENDENCYPART_SIBL
(18,9),(18,21),0.184914 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.108432 # DEPENDENCYPART_SIBL
(18,9),(18,23),0.151895 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.129278 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.196563 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.372383 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0950983 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0203063 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.147798 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0265363 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.171842 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.143756 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.134699 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.00335408 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.116202 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.32846 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0203652 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0122361 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0849279 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0480974 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.129076 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.0964991 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.0878351 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.00553247 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.106378 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.06719 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.00773744 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0383762 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0589234 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.00212355 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.0426868 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.00725791 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.028487 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.028417 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0472679 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.00876932 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.169706 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.177356 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.184914 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.108432 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.151895 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0359165 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0660417 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0232311 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0474014 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0316843 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0032572 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.000555278 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.016294 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0123796 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0763253 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0965852 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.118486 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0121917 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.046293 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.156402 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0701891 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0452974 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.00161408 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.168028 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.687925 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0765415 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0123487 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.110484 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0495547 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.029798 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0352715 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0333668 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.102873 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0144333 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0103079 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.386736 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0764046 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.352771 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0162874 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.0326933 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.00242553 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.527777 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.375022 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.66236 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0567573 # DEPENDENCYPART_SIBL
(20,15),(20,22),2.54854e-05 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.481184 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.459197 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.317123 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.042831 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0446881 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.153455 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.38176 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.288957 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.00681614 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.303465 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0389884 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0184868 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0530946 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.00427239 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0876024 # DEPENDENCYPART_SIBL
(22,2),(22,4),0.0858117 # DEPENDENCYPART_SIBL
(22,2),(22,7),0.0819722 # DEPENDENCYPART_SIBL
(22,2),(22,8),0.151651 # DEPENDENCYPART_SIBL
(22,2),(22,9),0.281984 # DEPENDENCYPART_SIBL
(22,2),(22,10),0.244363 # DEPENDENCYPART_SIBL
(22,2),(22,11),0.159536 # DEPENDENCYPART_SIBL
(22,2),(22,12),0.374266 # DEPENDENCYPART_SIBL
(22,2),(22,13),0.281984 # DEPENDENCYPART_SIBL
(22,2),(22,14),0.295805 # DEPENDENCYPART_SIBL
(22,2),(22,15),0.0268965 # DEPENDENCYPART_SIBL
(22,2),(22,16),0.0819813 # DEPENDENCYPART_SIBL
(22,2),(22,17),0.291256 # DEPENDENCYPART_SIBL
(22,2),(22,18),0.267467 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.0374891 # DEPENDENCYPART_SIBL
(22,2),(22,20),0.0819813 # DEPENDENCYPART_SIBL
(22,2),(22,21),0.291256 # DEPENDENCYPART_SIBL
(22,2),(22,23),0.0614797 # DEPENDENCYPART_SIBL
(22,4),(22,7),0.078394 # DEPENDENCYPART_SIBL
(22,4),(22,8),0.156572 # DEPENDENCYPART_SIBL
(22,4),(22,9),0.275924 # DEPENDENCYPART_SIBL
(22,4),(22,10),0.251456 # DEPENDENCYPART_SIBL
(22,4),(22,11),0.16663 # DEPENDENCYPART_SIBL
(22,4),(22,12),0.373888 # DEPENDENCYPART_SIBL
(22,4),(22,13),0.275924 # DEPENDENCYPART_SIBL
(22,4),(22,14),0.295892 # DEPENDENCYPART_SIBL
(22,4),(22,15),0.0291128 # DEPENDENCYPART_SIBL
(22,4),(22,16),0.078403 # DEPENDENCYPART_SIBL
(22,4),(22,17),0.292513 # DEPENDENCYPART_SIBL
(22,4),(22,18),0.268115 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.0323711 # DEPENDENCYPART_SIBL
(22,4),(22,20),0.078403 # DEPENDENCYPART_SIBL
(22,4),(22,21),0.292513 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.0799968 # DEPENDENCYPART_SIBL
(22,7),(22,8),0.151683 # DEPENDENCYPART_SIBL
(22,7),(22,9),0.289792 # DEPENDENCYPART_SIBL
(22,7),(22,10),0.238656 # DEPENDENCYPART_SIBL
(22,7),(22,11),0.15383 # DEPENDENCYPART_SIBL
(22,7),(22,12),0.370793 # DEPENDENCYPART_SIBL
(22,7),(22,13),0.289792 # DEPENDENCYPART_SIBL
(22,7),(22,14),0.292315 # DEPENDENCYPART_SIBL
(22,7),(22,15),0.0263942 # DEPENDENCYPART_SIBL
(22,7),(22,16),0.0799555 # DEPENDENCYPART_SIBL
(22,7),(22,17),0.29689 # DEPENDENCYPART_SIBL
(22,7),(22,18),0.263993 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0374862 # DEPENDENCYPART_SIBL
(22,7),(22,20),0.0799555 # DEPENDENCYPART_SIBL
(22,7),(22,21),0.29689 # DEPENDENCYPART_SIBL
(22,7),(22,23),0.0621355 # DEPENDENCYPART_SIBL
(22,8),(22,9),0.256209 # DEPENDENCYPART_SIBL
(22,8),(22,10),0.10637 # DEPENDENCYPART_SIBL
(22,8),(22,11),0.103939 # DEPENDENCYPART_SIBL
(22,8),(22,12),0.140172 # DEPENDENCYPART_SIBL
(22,8),(22,13),0.256209 # DEPENDENCYPART_SIBL
(22,8),(22,14),0.097213 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.0106873 # DEPENDENCYPART_SIBL
(22,8),(22,16),0.000778602 # DEPENDENCYPART_SIBL
(22,8),(22,17),0.3023 # DEPENDENCYPART_SIBL
(22,8),(22,18),0.0939211 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.0763022 # DEPENDENCYPART_SIBL
(22,8),(22,20),0.000778602 # DEPENDENCYPART_SIBL
(22,8),(22,21),0.3023 # DEPENDENCYPART_SIBL
(22,8),(22,23),0.125238 # DEPENDENCYPART_SIBL
(22,9),(22,10),0.0999167 # DEPENDENCYPART_SIBL
(22,9),(22,11),0.131737 # DEPENDENCYPART_SIBL
(22,9),(22,12),0.108411 # DEPENDENCYPART_SIBL
(22,9),(22,13),0.0586475 # DEPENDENCYPART_SIBL
(22,9),(22,14),0.143696 # DEPENDENCYPART_SIBL
(22,9),(22,15),0.0266659 # DEPENDENCYPART_SIBL
(22,9),(22,16),0.0485465 # DEPENDENCYPART_SIBL
(22,9),(22,17),0.0735605 # DEPENDENCYPART_SIBL
(22,9),(22,18),0.129747 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.131379 # DEPENDENCYPART_SIBL
(22,9),(22,20),0.0485465 # DEPENDENCYPART_SIBL
(22,9),(22,21),0.0735605 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.0204113 # DEPENDENCYPART_SIBL
(22,10),(22,11),0.168308 # DEPENDENCYPART_SIBL
(22,10),(22,12),0.372671 # DEPENDENCYPART_SIBL
(22,10),(22,13),0.0751489 # DEPENDENCYPART_SIBL
(22,10),(22,14),0.212054 # DEPENDENCYPART_SIBL
(22,10),(22,15),0.0821034 # DEPENDENCYPART_SIBL
(22,10),(22,16),0.236274 # DEPENDENCYPART_SIBL
(22,10),(22,17),0.0923288 # DEPENDENCYPART_SIBL
(22,10),(22,18),0.168147 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.0845504 # DEPENDENCYPART_SIBL
(22,10),(22,20),0.236274 # DEPENDENCYPART_SIBL
(22,10),(22,21),0.0923288 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.0448831 # DEPENDENCYPART_SIBL
(22,11),(22,12),0.357912 # DEPENDENCYPART_SIBL
(22,11),(22,13),0.0759106 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.191114 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.108635 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.218215 # DEPENDENCYPART_SIBL
(22,11),(22,17),0.114225 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.170286 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.0661647 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.218215 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.114225 # DEPENDENCYPART_SIBL
(22,11),(22,23),0.0900057 # DEPENDENCYPART_SIBL
(22,12),(22,13),0.0155229 # DEPENDENCYPART_SIBL
(22,12),(22,14),0.0409942 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.00473299 # DEPENDENCYPART_SIBL
(22,12),(22,16),0.00328899 # DEPENDENCYPART_SIBL
(22,12),(22,17),0.0698313 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.0386829 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.116256 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.00328899 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.0698313 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.0450153 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.143696 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.0266659 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.0485465 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.0735605 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.129747 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.131379 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.0485465 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.0735605 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.0204113 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.0529626 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.0341503 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.271339 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.0871971 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0656208 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.0341503 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.271339 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.0790666 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.0134141 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.279292 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.229063 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.229808 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0134141 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.279292 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.00980288 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.293303 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.264008 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0374862 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.076847 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.293303 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0621801 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0999136 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.11679 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.00772716 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.657347 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0955724 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0755075 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0201704 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.17394 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0401333 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0679518 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.18116 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0375479 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.293303 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0621801 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0955724 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.531219 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.101585 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.144985 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.33504 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.121936 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.227287 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.309186 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.227 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.0109648 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.0975332 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.138774 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.27207 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.574039 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.211871 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.344376 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),0.0511516 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),-0.454851 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),-0.466517 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),-0.278318 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),1.82984 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.162859 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.30643 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.320672 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.170927 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0191273 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.0978696 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.672651 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.555235 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.00793487 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),0.0375939 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),2.09855 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.304147 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.663039 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.592808 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.239029 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.214993 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),1.90021 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.0533288 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.506137 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.713617 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.0732217 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.0822313 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.272002 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.15116 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.477906 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.0229259 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.18132 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.266158 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.307494 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.000858019 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.419587 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.0375221 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.308633 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.332051 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.280502 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),-0.430773 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),-0.123304 # DEPENDENCYPART_GRANDPAR
(0,8),(8,23),2.28205 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.0509828 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.587722 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.437843 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.0213293 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.297654 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.100975 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.196743 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.183999 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.230032 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.439722 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.30614 # DEPENDENCYPART_GRANDPAR
(0,10),(10,23),1.83037 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.0270756 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.606708 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.435676 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.111109 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.17771 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.478579 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.36199 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.0271639 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.00374573 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.270144 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.125886 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),2.05244 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.137752 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.0716568 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.581358 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.73089 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.0381887 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.311463 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.303723 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.174493 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.214085 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.0858738 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.159134 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.508215 # DEPENDENCYPART_GRANDPAR
