# _root_ — A kérdés provokatív , ám — bár ezt senki nem mondta ki — a le nem fektetett etikai normákból kiolvasható , hogy egy MÁV-vezérnek nem illik lecövekelni egyetlen párt mellé sem .
#goldHeads=6,3,4,6,6,0,23,23,12,12,12,23,12,23,20,18,18,20,20,23,23,23,6,25,28,27,23,27,30,31,28,27,6,
#predictedHeads=8,3,8,8,8,8,12,0,12,12,12,8,12,12,20,18,18,20,20,21,23,23,8,25,27,27,23,27,30,31,28,12,8,
(12,22),(12,25),0.026468 # DEPENDENCYPART_SIBL
(12,22),(12,26),0.10606 # DEPENDENCYPART_SIBL
(12,22),(12,27),0.118978 # DEPENDENCYPART_SIBL
(12,22),(12,28),0.13056 # DEPENDENCYPART_SIBL
(12,22),(12,29),0.00534486 # DEPENDENCYPART_SIBL
(12,22),(12,30),0.0137651 # DEPENDENCYPART_SIBL
(12,22),(12,31),-0.0879015 # DEPENDENCYPART_SIBL
(12,22),(12,32),0.0585569 # DEPENDENCYPART_SIBL
(12,22),(12,33),0.0132636 # DEPENDENCYPART_SIBL
(12,23),(12,25),-0.0487342 # DEPENDENCYPART_SIBL
(12,23),(12,26),-0.00709065 # DEPENDENCYPART_SIBL
(12,23),(12,27),0.0573998 # DEPENDENCYPART_SIBL
(12,23),(12,28),0.0644468 # DEPENDENCYPART_SIBL
(12,23),(12,29),-0.00512322 # DEPENDENCYPART_SIBL
(12,23),(12,30),-0.0502215 # DEPENDENCYPART_SIBL
(12,23),(12,31),-0.0848559 # DEPENDENCYPART_SIBL
(12,23),(12,32),0.0112967 # DEPENDENCYPART_SIBL
(12,23),(12,33),0.0942242 # DEPENDENCYPART_SIBL
(12,25),(12,26),0.017936 # DEPENDENCYPART_SIBL
(12,25),(12,27),-0.016479 # DEPENDENCYPART_SIBL
(12,25),(12,28),-0.0126311 # DEPENDENCYPART_SIBL
(12,25),(12,29),0.00623497 # DEPENDENCYPART_SIBL
(12,25),(12,30),-0.00757113 # DEPENDENCYPART_SIBL
(12,25),(12,31),-0.00227651 # DEPENDENCYPART_SIBL
(12,25),(12,32),0.0453359 # DEPENDENCYPART_SIBL
(12,25),(12,33),0.0711747 # DEPENDENCYPART_SIBL
(12,26),(12,27),-0.0317636 # DEPENDENCYPART_SIBL
(12,26),(12,28),-0.0286185 # DEPENDENCYPART_SIBL
(12,26),(12,29),0.000485044 # DEPENDENCYPART_SIBL
(12,26),(12,30),0.0288175 # DEPENDENCYPART_SIBL
(12,26),(12,31),0.0149399 # DEPENDENCYPART_SIBL
(12,26),(12,32),0.0982601 # DEPENDENCYPART_SIBL
(12,26),(12,33),0.0283606 # DEPENDENCYPART_SIBL
(12,27),(12,28),-0.0375835 # DEPENDENCYPART_SIBL
(12,27),(12,29),-0.0481109 # DEPENDENCYPART_SIBL
(12,27),(12,30),-0.0349877 # DEPENDENCYPART_SIBL
(12,27),(12,31),-0.0846608 # DEPENDENCYPART_SIBL
(12,27),(12,32),0.0321223 # DEPENDENCYPART_SIBL
(12,27),(12,33),-9.75728e-05 # DEPENDENCYPART_SIBL
(12,28),(12,29),-0.0469256 # DEPENDENCYPART_SIBL
(12,28),(12,30),-0.0338024 # DEPENDENCYPART_SIBL
(12,28),(12,31),-0.0834755 # DEPENDENCYPART_SIBL
(12,28),(12,32),0.0333076 # DEPENDENCYPART_SIBL
(12,28),(12,33),0.00406949 # DEPENDENCYPART_SIBL
(12,29),(12,30),-0.0204809 # DEPENDENCYPART_SIBL
(12,29),(12,31),0.00154304 # DEPENDENCYPART_SIBL
(12,29),(12,32),0.0111437 # DEPENDENCYPART_SIBL
(12,29),(12,33),0.0191928 # DEPENDENCYPART_SIBL
(12,30),(12,31),-0.00706462 # DEPENDENCYPART_SIBL
(12,30),(12,32),0.0404248 # DEPENDENCYPART_SIBL
(12,30),(12,33),0.0614468 # DEPENDENCYPART_SIBL
(12,31),(12,32),0.063593 # DEPENDENCYPART_SIBL
(12,31),(12,33),-0.0110157 # DEPENDENCYPART_SIBL
(12,32),(12,33),0.0111389 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.105304 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.116676 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.176329 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.195489 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.522102 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.150892 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.162799 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.615903 # DEPENDENCYPART_SIBL
(13,1),(13,23),0.00588706 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0534548 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.240799 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.135762 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.00331099 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.156089 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.140853 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0546571 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.0140023 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.230334 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.15068 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.11029 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.138511 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0895748 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0643158 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.0321112 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.18583 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0781463 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.126145 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0423888 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0968915 # DEPENDENCYPART_SIBL
(13,5),(13,23),-0.0186169 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.111034 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0507447 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.109446 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.063301 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.00785196 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.150892 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.162799 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.615903 # DEPENDENCYPART_SIBL
(13,7),(13,23),0.00588706 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.13269 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0620729 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.0037158 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.147245 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.0731365 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.0359196 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.000111662 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0354089 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.049349 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.0325636 # DEPENDENCYPART_SIBL
(17,18),(17,27),0.0227348 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.049349 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0325636 # DEPENDENCYPART_SIBL
(17,19),(17,27),0.0227348 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.0301388 # DEPENDENCYPART_SIBL
(17,20),(17,27),-0.00284411 # DEPENDENCYPART_SIBL
(17,22),(17,27),0.20767 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.14619 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.116291 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.161287 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0892776 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.14619 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.027158 # DEPENDENCYPART_SIBL
(18,9),(18,26),0.0342875 # DEPENDENCYPART_SIBL
(18,9),(18,27),0.0131066 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.15472 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.105352 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.108263 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.163582 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0123869 # DEPENDENCYPART_SIBL
(18,11),(18,26),-0.0201809 # DEPENDENCYPART_SIBL
(18,11),(18,27),0.0472245 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0766873 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0602451 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.11518 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.038557 # DEPENDENCYPART_SIBL
(18,12),(18,26),0.0333452 # DEPENDENCYPART_SIBL
(18,12),(18,27),0.0557874 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.00588805 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0350725 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0370992 # DEPENDENCYPART_SIBL
(18,15),(18,26),-0.0162047 # DEPENDENCYPART_SIBL
(18,15),(18,27),-0.00548556 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.183211 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0303741 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.00697745 # DEPENDENCYPART_SIBL
(18,16),(18,27),0.0211597 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0123869 # DEPENDENCYPART_SIBL
(18,17),(18,26),-0.0201809 # DEPENDENCYPART_SIBL
(18,17),(18,27),0.0472245 # DEPENDENCYPART_SIBL
(18,19),(18,26),0.0287732 # DEPENDENCYPART_SIBL
(18,19),(18,27),0.0291025 # DEPENDENCYPART_SIBL
(18,26),(18,27),0.0383946 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0350725 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0509195 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.137595 # DEPENDENCYPART_SIBL
(20,2),(20,3),0.0242352 # DEPENDENCYPART_SIBL
(20,2),(20,4),0.155843 # DEPENDENCYPART_SIBL
(20,2),(20,9),-0.00452738 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.00111294 # DEPENDENCYPART_SIBL
(20,2),(20,11),0.092186 # DEPENDENCYPART_SIBL
(20,2),(20,14),0.464905 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.662013 # DEPENDENCYPART_SIBL
(20,2),(20,17),0.092186 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.155843 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.155843 # DEPENDENCYPART_SIBL
(20,2),(20,31),0.007301 # DEPENDENCYPART_SIBL
(20,3),(20,4),0.0344346 # DEPENDENCYPART_SIBL
(20,3),(20,9),0.0430765 # DEPENDENCYPART_SIBL
(20,3),(20,10),0.0440441 # DEPENDENCYPART_SIBL
(20,3),(20,11),0.271634 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.476813 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.323048 # DEPENDENCYPART_SIBL
(20,3),(20,17),0.271634 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.0344346 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.0344346 # DEPENDENCYPART_SIBL
(20,3),(20,31),0.0199438 # DEPENDENCYPART_SIBL
(20,4),(20,9),-0.00646372 # DEPENDENCYPART_SIBL
(20,4),(20,10),-0.00241536 # DEPENDENCYPART_SIBL
(20,4),(20,11),0.132853 # DEPENDENCYPART_SIBL
(20,4),(20,14),0.527149 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.662675 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.132853 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.00535244 # DEPENDENCYPART_SIBL
(20,4),(20,19),0.00535244 # DEPENDENCYPART_SIBL
(20,4),(20,31),-0.00752971 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.0176109 # DEPENDENCYPART_SIBL
(20,9),(20,11),0.221816 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.402264 # DEPENDENCYPART_SIBL
(20,9),(20,15),0.272143 # DEPENDENCYPART_SIBL
(20,9),(20,17),0.221816 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.149216 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.149216 # DEPENDENCYPART_SIBL
(20,9),(20,31),0.0228897 # DEPENDENCYPART_SIBL
(20,10),(20,11),0.172309 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.340251 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.0565552 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.172309 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.0451465 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.0451465 # DEPENDENCYPART_SIBL
(20,10),(20,31),0.018214 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.200878 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.448274 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.157115 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0464381 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.0464381 # DEPENDENCYPART_SIBL
(20,11),(20,31),0.0465087 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.38176 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.195181 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0253321 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0253321 # DEPENDENCYPART_SIBL
(20,14),(20,31),-0.0295993 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.092186 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.155843 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.155843 # DEPENDENCYPART_SIBL
(20,15),(20,31),0.007301 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0464381 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0464381 # DEPENDENCYPART_SIBL
(20,17),(20,31),0.0465087 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.00535244 # DEPENDENCYPART_SIBL
(20,18),(20,31),-0.00752971 # DEPENDENCYPART_SIBL
(20,19),(20,31),-0.00752971 # DEPENDENCYPART_SIBL
(21,3),(21,6),0.284932 # DEPENDENCYPART_SIBL
(21,3),(21,7),0.291584 # DEPENDENCYPART_SIBL
(21,3),(21,8),0.305215 # DEPENDENCYPART_SIBL
(21,3),(21,9),0.0472743 # DEPENDENCYPART_SIBL
(21,3),(21,11),0.246284 # DEPENDENCYPART_SIBL
(21,3),(21,12),0.150833 # DEPENDENCYPART_SIBL
(21,3),(21,14),0.291584 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.0376436 # DEPENDENCYPART_SIBL
(21,3),(21,17),0.246284 # DEPENDENCYPART_SIBL
(21,3),(21,18),0.0235058 # DEPENDENCYPART_SIBL
(21,3),(21,19),0.0235058 # DEPENDENCYPART_SIBL
(21,3),(21,20),0.0624969 # DEPENDENCYPART_SIBL
(21,3),(21,22),0.0560631 # DEPENDENCYPART_SIBL
(21,3),(21,25),0.0207276 # DEPENDENCYPART_SIBL
(21,3),(21,26),0.0242742 # DEPENDENCYPART_SIBL
(21,3),(21,27),0.0275296 # DEPENDENCYPART_SIBL
(21,3),(21,29),0.0168106 # DEPENDENCYPART_SIBL
(21,3),(21,30),0.0119676 # DEPENDENCYPART_SIBL
(21,3),(21,33),0.0955853 # DEPENDENCYPART_SIBL
(21,6),(21,7),0.158855 # DEPENDENCYPART_SIBL
(21,6),(21,8),0.0692731 # DEPENDENCYPART_SIBL
(21,6),(21,9),0.0318933 # DEPENDENCYPART_SIBL
(21,6),(21,11),0.0947575 # DEPENDENCYPART_SIBL
(21,6),(21,12),0.227637 # DEPENDENCYPART_SIBL
(21,6),(21,14),0.158855 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.0850603 # DEPENDENCYPART_SIBL
(21,6),(21,17),0.0947575 # DEPENDENCYPART_SIBL
(21,6),(21,18),0.0355968 # DEPENDENCYPART_SIBL
(21,6),(21,19),0.0355968 # DEPENDENCYPART_SIBL
(21,6),(21,20),0.0281337 # DEPENDENCYPART_SIBL
(21,6),(21,22),-0.0182976 # DEPENDENCYPART_SIBL
(21,6),(21,25),0.0171043 # DEPENDENCYPART_SIBL
(21,6),(21,26),-0.0143416 # DEPENDENCYPART_SIBL
(21,6),(21,27),-0.00224538 # DEPENDENCYPART_SIBL
(21,6),(21,29),-0.00142834 # DEPENDENCYPART_SIBL
(21,6),(21,30),0.0155803 # DEPENDENCYPART_SIBL
(21,6),(21,33),0.0524155 # DEPENDENCYPART_SIBL
(21,7),(21,8),0.110232 # DEPENDENCYPART_SIBL
(21,7),(21,9),0.0209735 # DEPENDENCYPART_SIBL
(21,7),(21,11),0.124651 # DEPENDENCYPART_SIBL
(21,7),(21,12),0.196467 # DEPENDENCYPART_SIBL
(21,7),(21,14),0.657347 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.11679 # DEPENDENCYPART_SIBL
(21,7),(21,17),0.124651 # DEPENDENCYPART_SIBL
(21,7),(21,18),0.00619165 # DEPENDENCYPART_SIBL
(21,7),(21,19),0.00619165 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.00772716 # DEPENDENCYPART_SIBL
(21,7),(21,22),0.0272235 # DEPENDENCYPART_SIBL
(21,7),(21,25),0.0631697 # DEPENDENCYPART_SIBL
(21,7),(21,26),0.0245334 # DEPENDENCYPART_SIBL
(21,7),(21,27),0.0124752 # DEPENDENCYPART_SIBL
(21,7),(21,29),0.0176781 # DEPENDENCYPART_SIBL
(21,7),(21,30),0.0614974 # DEPENDENCYPART_SIBL
(21,7),(21,33),0.0955724 # DEPENDENCYPART_SIBL
(21,8),(21,9),0.0567401 # DEPENDENCYPART_SIBL
(21,8),(21,11),0.132132 # DEPENDENCYPART_SIBL
(21,8),(21,12),0.263219 # DEPENDENCYPART_SIBL
(21,8),(21,14),0.197976 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.0704095 # DEPENDENCYPART_SIBL
(21,8),(21,17),0.132132 # DEPENDENCYPART_SIBL
(21,8),(21,18),0.0362264 # DEPENDENCYPART_SIBL
(21,8),(21,19),0.0362264 # DEPENDENCYPART_SIBL
(21,8),(21,20),0.0642486 # DEPENDENCYPART_SIBL
(21,8),(21,22),0.00263683 # DEPENDENCYPART_SIBL
(21,8),(21,25),0.0419454 # DEPENDENCYPART_SIBL
(21,8),(21,26),0.0115882 # DEPENDENCYPART_SIBL
(21,8),(21,27),0.00948241 # DEPENDENCYPART_SIBL
(21,8),(21,29),0.0175384 # DEPENDENCYPART_SIBL
(21,8),(21,30),0.0404214 # DEPENDENCYPART_SIBL
(21,8),(21,33),0.0847015 # DEPENDENCYPART_SIBL
(21,9),(21,11),0.14619 # DEPENDENCYPART_SIBL
(21,9),(21,12),0.116291 # DEPENDENCYPART_SIBL
(21,9),(21,14),0.124271 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.161287 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.14619 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.0648241 # DEPENDENCYPART_SIBL
(21,9),(21,19),0.0648241 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.0438338 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.0209272 # DEPENDENCYPART_SIBL
(21,9),(21,25),0.0831434 # DEPENDENCYPART_SIBL
(21,9),(21,26),0.0342875 # DEPENDENCYPART_SIBL
(21,9),(21,27),0.0131066 # DEPENDENCYPART_SIBL
(21,9),(21,29),0.0180026 # DEPENDENCYPART_SIBL
(21,9),(21,30),0.0819359 # DEPENDENCYPART_SIBL
(21,9),(21,33),0.044737 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.15472 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.113895 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.105352 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.163582 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.137595 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.137595 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.133054 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.00645075 # DEPENDENCYPART_SIBL
(21,11),(21,25),0.0189315 # DEPENDENCYPART_SIBL
(21,11),(21,26),-0.0201809 # DEPENDENCYPART_SIBL
(21,11),(21,27),0.0472245 # DEPENDENCYPART_SIBL
(21,11),(21,29),-0.0174939 # DEPENDENCYPART_SIBL
(21,11),(21,30),0.0155608 # DEPENDENCYPART_SIBL
(21,11),(21,33),0.0444202 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.304011 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.0766873 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.11518 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0109504 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0109504 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.000269759 # DEPENDENCYPART_SIBL
(21,12),(21,22),0.0243528 # DEPENDENCYPART_SIBL
(21,12),(21,25),0.0595996 # DEPENDENCYPART_SIBL
(21,12),(21,26),0.0333452 # DEPENDENCYPART_SIBL
(21,12),(21,27),0.0557874 # DEPENDENCYPART_SIBL
(21,12),(21,29),0.0226601 # DEPENDENCYPART_SIBL
(21,12),(21,30),0.0590665 # DEPENDENCYPART_SIBL
(21,12),(21,33),0.135828 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.11679 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.124651 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.00619165 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.00619165 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.00772716 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.0272235 # DEPENDENCYPART_SIBL
(21,14),(21,25),0.0631697 # DEPENDENCYPART_SIBL
(21,14),(21,26),0.0245334 # DEPENDENCYPART_SIBL
(21,14),(21,27),0.0124752 # DEPENDENCYPART_SIBL
(21,14),(21,29),0.0176781 # DEPENDENCYPART_SIBL
(21,14),(21,30),0.0614974 # DEPENDENCYPART_SIBL
(21,14),(21,33),0.0955724 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.0350725 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0509195 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.0509195 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0679518 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.000880212 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.0225869 # DEPENDENCYPART_SIBL
(21,15),(21,26),-0.0162047 # DEPENDENCYPART_SIBL
(21,15),(21,27),-0.00548556 # DEPENDENCYPART_SIBL
(21,15),(21,29),-0.0155159 # DEPENDENCYPART_SIBL
(21,15),(21,30),0.0272038 # DEPENDENCYPART_SIBL
(21,15),(21,33),-0.0375479 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.137595 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.137595 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.133054 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.00645075 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.0189315 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.0201809 # DEPENDENCYPART_SIBL
(21,17),(21,27),0.0472245 # DEPENDENCYPART_SIBL
(21,17),(21,29),-0.0174939 # DEPENDENCYPART_SIBL
(21,17),(21,30),0.0155608 # DEPENDENCYPART_SIBL
(21,17),(21,33),0.0444202 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0336596 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0135812 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0162773 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0225794 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.0118514 # DEPENDENCYPART_SIBL
(21,18),(21,27),-0.0155479 # DEPENDENCYPART_SIBL
(21,18),(21,29),-0.00657236 # DEPENDENCYPART_SIBL
(21,18),(21,30),0.0294012 # DEPENDENCYPART_SIBL
(21,18),(21,33),-0.00976971 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0135812 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0162773 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.0225794 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.0118514 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.0155479 # DEPENDENCYPART_SIBL
(21,19),(21,29),-0.00657236 # DEPENDENCYPART_SIBL
(21,19),(21,30),0.0294012 # DEPENDENCYPART_SIBL
(21,19),(21,33),-0.00976971 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0211606 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0205572 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.0374338 # DEPENDENCYPART_SIBL
(21,20),(21,27),0.0108182 # DEPENDENCYPART_SIBL
(21,20),(21,29),0.0169199 # DEPENDENCYPART_SIBL
(21,20),(21,30),0.0117972 # DEPENDENCYPART_SIBL
(21,20),(21,33),0.0621801 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.162399 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.223589 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.372603 # DEPENDENCYPART_SIBL
(21,22),(21,29),0.14106 # DEPENDENCYPART_SIBL
(21,22),(21,30),0.156658 # DEPENDENCYPART_SIBL
(21,22),(21,33),0.0898977 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.0291112 # DEPENDENCYPART_SIBL
(21,25),(21,27),0.0433842 # DEPENDENCYPART_SIBL
(21,25),(21,29),0.0291816 # DEPENDENCYPART_SIBL
(21,25),(21,30),-0.000425511 # DEPENDENCYPART_SIBL
(21,25),(21,33),0.0136211 # DEPENDENCYPART_SIBL
(21,26),(21,27),0.0383946 # DEPENDENCYPART_SIBL
(21,26),(21,29),0.030824 # DEPENDENCYPART_SIBL
(21,26),(21,30),0.0547919 # DEPENDENCYPART_SIBL
(21,26),(21,33),0.0365096 # DEPENDENCYPART_SIBL
(21,27),(21,29),0.0207281 # DEPENDENCYPART_SIBL
(21,27),(21,30),0.0251192 # DEPENDENCYPART_SIBL
(21,27),(21,33),0.0738586 # DEPENDENCYPART_SIBL
(21,29),(21,30),0.026433 # DEPENDENCYPART_SIBL
(21,29),(21,33),0.0479317 # DEPENDENCYPART_SIBL
(21,30),(21,33),0.01111 # DEPENDENCYPART_SIBL
(23,1),(23,3),0.0341867 # DEPENDENCYPART_SIBL
(23,1),(23,4),0.0251986 # DEPENDENCYPART_SIBL
(23,1),(23,5),0.133918 # DEPENDENCYPART_SIBL
(23,1),(23,6),0.102674 # DEPENDENCYPART_SIBL
(23,1),(23,7),0.373693 # DEPENDENCYPART_SIBL
(23,1),(23,8),0.0174317 # DEPENDENCYPART_SIBL
(23,1),(23,9),0.0172583 # DEPENDENCYPART_SIBL
(23,1),(23,11),0.0445609 # DEPENDENCYPART_SIBL
(23,1),(23,12),0.117118 # DEPENDENCYPART_SIBL
(23,1),(23,14),0.373693 # DEPENDENCYPART_SIBL
(23,1),(23,17),0.0445609 # DEPENDENCYPART_SIBL
(23,1),(23,18),0.0251986 # DEPENDENCYPART_SIBL
(23,1),(23,19),0.0251986 # DEPENDENCYPART_SIBL
