# _root_ Azt azonban elárulja , hogy az áremelés lehetetlen helyzetbe hozná a csapat költségvetését , hiszen a teljes kézilabdapénz egynegyedét a két kubai játékosra kellene fordítani .
#goldHeads=3,3,0,3,3,7,10,9,10,1,12,13,10,1,1,18,18,19,25,23,23,23,25,1,24,3,
#predictedHeads=3,3,0,3,3,7,10,9,10,1,12,13,10,15,0,18,18,19,24,23,23,23,25,1,24,15,
(18,13),(18,16),-0.317123 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.00106632 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0566582 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0538264 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.00311616 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.2687 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.408123 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0136322 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0254865 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0178141 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.00844461 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.380626 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0709547 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0261688 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0226646 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0130968 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.118355 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0176286 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0218633 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.00331961 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.00580073 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.00291684 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.00572812 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.03468 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.025387 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.0180099 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0708197 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.296669 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0708197 # DEPENDENCYPART_SIBL
(19,12),(19,23),0.0220175 # DEPENDENCYPART_SIBL
(19,12),(19,24),0.0675634 # DEPENDENCYPART_SIBL
(19,12),(19,25),0.066922 # DEPENDENCYPART_SIBL
(19,12),(19,26),0.0340539 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.298167 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0698084 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.0225035 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.0665614 # DEPENDENCYPART_SIBL
(19,13),(19,25),0.0659199 # DEPENDENCYPART_SIBL
(19,13),(19,26),0.0354974 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.102178 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0115497 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.0136542 # DEPENDENCYPART_SIBL
(19,14),(19,25),0.0143408 # DEPENDENCYPART_SIBL
(19,14),(19,26),0.0154377 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0227659 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0675681 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.0669266 # DEPENDENCYPART_SIBL
(19,18),(19,26),0.0355016 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.042581 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.0460884 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.00651562 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.0303185 # DEPENDENCYPART_SIBL
(19,24),(19,26),0.102085 # DEPENDENCYPART_SIBL
(19,25),(19,26),0.113674 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.013533 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0637093 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.019034 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.0466345 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0679518 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.229753 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0674869 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0118906 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.231159 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0145819 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0374862 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.00457694 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0674869 # DEPENDENCYPART_SIBL
(23,10),(23,11),-0.35351 # DEPENDENCYPART_SIBL
(23,10),(23,12),-0.0510967 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.0504472 # DEPENDENCYPART_SIBL
(23,10),(23,15),0.189781 # DEPENDENCYPART_SIBL
(23,10),(23,16),-0.35351 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.0940915 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.0504472 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.35351 # DEPENDENCYPART_SIBL
(23,10),(23,21),-0.000532143 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.0644492 # DEPENDENCYPART_SIBL
(23,11),(23,12),0.0129962 # DEPENDENCYPART_SIBL
(23,11),(23,13),0.0129962 # DEPENDENCYPART_SIBL
(23,11),(23,15),0.145683 # DEPENDENCYPART_SIBL
(23,11),(23,16),-0.662013 # DEPENDENCYPART_SIBL
(23,11),(23,17),0.118355 # DEPENDENCYPART_SIBL
(23,11),(23,18),0.0129962 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.662013 # DEPENDENCYPART_SIBL
(23,11),(23,21),0.110059 # DEPENDENCYPART_SIBL
(23,11),(23,22),0.155839 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.017097 # DEPENDENCYPART_SIBL
(23,12),(23,15),0.435498 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.317123 # DEPENDENCYPART_SIBL
(23,12),(23,17),-0.00106382 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.017097 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.317123 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.000940187 # DEPENDENCYPART_SIBL
(23,12),(23,22),0.0462141 # DEPENDENCYPART_SIBL
(23,13),(23,15),0.435789 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.317123 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.00106632 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.0181082 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.317123 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.000648659 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.0462116 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.380626 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.0709547 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.0312546 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.380626 # DEPENDENCYPART_SIBL
(23,15),(23,21),0.0067421 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.0369303 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.118355 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.0129962 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.662013 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.110059 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.155839 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.00428213 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.6552 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.0112826 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0105469 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.317123 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.000648659 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0462142 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.110059 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.155839 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.176673 # DEPENDENCYPART_SIBL
(24,1),(24,2),0.087101 # DEPENDENCYPART_SIBL
(24,1),(24,3),-0.0291475 # DEPENDENCYPART_SIBL
(24,1),(24,4),0.085776 # DEPENDENCYPART_SIBL
(24,1),(24,5),0.087648 # DEPENDENCYPART_SIBL
(24,1),(24,7),-0.029645 # DEPENDENCYPART_SIBL
(24,1),(24,8),-0.00879935 # DEPENDENCYPART_SIBL
(24,1),(24,9),-0.0150521 # DEPENDENCYPART_SIBL
(24,1),(24,10),-0.0284552 # DEPENDENCYPART_SIBL
(24,1),(24,12),-0.0305809 # DEPENDENCYPART_SIBL
(24,1),(24,13),-0.0299539 # DEPENDENCYPART_SIBL
(24,1),(24,14),0.085776 # DEPENDENCYPART_SIBL
(24,1),(24,15),0.0192437 # DEPENDENCYPART_SIBL
(24,1),(24,16),0.114703 # DEPENDENCYPART_SIBL
(24,1),(24,17),-0.0186903 # DEPENDENCYPART_SIBL
(24,1),(24,18),-0.029645 # DEPENDENCYPART_SIBL
(24,1),(24,19),-0.0123914 # DEPENDENCYPART_SIBL
(24,1),(24,20),0.114703 # DEPENDENCYPART_SIBL
(24,1),(24,21),-0.018878 # DEPENDENCYPART_SIBL
(24,1),(24,22),-0.025279 # DEPENDENCYPART_SIBL
(24,1),(24,23),-0.029645 # DEPENDENCYPART_SIBL
(24,1),(24,25),-0.249241 # DEPENDENCYPART_SIBL
(24,1),(24,26),-0.0300636 # DEPENDENCYPART_SIBL
(24,2),(24,3),0.123685 # DEPENDENCYPART_SIBL
(24,2),(24,4),0.110505 # DEPENDENCYPART_SIBL
(24,2),(24,5),-0.00547954 # DEPENDENCYPART_SIBL
(24,2),(24,7),-0.0290322 # DEPENDENCYPART_SIBL
(24,2),(24,8),0.0345468 # DEPENDENCYPART_SIBL
(24,2),(24,9),-0.00816757 # DEPENDENCYPART_SIBL
(24,2),(24,10),0.124284 # DEPENDENCYPART_SIBL
(24,2),(24,12),-0.0299681 # DEPENDENCYPART_SIBL
(24,2),(24,13),-0.0291496 # DEPENDENCYPART_SIBL
(24,2),(24,14),0.110505 # DEPENDENCYPART_SIBL
(24,2),(24,15),-0.0430847 # DEPENDENCYPART_SIBL
(24,2),(24,16),-0.0754468 # DEPENDENCYPART_SIBL
(24,2),(24,17),0.00718131 # DEPENDENCYPART_SIBL
(24,2),(24,18),-0.0290322 # DEPENDENCYPART_SIBL
(24,2),(24,19),-0.00124166 # DEPENDENCYPART_SIBL
(24,2),(24,20),-0.0754468 # DEPENDENCYPART_SIBL
(24,2),(24,21),-0.0285736 # DEPENDENCYPART_SIBL
(24,2),(24,22),0.00336821 # DEPENDENCYPART_SIBL
(24,2),(24,23),-0.0290322 # DEPENDENCYPART_SIBL
(24,2),(24,25),0.0461612 # DEPENDENCYPART_SIBL
(24,2),(24,26),0.0954676 # DEPENDENCYPART_SIBL
(24,3),(24,4),0.102378 # DEPENDENCYPART_SIBL
(24,3),(24,5),-0.0653701 # DEPENDENCYPART_SIBL
(24,3),(24,7),-0.050025 # DEPENDENCYPART_SIBL
(24,3),(24,8),0.00833695 # DEPENDENCYPART_SIBL
(24,3),(24,9),-0.0332714 # DEPENDENCYPART_SIBL
(24,3),(24,10),-0.0253696 # DEPENDENCYPART_SIBL
(24,3),(24,12),-0.05226 # DEPENDENCYPART_SIBL
(24,3),(24,13),-0.0501316 # DEPENDENCYPART_SIBL
(24,3),(24,14),0.102378 # DEPENDENCYPART_SIBL
(24,3),(24,15),-0.0434166 # DEPENDENCYPART_SIBL
(24,3),(24,16),-0.0689065 # DEPENDENCYPART_SIBL
(24,3),(24,17),-0.00892338 # DEPENDENCYPART_SIBL
(24,3),(24,18),-0.050025 # DEPENDENCYPART_SIBL
(24,3),(24,19),-0.0284834 # DEPENDENCYPART_SIBL
(24,3),(24,20),-0.0689065 # DEPENDENCYPART_SIBL
(24,3),(24,21),-0.0412615 # DEPENDENCYPART_SIBL
(24,3),(24,22),-0.0173359 # DEPENDENCYPART_SIBL
(24,3),(24,23),-0.050025 # DEPENDENCYPART_SIBL
(24,3),(24,25),0.0299709 # DEPENDENCYPART_SIBL
(24,3),(24,26),0.00690703 # DEPENDENCYPART_SIBL
(24,4),(24,5),0.000359946 # DEPENDENCYPART_SIBL
(24,4),(24,7),-0.0442212 # DEPENDENCYPART_SIBL
(24,4),(24,8),-0.00629134 # DEPENDENCYPART_SIBL
(24,4),(24,9),-0.00264218 # DEPENDENCYPART_SIBL
(24,4),(24,10),0.0171397 # DEPENDENCYPART_SIBL
(24,4),(24,12),-0.0451571 # DEPENDENCYPART_SIBL
(24,4),(24,13),-0.0443277 # DEPENDENCYPART_SIBL
(24,4),(24,14),0.0194262 # DEPENDENCYPART_SIBL
(24,4),(24,15),0.0165107 # DEPENDENCYPART_SIBL
(24,4),(24,16),-0.117426 # DEPENDENCYPART_SIBL
(24,4),(24,17),-0.0233456 # DEPENDENCYPART_SIBL
(24,4),(24,18),-0.0442212 # DEPENDENCYPART_SIBL
(24,4),(24,19),-0.0421167 # DEPENDENCYPART_SIBL
(24,4),(24,20),-0.117426 # DEPENDENCYPART_SIBL
(24,4),(24,21),-0.0627331 # DEPENDENCYPART_SIBL
(24,4),(24,22),-0.0340849 # DEPENDENCYPART_SIBL
(24,4),(24,23),-0.0442212 # DEPENDENCYPART_SIBL
(24,4),(24,25),0.0294618 # DEPENDENCYPART_SIBL
(24,4),(24,26),-0.0143429 # DEPENDENCYPART_SIBL
(24,5),(24,7),-0.156846 # DEPENDENCYPART_SIBL
(24,5),(24,8),-0.0569317 # DEPENDENCYPART_SIBL
(24,5),(24,9),-0.135982 # DEPENDENCYPART_SIBL
(24,5),(24,10),0.0806815 # DEPENDENCYPART_SIBL
(24,5),(24,12),-0.157782 # DEPENDENCYPART_SIBL
(24,5),(24,13),-0.156964 # DEPENDENCYPART_SIBL
(24,5),(24,14),0.229734 # DEPENDENCYPART_SIBL
(24,5),(24,15),-0.0645309 # DEPENDENCYPART_SIBL
(24,5),(24,16),-0.118922 # DEPENDENCYPART_SIBL
(24,5),(24,17),-0.082405 # DEPENDENCYPART_SIBL
(24,5),(24,18),-0.156846 # DEPENDENCYPART_SIBL
(24,5),(24,19),-0.0450022 # DEPENDENCYPART_SIBL
(24,5),(24,20),-0.118922 # DEPENDENCYPART_SIBL
(24,5),(24,21),-0.0722426 # DEPENDENCYPART_SIBL
(24,5),(24,22),-0.0881103 # DEPENDENCYPART_SIBL
(24,5),(24,23),-0.156846 # DEPENDENCYPART_SIBL
(24,5),(24,25),-0.019439 # DEPENDENCYPART_SIBL
(24,5),(24,26),0.0110434 # DEPENDENCYPART_SIBL
(24,7),(24,8),0.0140947 # DEPENDENCYPART_SIBL
(24,7),(24,9),-0.0232196 # DEPENDENCYPART_SIBL
(24,7),(24,10),0.0101665 # DEPENDENCYPART_SIBL
(24,7),(24,12),-0.051993 # DEPENDENCYPART_SIBL
(24,7),(24,13),-0.0505908 # DEPENDENCYPART_SIBL
(24,7),(24,14),0.119991 # DEPENDENCYPART_SIBL
(24,7),(24,15),-0.00636349 # DEPENDENCYPART_SIBL
(24,7),(24,16),-0.0601121 # DEPENDENCYPART_SIBL
(24,7),(24,17),-0.00318157 # DEPENDENCYPART_SIBL
(24,7),(24,18),-0.0504842 # DEPENDENCYPART_SIBL
(24,7),(24,19),-0.013913 # DEPENDENCYPART_SIBL
(24,7),(24,20),-0.0601121 # DEPENDENCYPART_SIBL
(24,7),(24,21),-0.0375651 # DEPENDENCYPART_SIBL
(24,7),(24,22),-0.00884841 # DEPENDENCYPART_SIBL
(24,7),(24,23),-0.0504842 # DEPENDENCYPART_SIBL
(24,7),(24,25),-0.0260002 # DEPENDENCYPART_SIBL
(24,7),(24,26),-0.0386955 # DEPENDENCYPART_SIBL
(24,8),(24,9),0.0104634 # DEPENDENCYPART_SIBL
(24,8),(24,10),0.0173221 # DEPENDENCYPART_SIBL
(24,8),(24,12),-0.0114668 # DEPENDENCYPART_SIBL
(24,8),(24,13),-0.0106374 # DEPENDENCYPART_SIBL
(24,8),(24,14),0.0713083 # DEPENDENCYPART_SIBL
(24,8),(24,15),0.042197 # DEPENDENCYPART_SIBL
(24,8),(24,16),-0.192281 # DEPENDENCYPART_SIBL
(24,8),(24,17),-0.00954141 # DEPENDENCYPART_SIBL
(24,8),(24,18),-0.0105308 # DEPENDENCYPART_SIBL
(24,8),(24,19),-0.0308503 # DEPENDENCYPART_SIBL
(24,8),(24,20),-0.192281 # DEPENDENCYPART_SIBL
(24,8),(24,21),-0.0421654 # DEPENDENCYPART_SIBL
(24,8),(24,22),-0.0144652 # DEPENDENCYPART_SIBL
(24,8),(24,23),-0.0105308 # DEPENDENCYPART_SIBL
(24,8),(24,25),0.0466314 # DEPENDENCYPART_SIBL
(24,8),(24,26),0.000798479 # DEPENDENCYPART_SIBL
(24,9),(24,10),0.00974926 # DEPENDENCYPART_SIBL
(24,9),(24,12),-0.0532563 # DEPENDENCYPART_SIBL
(24,9),(24,13),-0.0518541 # DEPENDENCYPART_SIBL
(24,9),(24,14),0.116783 # DEPENDENCYPART_SIBL
(24,9),(24,15),-0.00681263 # DEPENDENCYPART_SIBL
(24,9),(24,16),-0.0605268 # DEPENDENCYPART_SIBL
(24,9),(24,17),-0.00360815 # DEPENDENCYPART_SIBL
(24,9),(24,18),-0.0517475 # DEPENDENCYPART_SIBL
(24,9),(24,19),-0.0143905 # DEPENDENCYPART_SIBL
(24,9),(24,20),-0.0605268 # DEPENDENCYPART_SIBL
(24,9),(24,21),-0.0380426 # DEPENDENCYPART_SIBL
(24,9),(24,22),-0.00927497 # DEPENDENCYPART_SIBL
(24,9),(24,23),-0.0517475 # DEPENDENCYPART_SIBL
(24,9),(24,25),-0.0164455 # DEPENDENCYPART_SIBL
(24,9),(24,26),-0.0123486 # DEPENDENCYPART_SIBL
(24,10),(24,12),-0.0517734 # DEPENDENCYPART_SIBL
(24,10),(24,13),-0.0496449 # DEPENDENCYPART_SIBL
(24,10),(24,14),0.105731 # DEPENDENCYPART_SIBL
(24,10),(24,15),-0.0429997 # DEPENDENCYPART_SIBL
(24,10),(24,16),-0.0684876 # DEPENDENCYPART_SIBL
(24,10),(24,17),-0.00859948 # DEPENDENCYPART_SIBL
(24,10),(24,18),-0.0495384 # DEPENDENCYPART_SIBL
(24,10),(24,19),-0.0280264 # DEPENDENCYPART_SIBL
(24,10),(24,20),-0.0684876 # DEPENDENCYPART_SIBL
(24,10),(24,21),-0.0408044 # DEPENDENCYPART_SIBL
(24,10),(24,22),-0.017012 # DEPENDENCYPART_SIBL
(24,10),(24,23),-0.0495384 # DEPENDENCYPART_SIBL
(24,10),(24,25),0.030107 # DEPENDENCYPART_SIBL
(24,10),(24,26),0.0101764 # DEPENDENCYPART_SIBL
(24,12),(24,13),-0.0481586 # DEPENDENCYPART_SIBL
(24,12),(24,14),0.117404 # DEPENDENCYPART_SIBL
(24,12),(24,15),-0.00653236 # DEPENDENCYPART_SIBL
(24,12),(24,16),-0.059698 # DEPENDENCYPART_SIBL
(24,12),(24,17),-0.00276749 # DEPENDENCYPART_SIBL
(24,12),(24,18),-0.048052 # DEPENDENCYPART_SIBL
(24,12),(24,19),-0.0140818 # DEPENDENCYPART_SIBL
(24,12),(24,20),-0.059698 # DEPENDENCYPART_SIBL
(24,12),(24,21),-0.0377339 # DEPENDENCYPART_SIBL
(24,12),(24,22),-0.00843433 # DEPENDENCYPART_SIBL
(24,12),(24,23),-0.048052 # DEPENDENCYPART_SIBL
(24,12),(24,25),-0.0275378 # DEPENDENCYPART_SIBL
(24,12),(24,26),-0.0431193 # DEPENDENCYPART_SIBL
(24,13),(24,14),0.119976 # DEPENDENCYPART_SIBL
(24,13),(24,15),-0.0063724 # DEPENDENCYPART_SIBL
(24,13),(24,16),-0.060121 # DEPENDENCYPART_SIBL
(24,13),(24,17),-0.00319563 # DEPENDENCYPART_SIBL
(24,13),(24,18),-0.0504976 # DEPENDENCYPART_SIBL
(24,13),(24,19),-0.0139219 # DEPENDENCYPART_SIBL
(24,13),(24,20),-0.060121 # DEPENDENCYPART_SIBL
(24,13),(24,21),-0.037574 # DEPENDENCYPART_SIBL
(24,13),(24,22),-0.00886248 # DEPENDENCYPART_SIBL
(24,13),(24,23),-0.0504976 # DEPENDENCYPART_SIBL
(24,13),(24,25),-0.0316548 # DEPENDENCYPART_SIBL
(24,13),(24,26),-0.0423452 # DEPENDENCYPART_SIBL
(24,14),(24,15),0.0165107 # DEPENDENCYPART_SIBL
(24,14),(24,16),-0.117426 # DEPENDENCYPART_SIBL
(24,14),(24,17),-0.0233456 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.0442212 # DEPENDENCYPART_SIBL
(24,14),(24,19),-0.0421167 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.117426 # DEPENDENCYPART_SIBL
(24,14),(24,21),-0.0627331 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.0340849 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.0442212 # DEPENDENCYPART_SIBL
(24,14),(24,25),0.0294618 # DEPENDENCYPART_SIBL
(24,14),(24,26),-0.0143429 # DEPENDENCYPART_SIBL
(24,15),(24,16),-0.118385 # DEPENDENCYPART_SIBL
(24,15),(24,17),-0.0290138 # DEPENDENCYPART_SIBL
(24,15),(24,18),-0.0948158 # DEPENDENCYPART_SIBL
(24,15),(24,19),-0.0413943 # DEPENDENCYPART_SIBL
(24,15),(24,20),-0.118385 # DEPENDENCYPART_SIBL
(24,15),(24,21),-0.0686148 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.0347712 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.0948158 # DEPENDENCYPART_SIBL
(24,15),(24,25),0.0349261 # DEPENDENCYPART_SIBL
(24,15),(24,26),0.0649345 # DEPENDENCYPART_SIBL
(24,16),(24,17),-0.0173453 # DEPENDENCYPART_SIBL
(24,16),(24,18),-0.000446591 # DEPENDENCYPART_SIBL
(24,16),(24,19),-0.0360038 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.125594 # DEPENDENCYPART_SIBL
(24,16),(24,21),0.000163848 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.0256528 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.000446591 # DEPENDENCYPART_SIBL
(24,16),(24,25),0.00687325 # DEPENDENCYPART_SIBL
(24,16),(24,26),-0.0807862 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.0312465 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.0392846 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.201666 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.0505997 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0325815 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.0312465 # DEPENDENCYPART_SIBL
(24,17),(24,25),0.0283904 # DEPENDENCYPART_SIBL
(24,17),(24,26),-0.00992822 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.013913 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.0601121 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.0375651 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.00884841 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.0504842 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.0260002 # DEPENDENCYPART_SIBL
(24,18),(24,26),-0.0386955 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.0726386 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0477981 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.0320071 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.00840312 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.00308777 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.020068 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.000163848 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.0256528 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.000446591 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.00687325 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0807862 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0108467 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0320526 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.00583714 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.0408078 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0357796 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0106659 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0180977 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0260002 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.0386955 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.0513637 # DEPENDENCYPART_SIBL
(25,1),(25,2),0.103972 # DEPENDENCYPART_SIBL
(25,1),(25,3),-0.0298054 # DEPENDENCYPART_SIBL
(25,1),(25,4),0.0785015 # DEPENDENCYPART_SIBL
(25,1),(25,5),0.106112 # DEPENDENCYPART_SIBL
(25,1),(25,7),-0.00195132 # DEPENDENCYPART_SIBL
(25,1),(25,8),0.00963023 # DEPENDENCYPART_SIBL
(25,1),(25,9),0.0126415 # DEPENDENCYPART_SIBL
(25,1),(25,10),-0.0291131 # DEPENDENCYPART_SIBL
(25,1),(25,12),-0.0028873 # DEPENDENCYPART_SIBL
(25,1),(25,13),-0.00226023 # DEPENDENCYPART_SIBL
(25,1),(25,14),0.0785015 # DEPENDENCYPART_SIBL
(25,1),(25,15),0.0360452 # DEPENDENCYPART_SIBL
(25,1),(25,16),0.12293 # DEPENDENCYPART_SIBL
(25,1),(25,17),-0.000260705 # DEPENDENCYPART_SIBL
(25,1),(25,18),-0.00195132 # DEPENDENCYPART_SIBL
(25,1),(25,19),-0.00307756 # DEPENDENCYPART_SIBL
(25,1),(25,20),0.12293 # DEPENDENCYPART_SIBL
(25,1),(25,21),-0.00956411 # DEPENDENCYPART_SIBL
(25,1),(25,22),-0.00684938 # DEPENDENCYPART_SIBL
(25,1),(25,23),-0.00195132 # DEPENDENCYPART_SIBL
(25,1),(25,24),-0.0360479 # DEPENDENCYPART_SIBL
(25,1),(25,26),0.0042506 # DEPENDENCYPART_SIBL
(25,2),(25,3),0.119017 # DEPENDENCYPART_SIBL
(25,2),(25,4),0.102312 # DEPENDENCYPART_SIBL
(25,2),(25,5),0.0099351 # DEPENDENCYPART_SIBL
(25,2),(25,7),-0.0035593 # DEPENDENCYPART_SIBL
(25,2),(25,8),0.0504938 # DEPENDENCYPART_SIBL
(25,2),(25,9),0.0173053 # DEPENDENCYPART_SIBL
(25,2),(25,10),0.119616 # DEPENDENCYPART_SIBL
(25,2),(25,12),-0.00449528 # DEPENDENCYPART_SIBL
(25,2),(25,13),-0.00367671 # DEPENDENCYPART_SIBL
(25,2),(25,14),0.102312 # DEPENDENCYPART_SIBL
(25,2),(25,15),-0.0293366 # DEPENDENCYPART_SIBL
(25,2),(25,16),-0.0703029 # DEPENDENCYPART_SIBL
(25,2),(25,17),0.0231283 # DEPENDENCYPART_SIBL
(25,2),(25,18),-0.0035593 # DEPENDENCYPART_SIBL
(25,2),(25,19),0.00555842 # DEPENDENCYPART_SIBL
(25,2),(25,20),-0.0703029 # DEPENDENCYPART_SIBL
