# _root_ Drága mulatság a washoku , de a legfinomabb alapanyagokból készítik , és elképesztő dúskálást lehet vele csapni .
#goldHeads=2,12,4,2,12,12,9,9,10,12,12,0,14,17,12,17,15,12,
#predictedHeads=2,10,4,10,12,12,9,9,10,12,12,0,14,17,12,17,15,12,
(12,6),(6,15),-0.386975 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.452822 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.688266 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.074162 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.308751 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),0.342495 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.0110363 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),0.00259141 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.0208555 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),0.0716922 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),0.288973 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.0593251 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.0361442 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),0.149857 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),0.0773409 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.0495059 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.161687 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.288579 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.293052 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.359938 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),0.153383 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),0.333406 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.016398 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.00599932 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.167753 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.0997956 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.00657883 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.242953 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.372041 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.163764 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.04945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.540021 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.650333 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.660222 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.591919 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.724352 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.950545 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.473745 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.339001 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.439646 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.564816 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.24757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,17),0.231176 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.293111 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.387572 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.446279 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.543119 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.378544 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.293454 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.362857 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.5333 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.296152 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.407645 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.455162 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.59087 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.238405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.224508 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.298404 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.233948 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.331268 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.652382 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.817465 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.802621 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.662005 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.643968 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.750564 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.792802 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.560961 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.77883 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.82773 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.941384 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.287298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.130152 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.321314 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.271717 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.340611 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.237532 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.444112 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.567078 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.150605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.288433 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.492483 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.422548 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.269746 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.271817 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.645633 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.808034 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.796462 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.65422 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.635919 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.741017 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.786643 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.554212 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.7694 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.819576 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.933336 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.264222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.171598 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.416179 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.278822 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.133639 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.243114 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.426693 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.103574 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.460332 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.635262 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.385554 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.256114 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.218661 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.352262 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.261756 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.136316 # DEPENDENCYPART_GRANDPAR
(13,9),(9,14),-0.408558 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.578143 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.611274 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.530759 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.673682 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.427137 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.340375 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.280866 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.434822 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.30334 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.205732 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.454921 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.456695 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.359371 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.756427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.369861 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.617168 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.377617 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.648574 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.671111 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.622097 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.76511 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.354919 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.415534 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.481747 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.398219 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.298087 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.546349 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.580832 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.485209 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.769084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.365754 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.626233 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.397398 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.657949 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.668952 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.883238 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-1.16979 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.811712 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.677997 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.632254 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.839 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.687915 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.55923 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.951026 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.911941 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.701928 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.672525 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.377142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.0250722 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.228788 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.0814754 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.287678 # DEPENDENCYPART_GRANDPAR
(14,1),(1,15),-0.502099 # DEPENDENCYPART_GRANDPAR
(14,1),(1,18),-0.641859 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.850211 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.77011 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.256071 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.276362 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.232435 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.122224 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.219275 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.226356 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),-0.0775256 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-0.903438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.5167 # DEPENDENCYPART_GRANDPAR
(14,2),(2,17),-0.304205 # DEPENDENCYPART_GRANDPAR
(14,2),(2,18),-0.655 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.858395 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.326708 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.378791 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.838002 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-1.06778 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.706571 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.298377 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.290856 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.221612 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.246903 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.248372 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),-0.130637 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.768798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,1),-0.953052 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-1.16932 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.848004 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.311907 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.469244 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.953879 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.37926 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.246702 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.238782 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.197585 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.145364 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),-0.018038 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-0.836066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.550188 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.335972 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),-0.626413 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.296772 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.378791 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.972888 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.639842 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.201864 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.817373 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.850211 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-1.10908 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.617201 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.233301 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.303368 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.25868 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.794732 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.390033 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.903438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.5167 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.304205 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.931814 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-1.08754 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.782993 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.328672 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.387555 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.369153 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.960524 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.473617 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.221625 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.354886 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.124947 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.106718 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.841883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.53375 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.426256 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.319423 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.625202 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.954185 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-1.13712 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.312028 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.471121 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.344693 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-1.03449 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.497006 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.271206 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.376834 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.421116 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.00530181 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.841862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.559789 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.450135 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.344849 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.628962 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.827089 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.125769 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.2343 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.196935 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.00116964 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.289611 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.641868 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-1.23372 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.52762 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-1.13923 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.632397 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.687217 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.689184 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-1.31677 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.779529 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.661702 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.659804 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.637212 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.461369 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.418304 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.488522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.16942 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.0153539 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.280818 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-1.23299 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-1.52452 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-1.13911 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.631462 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.685206 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.686309 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-1.31664 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.778807 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.6586 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.657692 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.635201 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.457528 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.417583 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.463186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.101313 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0592006 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.276301 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-1.05987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,18),-0.615617 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.303733 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.440466 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.0012341 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),0.0225977 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.0466288 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),0.12726 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.153236 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.0551649 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),0.0940053 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),0.502324 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-1.16085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,17),-0.509386 # DEPENDENCYPART_GRANDPAR
(15,2),(2,18),-0.709442 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.256331 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),0.104369 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.315864 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.295905 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.235436 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.277246 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.0117562 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.0862334 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),0.0844008 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.157383 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.0895188 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),0.0470105 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),0.459464 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.626128 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.504121 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.58959 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.236211 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.326323 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.365881 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.732352 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.126261 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.325489 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.284868 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.155167 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.158753 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),0.248803 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.22901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,17),-0.576445 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-0.696711 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),0.00663522 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.315864 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.340595 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.196156 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.081728 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.0263623 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.303733 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.195214 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.404941 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.00107875 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),0.00138975 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.0578813 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.235148 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.485415 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.502324 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.16085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,17),-0.509386 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.385996 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.235741 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.373425 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.0610373 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.0934601 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.101237 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.203631 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.565948 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.098382 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.155449 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.013718 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.0356482 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.482878 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.846133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),0.365564 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.192349 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.330352 # DEPENDENCYPART_GRANDPAR
