# _root_ Elébb egy , majd két téesz alakult a falu földjein : a Dózsa és a Petőfi , majd ezek egyesültek a nagy Egyetértésben .
#goldHeads=2,4,4,18,6,7,4,9,10,7,4,13,14,4,16,14,18,0,20,18,23,23,20,18,
#predictedHeads=4,4,4,0,6,7,4,9,10,7,7,13,14,7,16,14,18,7,20,18,23,23,20,4,
(18,15),(18,23),-0.028396 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.0906417 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.363354 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0215736 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0248562 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.001872 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0857082 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.00300527 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0288682 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.218826 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0419668 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0210449 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.210933 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0447316 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0122381 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.00193451 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.0301719 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0247307 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0812065 # DEPENDENCYPART_SIBL
(18,20),(18,24),0.126113 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.00896034 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.0572679 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.00696915 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.0820276 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.0788214 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.0820276 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.169631 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.0820276 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.202309 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.110176 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.00141058 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.00367005 # DEPENDENCYPART_SIBL
(19,7),(19,23),0.0110048 # DEPENDENCYPART_SIBL
(19,7),(19,24),0.0471076 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.0514133 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.091411 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.34461 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.091411 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.171821 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.249684 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.01233 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.00780374 # DEPENDENCYPART_SIBL
(19,10),(19,23),0.00236538 # DEPENDENCYPART_SIBL
(19,10),(19,24),0.0247508 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0828477 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.166728 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0828477 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0070146 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.192554 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0104589 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.0174039 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.0358989 # DEPENDENCYPART_SIBL
(19,11),(19,24),0.0127664 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.34461 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.091411 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.171821 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.249684 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.01233 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.00780374 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.00236538 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.0247508 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.164807 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0109093 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.021303 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0224803 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.00313757 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.0216451 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.0291565 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.171821 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.249684 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.01233 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.00780374 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.000577058 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0247508 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.287327 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00300052 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.00717018 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0639786 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0561902 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.00126292 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.00678158 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.00951926 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0858717 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0125436 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.00562259 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0014623 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0100674 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.0144999 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.0843358 # DEPENDENCYPART_SIBL
(20,1),(20,2),0.0728172 # DEPENDENCYPART_SIBL
(20,1),(20,3),0.0375672 # DEPENDENCYPART_SIBL
(20,1),(20,4),0.0830311 # DEPENDENCYPART_SIBL
(20,1),(20,5),0.0222525 # DEPENDENCYPART_SIBL
(20,1),(20,6),0.00704985 # DEPENDENCYPART_SIBL
(20,1),(20,7),-0.0206579 # DEPENDENCYPART_SIBL
(20,1),(20,8),-0.0967034 # DEPENDENCYPART_SIBL
(20,1),(20,9),0.0391883 # DEPENDENCYPART_SIBL
(20,1),(20,10),0.00705 # DEPENDENCYPART_SIBL
(20,1),(20,11),-0.0565982 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.0967034 # DEPENDENCYPART_SIBL
(20,1),(20,13),0.00705 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.00633524 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.0967034 # DEPENDENCYPART_SIBL
(20,1),(20,16),0.00705 # DEPENDENCYPART_SIBL
(20,1),(20,17),0.0375672 # DEPENDENCYPART_SIBL
(20,1),(20,18),0.0830311 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.0604789 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.0817577 # DEPENDENCYPART_SIBL
(20,1),(20,22),-0.0205984 # DEPENDENCYPART_SIBL
(20,1),(20,23),-0.00212769 # DEPENDENCYPART_SIBL
(20,1),(20,24),0.000647431 # DEPENDENCYPART_SIBL
(20,2),(20,3),0.110593 # DEPENDENCYPART_SIBL
(20,2),(20,4),0.147629 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.10146 # DEPENDENCYPART_SIBL
(20,2),(20,6),-0.0213642 # DEPENDENCYPART_SIBL
(20,2),(20,7),-0.047592 # DEPENDENCYPART_SIBL
(20,2),(20,8),-0.116741 # DEPENDENCYPART_SIBL
(20,2),(20,9),-0.010916 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.021364 # DEPENDENCYPART_SIBL
(20,2),(20,11),-0.0467132 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.116741 # DEPENDENCYPART_SIBL
(20,2),(20,13),-0.021364 # DEPENDENCYPART_SIBL
(20,2),(20,14),0.0921417 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.116741 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.021364 # DEPENDENCYPART_SIBL
(20,2),(20,17),0.110593 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.147629 # DEPENDENCYPART_SIBL
(20,2),(20,19),-0.120925 # DEPENDENCYPART_SIBL
(20,2),(20,21),-0.0179334 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.0533559 # DEPENDENCYPART_SIBL
(20,2),(20,23),-0.0128944 # DEPENDENCYPART_SIBL
(20,2),(20,24),-0.0333661 # DEPENDENCYPART_SIBL
(20,3),(20,4),0.186586 # DEPENDENCYPART_SIBL
(20,3),(20,5),-0.0503619 # DEPENDENCYPART_SIBL
(20,3),(20,6),-0.00692876 # DEPENDENCYPART_SIBL
(20,3),(20,7),0.0137436 # DEPENDENCYPART_SIBL
(20,3),(20,8),-0.10614 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.00476093 # DEPENDENCYPART_SIBL
(20,3),(20,10),-0.00692861 # DEPENDENCYPART_SIBL
(20,3),(20,11),-0.10656 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.10614 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.00692861 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.0442236 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.10614 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.00692861 # DEPENDENCYPART_SIBL
(20,3),(20,17),0.00513268 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.186586 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.0631122 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.0116264 # DEPENDENCYPART_SIBL
(20,3),(20,22),-0.0348294 # DEPENDENCYPART_SIBL
(20,3),(20,23),-0.0180502 # DEPENDENCYPART_SIBL
(20,3),(20,24),0.0213227 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.0381188 # DEPENDENCYPART_SIBL
(20,4),(20,6),-0.0329955 # DEPENDENCYPART_SIBL
(20,4),(20,7),0.107841 # DEPENDENCYPART_SIBL
(20,4),(20,8),-0.0974467 # DEPENDENCYPART_SIBL
(20,4),(20,9),-0.0226584 # DEPENDENCYPART_SIBL
(20,4),(20,10),-0.0329954 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.0263496 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.0974467 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.0329954 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.0953886 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.0974467 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.0329954 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.11884 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.0208779 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.0817523 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.033823 # DEPENDENCYPART_SIBL
(20,4),(20,22),-0.040972 # DEPENDENCYPART_SIBL
(20,4),(20,23),-0.0295062 # DEPENDENCYPART_SIBL
(20,4),(20,24),0.0548278 # DEPENDENCYPART_SIBL
(20,5),(20,6),-0.014147 # DEPENDENCYPART_SIBL
(20,5),(20,7),-0.037811 # DEPENDENCYPART_SIBL
(20,5),(20,8),-0.0814116 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.00369836 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.0141468 # DEPENDENCYPART_SIBL
(20,5),(20,11),-0.0658716 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.0814116 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.0141468 # DEPENDENCYPART_SIBL
(20,5),(20,14),0.0925402 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.0814116 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.0141468 # DEPENDENCYPART_SIBL
(20,5),(20,17),0.0562656 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.140518 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.116858 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.00478397 # DEPENDENCYPART_SIBL
(20,5),(20,22),-0.0378179 # DEPENDENCYPART_SIBL
(20,5),(20,23),-0.00336429 # DEPENDENCYPART_SIBL
(20,5),(20,24),-0.0221346 # DEPENDENCYPART_SIBL
(20,6),(20,7),-0.0128053 # DEPENDENCYPART_SIBL
(20,6),(20,8),-0.0651731 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.023297 # DEPENDENCYPART_SIBL
(20,6),(20,10),-0.0347887 # DEPENDENCYPART_SIBL
(20,6),(20,11),-0.0211397 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.0651731 # DEPENDENCYPART_SIBL
(20,6),(20,13),-0.0347887 # DEPENDENCYPART_SIBL
(20,6),(20,14),0.125065 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.0651731 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.0347887 # DEPENDENCYPART_SIBL
(20,6),(20,17),0.0882478 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.187503 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.0995622 # DEPENDENCYPART_SIBL
(20,6),(20,21),-0.0308059 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.0378017 # DEPENDENCYPART_SIBL
(20,6),(20,23),-0.0225505 # DEPENDENCYPART_SIBL
(20,6),(20,24),-0.0142947 # DEPENDENCYPART_SIBL
(20,7),(20,8),-0.0697584 # DEPENDENCYPART_SIBL
(20,7),(20,9),-0.0216167 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.0319942 # DEPENDENCYPART_SIBL
(20,7),(20,11),0.00148939 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.0697584 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.0319942 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.0141544 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.0697584 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.0319942 # DEPENDENCYPART_SIBL
(20,7),(20,17),0.0626785 # DEPENDENCYPART_SIBL
(20,7),(20,18),0.0291551 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.085604 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.0335826 # DEPENDENCYPART_SIBL
(20,7),(20,22),-0.0272905 # DEPENDENCYPART_SIBL
(20,7),(20,23),-0.010776 # DEPENDENCYPART_SIBL
(20,7),(20,24),0.00828341 # DEPENDENCYPART_SIBL
(20,8),(20,9),0.0344408 # DEPENDENCYPART_SIBL
(20,8),(20,10),0.0174639 # DEPENDENCYPART_SIBL
(20,8),(20,11),-0.0224156 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.125584 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.0174639 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.038413 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.125584 # DEPENDENCYPART_SIBL
(20,8),(20,16),0.0174639 # DEPENDENCYPART_SIBL
(20,8),(20,17),0.0102192 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.116909 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.109363 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.0223062 # DEPENDENCYPART_SIBL
(20,8),(20,22),-0.0101744 # DEPENDENCYPART_SIBL
(20,8),(20,23),-0.0245112 # DEPENDENCYPART_SIBL
(20,8),(20,24),-0.0634118 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.0371988 # DEPENDENCYPART_SIBL
(20,9),(20,11),-0.0276911 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.0704367 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.0371988 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.120911 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.0704367 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0371988 # DEPENDENCYPART_SIBL
(20,9),(20,17),0.0827709 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.183141 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.104814 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0366578 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.0366501 # DEPENDENCYPART_SIBL
(20,9),(20,23),-0.0331137 # DEPENDENCYPART_SIBL
(20,9),(20,24),-0.0355338 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.0158158 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.0619144 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.0309984 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.129349 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.0619144 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.0309984 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.0956371 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.191445 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0962914 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0207151 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.027699 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0106718 # DEPENDENCYPART_SIBL
(20,10),(20,24),0.00695274 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.094496 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.0732053 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.00561946 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.094496 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0732053 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0317689 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.133194 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.0521159 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0423773 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.0656779 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.13043 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.0209921 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.0174639 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.038413 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.125584 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.0174639 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.0102192 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.116909 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.109363 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0223062 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0101744 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.0245112 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.0634118 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.129349 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.0619144 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.0309984 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.0956371 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.191445 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0962914 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0207151 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.027699 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.0106718 # DEPENDENCYPART_SIBL
(20,13),(20,24),0.00695274 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.1201 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.0241498 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0199348 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.00732776 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.128116 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0463679 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0420202 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0122518 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.00390509 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0174639 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0102192 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.116909 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.109363 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0223062 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0101744 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.0245112 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.0634118 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0956371 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.191445 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0962914 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0160122 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0229961 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.00954562 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.0116556 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.186586 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0631122 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0116264 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0348294 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0180502 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0213227 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0817523 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.033823 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.040972 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0295062 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0548278 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0381287 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0562849 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0396785 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0467803 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0129237 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.0110333 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0284786 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0379154 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0260104 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.000131146 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0211765 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.214823 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0408487 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.103215 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0906081 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0408487 # DEPENDENCYPART_SIBL
(23,15),(23,16),0.0129715 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.185232 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.00621299 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.662013 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.0901895 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.544604 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.0386494 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.317128 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.00093156 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.0115978 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.364339 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0531999 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.147812 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.00453058 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0901895 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.349523 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.255566 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.295915 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.17734 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.0618565 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.537531 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.157007 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.122941 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.614682 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.03911 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),0.129065 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),0.490914 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),0.171028 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),1.94794 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.405115 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.188349 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.276915 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.290319 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0423429 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.586326 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.260922 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.22714 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.676644 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.449219 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.468484 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),0.0618481 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),0.219687 # DEPENDENCYPART_GRANDPAR
(0,2),(2,24),1.94676 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.366535 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.291976 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.545911 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0716475 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.0195005 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.83541 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.199077 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.165296 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.598502 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.387374 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.221829 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.40664 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.0905973 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.687629 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),0.468885 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.601119 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),-0.260381 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),2.27684 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.308398 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.0908627 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.0743183 # DEPENDENCYPART_GRANDPAR
