# _root_ Akkoriban a cég — átmeneti sikerrel — megszerezte a Magyar_Nemzet , az Esti_Hírlap és az Expressz kiadói jogát , 1997 végén pedig megindította a Napi_Magyarország című napilapot .
#goldHeads=8,3,8,8,6,8,8,0,10,18,18,13,18,18,16,18,18,8,8,21,23,23,8,27,26,27,23,8,
#predictedHeads=8,3,8,8,6,8,8,0,10,8,8,13,18,18,16,18,18,8,8,21,23,23,8,27,26,27,23,8,
(23,1),(23,3),0.0412 # DEPENDENCYPART_SIBL
(23,1),(23,4),-0.0018994 # DEPENDENCYPART_SIBL
(23,1),(23,5),0.00933858 # DEPENDENCYPART_SIBL
(23,1),(23,6),0.000353294 # DEPENDENCYPART_SIBL
(23,1),(23,7),-0.0018994 # DEPENDENCYPART_SIBL
(23,1),(23,8),-0.0119453 # DEPENDENCYPART_SIBL
(23,1),(23,9),-0.0894441 # DEPENDENCYPART_SIBL
(23,1),(23,10),0.0264947 # DEPENDENCYPART_SIBL
(23,1),(23,11),0.0461227 # DEPENDENCYPART_SIBL
(23,1),(23,12),-0.0339277 # DEPENDENCYPART_SIBL
(23,1),(23,13),0.0264947 # DEPENDENCYPART_SIBL
(23,1),(23,14),0.000924532 # DEPENDENCYPART_SIBL
(23,1),(23,15),-0.0339277 # DEPENDENCYPART_SIBL
(23,1),(23,16),0.0264947 # DEPENDENCYPART_SIBL
(23,1),(23,17),0.00939577 # DEPENDENCYPART_SIBL
(23,1),(23,18),0.0264947 # DEPENDENCYPART_SIBL
(23,1),(23,19),0.0461227 # DEPENDENCYPART_SIBL
(23,1),(23,20),0.0500025 # DEPENDENCYPART_SIBL
(23,1),(23,21),0.0563748 # DEPENDENCYPART_SIBL
(23,1),(23,22),0.0127292 # DEPENDENCYPART_SIBL
(23,1),(23,24),-0.0689965 # DEPENDENCYPART_SIBL
(23,1),(23,25),0.0106629 # DEPENDENCYPART_SIBL
(23,1),(23,26),0.00976156 # DEPENDENCYPART_SIBL
(23,1),(23,27),0.0106629 # DEPENDENCYPART_SIBL
(23,1),(23,28),0.0243008 # DEPENDENCYPART_SIBL
(23,3),(23,4),0.0487764 # DEPENDENCYPART_SIBL
(23,3),(23,5),0.00868194 # DEPENDENCYPART_SIBL
(23,3),(23,6),-0.0136734 # DEPENDENCYPART_SIBL
(23,3),(23,7),0.0487764 # DEPENDENCYPART_SIBL
(23,3),(23,8),-0.00346268 # DEPENDENCYPART_SIBL
(23,3),(23,9),-0.0552599 # DEPENDENCYPART_SIBL
(23,3),(23,10),-0.0231836 # DEPENDENCYPART_SIBL
(23,3),(23,11),0.08712 # DEPENDENCYPART_SIBL
(23,3),(23,12),-0.017924 # DEPENDENCYPART_SIBL
(23,3),(23,13),-0.0231836 # DEPENDENCYPART_SIBL
(23,3),(23,14),0.144723 # DEPENDENCYPART_SIBL
(23,3),(23,15),-0.017924 # DEPENDENCYPART_SIBL
(23,3),(23,16),-0.0231836 # DEPENDENCYPART_SIBL
(23,3),(23,17),0.00856741 # DEPENDENCYPART_SIBL
(23,3),(23,18),-0.0231836 # DEPENDENCYPART_SIBL
(23,3),(23,19),0.08712 # DEPENDENCYPART_SIBL
(23,3),(23,20),-0.0145169 # DEPENDENCYPART_SIBL
(23,3),(23,21),0.0246564 # DEPENDENCYPART_SIBL
(23,3),(23,22),0.105229 # DEPENDENCYPART_SIBL
(23,3),(23,24),0.000200409 # DEPENDENCYPART_SIBL
(23,3),(23,25),0.0111616 # DEPENDENCYPART_SIBL
(23,3),(23,26),0.00237145 # DEPENDENCYPART_SIBL
(23,3),(23,27),0.0111636 # DEPENDENCYPART_SIBL
(23,3),(23,28),0.0425937 # DEPENDENCYPART_SIBL
(23,4),(23,5),-0.0180173 # DEPENDENCYPART_SIBL
(23,4),(23,6),-0.0901783 # DEPENDENCYPART_SIBL
(23,4),(23,7),0.756249 # DEPENDENCYPART_SIBL
(23,4),(23,8),0.0690203 # DEPENDENCYPART_SIBL
(23,4),(23,9),-0.101571 # DEPENDENCYPART_SIBL
(23,4),(23,10),-0.0751249 # DEPENDENCYPART_SIBL
(23,4),(23,11),-0.0208054 # DEPENDENCYPART_SIBL
(23,4),(23,12),0.0175115 # DEPENDENCYPART_SIBL
(23,4),(23,13),-0.0751249 # DEPENDENCYPART_SIBL
(23,4),(23,14),-0.0394032 # DEPENDENCYPART_SIBL
(23,4),(23,15),0.0175115 # DEPENDENCYPART_SIBL
(23,4),(23,16),-0.0751249 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.0178904 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.0751249 # DEPENDENCYPART_SIBL
(23,4),(23,19),-0.0208054 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.0226416 # DEPENDENCYPART_SIBL
(23,4),(23,21),-0.0151312 # DEPENDENCYPART_SIBL
(23,4),(23,22),-0.0559358 # DEPENDENCYPART_SIBL
(23,4),(23,24),-0.0293929 # DEPENDENCYPART_SIBL
(23,4),(23,25),0.0311363 # DEPENDENCYPART_SIBL
(23,4),(23,26),-0.0365113 # DEPENDENCYPART_SIBL
(23,4),(23,27),0.0311363 # DEPENDENCYPART_SIBL
(23,4),(23,28),0.109061 # DEPENDENCYPART_SIBL
(23,5),(23,6),-0.023376 # DEPENDENCYPART_SIBL
(23,5),(23,7),0.103758 # DEPENDENCYPART_SIBL
(23,5),(23,8),-0.00301963 # DEPENDENCYPART_SIBL
(23,5),(23,9),-0.201503 # DEPENDENCYPART_SIBL
(23,5),(23,10),-0.0150775 # DEPENDENCYPART_SIBL
(23,5),(23,11),0.048782 # DEPENDENCYPART_SIBL
(23,5),(23,12),-0.131933 # DEPENDENCYPART_SIBL
(23,5),(23,13),-0.0150775 # DEPENDENCYPART_SIBL
(23,5),(23,14),0.154598 # DEPENDENCYPART_SIBL
(23,5),(23,15),-0.131933 # DEPENDENCYPART_SIBL
(23,5),(23,16),-0.0150775 # DEPENDENCYPART_SIBL
(23,5),(23,17),-0.0219757 # DEPENDENCYPART_SIBL
(23,5),(23,18),-0.0150775 # DEPENDENCYPART_SIBL
(23,5),(23,19),0.048782 # DEPENDENCYPART_SIBL
(23,5),(23,20),-0.0379652 # DEPENDENCYPART_SIBL
(23,5),(23,21),0.00358907 # DEPENDENCYPART_SIBL
(23,5),(23,22),0.0722327 # DEPENDENCYPART_SIBL
(23,5),(23,24),-0.00584343 # DEPENDENCYPART_SIBL
(23,5),(23,25),0.0115178 # DEPENDENCYPART_SIBL
(23,5),(23,26),-0.0351537 # DEPENDENCYPART_SIBL
(23,5),(23,27),0.0115198 # DEPENDENCYPART_SIBL
(23,5),(23,28),0.00506576 # DEPENDENCYPART_SIBL
(23,6),(23,7),0.0323906 # DEPENDENCYPART_SIBL
(23,6),(23,8),-0.0121746 # DEPENDENCYPART_SIBL
(23,6),(23,9),-0.0645295 # DEPENDENCYPART_SIBL
(23,6),(23,10),-0.0369806 # DEPENDENCYPART_SIBL
(23,6),(23,11),0.0916371 # DEPENDENCYPART_SIBL
(23,6),(23,12),-0.0265403 # DEPENDENCYPART_SIBL
(23,6),(23,13),-0.0369806 # DEPENDENCYPART_SIBL
(23,6),(23,14),0.126732 # DEPENDENCYPART_SIBL
(23,6),(23,15),-0.0265403 # DEPENDENCYPART_SIBL
(23,6),(23,16),-0.0369806 # DEPENDENCYPART_SIBL
(23,6),(23,17),-0.00387674 # DEPENDENCYPART_SIBL
(23,6),(23,18),-0.0369806 # DEPENDENCYPART_SIBL
(23,6),(23,19),0.0916371 # DEPENDENCYPART_SIBL
(23,6),(23,20),-0.0251076 # DEPENDENCYPART_SIBL
(23,6),(23,21),0.0108593 # DEPENDENCYPART_SIBL
(23,6),(23,22),0.0818891 # DEPENDENCYPART_SIBL
(23,6),(23,24),-0.0300662 # DEPENDENCYPART_SIBL
(23,6),(23,25),-0.025062 # DEPENDENCYPART_SIBL
(23,6),(23,26),-0.0266361 # DEPENDENCYPART_SIBL
(23,6),(23,27),-0.02506 # DEPENDENCYPART_SIBL
(23,6),(23,28),0.00128912 # DEPENDENCYPART_SIBL
(23,7),(23,8),0.0690203 # DEPENDENCYPART_SIBL
(23,7),(23,9),-0.101571 # DEPENDENCYPART_SIBL
(23,7),(23,10),-0.0751249 # DEPENDENCYPART_SIBL
(23,7),(23,11),-0.0208054 # DEPENDENCYPART_SIBL
(23,7),(23,12),0.0175115 # DEPENDENCYPART_SIBL
(23,7),(23,13),-0.0751249 # DEPENDENCYPART_SIBL
(23,7),(23,14),-0.0394032 # DEPENDENCYPART_SIBL
(23,7),(23,15),0.0175115 # DEPENDENCYPART_SIBL
(23,7),(23,16),-0.0751249 # DEPENDENCYPART_SIBL
(23,7),(23,17),-0.0178904 # DEPENDENCYPART_SIBL
(23,7),(23,18),-0.0751249 # DEPENDENCYPART_SIBL
(23,7),(23,19),-0.0208054 # DEPENDENCYPART_SIBL
(23,7),(23,20),-0.0226416 # DEPENDENCYPART_SIBL
(23,7),(23,21),-0.0151312 # DEPENDENCYPART_SIBL
(23,7),(23,22),-0.0559358 # DEPENDENCYPART_SIBL
(23,7),(23,24),-0.0293929 # DEPENDENCYPART_SIBL
(23,7),(23,25),0.0311363 # DEPENDENCYPART_SIBL
(23,7),(23,26),-0.0365113 # DEPENDENCYPART_SIBL
(23,7),(23,27),0.0311363 # DEPENDENCYPART_SIBL
(23,7),(23,28),0.109061 # DEPENDENCYPART_SIBL
(23,8),(23,9),-0.0660861 # DEPENDENCYPART_SIBL
(23,8),(23,10),-0.0263397 # DEPENDENCYPART_SIBL
(23,8),(23,11),0.0793449 # DEPENDENCYPART_SIBL
(23,8),(23,12),0.0121793 # DEPENDENCYPART_SIBL
(23,8),(23,13),-0.0263397 # DEPENDENCYPART_SIBL
(23,8),(23,14),-0.00868443 # DEPENDENCYPART_SIBL
(23,8),(23,15),0.0121793 # DEPENDENCYPART_SIBL
(23,8),(23,16),-0.0263397 # DEPENDENCYPART_SIBL
(23,8),(23,17),-0.00480183 # DEPENDENCYPART_SIBL
(23,8),(23,18),-0.0263397 # DEPENDENCYPART_SIBL
(23,8),(23,19),0.0793449 # DEPENDENCYPART_SIBL
(23,8),(23,20),-0.0265259 # DEPENDENCYPART_SIBL
(23,8),(23,21),0.00113337 # DEPENDENCYPART_SIBL
(23,8),(23,22),-0.0503153 # DEPENDENCYPART_SIBL
(23,8),(23,24),-0.0321 # DEPENDENCYPART_SIBL
(23,8),(23,25),-0.00872941 # DEPENDENCYPART_SIBL
(23,8),(23,26),-0.0191215 # DEPENDENCYPART_SIBL
(23,8),(23,27),-0.00872941 # DEPENDENCYPART_SIBL
(23,8),(23,28),0.0157563 # DEPENDENCYPART_SIBL
(23,9),(23,10),0.0174639 # DEPENDENCYPART_SIBL
(23,9),(23,11),0.0102192 # DEPENDENCYPART_SIBL
(23,9),(23,12),-0.106556 # DEPENDENCYPART_SIBL
(23,9),(23,13),0.0174639 # DEPENDENCYPART_SIBL
(23,9),(23,14),0.038413 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.106556 # DEPENDENCYPART_SIBL
(23,9),(23,16),0.0174639 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.0164009 # DEPENDENCYPART_SIBL
(23,9),(23,18),0.0174639 # DEPENDENCYPART_SIBL
(23,9),(23,19),0.0102192 # DEPENDENCYPART_SIBL
(23,9),(23,20),-0.0394349 # DEPENDENCYPART_SIBL
(23,9),(23,21),0.0670525 # DEPENDENCYPART_SIBL
(23,9),(23,22),0.0198699 # DEPENDENCYPART_SIBL
(23,9),(23,24),0.0223062 # DEPENDENCYPART_SIBL
(23,9),(23,25),-0.0245112 # DEPENDENCYPART_SIBL
(23,9),(23,26),-0.00285107 # DEPENDENCYPART_SIBL
(23,9),(23,27),-0.0245112 # DEPENDENCYPART_SIBL
(23,9),(23,28),-0.0634118 # DEPENDENCYPART_SIBL
(23,10),(23,11),0.0956371 # DEPENDENCYPART_SIBL
(23,10),(23,12),-0.0239258 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.0309984 # DEPENDENCYPART_SIBL
(23,10),(23,14),0.129349 # DEPENDENCYPART_SIBL
(23,10),(23,15),-0.0239258 # DEPENDENCYPART_SIBL
(23,10),(23,16),-0.0309984 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.000608091 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.0309984 # DEPENDENCYPART_SIBL
(23,10),(23,19),0.0956371 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.0224938 # DEPENDENCYPART_SIBL
(23,10),(23,21),0.0168416 # DEPENDENCYPART_SIBL
(23,10),(23,22),0.0845059 # DEPENDENCYPART_SIBL
(23,10),(23,24),-0.0207151 # DEPENDENCYPART_SIBL
(23,10),(23,25),-0.0106738 # DEPENDENCYPART_SIBL
(23,10),(23,26),-0.016338 # DEPENDENCYPART_SIBL
(23,10),(23,27),-0.0106718 # DEPENDENCYPART_SIBL
(23,10),(23,28),0.00695274 # DEPENDENCYPART_SIBL
(23,11),(23,12),0.084078 # DEPENDENCYPART_SIBL
(23,11),(23,13),-0.00692861 # DEPENDENCYPART_SIBL
(23,11),(23,14),0.0442236 # DEPENDENCYPART_SIBL
(23,11),(23,15),0.084078 # DEPENDENCYPART_SIBL
(23,11),(23,16),-0.00692861 # DEPENDENCYPART_SIBL
(23,11),(23,17),-0.00899597 # DEPENDENCYPART_SIBL
(23,11),(23,18),-0.00692861 # DEPENDENCYPART_SIBL
(23,11),(23,19),0.00513268 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.0355129 # DEPENDENCYPART_SIBL
(23,11),(23,21),0.0633105 # DEPENDENCYPART_SIBL
(23,11),(23,22),-0.0653309 # DEPENDENCYPART_SIBL
(23,11),(23,24),-0.0116264 # DEPENDENCYPART_SIBL
(23,11),(23,25),-0.0180136 # DEPENDENCYPART_SIBL
(23,11),(23,26),-0.0257059 # DEPENDENCYPART_SIBL
(23,11),(23,27),-0.0180136 # DEPENDENCYPART_SIBL
(23,11),(23,28),0.0213227 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.0320467 # DEPENDENCYPART_SIBL
(23,12),(23,14),0.00118485 # DEPENDENCYPART_SIBL
(23,12),(23,15),-0.106348 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.0320467 # DEPENDENCYPART_SIBL
(23,12),(23,17),0.0284111 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.0320467 # DEPENDENCYPART_SIBL
(23,12),(23,19),0.015601 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.040607 # DEPENDENCYPART_SIBL
(23,12),(23,21),0.00497666 # DEPENDENCYPART_SIBL
(23,12),(23,22),0.00765912 # DEPENDENCYPART_SIBL
(23,12),(23,24),0.036946 # DEPENDENCYPART_SIBL
(23,12),(23,25),-0.00346869 # DEPENDENCYPART_SIBL
(23,12),(23,26),0.00884377 # DEPENDENCYPART_SIBL
(23,12),(23,27),-0.00346869 # DEPENDENCYPART_SIBL
(23,12),(23,28),0.0155209 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.129349 # DEPENDENCYPART_SIBL
(23,13),(23,15),-0.0239258 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.0309984 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.000608091 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.0309984 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.0956371 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.0224938 # DEPENDENCYPART_SIBL
(23,13),(23,21),0.0168416 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.0845059 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.0207151 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.0106738 # DEPENDENCYPART_SIBL
(23,13),(23,26),-0.016338 # DEPENDENCYPART_SIBL
(23,13),(23,27),-0.0106718 # DEPENDENCYPART_SIBL
(23,13),(23,28),0.00695274 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.0127055 # DEPENDENCYPART_SIBL
(23,14),(23,16),0.0241498 # DEPENDENCYPART_SIBL
(23,14),(23,17),0.00763977 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.0241498 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.0199348 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.056869 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.0566748 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.0517921 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.0463679 # DEPENDENCYPART_SIBL
(23,14),(23,25),-0.0122495 # DEPENDENCYPART_SIBL
(23,14),(23,26),-0.0323968 # DEPENDENCYPART_SIBL
(23,14),(23,27),-0.0122495 # DEPENDENCYPART_SIBL
(23,14),(23,28),-0.00390509 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.0320467 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.0284111 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.0320467 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.015601 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.040607 # DEPENDENCYPART_SIBL
(23,15),(23,21),0.00497666 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.00765912 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.036946 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.00346869 # DEPENDENCYPART_SIBL
(23,15),(23,26),0.00884377 # DEPENDENCYPART_SIBL
(23,15),(23,27),-0.00346869 # DEPENDENCYPART_SIBL
(23,15),(23,28),0.0155209 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.000608091 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.0309984 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.0956371 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.0224938 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.0168416 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.0845059 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.0207151 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.0106738 # DEPENDENCYPART_SIBL
(23,16),(23,26),-0.016338 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.0106718 # DEPENDENCYPART_SIBL
(23,16),(23,28),0.00695274 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.0150119 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.048812 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.0378238 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.00365465 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0723348 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.00583005 # DEPENDENCYPART_SIBL
(23,17),(23,25),0.00928894 # DEPENDENCYPART_SIBL
(23,17),(23,26),-0.0351401 # DEPENDENCYPART_SIBL
(23,17),(23,27),0.00929095 # DEPENDENCYPART_SIBL
(23,17),(23,28),0.0051115 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0956371 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0224938 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0168416 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0845059 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0207151 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0106738 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.016338 # DEPENDENCYPART_SIBL
(23,18),(23,27),-0.0106718 # DEPENDENCYPART_SIBL
(23,18),(23,28),0.00695274 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0355129 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0633105 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0653309 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0116264 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0180136 # DEPENDENCYPART_SIBL
(23,19),(23,26),-0.0257059 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.0180136 # DEPENDENCYPART_SIBL
(23,19),(23,28),0.0213227 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0288192 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0997027 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0014514 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.0118971 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.0237261 # DEPENDENCYPART_SIBL
(23,20),(23,27),0.0118971 # DEPENDENCYPART_SIBL
(23,20),(23,28),-0.00356245 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.100674 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0252351 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.00812529 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0165526 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.00812729 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.00608026 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.00825167 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.00987987 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.00787965 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.00987987 # DEPENDENCYPART_SIBL
(23,22),(23,28),0.0222223 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.0110314 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0179387 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.0110333 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.0284786 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.00879371 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0191151 # DEPENDENCYPART_SIBL
(23,25),(23,28),-2.21133e-05 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.0351609 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.0208761 # DEPENDENCYPART_SIBL
(23,27),(23,28),-1.62179e-05 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.00331961 # DEPENDENCYPART_SIBL
(26,7),(26,13),-0.0673304 # DEPENDENCYPART_SIBL
(26,7),(26,14),0.0615374 # DEPENDENCYPART_SIBL
(26,7),(26,16),-0.0673304 # DEPENDENCYPART_SIBL
(26,7),(26,18),-0.0673304 # DEPENDENCYPART_SIBL
(26,7),(26,19),0.00315625 # DEPENDENCYPART_SIBL
(26,7),(26,20),-0.00630534 # DEPENDENCYPART_SIBL
(26,7),(26,21),-0.0346154 # DEPENDENCYPART_SIBL
(26,7),(26,22),0.0260159 # DEPENDENCYPART_SIBL
(26,7),(26,24),-0.132781 # DEPENDENCYPART_SIBL
(26,7),(26,25),-0.0676925 # DEPENDENCYPART_SIBL
(26,13),(26,14),0.402623 # DEPENDENCYPART_SIBL
(26,13),(26,16),0.00423998 # DEPENDENCYPART_SIBL
(26,13),(26,18),0.00423998 # DEPENDENCYPART_SIBL
(26,13),(26,19),0.237829 # DEPENDENCYPART_SIBL
(26,13),(26,20),-0.00637547 # DEPENDENCYPART_SIBL
(26,13),(26,21),0.0177566 # DEPENDENCYPART_SIBL
(26,13),(26,22),0.228018 # DEPENDENCYPART_SIBL
(26,13),(26,24),-0.0599283 # DEPENDENCYPART_SIBL
(26,13),(26,25),0.00225579 # DEPENDENCYPART_SIBL
(26,14),(26,16),0.0625022 # DEPENDENCYPART_SIBL
(26,14),(26,18),0.0625022 # DEPENDENCYPART_SIBL
(26,14),(26,19),-0.0394283 # DEPENDENCYPART_SIBL
(26,14),(26,20),0.0364514 # DEPENDENCYPART_SIBL
(26,14),(26,21),0.0717967 # DEPENDENCYPART_SIBL
(26,14),(26,22),-0.010856 # DEPENDENCYPART_SIBL
(26,14),(26,24),-0.118654 # DEPENDENCYPART_SIBL
(26,14),(26,25),0.0621402 # DEPENDENCYPART_SIBL
(26,16),(26,18),0.00423998 # DEPENDENCYPART_SIBL
(26,16),(26,19),0.237829 # DEPENDENCYPART_SIBL
(26,16),(26,20),-0.00637547 # DEPENDENCYPART_SIBL
(26,16),(26,21),0.0177566 # DEPENDENCYPART_SIBL
(26,16),(26,22),0.228018 # DEPENDENCYPART_SIBL
(26,16),(26,24),-0.0599283 # DEPENDENCYPART_SIBL
(26,16),(26,25),0.00225579 # DEPENDENCYPART_SIBL
(26,18),(26,19),0.237829 # DEPENDENCYPART_SIBL
(26,18),(26,20),-0.00637547 # DEPENDENCYPART_SIBL
(26,18),(26,21),0.0177566 # DEPENDENCYPART_SIBL
(26,18),(26,22),0.228018 # DEPENDENCYPART_SIBL
(26,18),(26,24),-0.0599283 # DEPENDENCYPART_SIBL
(26,18),(26,25),0.00225579 # DEPENDENCYPART_SIBL
(26,19),(26,20),-0.0228829 # DEPENDENCYPART_SIBL
(26,19),(26,21),0.0183382 # DEPENDENCYPART_SIBL
(26,19),(26,22),0.0285958 # DEPENDENCYPART_SIBL
(26,19),(26,24),-0.148882 # DEPENDENCYPART_SIBL
(26,19),(26,25),-0.0156057 # DEPENDENCYPART_SIBL
(26,20),(26,21),-0.0105205 # DEPENDENCYPART_SIBL
(26,20),(26,22),0.224855 # DEPENDENCYPART_SIBL
(26,20),(26,24),-0.081638 # DEPENDENCYPART_SIBL
(26,20),(26,25),-0.00974552 # DEPENDENCYPART_SIBL
(26,21),(26,22),0.238818 # DEPENDENCYPART_SIBL
(26,21),(26,24),-0.0563394 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.00653607 # DEPENDENCYPART_SIBL
(26,22),(26,24),-0.108106 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.0027587 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.020358 # DEPENDENCYPART_SIBL
(27,3),(27,10),-0.0215175 # DEPENDENCYPART_SIBL
(27,3),(27,12),-0.273254 # DEPENDENCYPART_SIBL
(27,3),(27,13),-0.0215175 # DEPENDENCYPART_SIBL
(27,3),(27,14),0.792928 # DEPENDENCYPART_SIBL
(27,3),(27,15),-0.273254 # DEPENDENCYPART_SIBL
(27,3),(27,16),-0.0215175 # DEPENDENCYPART_SIBL
(27,3),(27,17),0.0485258 # DEPENDENCYPART_SIBL
(27,3),(27,18),-0.0215175 # DEPENDENCYPART_SIBL
(27,3),(27,19),0.631496 # DEPENDENCYPART_SIBL
(27,3),(27,20),-0.0353095 # DEPENDENCYPART_SIBL
(27,3),(27,21),-0.0111143 # DEPENDENCYPART_SIBL
(27,3),(27,22),0.472523 # DEPENDENCYPART_SIBL
(27,3),(27,24),-0.32097 # DEPENDENCYPART_SIBL
(27,3),(27,25),-0.0264095 # DEPENDENCYPART_SIBL
(27,3),(27,26),-0.0615504 # DEPENDENCYPART_SIBL
(27,3),(27,28),0.0475561 # DEPENDENCYPART_SIBL
(27,10),(27,12),-0.269111 # DEPENDENCYPART_SIBL
(27,10),(27,13),-0.018106 # DEPENDENCYPART_SIBL
(27,10),(27,14),0.794005 # DEPENDENCYPART_SIBL
(27,10),(27,15),-0.269111 # DEPENDENCYPART_SIBL
(27,10),(27,16),-0.018106 # DEPENDENCYPART_SIBL
(27,10),(27,17),0.0462258 # DEPENDENCYPART_SIBL
(27,10),(27,18),-0.018106 # DEPENDENCYPART_SIBL
(27,10),(27,19),0.641687 # DEPENDENCYPART_SIBL
(27,10),(27,20),-0.0253761 # DEPENDENCYPART_SIBL
(27,10),(27,21),-0.00770276 # DEPENDENCYPART_SIBL
(27,10),(27,22),0.471141 # DEPENDENCYPART_SIBL
(27,10),(27,24),-0.317123 # DEPENDENCYPART_SIBL
(27,10),(27,25),-0.022998 # DEPENDENCYPART_SIBL
(27,10),(27,26),-0.0638504 # DEPENDENCYPART_SIBL
(27,10),(27,28),0.041682 # DEPENDENCYPART_SIBL
