# _root_ Azon fáradozunk , hogy az utánpótlás-nevelésre fordítható öszszeg évről évre emelkedjen , ezzel is segítve a hazai labdarúgás kimozdulását a mély kátyúból .
#goldHeads=2,0,2,2,6,7,8,11,11,11,1,11,15,11,11,18,18,19,15,22,22,15,2,
#predictedHeads=2,0,2,2,6,7,9,9,11,11,1,11,15,15,1,18,18,19,15,22,22,15,2,
(4,11),(11,5),-0.150297 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.117711 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.156168 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.0210359 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.140944 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.03569 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.0698949 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.152027 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),0.193434 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.0637927 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.496563 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.306159 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.281228 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.185347 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.283762 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),0.0327359 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.721025 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.929119 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.242853 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),0.367733 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.0935747 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.127836 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.330461 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.304617 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.208736 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),0.00934642 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.681013 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.709716 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.604461 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.692531 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.643001 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.511966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.105796 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0897692 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.136351 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.121889 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.225805 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.234999 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.41404 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.40803 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.640698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),0.0508476 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.199246 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.0225817 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.180329 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),0.101537 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.186043 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.0565514 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),0.0106828 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.229272 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.440707 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.379114 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.412441 # DEPENDENCYPART_GRANDPAR
(6,1),(1,21),-0.412253 # DEPENDENCYPART_GRANDPAR
(6,1),(1,22),-0.419367 # DEPENDENCYPART_GRANDPAR
(6,1),(1,23),-0.696708 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.522085 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.371103 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.522734 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.05607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.308294 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.437776 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.59426 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.427399 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.504722 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.316307 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-0.940726 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.292718 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.556212 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.188271 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.106879 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.130708 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-0.787703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.375526 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.249152 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.705121 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.243607 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.509684 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.45752 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.39617 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.486959 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-0.527568 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-0.762562 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-0.710401 # DEPENDENCYPART_GRANDPAR
(7,1),(1,21),-0.576925 # DEPENDENCYPART_GRANDPAR
(7,1),(1,22),-0.641733 # DEPENDENCYPART_GRANDPAR
(7,1),(1,23),-0.909008 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.468875 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.310978 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.165492 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.241967 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.15371 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.891594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.412742 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.389976 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.844919 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.483146 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.650912 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.517334 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.532812 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.556304 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.631454 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.903564 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.851403 # DEPENDENCYPART_GRANDPAR
(7,2),(2,22),-0.782734 # DEPENDENCYPART_GRANDPAR
(7,2),(2,23),-0.940364 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.566863 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.680423 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.32168 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.0527285 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.907036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.392297 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.847227 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.486232 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.614599 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.492613 # DEPENDENCYPART_GRANDPAR
(7,4),(4,23),-0.937414 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.895126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,1),-0.376976 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.060486 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.100174 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.858569 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.924771 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.527707 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.457819 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.593077 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.585781 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.489704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.0635838 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.305115 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.858569 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.924771 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.527707 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.457819 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.593077 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.585781 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.490072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.0635847 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.0966731 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.314242 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.519735 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.498096 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.0187314 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.440375 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.300311 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.14919 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.120103 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.345982 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.501366 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.450819 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.382151 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.66088 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.270124 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.177851 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.0112238 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.125835 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.0253235 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.116301 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.885977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.452624 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.525147 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.479238 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.65533 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.613705 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.635699 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.580345 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.69907 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.653146 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.676456 # DEPENDENCYPART_GRANDPAR
(8,2),(2,22),-0.691347 # DEPENDENCYPART_GRANDPAR
(8,2),(2,23),-0.671873 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.313921 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.127963 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.187806 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.00778774 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.0778548 # DEPENDENCYPART_GRANDPAR
(8,4),(4,9),-0.456419 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.528929 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.482514 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.618081 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.596567 # DEPENDENCYPART_GRANDPAR
(8,4),(4,23),-0.669225 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.156426 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.240754 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0502177 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0899312 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.211624 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.0178457 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0741125 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.00349113 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.0464084 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.0368518 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.432924 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.505433 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.592261 # DEPENDENCYPART_GRANDPAR
(8,7),(7,23),-0.670067 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.618978 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.393772 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.453274 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.356917 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.49685 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.428393 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.309106 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.538397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.112618 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.618978 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.393772 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.453274 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.356917 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.49685 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.428394 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.309116 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.538397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0217497 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.265067 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.604918 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.439545 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.489393 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.435729 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.47164 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.399649 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.272396 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.555355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.077449 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.150804 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.306478 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.287135 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.201746 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.245416 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.276137 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.365918 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.232978 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.256288 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.389003 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.271179 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.298504 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.436147 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.0754936 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.257119 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.277267 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.317699 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.373946 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.280367 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.303677 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.318568 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.288307 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.49685 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.30894 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.538397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,11),-0.0497581 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.259226 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.266223 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.229611 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.274508 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.289541 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.318073 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.278233 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.428393 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.538397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),-0.0206203 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.0497581 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),-0.259226 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.266223 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.229611 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.274508 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.289541 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.318073 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.220065 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.28264 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.348362 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.278233 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.330481 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-0.538397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,11),-0.0497581 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),-0.266223 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),-0.229611 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),-0.274508 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.289541 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.318073 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.220065 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.243375 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.335149 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.340971 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.330481 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.17282 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.163981 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.20603 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.313551 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.134463 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.0352393 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.256273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),0.0954246 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.188669 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.1496 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.0205158 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.10311 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.213385 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),-0.564516 # DEPENDENCYPART_GRANDPAR
(9,1),(1,18),-0.0328107 # DEPENDENCYPART_GRANDPAR
(9,1),(1,19),-0.0956877 # DEPENDENCYPART_GRANDPAR
(9,1),(1,21),-0.602115 # DEPENDENCYPART_GRANDPAR
(9,1),(1,22),-0.241434 # DEPENDENCYPART_GRANDPAR
(9,1),(1,23),-0.617356 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.378076 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.245829 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.208515 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.305777 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.302726 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.00660742 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.056228 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-0.666825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.313877 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.701936 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.503416 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.303236 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.466301 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.515255 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-0.90722 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.443541 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.506418 # DEPENDENCYPART_GRANDPAR
(9,2),(2,22),-0.652163 # DEPENDENCYPART_GRANDPAR
(9,2),(2,23),-0.860202 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.425466 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.308925 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.272676 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.37582 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.0964694 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.671467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.318506 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.717605 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.468279 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.4301 # DEPENDENCYPART_GRANDPAR
(9,4),(4,23),-0.861374 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.112059 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.294792 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.249019 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.195845 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.218153 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.115905 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.0735603 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.144732 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.233774 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.486966 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.665845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.312883 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.545178 # DEPENDENCYPART_GRANDPAR
(9,7),(7,23),-0.876859 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.178451 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.148991 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.211123 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.272307 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.380769 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.120076 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.59374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.240778 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.616126 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.434151 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.394431 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.370456 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.433333 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.579078 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.747852 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.538397 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.518334 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.568061 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.755499 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.137526 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.592207 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.336468 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.133018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,19),-0.092733 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.24737 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.198447 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.291936 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.12933 # DEPENDENCYPART_GRANDPAR
