# _root_ Szép_Tibor egyelőre nem kívánt nyilatkozni lapunknak , de annyit elmondott , hogy a munkakör betöltésének napjáig a munkavállaló visszaléphet .
#goldHeads=4,4,4,8,4,5,8,0,10,8,10,10,14,15,19,19,18,19,9,8,
#predictedHeads=4,4,4,8,4,5,8,0,10,8,10,10,14,15,19,19,18,19,9,8,
(5,10),(10,4),-0.329969 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.545957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.431078 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.189242 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.0496484 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.0564646 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0327735 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.00931569 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.118174 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.0430312 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.114334 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.0974181 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.0284835 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.0114009 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.12512 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.869358 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.758106 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.328601 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.466296 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.650114 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.746628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.168231 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.455314 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.284736 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.210385 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.291412 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.309167 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.370819 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.442123 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.425206 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.338416 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.666944 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-1.05669 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.104464 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.168262 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.0502762 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.0333599 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.0271031 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.158639 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.104464 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.0242789 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.168262 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.0065673 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.0333599 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.0526385 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.158639 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),0.104464 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.0242789 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.168262 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),0.0065673 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.0647359 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.00389342 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),0.0526385 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.840432 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-0.325694 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),0.0944173 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-0.198733 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.329969 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.545955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),0.431081 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),-0.189236 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),-0.0496463 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),0.0564667 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),-0.0868653 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.043089 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.0541224 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.253436 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.0837242 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.155027 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.138111 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.163746 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.0543672 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.869339 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.216244 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.67713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,9),-0.618403 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.581337 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.74881 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.18702 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.00985078 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.54816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.540448 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.459962 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.6244 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.549935 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.921202 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.804104 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.41873 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.00581901 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.55114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.540618 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.460188 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.625318 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.574363 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.550853 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.92131 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.695852 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.358631 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.437118 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0670474 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.61581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.591703 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.529086 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.57299 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.671048 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.531932 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.65996 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.75785 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-1.04428 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-1.12664 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.937242 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.596583 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.931644 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.692746 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.355237 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.433579 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.330997 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.61334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.591707 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.529204 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.575064 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.671022 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.531936 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.660079 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.755374 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-1.0418 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-1.12417 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.596557 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.931648 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.13128 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.615198 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.770459 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.65786 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.477287 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.23477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.311386 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.0919097 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.163349 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.23299 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.257105 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.567178 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.319699 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.60613 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.688494 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.519535 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.499756 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.268767 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.581234 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.107988 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.17106 # DEPENDENCYPART_GRANDPAR
(8,1),(1,9),-0.125812 # DEPENDENCYPART_GRANDPAR
(8,1),(1,19),-0.587627 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.245086 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.322884 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.488865 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.343751 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.0195147 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.824194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,10),-0.457177 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.584304 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.92457 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.193072 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.398081 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.469653 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.338351 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.0425474 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.824213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-0.457622 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.405335 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.584748 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-0.92447 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.144315 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.351899 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.457519 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.261717 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.123229 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.17235 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.19735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.392004 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.812108 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.635163 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.803071 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-1.45816 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-1.29679 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-1.14296 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-1.18234 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.939234 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-1.20599 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.150463 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.360337 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.466102 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.147231 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.127168 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.169388 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.19747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.394074 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.812078 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.635163 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.803186 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-1.45568 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-1.2943 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-1.14048 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.939204 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-1.20599 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.118096 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.308916 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.382346 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.102568 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.274432 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.163326 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.460501 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.106642 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.393013 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.223451 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.44858 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.569242 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.334175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0606123 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.108126 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0183204 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.413206 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.251827 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.0980037 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.138055 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.0664919 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.598262 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.901875 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.359098 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.401404 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.795231 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.625943 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.866873 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.909069 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.415732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.242392 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.107729 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.170847 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.391393 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.402862 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.241483 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.0876595 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.494269 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.129024 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),0.00804518 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.543304 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.56454 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.126414 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.0872303 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.537952 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.368653 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.528973 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.610485 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.304685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.46911 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.245754 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.226958 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.347587 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.186208 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.0323843 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.0723695 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),0.0771354 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.404174 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.110582 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.60657 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.26952 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.115697 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.434711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.24293 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.110582 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.00758073 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.60657 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.421929 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.115697 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.156133 # DEPENDENCYPART_GRANDPAR
(8,16),(16,9),0.24293 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.110582 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.00758073 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.60657 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.421929 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.26055 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.590895 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.156133 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.629036 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.607527 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.42193 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.260551 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.106727 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.710403 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-0.901875 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-0.359098 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),-0.401404 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.795231 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.625943 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.866873 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),-0.909069 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.415732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),0.242392 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),0.0953595 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),0.105434 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),0.0149024 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.602654 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.469231 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.307852 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.154028 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.70553 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.193268 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.543288 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.463234 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.448078 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.222227 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.222989 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.581797 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.365817 # DEPENDENCYPART_GRANDPAR
(9,2),(2,10),-0.777986 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.521146 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),-0.826992 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.324245 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.196706 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.166572 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.133971 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0550253 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.473761 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.227501 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.698032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.862511 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.710151 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.610211 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.728291 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.514656 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.382264 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.578618 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.605671 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-0.871239 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.327668 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.199581 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.169302 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.373825 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0525611 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.472271 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.226061 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.700102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.862481 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.710151 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.610325 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.72581 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.512175 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.379782 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.605641 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.871239 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.387852 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.253024 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.23014 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.424414 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.191986 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.42569 # DEPENDENCYPART_GRANDPAR
(9,6),(6,10),-0.776089 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.523292 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.356973 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.326622 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.558591 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.326866 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.304832 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.732586 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.669113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.82676 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.628433 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.498121 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.670247 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.456611 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.324219 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.520573 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.569906 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.829549 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.902655 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.64567 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.702925 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.917169 # DEPENDENCYPART_GRANDPAR
