# _root_ Mint mondja , ősszel ők ketten lőtték a csapat góljainak felét , és ők vittek látványosságot a játékba .
#goldHeads=2,0,2,7,7,7,2,9,10,7,7,2,2,15,2,15,18,15,2,
#predictedHeads=2,13,2,7,7,7,13,9,10,7,7,13,0,15,13,15,18,15,13,
(10,5),(5,16),-0.537666 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.565463 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.68357 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.486789 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.411985 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.346978 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.484247 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.152504 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.197544 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.32003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.896614 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.607351 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.751742 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.850601 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.878398 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.899746 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.403529 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.380783 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.353457 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.403102 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.66914 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.667005 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.469795 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.109679 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.37952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.955725 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.664838 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.507323 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.362116 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.811021 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.91009 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.937887 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.911429 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.341358 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.608501 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.593043 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.649016 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.681798 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.643298 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.717363 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.03988 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.05242 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),0.0636952 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.33119 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.843548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.283 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.145332 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.391321 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.494082 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.521879 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.722531 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.616749 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.705885 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.01848 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.620956 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),0.138418 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.269613 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.850175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.426763 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.170223 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.532362 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.522696 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.550493 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.585457 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.244785 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.116679 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.171539 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.358745 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.166732 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.0493582 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.126596 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),-0.768093 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.19351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.501222 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),-0.491017 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.640084 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.558317 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-0.567477 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-0.718974 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.287844 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.181668 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.0735494 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.159963 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.0912852 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.188689 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.705383 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.12475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.44968 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.461362 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.591877 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.489177 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.498336 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.708528 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.141747 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.0861842 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.00896788 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.152286 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.741787 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.820098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,15),-0.159788 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.184524 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.193684 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-0.491882 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.317694 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.216861 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.111165 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.328517 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.072182 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.222172 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.671901 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.13226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.443445 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.579452 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.496686 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.505846 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.707285 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.185455 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.368303 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.13872 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.318467 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.081947 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.0332853 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.185455 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.368303 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.138401 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.0490287 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.317779 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.1706 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.2533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.493123 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.496406 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.52818 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.380936 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.550155 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.564328 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.397043 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.192991 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.244986 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.13906 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.662409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.00631694 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.359298 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.168782 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.177941 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.392997 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.545885 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.503048 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.415295 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.525704 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.756711 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.528109 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.371616 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.204993 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.245291 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-1.13908 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.813729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.220617 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.158811 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.0563384 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.119201 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.421963 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.12836 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.369849 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.561633 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.598269 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.267714 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.306562 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-1.20064 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.655373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,13),-0.110449 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.0159787 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.199541 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.255655 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.149728 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.352824 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.110449 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.0159787 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.0197998 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.409425 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.228826 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.0275082 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.0297428 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.212073 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.267425 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.0143475 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),0.101674 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.141652 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.31451 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),-0.17303 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.05506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,15),-0.690458 # DEPENDENCYPART_GRANDPAR
(13,2),(2,16),-0.930742 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),-1.02126 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-0.962789 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.206475 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.0669475 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.147107 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.359413 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.168308 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.183688 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.224812 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.398169 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.093796 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-0.701046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,15),-0.31304 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.459156 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.549671 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.660957 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),0.181396 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),0.0300214 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.0631762 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.0702138 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.0911872 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.203243 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.244367 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.41773 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.092014 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.289882 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.455866 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.54638 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.651093 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),0.241332 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),0.0893085 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),0.0580707 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),0.156798 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.290439 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.300618 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.1952 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.10909 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.149069 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.321926 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.185096 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.05338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.163494 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.688484 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.928025 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-1.01854 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.962202 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),0.0499736 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.253615 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.227376 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.0875707 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),0.0314682 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),0.0401745 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),0.0499757 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),0.253617 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.227697 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.0530966 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.0882547 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.137911 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.415362 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.12811 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.71495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,2),0.0314681 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),0.0401745 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),0.0499757 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),0.254018 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.227697 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0882576 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.138484 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.180137 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.12811 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.71495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,15),-0.32407 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.56627 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.656785 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.613539 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.92243 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.745602 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.723322 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.485535 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.397936 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.905425 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.825391 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.959947 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.917443 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.743141 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.94614 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.268148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.531703 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.213415 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.0938706 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.122901 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.254771 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.41594 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.158298 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.572049 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.597625 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.555689 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.381764 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.242331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.559146 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.282825 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.136798 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.0784676 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.342925 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.242331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.559146 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.231418 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.172186 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.114493 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.372738 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.327668 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.0707544 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.238615 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.607814 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.30666 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.442111 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.126943 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),-0.574812 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),-0.301127 # DEPENDENCYPART_GRANDPAR
(14,2),(2,15),-1.3503 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-1.02604 # DEPENDENCYPART_GRANDPAR
(14,2),(2,18),-1.0608 # DEPENDENCYPART_GRANDPAR
(14,2),(2,19),-1.09556 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.119436 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.429071 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.398776 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.32518 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.0883525 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.252597 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.294851 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.292136 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.427587 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.112418 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.588458 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),-0.299141 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.09288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-1.34885 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-1.02381 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-1.05857 # DEPENDENCYPART_GRANDPAR
(14,7),(7,19),-1.09546 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.562332 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.532995 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.456414 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.37333 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.755274 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.420585 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.449277 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.58146 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.266349 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.73507 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-1.31658 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.96749 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.00225 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-1.0531 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.73383 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.674843 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.726961 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.848762 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.980945 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.665834 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.727065 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.648193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.822588 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.161979 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.542567 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.723848 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.727065 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.648193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,16),-0.445232 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0717835 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.375248 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.142737 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),-0.468456 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),-0.389058 # DEPENDENCYPART_GRANDPAR
(15,1),(1,12),-0.326904 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-1.22168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,19),-0.712162 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.355319 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.373311 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.367878 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.432091 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.407528 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.20618 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.444416 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.482021 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.401587 # DEPENDENCYPART_GRANDPAR
