# _root_ A képmutató terminus technicus jelentése , hogy az egyik etnikum fegyveres alakulatai tömegesen elüldözik a másik népcsoport civil lakosságát , hogy egy adott területet a sajátjai számára " megtisztítson " .
#goldHeads=4,4,4,5,7,7,0,10,10,12,12,14,14,7,17,17,19,19,14,14,14,24,24,29,26,27,29,29,14,29,7,
#predictedHeads=3,3,5,5,7,7,0,10,10,12,12,14,14,7,17,17,19,19,14,14,14,24,24,29,26,27,29,29,14,29,7,
(21,6),(21,24),0.0121284 # DEPENDENCYPART_SIBL
(21,6),(21,26),0.0175236 # DEPENDENCYPART_SIBL
(21,6),(21,28),-0.0351182 # DEPENDENCYPART_SIBL
(21,6),(21,29),0.297142 # DEPENDENCYPART_SIBL
(21,6),(21,30),-0.0351182 # DEPENDENCYPART_SIBL
(21,6),(21,31),0.213472 # DEPENDENCYPART_SIBL
(21,7),(21,9),-0.0548598 # DEPENDENCYPART_SIBL
(21,7),(21,10),-0.0992413 # DEPENDENCYPART_SIBL
(21,7),(21,11),-0.033242 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.0992413 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.0383066 # DEPENDENCYPART_SIBL
(21,7),(21,14),0.0422233 # DEPENDENCYPART_SIBL
(21,7),(21,16),-0.0358574 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.0992413 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.0397498 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.0992413 # DEPENDENCYPART_SIBL
(21,7),(21,20),0.165942 # DEPENDENCYPART_SIBL
(21,7),(21,23),-0.034797 # DEPENDENCYPART_SIBL
(21,7),(21,24),-0.0675456 # DEPENDENCYPART_SIBL
(21,7),(21,26),-0.0675393 # DEPENDENCYPART_SIBL
(21,7),(21,28),-0.0759981 # DEPENDENCYPART_SIBL
(21,7),(21,29),0.0763593 # DEPENDENCYPART_SIBL
(21,7),(21,30),-0.0759981 # DEPENDENCYPART_SIBL
(21,7),(21,31),0.082133 # DEPENDENCYPART_SIBL
(21,9),(21,10),0.0359613 # DEPENDENCYPART_SIBL
(21,9),(21,11),0.138192 # DEPENDENCYPART_SIBL
(21,9),(21,12),0.0359613 # DEPENDENCYPART_SIBL
(21,9),(21,13),0.137277 # DEPENDENCYPART_SIBL
(21,9),(21,14),0.0436934 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.0359973 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.0359613 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.14012 # DEPENDENCYPART_SIBL
(21,9),(21,19),0.0359613 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.367197 # DEPENDENCYPART_SIBL
(21,9),(21,23),0.0397283 # DEPENDENCYPART_SIBL
(21,9),(21,24),0.0522006 # DEPENDENCYPART_SIBL
(21,9),(21,26),0.0553417 # DEPENDENCYPART_SIBL
(21,9),(21,28),0.000901636 # DEPENDENCYPART_SIBL
(21,9),(21,29),0.299106 # DEPENDENCYPART_SIBL
(21,9),(21,30),0.000901636 # DEPENDENCYPART_SIBL
(21,9),(21,31),0.0388633 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.0230095 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.0200428 # DEPENDENCYPART_SIBL
(21,10),(21,13),0.0241204 # DEPENDENCYPART_SIBL
(21,10),(21,14),0.0326415 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.0120522 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.0200428 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.0242139 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0200428 # DEPENDENCYPART_SIBL
(21,10),(21,20),0.389874 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.0290734 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.0779307 # DEPENDENCYPART_SIBL
(21,10),(21,26),0.0804009 # DEPENDENCYPART_SIBL
(21,10),(21,28),-0.043792 # DEPENDENCYPART_SIBL
(21,10),(21,29),0.113961 # DEPENDENCYPART_SIBL
(21,10),(21,30),-0.043792 # DEPENDENCYPART_SIBL
(21,10),(21,31),0.13343 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.0194544 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.0147165 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.0280236 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.0119616 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.0194544 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.0160361 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0194544 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.327313 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.0800968 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.0154734 # DEPENDENCYPART_SIBL
(21,11),(21,26),-0.0154725 # DEPENDENCYPART_SIBL
(21,11),(21,28),0.0161273 # DEPENDENCYPART_SIBL
(21,11),(21,29),0.135109 # DEPENDENCYPART_SIBL
(21,11),(21,30),0.0161273 # DEPENDENCYPART_SIBL
(21,11),(21,31),0.103075 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.0241204 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.0326415 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.0120522 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.0200428 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.0242139 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0200428 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.389874 # DEPENDENCYPART_SIBL
(21,12),(21,23),0.0290734 # DEPENDENCYPART_SIBL
(21,12),(21,24),0.0779307 # DEPENDENCYPART_SIBL
(21,12),(21,26),0.0804009 # DEPENDENCYPART_SIBL
(21,12),(21,28),-0.043792 # DEPENDENCYPART_SIBL
(21,12),(21,29),0.113961 # DEPENDENCYPART_SIBL
(21,12),(21,30),-0.043792 # DEPENDENCYPART_SIBL
(21,12),(21,31),0.13343 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.0274121 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.0115727 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.0203283 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.016611 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0203283 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.326136 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.0795811 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.0160052 # DEPENDENCYPART_SIBL
(21,13),(21,26),-0.0160043 # DEPENDENCYPART_SIBL
(21,13),(21,28),0.0153391 # DEPENDENCYPART_SIBL
(21,13),(21,29),0.133789 # DEPENDENCYPART_SIBL
(21,13),(21,30),0.0153391 # DEPENDENCYPART_SIBL
(21,13),(21,31),0.10153 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.00528583 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.00471806 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.0122422 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.00471806 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.434738 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.0598891 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.12401 # DEPENDENCYPART_SIBL
(21,14),(21,26),-0.124001 # DEPENDENCYPART_SIBL
(21,14),(21,28),-0.10553 # DEPENDENCYPART_SIBL
(21,14),(21,29),0.098539 # DEPENDENCYPART_SIBL
(21,14),(21,30),-0.10553 # DEPENDENCYPART_SIBL
(21,14),(21,31),0.042562 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.00432233 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0723457 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.00432233 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.339485 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0404953 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.0494798 # DEPENDENCYPART_SIBL
(21,16),(21,26),0.0526209 # DEPENDENCYPART_SIBL
(21,16),(21,28),0.00350905 # DEPENDENCYPART_SIBL
(21,16),(21,29),0.28186 # DEPENDENCYPART_SIBL
(21,16),(21,30),0.00350905 # DEPENDENCYPART_SIBL
(21,16),(21,31),0.0453215 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0242139 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0200428 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.389874 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0290734 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.0779307 # DEPENDENCYPART_SIBL
(21,17),(21,26),0.0804009 # DEPENDENCYPART_SIBL
(21,17),(21,28),-0.043792 # DEPENDENCYPART_SIBL
(21,17),(21,29),0.113961 # DEPENDENCYPART_SIBL
(21,17),(21,30),-0.043792 # DEPENDENCYPART_SIBL
(21,17),(21,31),0.13343 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0236028 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.323565 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0799201 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0160236 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.0160227 # DEPENDENCYPART_SIBL
(21,18),(21,28),0.00956131 # DEPENDENCYPART_SIBL
(21,18),(21,29),0.130769 # DEPENDENCYPART_SIBL
(21,18),(21,30),0.00956131 # DEPENDENCYPART_SIBL
(21,18),(21,31),0.101582 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.389874 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0290734 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.0779307 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.0804009 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.043792 # DEPENDENCYPART_SIBL
(21,19),(21,29),0.113961 # DEPENDENCYPART_SIBL
(21,19),(21,30),-0.043792 # DEPENDENCYPART_SIBL
(21,19),(21,31),0.13343 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0177926 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0121284 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.0175236 # DEPENDENCYPART_SIBL
(21,20),(21,28),-0.0351182 # DEPENDENCYPART_SIBL
(21,20),(21,29),0.297142 # DEPENDENCYPART_SIBL
(21,20),(21,30),-0.0351182 # DEPENDENCYPART_SIBL
(21,20),(21,31),0.213472 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.000755501 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.000755536 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.00871073 # DEPENDENCYPART_SIBL
(21,23),(21,29),-0.0360061 # DEPENDENCYPART_SIBL
(21,23),(21,30),-0.00871073 # DEPENDENCYPART_SIBL
(21,23),(21,31),0.0152694 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.0240435 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.0258887 # DEPENDENCYPART_SIBL
(21,24),(21,29),-0.0414631 # DEPENDENCYPART_SIBL
(21,24),(21,30),-0.0258887 # DEPENDENCYPART_SIBL
(21,24),(21,31),-0.00803672 # DEPENDENCYPART_SIBL
(21,26),(21,28),-0.0258881 # DEPENDENCYPART_SIBL
(21,26),(21,29),-0.0414629 # DEPENDENCYPART_SIBL
(21,26),(21,30),-0.0258881 # DEPENDENCYPART_SIBL
(21,26),(21,31),0.00247674 # DEPENDENCYPART_SIBL
(21,28),(21,29),0.0421194 # DEPENDENCYPART_SIBL
(21,28),(21,30),-0.0117658 # DEPENDENCYPART_SIBL
(21,28),(21,31),0.0382633 # DEPENDENCYPART_SIBL
(21,29),(21,30),0.0818502 # DEPENDENCYPART_SIBL
(21,29),(21,31),0.0329812 # DEPENDENCYPART_SIBL
(21,30),(21,31),0.0382633 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.288406 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0376656 # DEPENDENCYPART_SIBL
(23,19),(23,27),0.066473 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0584889 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.0191163 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.0250279 # DEPENDENCYPART_SIBL
(24,8),(24,9),0.0930946 # DEPENDENCYPART_SIBL
(24,8),(24,14),0.157696 # DEPENDENCYPART_SIBL
(24,8),(24,15),-0.544484 # DEPENDENCYPART_SIBL
(24,8),(24,16),0.0711655 # DEPENDENCYPART_SIBL
(24,8),(24,17),-0.00142307 # DEPENDENCYPART_SIBL
(24,8),(24,18),0.183757 # DEPENDENCYPART_SIBL
(24,8),(24,19),-0.00142307 # DEPENDENCYPART_SIBL
(24,8),(24,20),0.210755 # DEPENDENCYPART_SIBL
(24,8),(24,21),0.0900181 # DEPENDENCYPART_SIBL
(24,8),(24,22),-0.440894 # DEPENDENCYPART_SIBL
(24,8),(24,23),0.169793 # DEPENDENCYPART_SIBL
(24,8),(24,25),-0.00909856 # DEPENDENCYPART_SIBL
(24,8),(24,26),-0.00571552 # DEPENDENCYPART_SIBL
(24,8),(24,27),-0.0186228 # DEPENDENCYPART_SIBL
(24,8),(24,28),0.0128225 # DEPENDENCYPART_SIBL
(24,8),(24,30),0.0128225 # DEPENDENCYPART_SIBL
(24,9),(24,14),0.112776 # DEPENDENCYPART_SIBL
(24,9),(24,15),0.0137909 # DEPENDENCYPART_SIBL
(24,9),(24,16),-0.032065 # DEPENDENCYPART_SIBL
(24,9),(24,17),-0.042613 # DEPENDENCYPART_SIBL
(24,9),(24,18),0.156659 # DEPENDENCYPART_SIBL
(24,9),(24,19),-0.042613 # DEPENDENCYPART_SIBL
(24,9),(24,20),0.339859 # DEPENDENCYPART_SIBL
(24,9),(24,21),0.189849 # DEPENDENCYPART_SIBL
(24,9),(24,22),-0.0813871 # DEPENDENCYPART_SIBL
(24,9),(24,23),0.153504 # DEPENDENCYPART_SIBL
(24,9),(24,25),-0.0235914 # DEPENDENCYPART_SIBL
(24,9),(24,26),0.00492737 # DEPENDENCYPART_SIBL
(24,9),(24,27),0.0163807 # DEPENDENCYPART_SIBL
(24,9),(24,28),0.0111691 # DEPENDENCYPART_SIBL
(24,9),(24,30),0.0111691 # DEPENDENCYPART_SIBL
(24,14),(24,15),-0.353507 # DEPENDENCYPART_SIBL
(24,14),(24,16),0.0102777 # DEPENDENCYPART_SIBL
(24,14),(24,17),-0.0504477 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.0769989 # DEPENDENCYPART_SIBL
(24,14),(24,19),-0.0504477 # DEPENDENCYPART_SIBL
(24,14),(24,20),0.31371 # DEPENDENCYPART_SIBL
(24,14),(24,21),0.101004 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.278359 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.0780083 # DEPENDENCYPART_SIBL
(24,14),(24,25),-0.0173962 # DEPENDENCYPART_SIBL
(24,14),(24,26),-0.00602675 # DEPENDENCYPART_SIBL
(24,14),(24,27),0.00410481 # DEPENDENCYPART_SIBL
(24,14),(24,28),0.0368651 # DEPENDENCYPART_SIBL
(24,14),(24,30),0.0368651 # DEPENDENCYPART_SIBL
(24,15),(24,16),0.0659639 # DEPENDENCYPART_SIBL
(24,15),(24,17),0.00845879 # DEPENDENCYPART_SIBL
(24,15),(24,18),0.134657 # DEPENDENCYPART_SIBL
(24,15),(24,19),0.00845879 # DEPENDENCYPART_SIBL
(24,15),(24,20),0.186087 # DEPENDENCYPART_SIBL
(24,15),(24,21),0.0927066 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.499953 # DEPENDENCYPART_SIBL
(24,15),(24,23),0.107987 # DEPENDENCYPART_SIBL
(24,15),(24,25),-0.0110338 # DEPENDENCYPART_SIBL
(24,15),(24,26),-0.00331961 # DEPENDENCYPART_SIBL
(24,15),(24,27),-0.00749537 # DEPENDENCYPART_SIBL
(24,15),(24,28),0.118008 # DEPENDENCYPART_SIBL
(24,15),(24,30),0.118008 # DEPENDENCYPART_SIBL
(24,16),(24,17),-0.0599853 # DEPENDENCYPART_SIBL
(24,16),(24,18),0.0355128 # DEPENDENCYPART_SIBL
(24,16),(24,19),-0.0599853 # DEPENDENCYPART_SIBL
(24,16),(24,20),0.329742 # DEPENDENCYPART_SIBL
(24,16),(24,21),0.166857 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.0863937 # DEPENDENCYPART_SIBL
(24,16),(24,23),0.0323573 # DEPENDENCYPART_SIBL
(24,16),(24,25),-0.0260275 # DEPENDENCYPART_SIBL
(24,16),(24,26),-0.00433473 # DEPENDENCYPART_SIBL
(24,16),(24,27),0.0150474 # DEPENDENCYPART_SIBL
(24,16),(24,28),0.00516053 # DEPENDENCYPART_SIBL
(24,16),(24,30),0.00516053 # DEPENDENCYPART_SIBL
(24,17),(24,18),0.0304798 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.0181511 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.641496 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.413535 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.173005 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.0286604 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.019421 # DEPENDENCYPART_SIBL
(24,17),(24,26),0.00337853 # DEPENDENCYPART_SIBL
(24,17),(24,27),0.0405775 # DEPENDENCYPART_SIBL
(24,17),(24,28),0.0131405 # DEPENDENCYPART_SIBL
(24,17),(24,30),0.0131405 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.013062 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.432056 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.292654 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.494341 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.0354167 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.0403863 # DEPENDENCYPART_SIBL
(24,18),(24,26),-0.0041244 # DEPENDENCYPART_SIBL
(24,18),(24,27),-0.00782692 # DEPENDENCYPART_SIBL
(24,18),(24,28),0.123917 # DEPENDENCYPART_SIBL
(24,18),(24,30),0.123917 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.641496 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.413535 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.173005 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.0286604 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.019421 # DEPENDENCYPART_SIBL
(24,19),(24,26),0.00337853 # DEPENDENCYPART_SIBL
(24,19),(24,27),0.0405775 # DEPENDENCYPART_SIBL
(24,19),(24,28),0.0131405 # DEPENDENCYPART_SIBL
(24,19),(24,30),0.0131405 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.104269 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.374643 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.000838121 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0387249 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.00844461 # DEPENDENCYPART_SIBL
(24,20),(24,27),0.0116215 # DEPENDENCYPART_SIBL
(24,20),(24,28),0.0483807 # DEPENDENCYPART_SIBL
(24,20),(24,30),0.0483807 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.333761 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.129774 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0252216 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.0114091 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.015418 # DEPENDENCYPART_SIBL
(24,21),(24,28),0.00201311 # DEPENDENCYPART_SIBL
(24,21),(24,30),0.00201311 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.212368 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0326472 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0176379 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0318812 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.0103681 # DEPENDENCYPART_SIBL
(24,22),(24,30),-0.0103681 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0408296 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.00907966 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.00813824 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.135878 # DEPENDENCYPART_SIBL
(24,23),(24,30),0.135878 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.0176082 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.013052 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.00602501 # DEPENDENCYPART_SIBL
(24,25),(24,30),0.00602501 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.0500916 # DEPENDENCYPART_SIBL
(24,26),(24,28),0.0153997 # DEPENDENCYPART_SIBL
(24,26),(24,30),0.0153997 # DEPENDENCYPART_SIBL
(24,27),(24,28),0.0928186 # DEPENDENCYPART_SIBL
(24,27),(24,30),0.0928186 # DEPENDENCYPART_SIBL
(24,28),(24,30),-0.0305097 # DEPENDENCYPART_SIBL
(26,15),(26,16),0.0704794 # DEPENDENCYPART_SIBL
(26,15),(26,21),0.0973065 # DEPENDENCYPART_SIBL
(26,15),(26,22),-0.495438 # DEPENDENCYPART_SIBL
(26,15),(26,23),0.112663 # DEPENDENCYPART_SIBL
(26,15),(26,24),0.0129962 # DEPENDENCYPART_SIBL
(26,15),(26,25),-0.662013 # DEPENDENCYPART_SIBL
(26,15),(26,28),0.118008 # DEPENDENCYPART_SIBL
(26,15),(26,30),0.118008 # DEPENDENCYPART_SIBL
(26,16),(26,21),0.166941 # DEPENDENCYPART_SIBL
(26,16),(26,22),-0.0863937 # DEPENDENCYPART_SIBL
(26,16),(26,23),0.0297177 # DEPENDENCYPART_SIBL
(26,16),(26,24),-0.0601243 # DEPENDENCYPART_SIBL
(26,16),(26,25),0.0245083 # DEPENDENCYPART_SIBL
(26,16),(26,28),0.00516053 # DEPENDENCYPART_SIBL
(26,16),(26,30),0.00516053 # DEPENDENCYPART_SIBL
(26,21),(26,22),-0.333732 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.132357 # DEPENDENCYPART_SIBL
(26,21),(26,24),-0.0944943 # DEPENDENCYPART_SIBL
(26,21),(26,25),-0.403357 # DEPENDENCYPART_SIBL
(26,21),(26,28),0.00201311 # DEPENDENCYPART_SIBL
(26,21),(26,30),0.00201311 # DEPENDENCYPART_SIBL
(26,22),(26,23),0.213386 # DEPENDENCYPART_SIBL
(26,22),(26,24),0.00653525 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.613107 # DEPENDENCYPART_SIBL
(26,22),(26,28),-0.0103681 # DEPENDENCYPART_SIBL
(26,22),(26,30),-0.0103681 # DEPENDENCYPART_SIBL
(26,23),(26,24),-0.00516875 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.666168 # DEPENDENCYPART_SIBL
(26,23),(26,28),0.135878 # DEPENDENCYPART_SIBL
(26,23),(26,30),0.135878 # DEPENDENCYPART_SIBL
(26,24),(26,25),-0.317123 # DEPENDENCYPART_SIBL
(26,24),(26,28),0.012812 # DEPENDENCYPART_SIBL
(26,24),(26,30),0.012812 # DEPENDENCYPART_SIBL
(26,25),(26,28),0.118008 # DEPENDENCYPART_SIBL
(26,25),(26,30),0.118008 # DEPENDENCYPART_SIBL
(26,28),(26,30),-0.0305097 # DEPENDENCYPART_SIBL
(27,17),(27,18),-0.0382486 # DEPENDENCYPART_SIBL
(27,17),(27,19),-0.18876 # DEPENDENCYPART_SIBL
(27,17),(27,20),0.310051 # DEPENDENCYPART_SIBL
(27,17),(27,23),-0.0377494 # DEPENDENCYPART_SIBL
(27,17),(27,24),-0.188596 # DEPENDENCYPART_SIBL
(27,17),(27,25),-0.0498494 # DEPENDENCYPART_SIBL
(27,17),(27,26),-0.18876 # DEPENDENCYPART_SIBL
(27,17),(27,28),-0.0484173 # DEPENDENCYPART_SIBL
(27,17),(27,30),-0.0484173 # DEPENDENCYPART_SIBL
(27,17),(27,31),-0.193247 # DEPENDENCYPART_SIBL
(27,18),(27,19),-0.135383 # DEPENDENCYPART_SIBL
(27,18),(27,20),0.154341 # DEPENDENCYPART_SIBL
(27,18),(27,23),-0.0300348 # DEPENDENCYPART_SIBL
(27,18),(27,24),-0.134005 # DEPENDENCYPART_SIBL
(27,18),(27,25),-0.190838 # DEPENDENCYPART_SIBL
(27,18),(27,26),-0.135383 # DEPENDENCYPART_SIBL
(27,18),(27,28),0.0305465 # DEPENDENCYPART_SIBL
(27,18),(27,30),0.0305465 # DEPENDENCYPART_SIBL
(27,18),(27,31),-0.0777568 # DEPENDENCYPART_SIBL
(27,19),(27,20),0.310051 # DEPENDENCYPART_SIBL
(27,19),(27,23),-0.0377494 # DEPENDENCYPART_SIBL
(27,19),(27,24),-0.188596 # DEPENDENCYPART_SIBL
(27,19),(27,25),-0.0498494 # DEPENDENCYPART_SIBL
(27,19),(27,26),-0.18876 # DEPENDENCYPART_SIBL
(27,19),(27,28),-0.0484173 # DEPENDENCYPART_SIBL
(27,19),(27,30),-0.0484173 # DEPENDENCYPART_SIBL
(27,19),(27,31),-0.193247 # DEPENDENCYPART_SIBL
(27,20),(27,23),-0.0159495 # DEPENDENCYPART_SIBL
(27,20),(27,24),-0.0320057 # DEPENDENCYPART_SIBL
(27,20),(27,25),-0.0730694 # DEPENDENCYPART_SIBL
(27,20),(27,26),-0.0343534 # DEPENDENCYPART_SIBL
(27,20),(27,28),-0.0477132 # DEPENDENCYPART_SIBL
(27,20),(27,30),-0.0477132 # DEPENDENCYPART_SIBL
(27,20),(27,31),-0.0784668 # DEPENDENCYPART_SIBL
(27,23),(27,24),-0.132192 # DEPENDENCYPART_SIBL
(27,23),(27,25),-0.190948 # DEPENDENCYPART_SIBL
(27,23),(27,26),-0.13357 # DEPENDENCYPART_SIBL
(27,23),(27,28),0.038015 # DEPENDENCYPART_SIBL
(27,23),(27,30),0.038015 # DEPENDENCYPART_SIBL
(27,23),(27,31),-0.073882 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.0498494 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.188886 # DEPENDENCYPART_SIBL
(27,24),(27,28),-0.0487458 # DEPENDENCYPART_SIBL
(27,24),(27,30),-0.0487458 # DEPENDENCYPART_SIBL
(27,24),(27,31),-0.191915 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.113929 # DEPENDENCYPART_SIBL
(27,25),(27,28),0.0216997 # DEPENDENCYPART_SIBL
(27,25),(27,30),0.0216997 # DEPENDENCYPART_SIBL
(27,25),(27,31),-0.108767 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.0484173 # DEPENDENCYPART_SIBL
(27,26),(27,30),-0.0484173 # DEPENDENCYPART_SIBL
(27,26),(27,31),-0.193247 # DEPENDENCYPART_SIBL
(27,28),(27,30),0.0492759 # DEPENDENCYPART_SIBL
(27,28),(27,31),0.0886232 # DEPENDENCYPART_SIBL
(27,30),(27,31),0.0886232 # DEPENDENCYPART_SIBL
(29,2),(29,3),-0.0150119 # DEPENDENCYPART_SIBL
(29,2),(29,5),-0.0218385 # DEPENDENCYPART_SIBL
(29,2),(29,6),0.048812 # DEPENDENCYPART_SIBL
(29,2),(29,7),0.0789166 # DEPENDENCYPART_SIBL
(29,2),(29,8),-0.131921 # DEPENDENCYPART_SIBL
