# _root_ Az egynapos betétekre a múlt hét elején az üzletek zömét 13 7/8 százalékon kötötték , a hét vége felé viszont már a jegybank egynapos betéti kamatának szintjén , 12 3/4 százalékon .
#goldHeads=3,3,14,6,6,7,14,9,10,14,13,13,14,0,14,17,18,19,21,21,14,23,26,26,26,27,21,27,31,31,27,14,
#predictedHeads=3,3,14,6,6,7,14,9,10,14,13,13,14,0,14,17,18,19,14,26,24,23,26,26,26,27,14,14,31,31,14,14,
(21,15),(21,26),0.106268 # DEPENDENCYPART_SIBL
(21,15),(21,27),0.106221 # DEPENDENCYPART_SIBL
(21,15),(21,28),-0.0208881 # DEPENDENCYPART_SIBL
(21,15),(21,29),0.0379433 # DEPENDENCYPART_SIBL
(21,15),(21,31),0.10608 # DEPENDENCYPART_SIBL
(21,15),(21,32),0.0709007 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0564344 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0875063 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.163206 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.149203 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.145875 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.145874 # DEPENDENCYPART_SIBL
(21,17),(21,26),0.149638 # DEPENDENCYPART_SIBL
(21,17),(21,27),0.149592 # DEPENDENCYPART_SIBL
(21,17),(21,28),0.066598 # DEPENDENCYPART_SIBL
(21,17),(21,29),0.0760514 # DEPENDENCYPART_SIBL
(21,17),(21,31),0.149582 # DEPENDENCYPART_SIBL
(21,17),(21,32),0.0641426 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.088591 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.16515 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.15368 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.145901 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.145901 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.154115 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.154069 # DEPENDENCYPART_SIBL
(21,18),(21,28),0.0731783 # DEPENDENCYPART_SIBL
(21,18),(21,29),0.0760719 # DEPENDENCYPART_SIBL
(21,18),(21,31),0.154059 # DEPENDENCYPART_SIBL
(21,18),(21,32),0.0782333 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.128756 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.181074 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.107004 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.107004 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.181075 # DEPENDENCYPART_SIBL
(21,19),(21,27),0.181029 # DEPENDENCYPART_SIBL
(21,19),(21,28),0.053779 # DEPENDENCYPART_SIBL
(21,19),(21,29),0.082908 # DEPENDENCYPART_SIBL
(21,19),(21,31),0.18106 # DEPENDENCYPART_SIBL
(21,19),(21,32),0.158737 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0515349 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0162354 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0162352 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.0515351 # DEPENDENCYPART_SIBL
(21,20),(21,27),0.0514895 # DEPENDENCYPART_SIBL
(21,20),(21,28),0.00594241 # DEPENDENCYPART_SIBL
(21,20),(21,29),0.00391608 # DEPENDENCYPART_SIBL
(21,20),(21,31),0.0515115 # DEPENDENCYPART_SIBL
(21,20),(21,32),0.0919935 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.116417 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.116401 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.0136982 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.0136951 # DEPENDENCYPART_SIBL
(21,23),(21,28),0.0652569 # DEPENDENCYPART_SIBL
(21,23),(21,29),0.0484429 # DEPENDENCYPART_SIBL
(21,23),(21,31),0.0136968 # DEPENDENCYPART_SIBL
(21,23),(21,32),0.0477783 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0150074 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.0307251 # DEPENDENCYPART_SIBL
(21,24),(21,27),0.030724 # DEPENDENCYPART_SIBL
(21,24),(21,28),0.0144659 # DEPENDENCYPART_SIBL
(21,24),(21,29),0.0326436 # DEPENDENCYPART_SIBL
(21,24),(21,31),0.0307218 # DEPENDENCYPART_SIBL
(21,24),(21,32),0.0333981 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.0306587 # DEPENDENCYPART_SIBL
(21,25),(21,27),0.0306576 # DEPENDENCYPART_SIBL
(21,25),(21,28),0.0144339 # DEPENDENCYPART_SIBL
(21,25),(21,29),0.0326424 # DEPENDENCYPART_SIBL
(21,25),(21,31),0.0306554 # DEPENDENCYPART_SIBL
(21,25),(21,32),0.0333715 # DEPENDENCYPART_SIBL
(21,26),(21,27),0.0137017 # DEPENDENCYPART_SIBL
(21,26),(21,28),0.0652621 # DEPENDENCYPART_SIBL
(21,26),(21,29),0.0484459 # DEPENDENCYPART_SIBL
(21,26),(21,31),0.0137034 # DEPENDENCYPART_SIBL
(21,26),(21,32),0.0477783 # DEPENDENCYPART_SIBL
(21,27),(21,28),0.0707001 # DEPENDENCYPART_SIBL
(21,27),(21,29),0.0484235 # DEPENDENCYPART_SIBL
(21,27),(21,31),0.0136764 # DEPENDENCYPART_SIBL
(21,27),(21,32),0.0534698 # DEPENDENCYPART_SIBL
(21,28),(21,29),0.080093 # DEPENDENCYPART_SIBL
(21,28),(21,31),0.0146464 # DEPENDENCYPART_SIBL
(21,28),(21,32),0.0844444 # DEPENDENCYPART_SIBL
(21,29),(21,31),0.0233519 # DEPENDENCYPART_SIBL
(21,29),(21,32),0.131191 # DEPENDENCYPART_SIBL
(21,31),(21,32),0.0477572 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.127624 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.0195192 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.667911 # DEPENDENCYPART_SIBL
(23,16),(23,31),-0.00338804 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0638441 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.397145 # DEPENDENCYPART_SIBL
(23,20),(23,31),-0.0397378 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.43609 # DEPENDENCYPART_SIBL
(23,21),(23,31),0.0100139 # DEPENDENCYPART_SIBL
(23,22),(23,31),-0.00338804 # DEPENDENCYPART_SIBL
(24,3),(24,6),0.075056 # DEPENDENCYPART_SIBL
(24,3),(24,7),0.0939275 # DEPENDENCYPART_SIBL
(24,3),(24,9),0.0808826 # DEPENDENCYPART_SIBL
(24,3),(24,10),0.0801902 # DEPENDENCYPART_SIBL
(24,3),(24,11),0.0313639 # DEPENDENCYPART_SIBL
(24,3),(24,13),0.0796808 # DEPENDENCYPART_SIBL
(24,3),(24,14),0.152778 # DEPENDENCYPART_SIBL
(24,3),(24,15),0.28363 # DEPENDENCYPART_SIBL
(24,3),(24,17),0.075056 # DEPENDENCYPART_SIBL
(24,3),(24,18),0.0792152 # DEPENDENCYPART_SIBL
(24,3),(24,19),0.171318 # DEPENDENCYPART_SIBL
(24,3),(24,20),0.289678 # DEPENDENCYPART_SIBL
(24,3),(24,21),0.207053 # DEPENDENCYPART_SIBL
(24,3),(24,22),-0.036401 # DEPENDENCYPART_SIBL
(24,3),(24,23),0.0819957 # DEPENDENCYPART_SIBL
(24,3),(24,25),0.0433015 # DEPENDENCYPART_SIBL
(24,3),(24,28),0.0211464 # DEPENDENCYPART_SIBL
(24,3),(24,29),0.0172301 # DEPENDENCYPART_SIBL
(24,3),(24,31),0.0205083 # DEPENDENCYPART_SIBL
(24,6),(24,7),0.0811258 # DEPENDENCYPART_SIBL
(24,6),(24,9),0.0682149 # DEPENDENCYPART_SIBL
(24,6),(24,10),0.0675225 # DEPENDENCYPART_SIBL
(24,6),(24,11),0.0299702 # DEPENDENCYPART_SIBL
(24,6),(24,13),0.0670131 # DEPENDENCYPART_SIBL
(24,6),(24,14),0.151354 # DEPENDENCYPART_SIBL
(24,6),(24,15),0.278233 # DEPENDENCYPART_SIBL
(24,6),(24,17),0.0623883 # DEPENDENCYPART_SIBL
(24,6),(24,18),0.0659522 # DEPENDENCYPART_SIBL
(24,6),(24,19),0.169143 # DEPENDENCYPART_SIBL
(24,6),(24,20),0.286648 # DEPENDENCYPART_SIBL
(24,6),(24,21),0.204475 # DEPENDENCYPART_SIBL
(24,6),(24,22),-0.0375239 # DEPENDENCYPART_SIBL
(24,6),(24,23),0.069328 # DEPENDENCYPART_SIBL
(24,6),(24,25),0.0432904 # DEPENDENCYPART_SIBL
(24,6),(24,28),0.0134157 # DEPENDENCYPART_SIBL
(24,6),(24,29),0.0172256 # DEPENDENCYPART_SIBL
(24,6),(24,31),0.0148769 # DEPENDENCYPART_SIBL
(24,7),(24,9),0.0809884 # DEPENDENCYPART_SIBL
(24,7),(24,10),0.080296 # DEPENDENCYPART_SIBL
(24,7),(24,11),0.0372687 # DEPENDENCYPART_SIBL
(24,7),(24,13),0.0797867 # DEPENDENCYPART_SIBL
(24,7),(24,14),0.15965 # DEPENDENCYPART_SIBL
(24,7),(24,15),0.292087 # DEPENDENCYPART_SIBL
(24,7),(24,17),0.0751619 # DEPENDENCYPART_SIBL
(24,7),(24,18),0.0793211 # DEPENDENCYPART_SIBL
(24,7),(24,19),0.175688 # DEPENDENCYPART_SIBL
(24,7),(24,20),0.292118 # DEPENDENCYPART_SIBL
(24,7),(24,21),0.207368 # DEPENDENCYPART_SIBL
(24,7),(24,22),-0.033083 # DEPENDENCYPART_SIBL
(24,7),(24,23),0.0821015 # DEPENDENCYPART_SIBL
(24,7),(24,25),0.0456155 # DEPENDENCYPART_SIBL
(24,7),(24,28),0.0391965 # DEPENDENCYPART_SIBL
(24,7),(24,29),0.0150037 # DEPENDENCYPART_SIBL
(24,7),(24,31),0.0216406 # DEPENDENCYPART_SIBL
(24,9),(24,10),0.079578 # DEPENDENCYPART_SIBL
(24,9),(24,11),0.0303008 # DEPENDENCYPART_SIBL
(24,9),(24,13),0.0790687 # DEPENDENCYPART_SIBL
(24,9),(24,14),0.151693 # DEPENDENCYPART_SIBL
(24,9),(24,15),0.285266 # DEPENDENCYPART_SIBL
(24,9),(24,17),0.0744439 # DEPENDENCYPART_SIBL
(24,9),(24,18),0.078603 # DEPENDENCYPART_SIBL
(24,9),(24,19),0.170233 # DEPENDENCYPART_SIBL
(24,9),(24,20),0.288593 # DEPENDENCYPART_SIBL
(24,9),(24,21),0.206012 # DEPENDENCYPART_SIBL
(24,9),(24,22),-0.0374864 # DEPENDENCYPART_SIBL
(24,9),(24,23),0.0813835 # DEPENDENCYPART_SIBL
(24,9),(24,25),0.0433024 # DEPENDENCYPART_SIBL
(24,9),(24,28),0.0211546 # DEPENDENCYPART_SIBL
(24,9),(24,29),0.0172309 # DEPENDENCYPART_SIBL
(24,9),(24,31),0.0205203 # DEPENDENCYPART_SIBL
(24,10),(24,11),0.0303012 # DEPENDENCYPART_SIBL
(24,10),(24,13),0.0763376 # DEPENDENCYPART_SIBL
(24,10),(24,14),0.151693 # DEPENDENCYPART_SIBL
(24,10),(24,15),0.282618 # DEPENDENCYPART_SIBL
(24,10),(24,17),0.0717128 # DEPENDENCYPART_SIBL
(24,10),(24,18),0.075872 # DEPENDENCYPART_SIBL
(24,10),(24,19),0.170233 # DEPENDENCYPART_SIBL
(24,10),(24,20),0.288593 # DEPENDENCYPART_SIBL
(24,10),(24,21),0.206012 # DEPENDENCYPART_SIBL
(24,10),(24,22),-0.0374862 # DEPENDENCYPART_SIBL
(24,10),(24,23),0.0786525 # DEPENDENCYPART_SIBL
(24,10),(24,25),0.0433024 # DEPENDENCYPART_SIBL
(24,10),(24,28),0.0211606 # DEPENDENCYPART_SIBL
(24,10),(24,29),0.0172309 # DEPENDENCYPART_SIBL
(24,10),(24,31),0.0205203 # DEPENDENCYPART_SIBL
(24,11),(24,13),0.0451181 # DEPENDENCYPART_SIBL
(24,11),(24,14),0.117378 # DEPENDENCYPART_SIBL
(24,11),(24,15),0.222119 # DEPENDENCYPART_SIBL
(24,11),(24,17),0.0446898 # DEPENDENCYPART_SIBL
(24,11),(24,18),0.0451116 # DEPENDENCYPART_SIBL
(24,11),(24,19),0.157141 # DEPENDENCYPART_SIBL
(24,11),(24,20),0.275315 # DEPENDENCYPART_SIBL
(24,11),(24,21),0.102657 # DEPENDENCYPART_SIBL
(24,11),(24,22),-0.0696927 # DEPENDENCYPART_SIBL
(24,11),(24,23),0.0451146 # DEPENDENCYPART_SIBL
(24,11),(24,25),-0.0159741 # DEPENDENCYPART_SIBL
(24,11),(24,28),-0.0243503 # DEPENDENCYPART_SIBL
(24,11),(24,29),-0.0225369 # DEPENDENCYPART_SIBL
(24,11),(24,31),0.0143773 # DEPENDENCYPART_SIBL
(24,13),(24,14),0.151693 # DEPENDENCYPART_SIBL
(24,13),(24,15),0.282618 # DEPENDENCYPART_SIBL
(24,13),(24,17),0.0751941 # DEPENDENCYPART_SIBL
(24,13),(24,18),0.0793533 # DEPENDENCYPART_SIBL
(24,13),(24,19),0.170233 # DEPENDENCYPART_SIBL
(24,13),(24,20),0.289739 # DEPENDENCYPART_SIBL
(24,13),(24,21),0.206012 # DEPENDENCYPART_SIBL
(24,13),(24,22),-0.0374862 # DEPENDENCYPART_SIBL
(24,13),(24,23),0.0821337 # DEPENDENCYPART_SIBL
(24,13),(24,25),0.0431123 # DEPENDENCYPART_SIBL
(24,13),(24,28),0.0206705 # DEPENDENCYPART_SIBL
(24,13),(24,29),0.0172309 # DEPENDENCYPART_SIBL
(24,13),(24,31),0.021117 # DEPENDENCYPART_SIBL
(24,14),(24,15),0.256209 # DEPENDENCYPART_SIBL
(24,14),(24,17),-0.00190308 # DEPENDENCYPART_SIBL
(24,14),(24,18),0.000777756 # DEPENDENCYPART_SIBL
(24,14),(24,19),0.0820079 # DEPENDENCYPART_SIBL
(24,14),(24,20),0.0996397 # DEPENDENCYPART_SIBL
(24,14),(24,21),0.0755554 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.0763022 # DEPENDENCYPART_SIBL
(24,14),(24,23),0.000776228 # DEPENDENCYPART_SIBL
(24,14),(24,25),0.0385411 # DEPENDENCYPART_SIBL
(24,14),(24,28),0.0237382 # DEPENDENCYPART_SIBL
(24,14),(24,29),0.0228204 # DEPENDENCYPART_SIBL
(24,14),(24,31),0.0597633 # DEPENDENCYPART_SIBL
(24,15),(24,17),0.0406754 # DEPENDENCYPART_SIBL
(24,15),(24,18),0.0485092 # DEPENDENCYPART_SIBL
(24,15),(24,19),0.107798 # DEPENDENCYPART_SIBL
(24,15),(24,20),0.125503 # DEPENDENCYPART_SIBL
(24,15),(24,21),0.0262725 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.131379 # DEPENDENCYPART_SIBL
(24,15),(24,23),0.0527565 # DEPENDENCYPART_SIBL
(24,15),(24,25),-0.005666 # DEPENDENCYPART_SIBL
(24,15),(24,28),-0.0431696 # DEPENDENCYPART_SIBL
(24,15),(24,29),-0.00389974 # DEPENDENCYPART_SIBL
(24,15),(24,31),0.0204629 # DEPENDENCYPART_SIBL
(24,17),(24,18),0.0659522 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.169143 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.286648 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.204475 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0375239 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.069328 # DEPENDENCYPART_SIBL
(24,17),(24,25),0.0432904 # DEPENDENCYPART_SIBL
(24,17),(24,28),0.0134157 # DEPENDENCYPART_SIBL
(24,17),(24,29),0.0172256 # DEPENDENCYPART_SIBL
(24,17),(24,31),0.0148769 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.170222 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.288593 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.205414 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.0374865 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.0780701 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.0433018 # DEPENDENCYPART_SIBL
(24,18),(24,28),0.0199807 # DEPENDENCYPART_SIBL
(24,18),(24,29),0.0172309 # DEPENDENCYPART_SIBL
(24,18),(24,31),0.0193306 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.177933 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.136361 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.0209879 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.136828 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.0338774 # DEPENDENCYPART_SIBL
(24,19),(24,28),-0.0163631 # DEPENDENCYPART_SIBL
(24,19),(24,29),0.0251111 # DEPENDENCYPART_SIBL
(24,19),(24,31),0.0650782 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.100483 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.0805697 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0460444 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.0010198 # DEPENDENCYPART_SIBL
(24,20),(24,28),0.00148438 # DEPENDENCYPART_SIBL
(24,20),(24,29),-0.00240903 # DEPENDENCYPART_SIBL
(24,20),(24,31),-0.00937621 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.0867462 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.1925 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0248731 # DEPENDENCYPART_SIBL
(24,21),(24,28),0.000865583 # DEPENDENCYPART_SIBL
(24,21),(24,29),-0.0135314 # DEPENDENCYPART_SIBL
(24,21),(24,31),0.0515238 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0679124 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0370992 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.000880212 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.015515 # DEPENDENCYPART_SIBL
(24,22),(24,31),0.0225865 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0433005 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.0200927 # DEPENDENCYPART_SIBL
(24,23),(24,29),0.0166052 # DEPENDENCYPART_SIBL
(24,23),(24,31),0.0192968 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.0406778 # DEPENDENCYPART_SIBL
(24,25),(24,29),0.0237199 # DEPENDENCYPART_SIBL
(24,25),(24,31),0.00644979 # DEPENDENCYPART_SIBL
(24,28),(24,29),0.141336 # DEPENDENCYPART_SIBL
(24,28),(24,31),0.162364 # DEPENDENCYPART_SIBL
(24,29),(24,31),0.0268486 # DEPENDENCYPART_SIBL
(25,14),(25,17),-0.00190308 # DEPENDENCYPART_SIBL
(25,14),(25,18),0.000777756 # DEPENDENCYPART_SIBL
(25,14),(25,19),0.0820079 # DEPENDENCYPART_SIBL
(25,14),(25,20),0.0996397 # DEPENDENCYPART_SIBL
(25,14),(25,21),0.0755554 # DEPENDENCYPART_SIBL
(25,14),(25,22),-0.0763022 # DEPENDENCYPART_SIBL
(25,14),(25,23),0.000776228 # DEPENDENCYPART_SIBL
(25,14),(25,24),-0.0104713 # DEPENDENCYPART_SIBL
(25,14),(25,29),0.0228204 # DEPENDENCYPART_SIBL
(25,17),(25,18),0.0659522 # DEPENDENCYPART_SIBL
(25,17),(25,19),0.169143 # DEPENDENCYPART_SIBL
(25,17),(25,20),0.286648 # DEPENDENCYPART_SIBL
(25,17),(25,21),0.204475 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.0375239 # DEPENDENCYPART_SIBL
(25,17),(25,23),0.069328 # DEPENDENCYPART_SIBL
(25,17),(25,24),0.0201961 # DEPENDENCYPART_SIBL
(25,17),(25,29),0.0172256 # DEPENDENCYPART_SIBL
(25,18),(25,19),0.170222 # DEPENDENCYPART_SIBL
(25,18),(25,20),0.288593 # DEPENDENCYPART_SIBL
(25,18),(25,21),0.205414 # DEPENDENCYPART_SIBL
(25,18),(25,22),-0.0374865 # DEPENDENCYPART_SIBL
(25,18),(25,23),0.0780701 # DEPENDENCYPART_SIBL
(25,18),(25,24),0.0257125 # DEPENDENCYPART_SIBL
(25,18),(25,29),0.0172309 # DEPENDENCYPART_SIBL
(25,19),(25,20),0.177933 # DEPENDENCYPART_SIBL
(25,19),(25,21),0.136361 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.0209879 # DEPENDENCYPART_SIBL
(25,19),(25,23),0.136828 # DEPENDENCYPART_SIBL
(25,19),(25,24),0.0593646 # DEPENDENCYPART_SIBL
(25,19),(25,29),0.0251111 # DEPENDENCYPART_SIBL
(25,20),(25,21),0.100483 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.0805697 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.0460444 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.0231281 # DEPENDENCYPART_SIBL
(25,20),(25,29),-0.00240903 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.0869456 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.192301 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.0837744 # DEPENDENCYPART_SIBL
(25,21),(25,29),-0.0135314 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.067912 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.0509192 # DEPENDENCYPART_SIBL
(25,22),(25,29),-0.015515 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.0258707 # DEPENDENCYPART_SIBL
(25,23),(25,29),0.0166052 # DEPENDENCYPART_SIBL
(25,24),(25,29),-0.00654934 # DEPENDENCYPART_SIBL
(26,9),(26,14),0.159413 # DEPENDENCYPART_SIBL
(26,9),(26,15),0.656372 # DEPENDENCYPART_SIBL
(26,9),(26,16),-0.310909 # DEPENDENCYPART_SIBL
(26,9),(26,17),-0.0162257 # DEPENDENCYPART_SIBL
(26,9),(26,18),-0.00683252 # DEPENDENCYPART_SIBL
(26,9),(26,19),0.0654508 # DEPENDENCYPART_SIBL
(26,9),(26,20),0.453299 # DEPENDENCYPART_SIBL
(26,9),(26,21),0.209919 # DEPENDENCYPART_SIBL
(26,9),(26,22),-0.310909 # DEPENDENCYPART_SIBL
(26,9),(26,23),0.00736043 # DEPENDENCYPART_SIBL
(26,9),(26,24),0.0524392 # DEPENDENCYPART_SIBL
(26,9),(26,25),0.0478364 # DEPENDENCYPART_SIBL
(26,9),(26,29),0.0566567 # DEPENDENCYPART_SIBL
(26,9),(26,31),0.00334164 # DEPENDENCYPART_SIBL
(26,14),(26,15),0.313879 # DEPENDENCYPART_SIBL
(26,14),(26,16),-0.353507 # DEPENDENCYPART_SIBL
(26,14),(26,17),-0.0573596 # DEPENDENCYPART_SIBL
(26,14),(26,18),-0.0504283 # DEPENDENCYPART_SIBL
(26,14),(26,19),-0.0373029 # DEPENDENCYPART_SIBL
(26,14),(26,20),0.150677 # DEPENDENCYPART_SIBL
(26,14),(26,21),0.0538679 # DEPENDENCYPART_SIBL
(26,14),(26,22),-0.353507 # DEPENDENCYPART_SIBL
(26,14),(26,23),-0.0419087 # DEPENDENCYPART_SIBL
(26,14),(26,24),-0.0644003 # DEPENDENCYPART_SIBL
(26,14),(26,25),-0.0690032 # DEPENDENCYPART_SIBL
(26,14),(26,29),0.0284106 # DEPENDENCYPART_SIBL
(26,14),(26,31),-0.00602899 # DEPENDENCYPART_SIBL
(26,15),(26,16),-0.408123 # DEPENDENCYPART_SIBL
(26,15),(26,17),0.0442457 # DEPENDENCYPART_SIBL
(26,15),(26,18),0.0568878 # DEPENDENCYPART_SIBL
(26,15),(26,19),-0.0173672 # DEPENDENCYPART_SIBL
(26,15),(26,20),0.194449 # DEPENDENCYPART_SIBL
(26,15),(26,21),0.0648468 # DEPENDENCYPART_SIBL
(26,15),(26,22),-0.408123 # DEPENDENCYPART_SIBL
(26,15),(26,23),0.0752988 # DEPENDENCYPART_SIBL
(26,15),(26,24),0.0253304 # DEPENDENCYPART_SIBL
(26,15),(26,25),0.0207277 # DEPENDENCYPART_SIBL
(26,15),(26,29),0.0254819 # DEPENDENCYPART_SIBL
(26,15),(26,31),-0.00861375 # DEPENDENCYPART_SIBL
(26,16),(26,17),0.0220076 # DEPENDENCYPART_SIBL
(26,16),(26,18),0.0129961 # DEPENDENCYPART_SIBL
(26,16),(26,19),0.049026 # DEPENDENCYPART_SIBL
(26,16),(26,20),0.133899 # DEPENDENCYPART_SIBL
(26,16),(26,21),0.0254174 # DEPENDENCYPART_SIBL
(26,16),(26,22),-0.662013 # DEPENDENCYPART_SIBL
(26,16),(26,23),0.0214605 # DEPENDENCYPART_SIBL
(26,16),(26,24),0.155843 # DEPENDENCYPART_SIBL
(26,16),(26,25),0.143284 # DEPENDENCYPART_SIBL
(26,16),(26,29),-0.0176292 # DEPENDENCYPART_SIBL
(26,16),(26,31),-0.00332004 # DEPENDENCYPART_SIBL
(26,17),(26,18),-0.0374803 # DEPENDENCYPART_SIBL
(26,17),(26,19),0.0501544 # DEPENDENCYPART_SIBL
(26,17),(26,20),0.43696 # DEPENDENCYPART_SIBL
(26,17),(26,21),0.194085 # DEPENDENCYPART_SIBL
(26,17),(26,22),-0.325151 # DEPENDENCYPART_SIBL
(26,17),(26,23),-0.0226921 # DEPENDENCYPART_SIBL
(26,17),(26,24),0.0258255 # DEPENDENCYPART_SIBL
(26,17),(26,25),0.0212227 # DEPENDENCYPART_SIBL
(26,17),(26,29),0.0547124 # DEPENDENCYPART_SIBL
(26,17),(26,31),-0.00425149 # DEPENDENCYPART_SIBL
(26,18),(26,19),0.0583093 # DEPENDENCYPART_SIBL
(26,18),(26,20),0.446168 # DEPENDENCYPART_SIBL
(26,18),(26,21),0.202191 # DEPENDENCYPART_SIBL
(26,18),(26,22),-0.318039 # DEPENDENCYPART_SIBL
(26,18),(26,23),-0.00638666 # DEPENDENCYPART_SIBL
(26,18),(26,24),0.043476 # DEPENDENCYPART_SIBL
(26,18),(26,25),0.0388732 # DEPENDENCYPART_SIBL
(26,18),(26,29),0.0566566 # DEPENDENCYPART_SIBL
(26,18),(26,31),0.0021518 # DEPENDENCYPART_SIBL
(26,19),(26,20),0.208081 # DEPENDENCYPART_SIBL
(26,19),(26,21),0.124554 # DEPENDENCYPART_SIBL
(26,19),(26,22),-0.301401 # DEPENDENCYPART_SIBL
(26,19),(26,23),0.0605945 # DEPENDENCYPART_SIBL
(26,19),(26,24),0.0317146 # DEPENDENCYPART_SIBL
(26,19),(26,25),0.0271118 # DEPENDENCYPART_SIBL
(26,19),(26,29),0.0596364 # DEPENDENCYPART_SIBL
(26,19),(26,31),0.0307039 # DEPENDENCYPART_SIBL
(26,20),(26,21),0.0639737 # DEPENDENCYPART_SIBL
(26,20),(26,22),-0.397015 # DEPENDENCYPART_SIBL
(26,20),(26,23),-0.031509 # DEPENDENCYPART_SIBL
(26,20),(26,24),-0.0555393 # DEPENDENCYPART_SIBL
(26,20),(26,25),-0.0601422 # DEPENDENCYPART_SIBL
(26,20),(26,29),0.0180241 # DEPENDENCYPART_SIBL
(26,20),(26,31),-0.0397036 # DEPENDENCYPART_SIBL
(26,21),(26,22),-0.43609 # DEPENDENCYPART_SIBL
(26,21),(26,23),0.0389778 # DEPENDENCYPART_SIBL
(26,21),(26,24),-0.0265272 # DEPENDENCYPART_SIBL
(26,21),(26,25),-0.0311317 # DEPENDENCYPART_SIBL
(26,21),(26,29),0.0167701 # DEPENDENCYPART_SIBL
(26,21),(26,31),0.0100452 # DEPENDENCYPART_SIBL
