# _root_ Ugyanaz év júniusában a felügyelet felszólította a Bank_Austria_Creditanstalt_Hungary_Rt.-t , hogy tudatosítsa hirdetményeiben : a Nonstopbank nem különálló vállalkozása , hanem csak egy szolgáltatása .
#goldHeads=2,3,6,5,6,0,8,6,6,6,6,11,11,15,11,18,18,15,11,11,11,23,21,6,
#predictedHeads=2,3,6,5,6,0,8,6,6,6,6,11,6,15,18,17,18,11,20,6,20,23,21,6,
(18,13),(18,17),-0.119955 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.046448 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0189804 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.063877 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0909218 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.000972432 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0816081 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.133096 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.00560437 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0182401 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0807166 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0023794 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.229791 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0061466 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.018113 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0164701 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.00861843 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.00648639 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0242425 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0242946 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0233421 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.015635 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.012103 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.00066368 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.00894735 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0334886 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.00883982 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.176117 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.198471 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.362577 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0151483 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0102632 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.0457013 # DEPENDENCYPART_SIBL
(20,1),(20,2),0.00856979 # DEPENDENCYPART_SIBL
(20,1),(20,3),0.0139839 # DEPENDENCYPART_SIBL
(20,1),(20,5),0.0139839 # DEPENDENCYPART_SIBL
(20,1),(20,6),0.07919 # DEPENDENCYPART_SIBL
(20,1),(20,8),0.0139839 # DEPENDENCYPART_SIBL
(20,1),(20,9),0.256252 # DEPENDENCYPART_SIBL
(20,1),(20,10),0.258902 # DEPENDENCYPART_SIBL
(20,1),(20,11),0.07919 # DEPENDENCYPART_SIBL
(20,1),(20,12),0.0139839 # DEPENDENCYPART_SIBL
(20,1),(20,13),0.0557857 # DEPENDENCYPART_SIBL
(20,1),(20,15),0.0139839 # DEPENDENCYPART_SIBL
(20,1),(20,16),0.0373013 # DEPENDENCYPART_SIBL
(20,1),(20,17),0.056822 # DEPENDENCYPART_SIBL
(20,1),(20,18),0.0139839 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.256252 # DEPENDENCYPART_SIBL
(20,1),(20,21),0.00419685 # DEPENDENCYPART_SIBL
(20,1),(20,23),0.068416 # DEPENDENCYPART_SIBL
(20,1),(20,24),0.0422806 # DEPENDENCYPART_SIBL
(20,2),(20,3),-0.00643767 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.00483166 # DEPENDENCYPART_SIBL
(20,2),(20,6),0.126 # DEPENDENCYPART_SIBL
(20,2),(20,8),-0.00482711 # DEPENDENCYPART_SIBL
(20,2),(20,9),0.332171 # DEPENDENCYPART_SIBL
(20,2),(20,10),0.352526 # DEPENDENCYPART_SIBL
(20,2),(20,11),0.126001 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.00482711 # DEPENDENCYPART_SIBL
(20,2),(20,13),0.102958 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.00482711 # DEPENDENCYPART_SIBL
(20,2),(20,16),0.0811169 # DEPENDENCYPART_SIBL
(20,2),(20,17),0.0409257 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.00482711 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.332171 # DEPENDENCYPART_SIBL
(20,2),(20,21),-0.0209987 # DEPENDENCYPART_SIBL
(20,2),(20,23),0.0901987 # DEPENDENCYPART_SIBL
(20,2),(20,24),0.00907706 # DEPENDENCYPART_SIBL
(20,3),(20,5),0.018225 # DEPENDENCYPART_SIBL
(20,3),(20,6),0.12478 # DEPENDENCYPART_SIBL
(20,3),(20,8),0.0182295 # DEPENDENCYPART_SIBL
(20,3),(20,9),0.330807 # DEPENDENCYPART_SIBL
(20,3),(20,10),0.353823 # DEPENDENCYPART_SIBL
(20,3),(20,11),0.124781 # DEPENDENCYPART_SIBL
(20,3),(20,12),0.0182295 # DEPENDENCYPART_SIBL
(20,3),(20,13),0.102163 # DEPENDENCYPART_SIBL
(20,3),(20,15),0.0182295 # DEPENDENCYPART_SIBL
(20,3),(20,16),0.0794996 # DEPENDENCYPART_SIBL
(20,3),(20,17),0.0420586 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.0182295 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.330807 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.0147501 # DEPENDENCYPART_SIBL
(20,3),(20,23),0.100618 # DEPENDENCYPART_SIBL
(20,3),(20,24),0.0181105 # DEPENDENCYPART_SIBL
(20,5),(20,6),0.124211 # DEPENDENCYPART_SIBL
(20,5),(20,8),0.0176599 # DEPENDENCYPART_SIBL
(20,5),(20,9),0.330973 # DEPENDENCYPART_SIBL
(20,5),(20,10),0.353259 # DEPENDENCYPART_SIBL
(20,5),(20,11),0.124212 # DEPENDENCYPART_SIBL
(20,5),(20,12),0.0176599 # DEPENDENCYPART_SIBL
(20,5),(20,13),0.102891 # DEPENDENCYPART_SIBL
(20,5),(20,15),0.0176599 # DEPENDENCYPART_SIBL
(20,5),(20,16),0.0789224 # DEPENDENCYPART_SIBL
(20,5),(20,17),0.0414826 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.0176599 # DEPENDENCYPART_SIBL
(20,5),(20,19),0.330973 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.0153137 # DEPENDENCYPART_SIBL
(20,5),(20,23),0.0976621 # DEPENDENCYPART_SIBL
(20,5),(20,24),0.0170847 # DEPENDENCYPART_SIBL
(20,6),(20,8),-0.0623788 # DEPENDENCYPART_SIBL
(20,6),(20,9),0.330353 # DEPENDENCYPART_SIBL
(20,6),(20,10),0.114501 # DEPENDENCYPART_SIBL
(20,6),(20,11),-0.0230535 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.0623788 # DEPENDENCYPART_SIBL
(20,6),(20,13),0.0589347 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.0623788 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.0771146 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.0442343 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.0623788 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.330353 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.046853 # DEPENDENCYPART_SIBL
(20,6),(20,23),0.00610401 # DEPENDENCYPART_SIBL
(20,6),(20,24),0.156302 # DEPENDENCYPART_SIBL
(20,8),(20,9),0.332704 # DEPENDENCYPART_SIBL
(20,8),(20,10),0.35384 # DEPENDENCYPART_SIBL
(20,8),(20,11),0.124788 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.0182404 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.104045 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.0182404 # DEPENDENCYPART_SIBL
(20,8),(20,16),0.0795075 # DEPENDENCYPART_SIBL
(20,8),(20,17),0.0420586 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.0182404 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.332704 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.0147419 # DEPENDENCYPART_SIBL
(20,8),(20,23),0.0975921 # DEPENDENCYPART_SIBL
(20,8),(20,24),0.0175132 # DEPENDENCYPART_SIBL
(20,9),(20,10),0.257581 # DEPENDENCYPART_SIBL
(20,9),(20,11),0.10283 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.0100238 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.104234 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.0100238 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0307667 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0114293 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.0100259 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0118146 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.0403814 # DEPENDENCYPART_SIBL
(20,9),(20,23),0.0530888 # DEPENDENCYPART_SIBL
(20,9),(20,24),0.220141 # DEPENDENCYPART_SIBL
(20,10),(20,11),0.0804383 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.137841 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.0303294 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.137841 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.054764 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0554765 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.137842 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.062587 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0118049 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0061078 # DEPENDENCYPART_SIBL
(20,10),(20,24),0.101551 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.0623763 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.0590448 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.0623763 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0771146 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0442339 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.0623763 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.330573 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0469734 # DEPENDENCYPART_SIBL
(20,11),(20,23),0.00612175 # DEPENDENCYPART_SIBL
(20,11),(20,24),0.156305 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.104045 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.0182404 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.0795075 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.0420586 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.0182404 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.332704 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0147419 # DEPENDENCYPART_SIBL
(20,12),(20,23),0.0975921 # DEPENDENCYPART_SIBL
(20,12),(20,24),0.0175132 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.0459555 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.0788929 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.0460661 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0459565 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0135941 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.00541599 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.0679351 # DEPENDENCYPART_SIBL
(20,13),(20,24),0.108887 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0795075 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0420586 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0182404 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.332704 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0147419 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0975921 # DEPENDENCYPART_SIBL
(20,15),(20,24),0.0175132 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0596163 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0041474 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.265393 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0419271 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.0995812 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.111323 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0432381 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.192901 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.00303837 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.00908267 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.05242 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.332483 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0147419 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0975921 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0174086 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0403814 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0530888 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.220141 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0192745 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.00394223 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0300125 # DEPENDENCYPART_SIBL
(21,6),(21,10),0.0906981 # DEPENDENCYPART_SIBL
(21,6),(21,11),0.123021 # DEPENDENCYPART_SIBL
(21,6),(21,12),0.123352 # DEPENDENCYPART_SIBL
(21,6),(21,13),0.234186 # DEPENDENCYPART_SIBL
(21,6),(21,15),0.123352 # DEPENDENCYPART_SIBL
(21,6),(21,16),0.164421 # DEPENDENCYPART_SIBL
(21,6),(21,17),0.117467 # DEPENDENCYPART_SIBL
(21,6),(21,18),0.123352 # DEPENDENCYPART_SIBL
(21,6),(21,19),0.455867 # DEPENDENCYPART_SIBL
(21,6),(21,20),0.150449 # DEPENDENCYPART_SIBL
(21,6),(21,23),0.135533 # DEPENDENCYPART_SIBL
(21,6),(21,24),0.112087 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.234006 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.0384443 # DEPENDENCYPART_SIBL
(21,10),(21,13),0.127672 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.0384443 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.0997491 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.0764188 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.0384442 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.296712 # DEPENDENCYPART_SIBL
(21,10),(21,20),0.0856824 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.112124 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.0645787 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.123355 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.234296 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.123355 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.164421 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.117468 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.123355 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.456087 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.150449 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.135551 # DEPENDENCYPART_SIBL
(21,11),(21,24),0.11209 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.0622434 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.0649218 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.136606 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.0558484 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.0649218 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.237986 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.195834 # DEPENDENCYPART_SIBL
(21,12),(21,23),0.156408 # DEPENDENCYPART_SIBL
(21,12),(21,24),0.011632 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.00250657 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.00186213 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.00352149 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.00250763 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.0440765 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.169929 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.0271012 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.0183706 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.136606 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.0558484 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0649218 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.237986 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.195834 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.156408 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.011632 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.207141 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.222952 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.130745 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.230384 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.237666 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.194914 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0725648 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.217076 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.161193 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.15953 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.0380399 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.237764 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.195834 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.156408 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.0115274 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.243337 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0833676 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.00958973 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0888551 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0714461 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.0372497 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.0129962 # DEPENDENCYPART_SIBL
(23,14),(23,16),0.092186 # DEPENDENCYPART_SIBL
(23,14),(23,17),0.143939 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.0129926 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.179514 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.135351 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.0248363 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.495438 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.0285178 # DEPENDENCYPART_SIBL
(23,15),(23,16),0.274422 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.035947 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.0208809 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.624667 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.455338 # DEPENDENCYPART_SIBL
(23,15),(23,21),0.164305 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.175759 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.0414424 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.0404698 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.0135487 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.0603598 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.189459 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.0692358 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.283764 # DEPENDENCYPART_SIBL
(23,16),(23,24),0.215983 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.0186147 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.393956 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.320322 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.00726668 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.499922 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.00741117 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.6239 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.455015 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.163982 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.176081 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.041181 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.282317 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.00554164 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.37679 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0211599 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0110145 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.321993 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0926992 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.304181 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.136189 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0954496 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.448941 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.448314 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.175156 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.492961 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.268744 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.0828394 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.0587605 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.397533 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.309803 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.356384 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.397192 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),0.131666 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.52128 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.0155181 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),-0.0240829 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),-0.229186 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),-0.115481 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),0.0486597 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),1.88002 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.270363 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.62918 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.356087 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.270679 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.429906 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.302389 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.363814 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.913289 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.0801506 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.30767 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.0227953 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.172802 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),0.164967 # DEPENDENCYPART_GRANDPAR
(0,3),(3,24),2.12194 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.179762 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.356762 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.38753 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.714205 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.115995 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.443024 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.122665 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.231046 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.383208 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.189871 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.163724 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.542749 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.553036 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.251113 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.303083 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.383535 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.130561 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.124124 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.0353791 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),0.0989668 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),0.194607 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),2.30332 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.530322 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.745748 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.761256 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.486664 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.936257 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.470166 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.0434913 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.600722 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.0356584 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.29145 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.476436 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.216145 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),0.0709703 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),0.225334 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),0.114054 # DEPENDENCYPART_GRANDPAR
(0,10),(10,24),2.29077 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.182643 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.361128 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.391896 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.120362 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.468656 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.776285 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.326162 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.0710834 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.0910713 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.162002 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.542988 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.551926 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.249391 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.304306 # DEPENDENCYPART_GRANDPAR
