# _root_ Egy hétre 14 1/4 százalékon hangzottak el ajánlatok , hosszabb távra viszont drágábban , 14 1/2-3/8 százalékon lehetett pénzhez jutni .
#goldHeads=2,6,5,5,6,0,6,6,6,11,20,18,20,18,17,17,20,6,20,18,6,
#predictedHeads=2,6,5,5,6,0,6,6,6,11,20,18,20,6,17,17,20,6,20,18,6,
(8,20),(20,15),-0.0749198 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.134459 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.15127 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.094927 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.323162 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.506746 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.244734 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.570336 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.174461 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.125874 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.311167 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.617771 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.224604 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.181227 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.460807 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0921439 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.489999 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.203317 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.943944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.675692 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.49083 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.580635 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.595618 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.634966 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.776038 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.642905 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.845754 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.607878 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.774299 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.244755 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.174481 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.414604 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.0242925 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0699695 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.987703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.714389 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.434951 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.624394 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.567114 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.68434 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.741938 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.814736 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.60527 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.570584 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.781769 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.473766 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.873595 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.408415 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.561595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.189078 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.286527 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.356794 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.370744 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.426228 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.364148 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.346025 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.433864 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.314235 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.445659 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.681734 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.923633 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.420046 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.543141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),-0.182146 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.0944422 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.175574 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.21704 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.321337 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.37753 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.298252 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.259229 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.42548 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.178133 # DEPENDENCYPART_GRANDPAR
(11,1),(1,18),-0.355222 # DEPENDENCYPART_GRANDPAR
(11,1),(1,20),-0.394015 # DEPENDENCYPART_GRANDPAR
(11,1),(1,21),-0.844701 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.15107 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.297559 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.22704 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.360492 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.191567 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-0.436781 # DEPENDENCYPART_GRANDPAR
(11,2),(2,21),-0.885742 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.381394 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.570323 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.186959 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.534979 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.0194128 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.363569 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.490075 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.353913 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-0.392707 # DEPENDENCYPART_GRANDPAR
(11,3),(3,21),-0.844261 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.276004 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.441477 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.357602 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.290995 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.460639 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.199182 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.623465 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.48085 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.0747758 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.02939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.413225 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.379147 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.47797 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.47049 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.586572 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.414377 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.688123 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.451987 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.855944 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.150915 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.283226 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.484333 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.228416 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.35232 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0412506 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.09095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.378105 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.453119 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.470161 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.540663 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.578391 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.648127 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.398822 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.436781 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.885742 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.343139 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.194328 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.447688 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.310635 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.366181 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.585592 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.634576 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.992064 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.721263 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.458896 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.591577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.0676002 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.232812 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.187745 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.227935 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.202086 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.167958 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.302655 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.20434 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.518777 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.878625 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.89565 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.600162 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.00118 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.729522 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.47116 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.580071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.00933835 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0299878 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.00455775 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0524884 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.0359255 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.0150041 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.136494 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.0191116 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.438004 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.562208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,14),-0.080805 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.0638485 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.379744 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.66118 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-1.06372 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.753355 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.524016 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.493018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.0132523 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.116412 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.0691278 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.09697 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.133248 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.273836 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.204388 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),0.0359855 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.207481 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.198771 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.0994122 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.00470752 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.183953 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.0421816 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.120599 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.0437721 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.38909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.547815 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.789468 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.687078 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-1.19479 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.827324 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-1.45248 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),-0.893648 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-1.17219 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.211752 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.24681 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.108356 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.027771 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.0352079 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.140418 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.165142 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.05815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.336648 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.493999 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.49229 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.495482 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.893557 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.512245 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.578909 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.933601 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.086178 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.180209 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.102234 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.00550087 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.04803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,17),-0.833379 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.211752 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),0.0282746 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.24681 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.170187 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.12324 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0106866 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.0944699 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.05815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.336648 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.495482 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.893557 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.579995 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.715672 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.720493 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.731729 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.424091 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.287682 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.504004 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.547622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.043841 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.0734571 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0804125 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.204033 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.0383064 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.459219 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.0270531 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.577682 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.41101 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.463084 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.165443 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.00458 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.210781 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.0462956 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.465966 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.0191262 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.573151 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.463084 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.00457988 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.0147347 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.465964 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.617195 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.791907 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.444656 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.332317 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.564182 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.612793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.140503 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.014138 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.0288787 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.0306125 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.480077 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.813841 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.942889 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.810098 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-1.07855 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-1.04795 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-1.09461 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.741767 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.544332 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.866886 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.567972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.10475 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.123695 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.0958364 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.0990093 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.309968 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.474167 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),0.0471473 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.534674 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.332317 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.612792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),0.140506 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.0141351 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.0288539 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.163373 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.0697782 # DEPENDENCYPART_GRANDPAR
(12,20),(20,1),-0.813577 # DEPENDENCYPART_GRANDPAR
(12,20),(20,2),-0.936618 # DEPENDENCYPART_GRANDPAR
(12,20),(20,3),-0.809834 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-1.07228 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-1.0468 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-1.08834 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-0.740125 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.543485 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-0.860615 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.569867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),0.117624 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),-0.0966251 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.0846591 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.087832 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.283959 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),0.00784034 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.544618 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.548701 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.256592 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.308412 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.227439 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.58506 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.13043 # DEPENDENCYPART_GRANDPAR
(13,2),(2,20),-0.501629 # DEPENDENCYPART_GRANDPAR
(13,2),(2,21),-0.649099 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.259284 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.605166 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.235094 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.148202 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.325079 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.651962 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.284598 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.202917 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.578379 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.151755 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.621306 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.0899372 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.082115 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.482044 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.0709741 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.942885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.438999 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.28902 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.534203 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.518397 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.597392 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),-0.538923 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-0.641629 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.259305 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.235114 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.532814 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0359576 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.04341 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.0611283 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.383435 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.10077 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.986644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.410496 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.338394 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.370429 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.5729 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.480762 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-0.501629 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),-0.649099 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.70542 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.0591337 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.643158 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.00157225 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0788317 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.510677 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.259305 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.605166 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.235114 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.203864 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.469379 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0829142 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0399112 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.10077 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.986644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
