# _root_ A versenyeken továbbra is lassúak voltunk , és egy idő után arra a következtetésre jutottunk , hogy valószínűleg nem bennünk van a hiba .
#goldHeads=2,6,6,6,6,8,8,0,10,11,15,14,14,15,8,15,15,21,21,21,12,23,21,8,
#predictedHeads=2,6,6,6,6,8,8,0,10,11,15,14,14,15,8,15,15,21,21,21,12,23,21,8,
(4,17),(17,12),0.00992041 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.315069 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.282789 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.229294 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.349638 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.524122 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.394681 # DEPENDENCYPART_GRANDPAR
(4,17),(17,24),-0.623257 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.306692 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.357874 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.362394 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.281834 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.286797 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.271012 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.483215 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.349228 # DEPENDENCYPART_GRANDPAR
(4,21),(21,2),-0.956467 # DEPENDENCYPART_GRANDPAR
(4,21),(21,3),-0.681631 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-0.388381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,5),0.117165 # DEPENDENCYPART_GRANDPAR
(4,21),(21,6),-0.294189 # DEPENDENCYPART_GRANDPAR
(4,21),(21,7),-0.158302 # DEPENDENCYPART_GRANDPAR
(4,21),(21,8),-0.253611 # DEPENDENCYPART_GRANDPAR
(4,21),(21,10),-0.502895 # DEPENDENCYPART_GRANDPAR
(4,21),(21,11),-0.178116 # DEPENDENCYPART_GRANDPAR
(4,21),(21,12),-0.20601 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),-0.543946 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),-0.401683 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.452616 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.364752 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),-0.407873 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.446792 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.461942 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.467372 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.520652 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.501388 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-0.739264 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.289846 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.345328 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.265044 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.641113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,11),-0.323352 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.860437 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-0.770658 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.438226 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.368794 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.371545 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.650591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.966021 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.41286 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.40707 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.642862 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.323082 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.274064 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.892264 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.510918 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.513838 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.555367 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-0.609595 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-0.764618 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.720302 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.749397 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.582029 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.677111 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.260128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0954452 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0119772 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.149364 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.0396651 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.105915 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.0992651 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.294818 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.464686 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.0598124 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.0653346 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.138399 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.176083 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.154181 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.179622 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.379191 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.745286 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.606337 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.63492 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.249606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.448283 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.0834039 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.237501 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0700354 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.0237007 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.384007 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.566749 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.198744 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.192727 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.24063 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.292008 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.280861 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.471259 # DEPENDENCYPART_GRANDPAR
(5,8),(8,24),-0.44836 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.761656 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),-0.546545 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.0726514 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.0477752 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.229378 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.239792 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.229808 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.15762 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.0214334 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.0941828 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.16108 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.7203 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.749393 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.581958 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.67711 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.260592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),-0.592508 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.20666 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.111287 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.245914 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.26032 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.0493634 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.0683963 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.204505 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.397889 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.0626654 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.0634514 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.140312 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.177996 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.156093 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.176072 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.380138 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.38364 # DEPENDENCYPART_GRANDPAR
(5,21),(21,2),-0.737691 # DEPENDENCYPART_GRANDPAR
(5,21),(21,3),-0.584625 # DEPENDENCYPART_GRANDPAR
(5,21),(21,4),-0.680513 # DEPENDENCYPART_GRANDPAR
(5,21),(21,5),-0.264167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,21),(21,6),-0.613861 # DEPENDENCYPART_GRANDPAR
(5,21),(21,7),-0.222402 # DEPENDENCYPART_GRANDPAR
(5,21),(21,8),-0.122684 # DEPENDENCYPART_GRANDPAR
(5,21),(21,10),-0.253601 # DEPENDENCYPART_GRANDPAR
(5,21),(21,11),0.0559547 # DEPENDENCYPART_GRANDPAR
(5,21),(21,12),0.0586764 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),-0.210326 # DEPENDENCYPART_GRANDPAR
(5,21),(21,14),-0.39117 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),-0.540264 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),-0.186769 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.228239 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.2015 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.24326 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.223128 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.280095 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.382837 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),-0.354965 # DEPENDENCYPART_GRANDPAR
(5,23),(23,12),0.0941828 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),-0.211267 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-0.218337 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.352299 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0353642 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.15905 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.21786 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0253649 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.0688335 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.417095 # DEPENDENCYPART_GRANDPAR
(6,3),(3,24),-1.14736 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.277178 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.114826 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.214112 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.171665 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.43853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.552668 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.45434 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.430132 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.246897 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.392706 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.639001 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.449212 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.607706 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.615101 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.324668 # DEPENDENCYPART_GRANDPAR
(6,4),(4,24),-1.3112 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.123452 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0578238 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0279084 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.366742 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.28498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.463498 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.36594 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.322149 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.248248 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.485401 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.281271 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.166959 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-0.584339 # DEPENDENCYPART_GRANDPAR
(6,5),(5,24),-1.23451 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.339942 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.273346 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.710284 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.423742 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.996174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.219622 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0840271 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0903397 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.128738 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.0114246 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.482634 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.190307 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.191511 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.456337 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.389955 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.156046 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.347426 # DEPENDENCYPART_GRANDPAR
(6,8),(8,24),-1.05466 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.6381 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.881714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.0663991 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.026892 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0409416 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.191883 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.194241 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.157898 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.601458 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.304724 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),-0.134569 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.0385511 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0344518 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.285262 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.173329 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.180913 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),0.30788 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.0505198 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),0.175955 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),0.157104 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.257817 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),0.101431 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.97697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),-0.181988 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.0727008 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.102621 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.0404003 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.211473 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.00084252 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.0225484 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),0.00134647 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.213271 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.147272 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.0777067 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),0.334606 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.124518 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.842674 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.04253 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.104379 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.117965 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.108552 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.16457 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.317517 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),0.0523218 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),0.0986409 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.480411 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.10885 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.943368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),-0.218413 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),-0.0964312 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.0313808 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.0054391 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.0966592 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.0169921 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.252741 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.0882945 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.0119595 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),0.0448298 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.22953 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.124413 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.0996519 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),0.230522 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.178315 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.908716 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.380724 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.308019 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.739583 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.456363 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-1.13902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),-0.477427 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),-0.328356 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.242272 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.104691 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.25913 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.16528 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.341306 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.2952 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.531792 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.315078 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),-0.523172 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),-1.1072 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),0.00180417 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.138708 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.204074 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.011029 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.00809426 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.257149 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),0.10841 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.353286 # DEPENDENCYPART_GRANDPAR
(6,20),(20,6),-0.920348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,20),(20,15),-0.120528 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),0.00539133 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),0.00290019 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.269636 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.225782 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.198048 # DEPENDENCYPART_GRANDPAR
(6,20),(20,24),-0.928797 # DEPENDENCYPART_GRANDPAR
(6,21),(21,2),0.0820402 # DEPENDENCYPART_GRANDPAR
(6,21),(21,3),0.100527 # DEPENDENCYPART_GRANDPAR
(6,21),(21,4),-0.478212 # DEPENDENCYPART_GRANDPAR
(6,21),(21,5),-0.103493 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-0.949357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,7),-0.222257 # DEPENDENCYPART_GRANDPAR
(6,21),(21,8),-0.0962938 # DEPENDENCYPART_GRANDPAR
(6,21),(21,10),0.0383326 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),0.124053 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),-0.00255528 # DEPENDENCYPART_GRANDPAR
(6,21),(21,13),-0.23985 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),0.121188 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.149693 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.0400301 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.034074 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.26743 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.221259 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.138618 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.509745 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.127528 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.846575 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.0443615 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.380596 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.37476 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.267152 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),0.0385014 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.541025 # DEPENDENCYPART_GRANDPAR
(8,3),(3,24),-0.705062 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.067107 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.347066 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.156365 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.380721 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.221719 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.00504968 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.729992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,10),-0.599399 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.00325705 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.174182 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.632153 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.359823 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.525931 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.589446 # DEPENDENCYPART_GRANDPAR
(8,4),(4,21),-0.677441 # DEPENDENCYPART_GRANDPAR
(8,4),(4,24),-0.740601 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.0259999 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.341363 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.204774 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.172196 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.130404 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.195089 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.681082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,10),-0.549539 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.629922 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.536506 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.411914 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-0.576345 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-0.751402 # DEPENDENCYPART_GRANDPAR
(8,5),(5,24),-0.707299 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.000636995 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.332109 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.25113 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.252614 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.242654 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.189666 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.03397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,10),-0.980071 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.257188 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.418896 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.773466 # DEPENDENCYPART_GRANDPAR
