# _root_ Akkor voltak 350-en , most 250 körüli a létszáma a 310_millió forint jegyzett tőkéjű vállalkozásnak , amely ma tipikus középvállalkozásnak mondható — mondja Erdész_András elnök-vezérigazgató .
#goldHeads=2,23,2,23,23,7,5,9,5,15,12,15,14,15,5,5,21,21,20,21,5,23,0,25,23,23,
#predictedHeads=2,0,2,2,7,7,2,9,2,15,12,13,15,15,2,2,23,23,20,21,23,23,2,25,23,2,
(20,8),(20,11),-0.00207841 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.000216785 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.152612 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.168333 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.0129962 # DEPENDENCYPART_SIBL
(20,8),(20,16),0.190771 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.0177755 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.0183076 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.157034 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.00420801 # DEPENDENCYPART_SIBL
(20,8),(20,24),-0.00331961 # DEPENDENCYPART_SIBL
(20,8),(20,25),-0.00331961 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.00207841 # DEPENDENCYPART_SIBL
(20,10),(20,12),0.000216785 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.152612 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.168333 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.0129962 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.190771 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0177755 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.0183076 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.157034 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.00420801 # DEPENDENCYPART_SIBL
(20,10),(20,24),-0.00331961 # DEPENDENCYPART_SIBL
(20,10),(20,25),-0.00331961 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.0447177 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.00608963 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.00274579 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.0159741 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.388592 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.00021821 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0685456 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.0043121 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.00621938 # DEPENDENCYPART_SIBL
(20,11),(20,24),0.0154455 # DEPENDENCYPART_SIBL
(20,11),(20,25),0.0154455 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.0619982 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.0384046 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.0391238 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.591887 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.0261781 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.138354 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0421084 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0469174 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.00592983 # DEPENDENCYPART_SIBL
(20,12),(20,25),-0.00592983 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.0201388 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.000392505 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.439922 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.00823307 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0417619 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.00366684 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.0135132 # DEPENDENCYPART_SIBL
(20,13),(20,24),0.0205033 # DEPENDENCYPART_SIBL
(20,13),(20,25),0.0205033 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.00308589 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.440909 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0134518 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.042746 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.00639928 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.00257009 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.00416485 # DEPENDENCYPART_SIBL
(20,14),(20,25),-0.00416485 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.641687 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0173024 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.153695 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0494431 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0472069 # DEPENDENCYPART_SIBL
(20,15),(20,24),0.00337853 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.00337853 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0825811 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0217725 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0264131 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.00775993 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.00844461 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.00844461 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0180673 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0449069 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.00712775 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0156243 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.0156243 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.00198141 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0621187 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.00322163 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.00322163 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.00260532 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.00411386 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.00411386 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0536891 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.0536891 # DEPENDENCYPART_SIBL
(20,24),(20,25),0.00471394 # DEPENDENCYPART_SIBL
(21,1),(21,2),0.165723 # DEPENDENCYPART_SIBL
(21,1),(21,3),0.184815 # DEPENDENCYPART_SIBL
(21,1),(21,4),0.056217 # DEPENDENCYPART_SIBL
(21,1),(21,5),0.161442 # DEPENDENCYPART_SIBL
(21,1),(21,6),0.193819 # DEPENDENCYPART_SIBL
(21,1),(21,9),0.183037 # DEPENDENCYPART_SIBL
(21,1),(21,11),0.184815 # DEPENDENCYPART_SIBL
(21,1),(21,12),0.172462 # DEPENDENCYPART_SIBL
(21,1),(21,13),0.106626 # DEPENDENCYPART_SIBL
(21,1),(21,14),0.102768 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.182648 # DEPENDENCYPART_SIBL
(21,1),(21,16),0.056217 # DEPENDENCYPART_SIBL
(21,1),(21,17),0.11814 # DEPENDENCYPART_SIBL
(21,1),(21,18),0.134315 # DEPENDENCYPART_SIBL
(21,1),(21,19),0.102768 # DEPENDENCYPART_SIBL
(21,1),(21,20),0.182648 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.0155972 # DEPENDENCYPART_SIBL
(21,1),(21,24),0.0577206 # DEPENDENCYPART_SIBL
(21,1),(21,25),0.0577206 # DEPENDENCYPART_SIBL
(21,2),(21,3),0.0308752 # DEPENDENCYPART_SIBL
(21,2),(21,4),0.264643 # DEPENDENCYPART_SIBL
(21,2),(21,5),0.0510498 # DEPENDENCYPART_SIBL
(21,2),(21,6),0.0339486 # DEPENDENCYPART_SIBL
(21,2),(21,9),-0.0287389 # DEPENDENCYPART_SIBL
(21,2),(21,11),0.0308752 # DEPENDENCYPART_SIBL
(21,2),(21,12),-0.0376304 # DEPENDENCYPART_SIBL
(21,2),(21,13),-0.00588489 # DEPENDENCYPART_SIBL
(21,2),(21,14),-0.010266 # DEPENDENCYPART_SIBL
(21,2),(21,15),-0.0287389 # DEPENDENCYPART_SIBL
(21,2),(21,16),0.264643 # DEPENDENCYPART_SIBL
(21,2),(21,17),0.0327074 # DEPENDENCYPART_SIBL
(21,2),(21,18),0.0510296 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.0102741 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.0287389 # DEPENDENCYPART_SIBL
(21,2),(21,22),0.0184801 # DEPENDENCYPART_SIBL
(21,2),(21,24),0.0607524 # DEPENDENCYPART_SIBL
(21,2),(21,25),0.0607524 # DEPENDENCYPART_SIBL
(21,3),(21,4),0.208271 # DEPENDENCYPART_SIBL
(21,3),(21,5),0.0796667 # DEPENDENCYPART_SIBL
(21,3),(21,6),0.0991291 # DEPENDENCYPART_SIBL
(21,3),(21,9),0.0173332 # DEPENDENCYPART_SIBL
(21,3),(21,11),0.0960556 # DEPENDENCYPART_SIBL
(21,3),(21,12),-0.00139216 # DEPENDENCYPART_SIBL
(21,3),(21,13),0.0114101 # DEPENDENCYPART_SIBL
(21,3),(21,14),0.00938211 # DEPENDENCYPART_SIBL
(21,3),(21,15),0.0173413 # DEPENDENCYPART_SIBL
(21,3),(21,16),0.208271 # DEPENDENCYPART_SIBL
(21,3),(21,17),0.0395624 # DEPENDENCYPART_SIBL
(21,3),(21,18),0.0785823 # DEPENDENCYPART_SIBL
(21,3),(21,19),0.00938211 # DEPENDENCYPART_SIBL
(21,3),(21,20),0.0173413 # DEPENDENCYPART_SIBL
(21,3),(21,22),-0.011607 # DEPENDENCYPART_SIBL
(21,3),(21,24),0.0144585 # DEPENDENCYPART_SIBL
(21,3),(21,25),0.0144585 # DEPENDENCYPART_SIBL
(21,4),(21,5),0.00457673 # DEPENDENCYPART_SIBL
(21,4),(21,6),-0.00529635 # DEPENDENCYPART_SIBL
(21,4),(21,9),-0.00431764 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.00836983 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.0209226 # DEPENDENCYPART_SIBL
(21,4),(21,13),0.0211256 # DEPENDENCYPART_SIBL
(21,4),(21,14),0.0115105 # DEPENDENCYPART_SIBL
(21,4),(21,15),-0.00352442 # DEPENDENCYPART_SIBL
(21,4),(21,16),0.027572 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.0427251 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.0212014 # DEPENDENCYPART_SIBL
(21,4),(21,19),0.0115105 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.00352442 # DEPENDENCYPART_SIBL
(21,4),(21,22),0.0122397 # DEPENDENCYPART_SIBL
(21,4),(21,24),0.0156507 # DEPENDENCYPART_SIBL
(21,4),(21,25),0.0156507 # DEPENDENCYPART_SIBL
(21,5),(21,6),0.178383 # DEPENDENCYPART_SIBL
(21,5),(21,9),0.152704 # DEPENDENCYPART_SIBL
(21,5),(21,11),0.16938 # DEPENDENCYPART_SIBL
(21,5),(21,12),0.142157 # DEPENDENCYPART_SIBL
(21,5),(21,13),0.073846 # DEPENDENCYPART_SIBL
(21,5),(21,14),0.0699881 # DEPENDENCYPART_SIBL
(21,5),(21,15),0.152344 # DEPENDENCYPART_SIBL
(21,5),(21,16),0.0661014 # DEPENDENCYPART_SIBL
(21,5),(21,17),0.106421 # DEPENDENCYPART_SIBL
(21,5),(21,18),0.110522 # DEPENDENCYPART_SIBL
(21,5),(21,19),0.069988 # DEPENDENCYPART_SIBL
(21,5),(21,20),0.152344 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.00657892 # DEPENDENCYPART_SIBL
(21,5),(21,24),0.046048 # DEPENDENCYPART_SIBL
(21,5),(21,25),0.046048 # DEPENDENCYPART_SIBL
(21,6),(21,9),0.0173301 # DEPENDENCYPART_SIBL
(21,6),(21,11),0.0960555 # DEPENDENCYPART_SIBL
(21,6),(21,12),-0.0013953 # DEPENDENCYPART_SIBL
(21,6),(21,13),0.00946303 # DEPENDENCYPART_SIBL
(21,6),(21,14),0.00743505 # DEPENDENCYPART_SIBL
(21,6),(21,15),0.0173381 # DEPENDENCYPART_SIBL
(21,6),(21,16),0.20827 # DEPENDENCYPART_SIBL
(21,6),(21,17),0.0395623 # DEPENDENCYPART_SIBL
(21,6),(21,18),0.0785822 # DEPENDENCYPART_SIBL
(21,6),(21,19),0.00743505 # DEPENDENCYPART_SIBL
(21,6),(21,20),0.0173381 # DEPENDENCYPART_SIBL
(21,6),(21,22),-0.0116074 # DEPENDENCYPART_SIBL
(21,6),(21,24),0.0142403 # DEPENDENCYPART_SIBL
(21,6),(21,25),0.0142403 # DEPENDENCYPART_SIBL
(21,9),(21,11),0.00449348 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.0283013 # DEPENDENCYPART_SIBL
(21,9),(21,13),0.0179858 # DEPENDENCYPART_SIBL
(21,9),(21,14),0.00453754 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.010323 # DEPENDENCYPART_SIBL
(21,9),(21,16),0.234227 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.00261812 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.105152 # DEPENDENCYPART_SIBL
(21,9),(21,19),0.00560555 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.010323 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.0151814 # DEPENDENCYPART_SIBL
(21,9),(21,24),0.0120538 # DEPENDENCYPART_SIBL
(21,9),(21,25),0.0120538 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.00139216 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.0114101 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.00938211 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.0173413 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.208271 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.0395624 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.0785823 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.00938211 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.0173413 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.011607 # DEPENDENCYPART_SIBL
(21,11),(21,24),0.0144585 # DEPENDENCYPART_SIBL
(21,11),(21,25),0.0144585 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.0364949 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.0111672 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.00721752 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.210693 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.0133076 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.100966 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.012236 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.00721752 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0147393 # DEPENDENCYPART_SIBL
(21,12),(21,24),0.00198555 # DEPENDENCYPART_SIBL
(21,12),(21,25),0.00198555 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.0290463 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.00732972 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.247885 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.0465031 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.0363517 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.0364991 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.00732972 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.0119025 # DEPENDENCYPART_SIBL
(21,13),(21,24),0.0294175 # DEPENDENCYPART_SIBL
(21,13),(21,25),0.0294175 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.00955736 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.247889 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.0434025 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.0363524 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0410409 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.00955736 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0119013 # DEPENDENCYPART_SIBL
(21,14),(21,24),0.0225603 # DEPENDENCYPART_SIBL
(21,14),(21,25),0.0225603 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.233414 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.00261812 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.105052 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.00600798 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.00767354 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0146364 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.0108749 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.0108749 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0427251 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0212014 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0115105 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.00352442 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0122397 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.0156507 # DEPENDENCYPART_SIBL
(21,16),(21,25),0.0156507 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0902681 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0375024 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0347345 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0123571 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.102214 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.102214 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0877979 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.171398 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.016501 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.0317762 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0317762 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.00955746 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0119003 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.0225682 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.0225682 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0146364 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0108749 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0108749 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0339036 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0339036 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.000574216 # DEPENDENCYPART_SIBL
(23,1),(23,2),-0.00892637 # DEPENDENCYPART_SIBL
(23,1),(23,3),0.0524285 # DEPENDENCYPART_SIBL
(23,1),(23,4),0.0182088 # DEPENDENCYPART_SIBL
(23,1),(23,5),-0.00679686 # DEPENDENCYPART_SIBL
(23,1),(23,6),0.0544246 # DEPENDENCYPART_SIBL
(23,1),(23,7),0.0461473 # DEPENDENCYPART_SIBL
(23,1),(23,8),-0.0894466 # DEPENDENCYPART_SIBL
(23,1),(23,9),0.0212117 # DEPENDENCYPART_SIBL
(23,1),(23,10),-0.0894466 # DEPENDENCYPART_SIBL
(23,1),(23,11),0.0524285 # DEPENDENCYPART_SIBL
(23,1),(23,12),-0.00667876 # DEPENDENCYPART_SIBL
(23,1),(23,13),0.0480536 # DEPENDENCYPART_SIBL
(23,1),(23,14),0.0485768 # DEPENDENCYPART_SIBL
(23,1),(23,15),0.0225901 # DEPENDENCYPART_SIBL
(23,1),(23,16),0.0182088 # DEPENDENCYPART_SIBL
(23,1),(23,17),-0.121827 # DEPENDENCYPART_SIBL
(23,1),(23,18),-0.0173342 # DEPENDENCYPART_SIBL
(23,1),(23,19),0.0485768 # DEPENDENCYPART_SIBL
(23,1),(23,20),0.0225901 # DEPENDENCYPART_SIBL
(23,1),(23,21),0.0480216 # DEPENDENCYPART_SIBL
(23,1),(23,22),0.0194965 # DEPENDENCYPART_SIBL
(23,1),(23,24),-0.0089983 # DEPENDENCYPART_SIBL
(23,1),(23,25),-0.0089983 # DEPENDENCYPART_SIBL
(23,1),(23,26),0.0534604 # DEPENDENCYPART_SIBL
(23,2),(23,3),-0.0267873 # DEPENDENCYPART_SIBL
(23,2),(23,4),0.129806 # DEPENDENCYPART_SIBL
(23,2),(23,5),-0.0719022 # DEPENDENCYPART_SIBL
(23,2),(23,6),-0.0274304 # DEPENDENCYPART_SIBL
(23,2),(23,7),0.0203044 # DEPENDENCYPART_SIBL
(23,2),(23,8),-0.0662519 # DEPENDENCYPART_SIBL
(23,2),(23,9),-0.0708265 # DEPENDENCYPART_SIBL
(23,2),(23,10),-0.0662519 # DEPENDENCYPART_SIBL
(23,2),(23,11),-0.0267873 # DEPENDENCYPART_SIBL
(23,2),(23,12),-0.104236 # DEPENDENCYPART_SIBL
(23,2),(23,13),0.0234377 # DEPENDENCYPART_SIBL
(23,2),(23,14),0.0234378 # DEPENDENCYPART_SIBL
(23,2),(23,15),-0.0686638 # DEPENDENCYPART_SIBL
(23,2),(23,16),0.129806 # DEPENDENCYPART_SIBL
(23,2),(23,17),-0.166581 # DEPENDENCYPART_SIBL
(23,2),(23,18),-0.0577259 # DEPENDENCYPART_SIBL
(23,2),(23,19),0.0234297 # DEPENDENCYPART_SIBL
(23,2),(23,20),-0.0686638 # DEPENDENCYPART_SIBL
(23,2),(23,21),0.0225776 # DEPENDENCYPART_SIBL
(23,2),(23,22),0.398667 # DEPENDENCYPART_SIBL
(23,2),(23,24),-0.00503781 # DEPENDENCYPART_SIBL
(23,2),(23,25),-0.00503781 # DEPENDENCYPART_SIBL
(23,2),(23,26),0.0744766 # DEPENDENCYPART_SIBL
(23,3),(23,4),0.0764748 # DEPENDENCYPART_SIBL
(23,3),(23,5),-0.0287087 # DEPENDENCYPART_SIBL
(23,3),(23,6),-0.0329657 # DEPENDENCYPART_SIBL
(23,3),(23,7),-0.00273246 # DEPENDENCYPART_SIBL
(23,3),(23,8),-0.0744781 # DEPENDENCYPART_SIBL
(23,3),(23,9),-0.028537 # DEPENDENCYPART_SIBL
(23,3),(23,10),-0.0744781 # DEPENDENCYPART_SIBL
(23,3),(23,11),-0.0323227 # DEPENDENCYPART_SIBL
(23,3),(23,12),-0.0694198 # DEPENDENCYPART_SIBL
(23,3),(23,13),-0.00320383 # DEPENDENCYPART_SIBL
(23,3),(23,14),-0.000857557 # DEPENDENCYPART_SIBL
(23,3),(23,15),-0.0263582 # DEPENDENCYPART_SIBL
(23,3),(23,16),0.0764748 # DEPENDENCYPART_SIBL
(23,3),(23,17),-0.192096 # DEPENDENCYPART_SIBL
(23,3),(23,18),-0.0103013 # DEPENDENCYPART_SIBL
(23,3),(23,19),-0.000857557 # DEPENDENCYPART_SIBL
(23,3),(23,20),-0.0263582 # DEPENDENCYPART_SIBL
(23,3),(23,21),-0.00171533 # DEPENDENCYPART_SIBL
(23,3),(23,22),0.101759 # DEPENDENCYPART_SIBL
(23,3),(23,24),-0.000364741 # DEPENDENCYPART_SIBL
(23,3),(23,25),-0.000364741 # DEPENDENCYPART_SIBL
(23,3),(23,26),0.0251152 # DEPENDENCYPART_SIBL
(23,4),(23,5),-0.10525 # DEPENDENCYPART_SIBL
(23,4),(23,6),-0.0319156 # DEPENDENCYPART_SIBL
(23,4),(23,7),0.0322753 # DEPENDENCYPART_SIBL
(23,4),(23,8),-0.10657 # DEPENDENCYPART_SIBL
(23,4),(23,9),-0.0611244 # DEPENDENCYPART_SIBL
(23,4),(23,10),-0.10657 # DEPENDENCYPART_SIBL
(23,4),(23,11),-0.0312726 # DEPENDENCYPART_SIBL
(23,4),(23,12),-0.103446 # DEPENDENCYPART_SIBL
(23,4),(23,13),0.0387447 # DEPENDENCYPART_SIBL
(23,4),(23,14),0.0335105 # DEPENDENCYPART_SIBL
(23,4),(23,15),-0.0573767 # DEPENDENCYPART_SIBL
(23,4),(23,16),0.04331 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.233015 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.117453 # DEPENDENCYPART_SIBL
(23,4),(23,19),0.0335105 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.0573767 # DEPENDENCYPART_SIBL
(23,4),(23,21),0.0300721 # DEPENDENCYPART_SIBL
(23,4),(23,22),0.118526 # DEPENDENCYPART_SIBL
(23,4),(23,24),-0.00849176 # DEPENDENCYPART_SIBL
(23,4),(23,25),-0.00849176 # DEPENDENCYPART_SIBL
(23,4),(23,26),0.124511 # DEPENDENCYPART_SIBL
(23,5),(23,6),0.059234 # DEPENDENCYPART_SIBL
(23,5),(23,7),0.0185879 # DEPENDENCYPART_SIBL
(23,5),(23,8),-0.0966 # DEPENDENCYPART_SIBL
(23,5),(23,9),-0.0348794 # DEPENDENCYPART_SIBL
(23,5),(23,10),-0.0966 # DEPENDENCYPART_SIBL
(23,5),(23,11),0.057238 # DEPENDENCYPART_SIBL
(23,5),(23,12),-0.0627144 # DEPENDENCYPART_SIBL
(23,5),(23,13),0.0204942 # DEPENDENCYPART_SIBL
(23,5),(23,14),0.0210174 # DEPENDENCYPART_SIBL
(23,5),(23,15),-0.0334462 # DEPENDENCYPART_SIBL
(23,5),(23,16),0.0723979 # DEPENDENCYPART_SIBL
(23,5),(23,17),-0.131618 # DEPENDENCYPART_SIBL
(23,5),(23,18),-0.0275646 # DEPENDENCYPART_SIBL
(23,5),(23,19),0.0210173 # DEPENDENCYPART_SIBL
(23,5),(23,20),-0.0334462 # DEPENDENCYPART_SIBL
(23,5),(23,21),0.0204622 # DEPENDENCYPART_SIBL
(23,5),(23,22),0.0271229 # DEPENDENCYPART_SIBL
(23,5),(23,24),-0.0072562 # DEPENDENCYPART_SIBL
(23,5),(23,25),-0.0072562 # DEPENDENCYPART_SIBL
(23,5),(23,26),-0.015999 # DEPENDENCYPART_SIBL
(23,6),(23,7),-0.00498366 # DEPENDENCYPART_SIBL
(23,6),(23,8),-0.0746306 # DEPENDENCYPART_SIBL
(23,6),(23,9),-0.0286933 # DEPENDENCYPART_SIBL
(23,6),(23,10),-0.0746306 # DEPENDENCYPART_SIBL
(23,6),(23,11),-0.0324752 # DEPENDENCYPART_SIBL
(23,6),(23,12),-0.0695761 # DEPENDENCYPART_SIBL
(23,6),(23,13),-0.00545503 # DEPENDENCYPART_SIBL
(23,6),(23,14),-0.00310876 # DEPENDENCYPART_SIBL
(23,6),(23,15),-0.0265145 # DEPENDENCYPART_SIBL
(23,6),(23,16),0.0763212 # DEPENDENCYPART_SIBL
(23,6),(23,17),-0.192249 # DEPENDENCYPART_SIBL
(23,6),(23,18),-0.0104538 # DEPENDENCYPART_SIBL
(23,6),(23,19),-0.00310876 # DEPENDENCYPART_SIBL
(23,6),(23,20),-0.0265145 # DEPENDENCYPART_SIBL
(23,6),(23,21),-0.00396653 # DEPENDENCYPART_SIBL
(23,6),(23,22),0.101606 # DEPENDENCYPART_SIBL
(23,6),(23,24),-0.0010209 # DEPENDENCYPART_SIBL
(23,6),(23,25),-0.0010209 # DEPENDENCYPART_SIBL
(23,6),(23,26),0.0248916 # DEPENDENCYPART_SIBL
(23,7),(23,8),-0.184993 # DEPENDENCYPART_SIBL
(23,7),(23,9),-0.0363725 # DEPENDENCYPART_SIBL
(23,7),(23,10),-0.184993 # DEPENDENCYPART_SIBL
(23,7),(23,11),-0.0206901 # DEPENDENCYPART_SIBL
(23,7),(23,12),-0.0570166 # DEPENDENCYPART_SIBL
(23,7),(23,13),0.0245881 # DEPENDENCYPART_SIBL
