# _root_ Jelenleg a határőrség nyolc közösségi szállásán mintegy 1500 külföldit helyezhetnek el , ám igazán jó körülményeket csupán 500-nak nyújthatnak , miközben a tényleges létszám megközelíti az 1200-at .
#goldHeads=10,3,10,6,6,10,9,9,10,0,10,10,10,15,16,19,19,19,10,19,25,24,24,25,19,27,25,10,
#predictedHeads=10,3,6,6,6,10,9,9,10,13,10,13,0,19,16,19,19,19,13,19,25,24,24,25,19,27,25,13,
(19,20),(19,25),0.207527 # DEPENDENCYPART_SIBL
(19,20),(19,26),0.0752182 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.0415189 # DEPENDENCYPART_SIBL
(19,20),(19,28),0.0520663 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0437359 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0500816 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.0609495 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.0265236 # DEPENDENCYPART_SIBL
(19,21),(19,26),0.0341905 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.0138362 # DEPENDENCYPART_SIBL
(19,21),(19,28),-0.0208736 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.00981277 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.0126936 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.0293409 # DEPENDENCYPART_SIBL
(19,22),(19,26),0.0664756 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.00526958 # DEPENDENCYPART_SIBL
(19,22),(19,28),-0.0291189 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0227982 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.023504 # DEPENDENCYPART_SIBL
(19,23),(19,26),0.00707033 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.0168745 # DEPENDENCYPART_SIBL
(19,23),(19,28),-0.0119287 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.00751362 # DEPENDENCYPART_SIBL
(19,24),(19,26),0.0511864 # DEPENDENCYPART_SIBL
(19,24),(19,27),0.00271609 # DEPENDENCYPART_SIBL
(19,24),(19,28),0.017 # DEPENDENCYPART_SIBL
(19,25),(19,26),0.0209264 # DEPENDENCYPART_SIBL
(19,25),(19,27),-0.0308448 # DEPENDENCYPART_SIBL
(19,25),(19,28),0.0191737 # DEPENDENCYPART_SIBL
(19,26),(19,27),0.00248485 # DEPENDENCYPART_SIBL
(19,26),(19,28),-0.00724827 # DEPENDENCYPART_SIBL
(19,27),(19,28),0.00282819 # DEPENDENCYPART_SIBL
(21,9),(21,16),0.159602 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.0347529 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.312525 # DEPENDENCYPART_SIBL
(21,9),(21,24),0.0765671 # DEPENDENCYPART_SIBL
(21,9),(21,25),0.0400835 # DEPENDENCYPART_SIBL
(21,9),(21,28),0.0264238 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0347529 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.312526 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.0765688 # DEPENDENCYPART_SIBL
(21,16),(21,25),0.0388837 # DEPENDENCYPART_SIBL
(21,16),(21,28),0.0251917 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.277748 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.128931 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0547091 # DEPENDENCYPART_SIBL
(21,18),(21,28),0.0711732 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0068182 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.00628256 # DEPENDENCYPART_SIBL
(21,20),(21,28),0.00986743 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.00667893 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.00414582 # DEPENDENCYPART_SIBL
(21,25),(21,28),0.0428688 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0820771 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0111128 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.015515 # DEPENDENCYPART_SIBL
(24,14),(24,15),-0.064308 # DEPENDENCYPART_SIBL
(24,14),(24,17),0.112599 # DEPENDENCYPART_SIBL
(24,14),(24,18),0.142301 # DEPENDENCYPART_SIBL
(24,14),(24,19),0.0671873 # DEPENDENCYPART_SIBL
(24,14),(24,20),0.0541619 # DEPENDENCYPART_SIBL
(24,14),(24,21),0.0874181 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.414605 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.0105474 # DEPENDENCYPART_SIBL
(24,14),(24,27),0.0260198 # DEPENDENCYPART_SIBL
(24,15),(24,17),0.0560264 # DEPENDENCYPART_SIBL
(24,15),(24,18),-0.0243776 # DEPENDENCYPART_SIBL
(24,15),(24,19),0.0990913 # DEPENDENCYPART_SIBL
(24,15),(24,20),0.396715 # DEPENDENCYPART_SIBL
(24,15),(24,21),0.0390996 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.67823 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.0346783 # DEPENDENCYPART_SIBL
(24,15),(24,27),0.0113811 # DEPENDENCYPART_SIBL
(24,17),(24,18),0.147141 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.0723729 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.0709074 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.0775584 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.415005 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.00642864 # DEPENDENCYPART_SIBL
(24,17),(24,27),0.0367756 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.0896837 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.388592 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.0823719 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.390221 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.00657025 # DEPENDENCYPART_SIBL
(24,18),(24,27),0.0187679 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.314734 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.0420324 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.353507 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.0610934 # DEPENDENCYPART_SIBL
(24,19),(24,27),0.0284113 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0500133 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.408123 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.028669 # DEPENDENCYPART_SIBL
(24,20),(24,27),0.0254865 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.419558 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0156106 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.0280652 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.173476 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0176286 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.00968511 # DEPENDENCYPART_SIBL
(25,1),(25,3),0.0345485 # DEPENDENCYPART_SIBL
(25,1),(25,4),0.0370234 # DEPENDENCYPART_SIBL
(25,1),(25,5),0.00733409 # DEPENDENCYPART_SIBL
(25,1),(25,6),0.0265159 # DEPENDENCYPART_SIBL
(25,1),(25,7),-0.11545 # DEPENDENCYPART_SIBL
(25,1),(25,8),0.0300637 # DEPENDENCYPART_SIBL
(25,1),(25,9),0.0322749 # DEPENDENCYPART_SIBL
(25,1),(25,10),-0.0171247 # DEPENDENCYPART_SIBL
(25,1),(25,12),0.0264374 # DEPENDENCYPART_SIBL
(25,1),(25,13),0.0410024 # DEPENDENCYPART_SIBL
(25,1),(25,14),-0.018419 # DEPENDENCYPART_SIBL
(25,1),(25,15),-0.0543518 # DEPENDENCYPART_SIBL
(25,1),(25,16),0.0406013 # DEPENDENCYPART_SIBL
(25,1),(25,17),-0.00105872 # DEPENDENCYPART_SIBL
(25,1),(25,18),0.0328246 # DEPENDENCYPART_SIBL
(25,1),(25,19),-0.0178 # DEPENDENCYPART_SIBL
(25,1),(25,20),0.0264374 # DEPENDENCYPART_SIBL
(25,1),(25,21),-0.0641908 # DEPENDENCYPART_SIBL
(25,1),(25,22),-0.0950311 # DEPENDENCYPART_SIBL
(25,1),(25,23),0.00746286 # DEPENDENCYPART_SIBL
(25,1),(25,24),0.0309841 # DEPENDENCYPART_SIBL
(25,1),(25,26),-0.0237618 # DEPENDENCYPART_SIBL
(25,1),(25,27),-0.0266148 # DEPENDENCYPART_SIBL
(25,1),(25,28),0.0260245 # DEPENDENCYPART_SIBL
(25,3),(25,4),-0.00614943 # DEPENDENCYPART_SIBL
(25,3),(25,5),0.00607694 # DEPENDENCYPART_SIBL
(25,3),(25,6),-0.0258451 # DEPENDENCYPART_SIBL
(25,3),(25,7),-0.108319 # DEPENDENCYPART_SIBL
(25,3),(25,8),-0.00692216 # DEPENDENCYPART_SIBL
(25,3),(25,9),-0.0094625 # DEPENDENCYPART_SIBL
(25,3),(25,10),-0.0020322 # DEPENDENCYPART_SIBL
(25,3),(25,12),0.102528 # DEPENDENCYPART_SIBL
(25,3),(25,13),0.0846651 # DEPENDENCYPART_SIBL
(25,3),(25,14),0.0369946 # DEPENDENCYPART_SIBL
(25,3),(25,15),-0.0630191 # DEPENDENCYPART_SIBL
(25,3),(25,16),-0.00277628 # DEPENDENCYPART_SIBL
(25,3),(25,17),0.0759525 # DEPENDENCYPART_SIBL
(25,3),(25,18),-0.00692216 # DEPENDENCYPART_SIBL
(25,3),(25,19),-0.00270747 # DEPENDENCYPART_SIBL
(25,3),(25,20),0.102528 # DEPENDENCYPART_SIBL
(25,3),(25,21),-0.0294196 # DEPENDENCYPART_SIBL
(25,3),(25,22),-0.0547584 # DEPENDENCYPART_SIBL
(25,3),(25,23),0.00749591 # DEPENDENCYPART_SIBL
(25,3),(25,24),-0.0124404 # DEPENDENCYPART_SIBL
(25,3),(25,26),-0.0240473 # DEPENDENCYPART_SIBL
(25,3),(25,27),-0.00508468 # DEPENDENCYPART_SIBL
(25,3),(25,28),0.00681778 # DEPENDENCYPART_SIBL
(25,4),(25,5),-0.0225295 # DEPENDENCYPART_SIBL
(25,4),(25,6),0.0021195 # DEPENDENCYPART_SIBL
(25,4),(25,7),-0.0403464 # DEPENDENCYPART_SIBL
(25,4),(25,8),-0.0271605 # DEPENDENCYPART_SIBL
(25,4),(25,9),0.00787824 # DEPENDENCYPART_SIBL
(25,4),(25,10),-0.029539 # DEPENDENCYPART_SIBL
(25,4),(25,12),0.0608302 # DEPENDENCYPART_SIBL
(25,4),(25,13),0.12625 # DEPENDENCYPART_SIBL
(25,4),(25,14),0.0298681 # DEPENDENCYPART_SIBL
(25,4),(25,15),-0.0621165 # DEPENDENCYPART_SIBL
(25,4),(25,16),0.015 # DEPENDENCYPART_SIBL
(25,4),(25,17),0.0550703 # DEPENDENCYPART_SIBL
(25,4),(25,18),-0.0271605 # DEPENDENCYPART_SIBL
(25,4),(25,19),-0.0302143 # DEPENDENCYPART_SIBL
(25,4),(25,20),0.0608302 # DEPENDENCYPART_SIBL
(25,4),(25,21),-0.0121966 # DEPENDENCYPART_SIBL
(25,4),(25,22),-0.0735822 # DEPENDENCYPART_SIBL
(25,4),(25,23),-0.0223903 # DEPENDENCYPART_SIBL
(25,4),(25,24),0.00658773 # DEPENDENCYPART_SIBL
(25,4),(25,26),0.041396 # DEPENDENCYPART_SIBL
(25,4),(25,27),-0.0228534 # DEPENDENCYPART_SIBL
(25,4),(25,28),-0.0165664 # DEPENDENCYPART_SIBL
(25,5),(25,6),-0.0195078 # DEPENDENCYPART_SIBL
(25,5),(25,7),-0.0859016 # DEPENDENCYPART_SIBL
(25,5),(25,8),-0.0361746 # DEPENDENCYPART_SIBL
(25,5),(25,9),-0.01379 # DEPENDENCYPART_SIBL
(25,5),(25,10),-0.00301981 # DEPENDENCYPART_SIBL
(25,5),(25,12),0.048584 # DEPENDENCYPART_SIBL
(25,5),(25,13),0.115654 # DEPENDENCYPART_SIBL
(25,5),(25,14),-0.00374238 # DEPENDENCYPART_SIBL
(25,5),(25,15),-0.075551 # DEPENDENCYPART_SIBL
(25,5),(25,16),7.92066e-05 # DEPENDENCYPART_SIBL
(25,5),(25,17),0.0111344 # DEPENDENCYPART_SIBL
(25,5),(25,18),-0.0361746 # DEPENDENCYPART_SIBL
(25,5),(25,19),-0.00372791 # DEPENDENCYPART_SIBL
(25,5),(25,20),0.048584 # DEPENDENCYPART_SIBL
(25,5),(25,21),-0.0462622 # DEPENDENCYPART_SIBL
(25,5),(25,22),-0.201506 # DEPENDENCYPART_SIBL
(25,5),(25,23),-0.025764 # DEPENDENCYPART_SIBL
(25,5),(25,24),-0.0150396 # DEPENDENCYPART_SIBL
(25,5),(25,26),0.0327744 # DEPENDENCYPART_SIBL
(25,5),(25,27),0.0169372 # DEPENDENCYPART_SIBL
(25,5),(25,28),0.00510845 # DEPENDENCYPART_SIBL
(25,6),(25,7),-0.119309 # DEPENDENCYPART_SIBL
(25,6),(25,8),-0.0141115 # DEPENDENCYPART_SIBL
(25,6),(25,9),-0.0280165 # DEPENDENCYPART_SIBL
(25,6),(25,10),-0.00898354 # DEPENDENCYPART_SIBL
(25,6),(25,12),0.0956371 # DEPENDENCYPART_SIBL
(25,6),(25,13),0.0775103 # DEPENDENCYPART_SIBL
(25,6),(25,14),0.0260044 # DEPENDENCYPART_SIBL
(25,6),(25,15),-0.0699968 # DEPENDENCYPART_SIBL
(25,6),(25,16),-0.0213343 # DEPENDENCYPART_SIBL
(25,6),(25,17),0.0649623 # DEPENDENCYPART_SIBL
(25,6),(25,18),-0.0141115 # DEPENDENCYPART_SIBL
(25,6),(25,19),-0.00965881 # DEPENDENCYPART_SIBL
(25,6),(25,20),0.0956371 # DEPENDENCYPART_SIBL
(25,6),(25,21),-0.0404098 # DEPENDENCYPART_SIBL
(25,6),(25,22),-0.0619144 # DEPENDENCYPART_SIBL
(25,6),(25,23),0.000518231 # DEPENDENCYPART_SIBL
(25,6),(25,24),-0.0309984 # DEPENDENCYPART_SIBL
(25,6),(25,26),-0.0272295 # DEPENDENCYPART_SIBL
(25,6),(25,27),-0.00826693 # DEPENDENCYPART_SIBL
(25,6),(25,28),0.00695274 # DEPENDENCYPART_SIBL
(25,7),(25,8),0.052715 # DEPENDENCYPART_SIBL
(25,7),(25,9),-0.149363 # DEPENDENCYPART_SIBL
(25,7),(25,10),-0.0776898 # DEPENDENCYPART_SIBL
(25,7),(25,12),-0.033031 # DEPENDENCYPART_SIBL
(25,7),(25,13),-0.0217646 # DEPENDENCYPART_SIBL
(25,7),(25,14),-0.0896267 # DEPENDENCYPART_SIBL
(25,7),(25,15),-0.133046 # DEPENDENCYPART_SIBL
(25,7),(25,16),-0.141037 # DEPENDENCYPART_SIBL
(25,7),(25,17),-0.0722664 # DEPENDENCYPART_SIBL
(25,7),(25,18),0.0540954 # DEPENDENCYPART_SIBL
(25,7),(25,19),-0.078365 # DEPENDENCYPART_SIBL
(25,7),(25,20),-0.033031 # DEPENDENCYPART_SIBL
(25,7),(25,21),-0.135384 # DEPENDENCYPART_SIBL
(25,7),(25,22),-0.147553 # DEPENDENCYPART_SIBL
(25,7),(25,23),-0.0701261 # DEPENDENCYPART_SIBL
(25,7),(25,24),-0.150654 # DEPENDENCYPART_SIBL
(25,7),(25,26),-0.09791 # DEPENDENCYPART_SIBL
(25,7),(25,27),-0.092648 # DEPENDENCYPART_SIBL
(25,7),(25,28),-0.106824 # DEPENDENCYPART_SIBL
(25,8),(25,9),0.0107932 # DEPENDENCYPART_SIBL
(25,8),(25,10),-0.02856 # DEPENDENCYPART_SIBL
(25,8),(25,12),0.0619685 # DEPENDENCYPART_SIBL
(25,8),(25,13),0.124641 # DEPENDENCYPART_SIBL
(25,8),(25,14),0.0308743 # DEPENDENCYPART_SIBL
(25,8),(25,15),-0.0625015 # DEPENDENCYPART_SIBL
(25,8),(25,16),0.017915 # DEPENDENCYPART_SIBL
(25,8),(25,17),0.0560765 # DEPENDENCYPART_SIBL
(25,8),(25,18),-0.0294505 # DEPENDENCYPART_SIBL
(25,8),(25,19),-0.0292352 # DEPENDENCYPART_SIBL
(25,8),(25,20),0.0619685 # DEPENDENCYPART_SIBL
(25,8),(25,21),-0.0111904 # DEPENDENCYPART_SIBL
(25,8),(25,22),-0.0726331 # DEPENDENCYPART_SIBL
(25,8),(25,23),-0.0227753 # DEPENDENCYPART_SIBL
(25,8),(25,24),0.00950272 # DEPENDENCYPART_SIBL
(25,8),(25,26),0.0488776 # DEPENDENCYPART_SIBL
(25,8),(25,27),-0.0153687 # DEPENDENCYPART_SIBL
(25,8),(25,28),-0.00139484 # DEPENDENCYPART_SIBL
(25,9),(25,10),-0.00902424 # DEPENDENCYPART_SIBL
(25,9),(25,12),0.0956068 # DEPENDENCYPART_SIBL
(25,9),(25,13),0.0774855 # DEPENDENCYPART_SIBL
(25,9),(25,14),0.0259795 # DEPENDENCYPART_SIBL
(25,9),(25,15),-0.0700168 # DEPENDENCYPART_SIBL
(25,9),(25,16),-0.0213589 # DEPENDENCYPART_SIBL
(25,9),(25,17),0.0649375 # DEPENDENCYPART_SIBL
(25,9),(25,18),-0.0141314 # DEPENDENCYPART_SIBL
(25,9),(25,19),-0.00969951 # DEPENDENCYPART_SIBL
(25,9),(25,20),0.0956068 # DEPENDENCYPART_SIBL
(25,9),(25,21),-0.0404346 # DEPENDENCYPART_SIBL
(25,9),(25,22),-0.0619344 # DEPENDENCYPART_SIBL
(25,9),(25,23),0.00049824 # DEPENDENCYPART_SIBL
(25,9),(25,24),-0.031023 # DEPENDENCYPART_SIBL
(25,9),(25,26),-0.0272537 # DEPENDENCYPART_SIBL
(25,9),(25,27),-0.00829111 # DEPENDENCYPART_SIBL
(25,9),(25,28),0.00692337 # DEPENDENCYPART_SIBL
(25,10),(25,12),0.0793449 # DEPENDENCYPART_SIBL
(25,10),(25,13),0.0252791 # DEPENDENCYPART_SIBL
(25,10),(25,14),0.000539053 # DEPENDENCYPART_SIBL
(25,10),(25,15),-0.0505373 # DEPENDENCYPART_SIBL
(25,10),(25,16),-0.0179275 # DEPENDENCYPART_SIBL
(25,10),(25,17),0.0128739 # DEPENDENCYPART_SIBL
(25,10),(25,18),-0.0245424 # DEPENDENCYPART_SIBL
(25,10),(25,19),-0.0288766 # DEPENDENCYPART_SIBL
(25,10),(25,20),0.0793449 # DEPENDENCYPART_SIBL
(25,10),(25,21),-0.0434205 # DEPENDENCYPART_SIBL
(25,10),(25,22),-0.0660861 # DEPENDENCYPART_SIBL
(25,10),(25,23),-0.00481283 # DEPENDENCYPART_SIBL
(25,10),(25,24),-0.0263397 # DEPENDENCYPART_SIBL
(25,10),(25,26),-0.0116248 # DEPENDENCYPART_SIBL
(25,10),(25,27),-0.00762995 # DEPENDENCYPART_SIBL
(25,10),(25,28),0.0157563 # DEPENDENCYPART_SIBL
(25,12),(25,13),0.161712 # DEPENDENCYPART_SIBL
(25,12),(25,14),-0.00313676 # DEPENDENCYPART_SIBL
(25,12),(25,15),-0.0682435 # DEPENDENCYPART_SIBL
(25,12),(25,16),0.00148352 # DEPENDENCYPART_SIBL
(25,12),(25,17),-0.00579172 # DEPENDENCYPART_SIBL
(25,12),(25,18),-0.0297455 # DEPENDENCYPART_SIBL
(25,12),(25,19),0.0226144 # DEPENDENCYPART_SIBL
(25,12),(25,20),0.00513268 # DEPENDENCYPART_SIBL
(25,12),(25,21),-0.0791061 # DEPENDENCYPART_SIBL
(25,12),(25,22),-0.10614 # DEPENDENCYPART_SIBL
(25,12),(25,23),-0.00900903 # DEPENDENCYPART_SIBL
(25,12),(25,24),-0.00692861 # DEPENDENCYPART_SIBL
(25,12),(25,26),-0.00943395 # DEPENDENCYPART_SIBL
(25,12),(25,27),0.0124763 # DEPENDENCYPART_SIBL
(25,12),(25,28),0.0213227 # DEPENDENCYPART_SIBL
(25,13),(25,14),-0.0443603 # DEPENDENCYPART_SIBL
(25,13),(25,15),-0.044467 # DEPENDENCYPART_SIBL
(25,13),(25,16),-0.0470349 # DEPENDENCYPART_SIBL
(25,13),(25,17),-0.0041996 # DEPENDENCYPART_SIBL
(25,13),(25,18),-0.0194783 # DEPENDENCYPART_SIBL
(25,13),(25,19),0.108373 # DEPENDENCYPART_SIBL
(25,13),(25,20),0.128957 # DEPENDENCYPART_SIBL
(25,13),(25,21),-0.0927565 # DEPENDENCYPART_SIBL
(25,13),(25,22),-0.100205 # DEPENDENCYPART_SIBL
(25,13),(25,23),0.0133766 # DEPENDENCYPART_SIBL
(25,13),(25,24),-0.0621006 # DEPENDENCYPART_SIBL
(25,13),(25,26),0.008027 # DEPENDENCYPART_SIBL
(25,13),(25,27),0.00454336 # DEPENDENCYPART_SIBL
(25,13),(25,28),0.0485737 # DEPENDENCYPART_SIBL
(25,14),(25,15),-0.0618437 # DEPENDENCYPART_SIBL
(25,14),(25,16),0.00530048 # DEPENDENCYPART_SIBL
(25,14),(25,17),0.000567996 # DEPENDENCYPART_SIBL
(25,14),(25,18),0.0426155 # DEPENDENCYPART_SIBL
(25,14),(25,19),-0.0273133 # DEPENDENCYPART_SIBL
(25,14),(25,20),0.0209999 # DEPENDENCYPART_SIBL
(25,14),(25,21),-0.06255 # DEPENDENCYPART_SIBL
(25,14),(25,22),-0.10106 # DEPENDENCYPART_SIBL
(25,14),(25,23),-2.90587e-05 # DEPENDENCYPART_SIBL
(25,14),(25,24),-0.0043167 # DEPENDENCYPART_SIBL
(25,14),(25,26),-0.0255919 # DEPENDENCYPART_SIBL
(25,14),(25,27),-0.0214545 # DEPENDENCYPART_SIBL
(25,14),(25,28),0.0207422 # DEPENDENCYPART_SIBL
(25,15),(25,16),-0.10163 # DEPENDENCYPART_SIBL
(25,15),(25,17),-0.0597699 # DEPENDENCYPART_SIBL
(25,15),(25,18),-0.0864067 # DEPENDENCYPART_SIBL
(25,15),(25,19),-0.0540296 # DEPENDENCYPART_SIBL
(25,15),(25,20),-0.0213303 # DEPENDENCYPART_SIBL
(25,15),(25,21),-0.117167 # DEPENDENCYPART_SIBL
(25,15),(25,22),-0.25228 # DEPENDENCYPART_SIBL
(25,15),(25,23),-0.0967897 # DEPENDENCYPART_SIBL
(25,15),(25,24),-0.116749 # DEPENDENCYPART_SIBL
(25,15),(25,26),-0.014022 # DEPENDENCYPART_SIBL
(25,15),(25,27),-0.0298636 # DEPENDENCYPART_SIBL
(25,15),(25,28),-0.0608341 # DEPENDENCYPART_SIBL
(25,16),(25,17),0.0649606 # DEPENDENCYPART_SIBL
(25,16),(25,18),-0.0141126 # DEPENDENCYPART_SIBL
(25,16),(25,19),-0.00966 # DEPENDENCYPART_SIBL
(25,16),(25,20),0.0956311 # DEPENDENCYPART_SIBL
(25,16),(25,21),-0.0404115 # DEPENDENCYPART_SIBL
(25,16),(25,22),-0.0619156 # DEPENDENCYPART_SIBL
(25,16),(25,23),0.000517046 # DEPENDENCYPART_SIBL
(25,16),(25,24),-0.0309997 # DEPENDENCYPART_SIBL
(25,16),(25,26),-0.0309273 # DEPENDENCYPART_SIBL
(25,16),(25,27),-0.0119647 # DEPENDENCYPART_SIBL
(25,16),(25,28),0.000785852 # DEPENDENCYPART_SIBL
(25,17),(25,18),0.045676 # DEPENDENCYPART_SIBL
(25,17),(25,19),-0.0155927 # DEPENDENCYPART_SIBL
(25,17),(25,20),0.0460248 # DEPENDENCYPART_SIBL
(25,17),(25,21),-0.0756161 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.100079 # DEPENDENCYPART_SIBL
(25,17),(25,23),0.0033784 # DEPENDENCYPART_SIBL
(25,17),(25,24),-0.00715076 # DEPENDENCYPART_SIBL
(25,17),(25,26),0.0244941 # DEPENDENCYPART_SIBL
(25,17),(25,27),0.0380339 # DEPENDENCYPART_SIBL
(25,17),(25,28),0.0827292 # DEPENDENCYPART_SIBL
(25,18),(25,19),-0.0292352 # DEPENDENCYPART_SIBL
(25,18),(25,20),0.0619685 # DEPENDENCYPART_SIBL
(25,18),(25,21),-0.0111904 # DEPENDENCYPART_SIBL
(25,18),(25,22),-0.0726331 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.0227753 # DEPENDENCYPART_SIBL
(25,18),(25,24),0.00950272 # DEPENDENCYPART_SIBL
(25,18),(25,26),0.0488776 # DEPENDENCYPART_SIBL
(25,18),(25,27),-0.0153687 # DEPENDENCYPART_SIBL
(25,18),(25,28),-0.00139484 # DEPENDENCYPART_SIBL
(25,19),(25,20),0.078528 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.0452626 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.0673775 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.00617525 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.0285863 # DEPENDENCYPART_SIBL
(25,19),(25,26),-0.0121381 # DEPENDENCYPART_SIBL
(25,19),(25,27),-0.00814322 # DEPENDENCYPART_SIBL
(25,19),(25,28),0.0128663 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.0791061 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.10614 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.00900903 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.00692861 # DEPENDENCYPART_SIBL
(25,20),(25,26),-0.00943395 # DEPENDENCYPART_SIBL
(25,20),(25,27),0.0124763 # DEPENDENCYPART_SIBL
(25,20),(25,28),0.0213227 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.0696081 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.0309516 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.0897458 # DEPENDENCYPART_SIBL
(25,21),(25,26),-0.0428927 # DEPENDENCYPART_SIBL
(25,21),(25,27),-0.0356929 # DEPENDENCYPART_SIBL
(25,21),(25,28),-0.0203681 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.00926618 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.0174639 # DEPENDENCYPART_SIBL
(25,22),(25,26),0.0450632 # DEPENDENCYPART_SIBL
(25,22),(25,27),-0.0207247 # DEPENDENCYPART_SIBL
(25,22),(25,28),-0.0634118 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0150499 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.0327643 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.016927 # DEPENDENCYPART_SIBL
(25,23),(25,28),0.00508844 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0272295 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.00826693 # DEPENDENCYPART_SIBL
(25,24),(25,28),0.00695274 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.00248485 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.00660792 # DEPENDENCYPART_SIBL
(25,27),(25,28),0.00346853 # DEPENDENCYPART_SIBL
(27,21),(27,24),0.142927 # DEPENDENCYPART_SIBL
(27,21),(27,25),0.0707931 # DEPENDENCYPART_SIBL
(27,21),(27,26),-0.00593578 # DEPENDENCYPART_SIBL
(27,24),(27,25),0.0944242 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.0122216 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.0626264 # DEPENDENCYPART_SIBL
(0,10),(10,1),0.471872 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.346814 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.215402 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.0351721 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.0509309 # DEPENDENCYPART_GRANDPAR
