# _root_ Legalábbis ez volt az az elképzelés , amelyet a Királyi_városok programban tavaly meghirdettek , s amelyből a visegrádi palota 400_millió forinttal részesült volna .
#goldHeads=3,3,0,6,6,3,3,13,11,11,13,13,2,2,2,22,19,19,22,21,22,2,22,3,
#predictedHeads=3,3,15,6,6,3,3,13,11,11,13,13,4,15,0,22,19,19,22,21,22,4,22,15,
(19,15),(19,20),0.0280969 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0245811 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0674018 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0524909 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0164186 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0127377 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.161541 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0176288 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0037974 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.00632981 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0046706 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0252111 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.212335 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.111344 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.0916834 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.0835562 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.14181 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.00622029 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0119514 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0844503 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0378306 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0962135 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.0521359 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.207094 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.0151184 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.410974 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.00145038 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.0679349 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.118942 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.435429 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0321959 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.408141 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.0274571 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0566283 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0422456 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.00860195 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.373339 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0171987 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0038848 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0441849 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0673823 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0515659 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0353975 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0249009 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.161385 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0143583 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.00501142 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.00787999 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0088878 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.000451396 # DEPENDENCYPART_SIBL
(22,1),(22,2),-0.0395382 # DEPENDENCYPART_SIBL
(22,1),(22,3),-0.0051678 # DEPENDENCYPART_SIBL
(22,1),(22,4),0.00988915 # DEPENDENCYPART_SIBL
(22,1),(22,6),0.0124434 # DEPENDENCYPART_SIBL
(22,1),(22,7),0.035235 # DEPENDENCYPART_SIBL
(22,1),(22,8),-0.101953 # DEPENDENCYPART_SIBL
(22,1),(22,9),-0.0946833 # DEPENDENCYPART_SIBL
(22,1),(22,10),0.0124434 # DEPENDENCYPART_SIBL
(22,1),(22,11),0.0104125 # DEPENDENCYPART_SIBL
(22,1),(22,12),-0.0423288 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.0104364 # DEPENDENCYPART_SIBL
(22,1),(22,14),0.035235 # DEPENDENCYPART_SIBL
(22,1),(22,15),0.0194367 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.0467598 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.0946833 # DEPENDENCYPART_SIBL
(22,1),(22,18),0.00411046 # DEPENDENCYPART_SIBL
(22,1),(22,19),0.0124434 # DEPENDENCYPART_SIBL
(22,1),(22,20),0.0467509 # DEPENDENCYPART_SIBL
(22,1),(22,21),0.00858363 # DEPENDENCYPART_SIBL
(22,1),(22,23),-0.0252087 # DEPENDENCYPART_SIBL
(22,1),(22,24),-0.0078615 # DEPENDENCYPART_SIBL
(22,2),(22,3),-0.0208352 # DEPENDENCYPART_SIBL
(22,2),(22,4),-0.0573466 # DEPENDENCYPART_SIBL
(22,2),(22,6),-0.0130433 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.00307676 # DEPENDENCYPART_SIBL
(22,2),(22,8),-0.232882 # DEPENDENCYPART_SIBL
(22,2),(22,9),0.0975082 # DEPENDENCYPART_SIBL
(22,2),(22,10),-0.0130407 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.0151136 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.0136434 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.0182787 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.00307676 # DEPENDENCYPART_SIBL
(22,2),(22,15),0.0369923 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.186908 # DEPENDENCYPART_SIBL
(22,2),(22,17),0.0975082 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.0182101 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.0130408 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.0302484 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.0141094 # DEPENDENCYPART_SIBL
(22,2),(22,23),0.0191408 # DEPENDENCYPART_SIBL
(22,2),(22,24),-0.00253311 # DEPENDENCYPART_SIBL
(22,3),(22,4),0.0115349 # DEPENDENCYPART_SIBL
(22,3),(22,6),-0.0259464 # DEPENDENCYPART_SIBL
(22,3),(22,7),0.154256 # DEPENDENCYPART_SIBL
(22,3),(22,8),-0.123747 # DEPENDENCYPART_SIBL
(22,3),(22,9),-0.0579531 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.0259464 # DEPENDENCYPART_SIBL
(22,3),(22,11),-0.028186 # DEPENDENCYPART_SIBL
(22,3),(22,12),-0.0130297 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.00922557 # DEPENDENCYPART_SIBL
(22,3),(22,14),0.154256 # DEPENDENCYPART_SIBL
(22,3),(22,15),0.050162 # DEPENDENCYPART_SIBL
(22,3),(22,16),-0.0837873 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.0579531 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.00446201 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.0259465 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.0197123 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.0312322 # DEPENDENCYPART_SIBL
(22,3),(22,23),0.0351535 # DEPENDENCYPART_SIBL
(22,3),(22,24),0.0277387 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.0542477 # DEPENDENCYPART_SIBL
(22,4),(22,7),0.0592699 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.282203 # DEPENDENCYPART_SIBL
(22,4),(22,9),0.0535376 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.0542452 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.056906 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.0220263 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.016335 # DEPENDENCYPART_SIBL
(22,4),(22,14),0.0592699 # DEPENDENCYPART_SIBL
(22,4),(22,15),0.0674465 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.235075 # DEPENDENCYPART_SIBL
(22,4),(22,17),0.0535376 # DEPENDENCYPART_SIBL
(22,4),(22,18),0.00975179 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.0542453 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.00863006 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0553138 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.0156989 # DEPENDENCYPART_SIBL
(22,4),(22,24),0.0684312 # DEPENDENCYPART_SIBL
(22,6),(22,7),0.0912533 # DEPENDENCYPART_SIBL
(22,6),(22,8),-0.151955 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.062697 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.0335271 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.0384612 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.00132943 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.00976711 # DEPENDENCYPART_SIBL
(22,6),(22,14),0.0912533 # DEPENDENCYPART_SIBL
(22,6),(22,15),0.0487696 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.0946145 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.062697 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.00338728 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.0335272 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.0168163 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.0429577 # DEPENDENCYPART_SIBL
(22,6),(22,23),0.0496285 # DEPENDENCYPART_SIBL
(22,6),(22,24),0.00176889 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.181271 # DEPENDENCYPART_SIBL
(22,7),(22,9),-0.109975 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.0140167 # DEPENDENCYPART_SIBL
(22,7),(22,11),-0.0186708 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.0603252 # DEPENDENCYPART_SIBL
(22,7),(22,13),0.0119979 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.00138684 # DEPENDENCYPART_SIBL
(22,7),(22,15),0.200971 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.071651 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.109975 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.0112668 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0140168 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.0374279 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.0126449 # DEPENDENCYPART_SIBL
(22,7),(22,23),0.0153264 # DEPENDENCYPART_SIBL
(22,7),(22,24),0.0117075 # DEPENDENCYPART_SIBL
(22,8),(22,9),0.0908783 # DEPENDENCYPART_SIBL
(22,8),(22,10),0.0667413 # DEPENDENCYPART_SIBL
(22,8),(22,11),0.0646895 # DEPENDENCYPART_SIBL
(22,8),(22,12),0.0694874 # DEPENDENCYPART_SIBL
(22,8),(22,13),0.0218335 # DEPENDENCYPART_SIBL
(22,8),(22,14),0.108428 # DEPENDENCYPART_SIBL
(22,8),(22,15),0.0936641 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.132334 # DEPENDENCYPART_SIBL
(22,8),(22,17),0.0908783 # DEPENDENCYPART_SIBL
(22,8),(22,18),0.0427889 # DEPENDENCYPART_SIBL
(22,8),(22,19),0.0667412 # DEPENDENCYPART_SIBL
(22,8),(22,20),0.0383498 # DEPENDENCYPART_SIBL
(22,8),(22,21),0.0656727 # DEPENDENCYPART_SIBL
(22,8),(22,23),0.0762721 # DEPENDENCYPART_SIBL
(22,8),(22,24),-0.0172097 # DEPENDENCYPART_SIBL
(22,9),(22,10),0.0161147 # DEPENDENCYPART_SIBL
(22,9),(22,11),0.0134183 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.0343967 # DEPENDENCYPART_SIBL
(22,9),(22,13),0.0272807 # DEPENDENCYPART_SIBL
(22,9),(22,14),0.00753384 # DEPENDENCYPART_SIBL
(22,9),(22,15),0.0907021 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.110564 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.125584 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.0151753 # DEPENDENCYPART_SIBL
(22,9),(22,19),0.0155637 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.0368276 # DEPENDENCYPART_SIBL
(22,9),(22,21),0.010357 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.036127 # DEPENDENCYPART_SIBL
(22,9),(22,24),-0.0681952 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.0384612 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.00132943 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.00976711 # DEPENDENCYPART_SIBL
(22,10),(22,14),0.0914011 # DEPENDENCYPART_SIBL
(22,10),(22,15),0.0487863 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.0946145 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.062697 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.00338728 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.0335272 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0168163 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.0429577 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.0496869 # DEPENDENCYPART_SIBL
(22,10),(22,24),0.00176889 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.00455261 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0129903 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.0836985 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.0437793 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.0978377 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0659214 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.00860221 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.0413262 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0200395 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0507568 # DEPENDENCYPART_SIBL
(22,11),(22,23),0.0448454 # DEPENDENCYPART_SIBL
(22,11),(22,24),-0.00474293 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.028661 # DEPENDENCYPART_SIBL
(22,12),(22,14),0.00537878 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.0223988 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.070075 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.105645 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.00301984 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.0466874 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.0134056 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.0428276 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.0165379 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.0216111 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.0728307 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.0212521 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.0865247 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.0679974 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.00671316 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0296004 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0293257 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.034886 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.0434825 # DEPENDENCYPART_SIBL
(22,13),(22,24),0.00740121 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.200971 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.071651 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.109975 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.0112668 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0140168 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0374279 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.0126449 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.0153264 # DEPENDENCYPART_SIBL
(22,14),(22,24),0.0117075 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.079473 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.100931 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0107033 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.0635939 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.00793267 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0696443 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0764676 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.175663 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.0599974 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0010696 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.00379734 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.000627897 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.00486587 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.00740509 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.0277361 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0151753 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.0155637 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0368276 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.010357 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.036127 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.0681952 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0174486 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.038076 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0234408 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0528846 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.000164711 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0156506 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0394581 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0520208 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.00876887 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.00481222 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.00904306 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.00907802 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.039829 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0147805 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0119681 # DEPENDENCYPART_SIBL
(23,7),(23,11),0.0127786 # DEPENDENCYPART_SIBL
(23,7),(23,12),-0.0338427 # DEPENDENCYPART_SIBL
(23,7),(23,13),0.014308 # DEPENDENCYPART_SIBL
(23,7),(23,14),0.0209745 # DEPENDENCYPART_SIBL
(23,7),(23,15),0.209826 # DEPENDENCYPART_SIBL
(23,7),(23,16),-0.0461626 # DEPENDENCYPART_SIBL
(23,7),(23,18),0.00709098 # DEPENDENCYPART_SIBL
(23,7),(23,19),0.0174327 # DEPENDENCYPART_SIBL
(23,7),(23,21),0.0188046 # DEPENDENCYPART_SIBL
(23,7),(23,22),0.0121567 # DEPENDENCYPART_SIBL
(23,7),(23,24),0.0585332 # DEPENDENCYPART_SIBL
(23,11),(23,12),0.00641407 # DEPENDENCYPART_SIBL
(23,11),(23,13),-0.0188669 # DEPENDENCYPART_SIBL
(23,11),(23,14),0.101002 # DEPENDENCYPART_SIBL
(23,11),(23,15),0.0464441 # DEPENDENCYPART_SIBL
(23,11),(23,16),-0.0870546 # DEPENDENCYPART_SIBL
(23,11),(23,18),0.000408306 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.0215941 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.0310246 # DEPENDENCYPART_SIBL
(23,11),(23,22),-0.0206987 # DEPENDENCYPART_SIBL
(23,11),(23,24),0.026969 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.0350069 # DEPENDENCYPART_SIBL
(23,12),(23,14),0.0171119 # DEPENDENCYPART_SIBL
(23,12),(23,15),0.0201307 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.0611101 # DEPENDENCYPART_SIBL
(23,12),(23,18),0.00779757 # DEPENDENCYPART_SIBL
(23,12),(23,19),0.0592626 # DEPENDENCYPART_SIBL
(23,12),(23,21),0.0554029 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.0350069 # DEPENDENCYPART_SIBL
(23,12),(23,24),0.0727343 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.103655 # DEPENDENCYPART_SIBL
(23,13),(23,15),0.0308291 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.0641822 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.0114049 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.00325346 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.0085391 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.0293305 # DEPENDENCYPART_SIBL
(23,13),(23,24),0.0244672 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.209826 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.0461626 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.00709098 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.0174327 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.0188046 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.0121567 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.0585332 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.0681064 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.019347 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.0488812 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.0549316 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.196366 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.200793 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.0142468 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.0124014 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.0113329 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.0279975 # DEPENDENCYPART_SIBL
(23,16),(23,24),0.011152 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.00691414 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.000921923 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.00404072 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.0226652 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.019726 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0163099 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0404809 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0234275 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0169315 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0229806 # DEPENDENCYPART_SIBL
(0,1),(1,3),0.716161 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.00693578 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.271701 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.205869 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.11549 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.373199 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),-0.04063 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),2.20294 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.582289 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.494898 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.201976 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0586841 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.120323 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.445589 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.165213 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.37326 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.538542 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.00259162 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.0358879 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.16234 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.485733 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.539528 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.277094 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.520359 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),-0.508297 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),-0.243907 # DEPENDENCYPART_GRANDPAR
(0,2),(2,24),2.17231 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.291779 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0539277 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.0343464 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.444485 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.0445459 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.235753 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.229708 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.643755 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.0627648 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.271032 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.33635 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.200675 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.0795422 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.332837 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.254649 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.370931 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),-0.405439 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),-0.0429147 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),-0.587654 # DEPENDENCYPART_GRANDPAR
(0,3),(3,24),2.594 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.557276 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.282231 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.746855 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0526998 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.126256 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.406167 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.159228 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.367271 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.504095 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.0282295 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.0299546 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.159155 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.445979 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.507803 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.27111 # DEPENDENCYPART_GRANDPAR
