# _root_ Egybehangzó kommentárok szerint az együttes nemcsak hogy hullámvölgybe került , hanem alapjaiban rendült meg , sőt széthullóban van .
#goldHeads=2,3,9,5,9,9,9,9,16,16,16,13,16,13,16,0,18,16,16,
#predictedHeads=2,3,9,5,9,9,9,9,16,13,13,13,16,13,16,0,18,16,16,
(9,14),(14,13),-0.241127 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0249136 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.106123 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.238224 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.524624 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.419074 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.504156 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.538867 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.692629 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.323799 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.968313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.388669 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.340657 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.177634 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.352634 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.175485 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.454596 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.600561 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.917322 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.216928 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.048674 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.249125 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.00646545 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.141129 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.824073 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.217907 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.0170515 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.146174 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.254419 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.146978 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.348302 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.523446 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),0.0782232 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.873057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),-0.28998 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.183167 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.00157466 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.265977 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.0417453 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.0767962 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.102334 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.259917 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.718217 # DEPENDENCYPART_GRANDPAR
(11,1),(1,19),-0.772006 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0441106 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.20813 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.0382756 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.0405327 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.246798 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.275796 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.414309 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.0311465 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.0460572 # DEPENDENCYPART_GRANDPAR
(11,3),(3,12),-0.152165 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.397282 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.389947 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.411247 # DEPENDENCYPART_GRANDPAR
(11,3),(3,19),-0.766185 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.0373068 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.0568489 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.190614 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.342691 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.0358942 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.0719014 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.225043 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.325118 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.191448 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.12226 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.393997 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.0391681 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.0514149 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.841784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,13),-0.508854 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.443019 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.442503 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.556515 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.527592 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.804686 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.00483804 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.0567853 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.252362 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.300115 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.206563 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.301196 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.482083 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.112581 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.0433941 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.852561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-0.521756 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.453743 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.453121 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.568311 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.541111 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.810747 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.336111 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.199335 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.227148 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.0820751 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),-0.232284 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.558106 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.0661653 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.0196707 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.355188 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.235661 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.285068 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.419638 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.298545 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.44862 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.196561 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.14786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.546823 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.755902 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.759064 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.726469 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.747579 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.781045 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.769582 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-1.03344 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.697736 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.488359 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.334443 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.321174 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.550212 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.575995 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.365895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,16),0.0255504 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.119003 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),0.123758 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.705875 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.06325 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.47213 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.919947 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.801926 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.551447 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.705839 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.634303 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.874032 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.882703 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.381671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.310644 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.0745803 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.061141 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.151735 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.00690153 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.208813 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.337735 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.479528 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.730219 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.244392 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.247245 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.371837 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.30127 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.627121 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.597238 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.319656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.493897 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.185649 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.12705 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.119394 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.0808722 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.397241 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.330273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.489625 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.153713 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.0675976 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.070736 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.402021 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.710195 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-1.05535 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.475961 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.923762 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.794026 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.560432 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.715028 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.626402 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.880574 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.888433 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.355954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.386796 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.0417227 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.123608 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.00421366 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.0429182 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.0898331 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.316919 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.391603 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.673235 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.656278 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.309676 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.499 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.739851 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.714304 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),0.0952563 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.676109 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.406115 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.507813 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.346391 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.265634 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.162567 # DEPENDENCYPART_GRANDPAR
(12,7),(7,13),-0.875332 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.315415 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.430811 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.461546 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.720509 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.652075 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),0.311232 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.629563 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.362051 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.370895 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.4133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,17),-0.519091 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.488408 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.658899 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.665192 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),0.138999 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.594729 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.374573 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.333943 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.516079 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.385494 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.122962 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.35408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.860381 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.462196 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.351194 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.47971 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.445758 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.701354 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.651545 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.496051 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.719897 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.715466 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.656155 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.398675 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.367245 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.577077 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.508267 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.440148 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.34453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.868717 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.312344 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.427313 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.455446 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.713247 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.650848 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.803188 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-1.09266 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-1.0129 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.684076 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.667964 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.949843 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.775217 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.629677 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.506782 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.921767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.415746 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.0722556 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.141703 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.439924 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.305232 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.514768 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.902419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.421404 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.0150593 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.0634066 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.23319 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.794667 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-1.09079 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.987797 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.18526 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-1.02514 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.742095 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.74189 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.947967 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.769806 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.671269 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.564197 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.964093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.460145 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.058208 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.085998 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.0407262 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.0796769 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.290856 # DEPENDENCYPART_GRANDPAR
(13,1),(1,19),-0.932539 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.180928 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.352245 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.151146 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),0.00311456 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.403531 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.147097 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.230827 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.0893365 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.129125 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.385144 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.32864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,15),-0.523664 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-0.558742 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),-0.921333 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.172657 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.112458 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.245779 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.121918 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.497853 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.40618 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.412198 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.362947 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.644743 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.296228 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.444852 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.226421 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.329078 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.331242 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.50118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,15),-0.622867 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.625487 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.417686 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.735399 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-1.00733 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.580642 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.50338 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.491929 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.443786 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.741944 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.46284 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.536165 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.309376 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.459554 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.428553 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.54619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,15),-0.660747 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.664119 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.462186 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.781022 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-1.04237 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.117611 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.362985 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.19269 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.171772 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.429171 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.472006 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.290851 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.170013 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.188364 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.185233 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.409237 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.165653 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.086292 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.229753 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.174523 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.141301 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.379337 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.22693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.152804 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.400535 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.431039 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.115878 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.456336 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.740805 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.520719 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.418206 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.437287 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.656769 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.400095 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.346696 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.477946 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.510347 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.414017 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.136724 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.50598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,15),-0.625015 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.627475 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.419679 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.740202 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-1.00894 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.120318 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.366652 # DEPENDENCYPART_GRANDPAR
