# _root_ — Öt percet kaptunk , hogy elhagyjuk a lakásunkat — meséli egy asszony , akit az EBESZ-szóvivő találomra állít meg .
#goldHeads=11,3,4,11,4,4,4,9,7,11,0,13,11,11,19,17,19,19,11,19,11,
#predictedHeads=11,3,4,11,4,4,4,9,7,11,0,13,11,11,19,17,19,19,11,19,11,
(7,11),(11,8),0.169644 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.467316 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.217136 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.0166281 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.114588 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.527899 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.267147 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.0920732 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.0725598 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.0494741 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.0369174 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.859574 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.856218 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.70231 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.784303 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-1.01143 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.245015 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.538149 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.093928 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.0956759 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.0013608 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.591994 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),0.0161413 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.0474087 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),0.00395501 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.821971 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.0339875 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.086404 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.0480884 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),0.016684 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.510626 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.241326 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.0735716 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-0.681312 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.616587 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-0.766647 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.83748 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.835338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,9),0.439669 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),-0.0594821 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.124023 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.0687864 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.095256 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),0.429031 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.1643 # DEPENDENCYPART_GRANDPAR
(7,19),(19,1),-0.694562 # DEPENDENCYPART_GRANDPAR
(7,19),(19,2),-0.334487 # DEPENDENCYPART_GRANDPAR
(7,19),(19,3),-0.404487 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-0.559234 # DEPENDENCYPART_GRANDPAR
(7,19),(19,5),-0.706596 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),-0.837465 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-0.849623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,9),0.471233 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),-0.222343 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.138308 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.149945 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),-0.0237602 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.136472 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),0.434647 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.318861 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.132735 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.10722 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.0423438 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.865065 # DEPENDENCYPART_GRANDPAR
(7,20),(20,5),-0.773139 # DEPENDENCYPART_GRANDPAR
(7,20),(20,6),-0.843975 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-0.845873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,9),0.432293 # DEPENDENCYPART_GRANDPAR
(7,20),(20,10),-0.0679399 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),-0.134558 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),-0.0761622 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),-0.108199 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.171675 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.0992229 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.0715465 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.88958 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.68141 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.844924 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.509496 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.612993 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.243949 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.79579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.519595 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.701865 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.736635 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.658859 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.237004 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-0.868517 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.696638 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.652745 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.874753 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.731138 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.485519 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.270118 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.849674 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.85529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.608205 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.761147 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.796795 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.716346 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.41171 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.673801 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.569338 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.296374 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-0.648519 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-0.880201 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.692768 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.949534 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.711055 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.756691 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.261078 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.85993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.538375 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.776813 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.800769 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.68121 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.678442 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.596086 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.311992 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.881373 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.695909 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.652518 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.87475 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.625572 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.712507 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.500819 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.849674 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.85528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.608205 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.761145 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.796794 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.716346 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.41171 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.6738 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.569338 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.296371 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.648519 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.880201 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.04359 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.963564 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.31211 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.952522 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.01016 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.902384 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.686975 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.19305 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.47659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.195835 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.367605 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.418695 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0939945 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.362334 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.236825 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.292666 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),0.0288793 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.32705 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.531081 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-1.00215 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.03372 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.937305 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.85082 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.25577 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.31825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.193354 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0723082 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.334174 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.0110527 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.236926 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.230996 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),0.120284 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.521367 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.0832702 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.259163 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.307502 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.0272149 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.273207 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.230805 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-1.04365 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-0.963565 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-1.31219 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.952578 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-1.01028 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.902423 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.687032 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-1.47564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),-0.202495 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),-0.344459 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.0674995 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.408726 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.444526 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.0148676 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.290339 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.294157 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.20295 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.329875 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.535769 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.115781 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.142842 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.41648 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.236321 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.587913 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.305224 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.160861 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.30431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,13),-0.192793 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.365599 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-0.306214 # DEPENDENCYPART_GRANDPAR
(11,2),(2,21),-0.999075 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.0862323 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.102957 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.435268 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.344677 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.6067 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.35661 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.4233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,19),-0.425208 # DEPENDENCYPART_GRANDPAR
(11,3),(3,21),-1.1062 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.00181164 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.12609 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.151736 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.201632 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.292496 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.555091 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.183509 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.276596 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.0710962 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.19767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,13),0.0339646 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.243558 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),0.102147 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.0969744 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.0101727 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.199758 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-0.183768 # DEPENDENCYPART_GRANDPAR
(11,4),(4,21),-0.820125 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.0937077 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.18205 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.141422 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.0466925 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.345977 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.00724108 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.0264331 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.51826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,13),-0.397744 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.504972 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.530016 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.408819 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.520234 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-1.12289 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.00101559 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.126369 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.151334 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.408142 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.213406 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.348653 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.187756 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.26871 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.0702443 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.19767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),0.0339703 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.243554 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),0.102151 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.0969686 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.010169 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.199749 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-0.183765 # DEPENDENCYPART_GRANDPAR
(11,7),(7,21),-0.820122 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.0862323 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.102957 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.43614 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.295734 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.26022 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.607571 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0329215 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.203322 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.4233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.409291 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.541329 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.425208 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-1.1062 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.420025 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.34098 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.06871 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.142803 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.641567 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.248387 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.364858 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.526586 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-8.9968e-07 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.356196 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.128552 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.0168953 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.105908 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.657799 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.0784235 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),0.535858 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.208122 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.0180439 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.274827 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.0601011 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.00926763 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.245119 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),0.0990062 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),0.0223302 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),0.0311507 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),0.270437 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),0.0765962 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.189951 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.959389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,13),0.0912471 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.0938961 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.193233 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.0518886 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.258369 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),0.0268439 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),0.033017 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),0.156359 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),0.0823807 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),0.0311657 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),0.32779 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),0.195363 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.203201 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.973675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),0.472318 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.136273 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.135112 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),0.198849 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.137636 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.0203243 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.0429159 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.0601666 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.700893 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),0.0158384 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),0.0246554 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),0.263946 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),0.0680569 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-0.196445 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.969925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,13),0.0838713 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.106839 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.0592644 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.0349189 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),0.0304067 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.725408 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.307941 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.321884 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.0226257 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.162525 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.178008 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.137172 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.0842603 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.210249 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.0413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-0.635267 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-0.305498 # DEPENDENCYPART_GRANDPAR
(13,2),(2,21),-0.741842 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.324235 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.54662 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.351914 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.283394 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.241074 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.149115 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.569265 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.229436 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.120786 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.181356 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.10146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.692755 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.409789 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),-0.545145 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.487953 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.364867 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-0.570305 # DEPENDENCYPART_GRANDPAR
(13,4),(4,21),-0.753525 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.31942 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.42474 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.224422 # DEPENDENCYPART_GRANDPAR
